"","AEP.Open","AEP.High","AEP.Low","AEP.Close","AEP.Volume","AEP.Adjusted"
"54",52.849998,53.02,52.580002,52.950001,1214500,51.541499
"55",53.02,53.290001,52.209999,52.259998,1548900,50.869851
"56",52.299999,53.18,52.299999,53.150002,2317100,51.73618
"57",52.950001,53.400002,52.900002,53.32,1744400,51.901656
"58",53.389999,53.709999,53.23,53.700001,1525800,52.271549
"59",53.66,53.73,52.75,52.880001,2369600,51.473361
"60",53.09,53.529999,53,53.360001,1714600,51.940593
"61",53.299999,53.41,52.75,53,2261400,51.590168
"62",53.240002,53.869999,53.040001,53.860001,2236200,52.427292
"63",53.830002,53.860001,53.330002,53.529999,1892000,52.106069
"64",53.25,53.400002,52.779999,52.990002,2497500,51.580436
"65",53.02,53.169998,52.68,52.990002,2187000,51.580436
"66",53.02,53.630001,52.959999,53.540001,2041100,52.115805
"67",53.32,53.380001,52.299999,52.48,2058500,51.084
"68",52.52,52.93,52.419998,52.689999,1758400,51.288413
"69",52.73,53.790001,52.639999,53.630001,2175900,52.203411
"70",53.82,53.880001,53.049999,53.32,2060300,51.901656
"71",53.32,53.450001,52.529999,52.740002,1704800,51.337086
"72",52.860001,53.360001,52.709999,53.279999,2386300,51.862719
"73",53.130001,53.27,52.75,52.970001,1213400,51.560967
"74",52.900002,52.98,52.540001,52.560001,2022700,51.161874
"75",52.669998,52.720001,52.220001,52.470001,2151000,51.074268
"76",52.490002,52.66,52.080002,52.09,1900100,50.704375
"77",52.099998,52.5,51.580002,52.25,1386600,50.860119
"78",52.040001,52.32,51.720001,52.18,2202100,50.791981
"79",52.299999,52.759998,51.959999,52.209999,2064900,50.821182
"80",52.34,52.93,52.220001,52.380001,2214100,50.986662
"81",52.369999,52.779999,52.18,52.279999,2363100,50.889319
"82",52.380001,53.009998,51.970001,52.869999,2055500,51.463625
"83",53.049999,53.259998,52.610001,52.799999,1448700,51.395488
"84",52.689999,53.509998,52.610001,52.959999,2845700,51.551231
"85",52.889999,54.139999,52.889999,54.119999,2316700,52.680375
"86",54.119999,54.43,53.470001,53.560001,3675200,52.135273
"87",53.880001,54.5,53.73,53.889999,2693700,52.456493
"88",53.849998,54.939999,53.75,54.23,2762800,52.787449
"89",54.549999,55.619999,54.189999,54.720001,3731700,53.264416
"90",54.34,54.93,52.91,54.369999,4725900,52.923724
"91",53.57,54.060001,52.860001,53.939999,3612500,52.505162
"92",54.669998,54.790001,53.490002,54.610001,3839500,53.157342
"93",54.59,55.450001,54.5,55.360001,2164300,53.887391
"94",55.41,55.689999,55.009998,55.560001,2766500,54.082072
"95",55.560001,56.549999,55.5,55.919998,3716100,54.432493
"96",56.040001,56.299999,55.060001,55.279999,4535400,53.809518
"97",55.529999,56.669998,55.450001,56.470001,2816600,54.967865
"98",56.610001,57.389999,56.549999,56.759998,3010200,55.250148
"99",56.900002,56.959999,56.240002,56.59,3322400,55.084672
"100",56.709999,57.380001,56.169998,56.759998,2668000,55.250148
"101",57.009998,58.299999,56.869999,58.27,3226700,56.719984
"102",58.59,58.610001,58,58.34,3034300,56.788121
"103",58.41,58.799999,58.220001,58.650002,2021300,57.089876
"104",58.669998,58.950001,58.029999,58.130001,2155900,56.583708
"105",58.580002,59.84,58.419998,59.740002,4670000,58.150882
"106",58.549999,58.759998,57.07,57.869999,4770600,56.834847
"107",57.91,58.349998,57.669998,58.32,1754400,57.276799
"108",58.009998,58.560001,57.970001,58.380001,2371000,57.335727
"109",58.299999,58.439999,57.630001,57.939999,2290400,56.903595
"110",57.450001,57.650002,56.549999,56.869999,3305400,55.852735
"111",56.869999,57.25,56.169998,56.310001,2860600,55.302754
"112",56.18,56.380001,55.939999,56.060001,2116000,55.057226
"113",56.049999,57.259998,55.900002,57.189999,2907000,56.167011
"114",57.32,57.599998,56.950001,57.25,2367400,56.225939
"115",57.200001,57.360001,56.84,57.240002,2302000,56.216119
"116",57.09,57.549999,56.77,57.23,2195800,56.206296
"117",57.66,57.790001,56.779999,57.419998,2329300,56.392896
"118",57.419998,57.5,56.77,56.799999,2094900,55.783987
"119",56.950001,57,56.32,56.580002,2786300,55.567925
"120",56.740002,57,56.509998,56.66,2049000,55.646492
"121",56.82,57.75,56.82,57.549999,1316000,56.520572
"122",57.310001,58.349998,56.970001,58.009998,2555800,56.972343
"123",57.990002,58.549999,57.549999,58.360001,2231200,57.316084
"124",58.439999,58.619999,58.060001,58.509998,2733000,57.463399
"125",58.52,58.779999,58.060001,58.439999,2091700,57.394651
"126",57.75,58.299999,57.470001,57.759998,1965100,56.726814
"127",57.939999,58.799999,57.790001,58.759998,2997500,57.708927
"128",58.290001,59.349998,58.290001,58.869999,3143200,57.81696
"129",59.009998,59.580002,58.209999,58.23,2365200,57.188409
"130",58.490002,59.27,58.459999,58.860001,2156200,57.80714
"131",58.549999,59.349998,58.450001,58.689999,3216400,57.640179
"132",58.639999,58.919998,57.509998,58.080002,2952400,57.041094
"133",58.080002,58.77,57.200001,57.830002,2128000,56.795566
"134",57.93,58.98,57.93,58.82,2406400,57.767855
"135",59.029999,59.990002,58.82,59.98,2622700,58.907105
"136",60.009998,60.48,59.509998,59.889999,3966700,58.818715
"137",59.869999,60.150002,59.509998,60.150002,1711800,59.074066
"138",60.259998,60.48,60.060001,60.110001,1693100,59.034781
"139",60.25,61.450001,60.220001,61.310001,1795100,60.213317
"140",61.459999,62.389999,61.369999,61.990002,2813400,60.881153
"141",62,63.220001,62,62.91,2573700,61.784695
"142",62.799999,62.799999,61.560001,61.720001,2001600,60.615983
"143",61.82,62.029999,60.68,60.720001,1942400,59.63387
"144",60.880001,61.240002,60.389999,61.150002,2007400,60.056179
"145",61.099998,61.279999,59.970001,60.25,2642600,59.172276
"146",60.419998,61.84,60.369999,60.580002,4166500,59.496375
"147",60.709999,61.880001,60.360001,61.439999,2798800,60.340989
"148",61.630001,62.189999,61.630001,61.970001,2470100,60.861511
"149",62.029999,62.169998,61.150002,61.639999,2413800,60.537412
"150",61.880001,61.959999,61.099998,61.560001,2411100,60.458845
"151",62.040001,62.880001,61.52,61.869999,2641900,60.763297
"152",61.709999,62.830002,61.41,62.759998,2599600,61.637377
"153",62.759998,63.389999,62.540001,63.16,2605300,62.030223
"154",63.189999,63.599998,62.759998,63.57,2334500,62.432889
"155",64,64.050003,63.02,63.529999,2258000,62.393604
"156",63.380001,64.25,62.950001,64.139999,2481300,62.992693
"157",64.559998,64.629997,63.669998,64.080002,1944700,62.933769
"158",64.379997,64.900002,64.120003,64.519997,2056600,63.365893
"159",64.419998,64.599998,64.019997,64.57,1802700,63.415002
"160",64.410004,64.82,64.199997,64.25,2736100,63.100726
"161",64.279999,65.379997,63.25,63.380001,3645700,62.246289
"162",63.360001,63.990002,62.75,63.720001,3007700,62.580208
"163",63.59,64.269997,62.759998,62.810001,3855900,61.686485
"164",62.810001,63.509998,62.279999,63.060001,3641300,61.932014
"165",62.919998,63.139999,62.5,62.759998,3641300,61.637377
"166",62.75,63,62.02,62.220001,3356200,61.107039
"167",62.560001,62.689999,61.889999,62.450001,2203200,61.332924
"168",61.799999,62.029999,58.860001,59.150002,4123100,58.589189
"169",59.09,59.43,58.02,58.240002,3748700,57.687817
"170",58.259998,59.43,58.259998,59.310001,3403500,58.747672
"171",59.07,59.07,58.09,58.279999,2820100,57.727435
"172",58.279999,58.52,57.75,57.98,3705200,57.43028
"173",57.810001,58.110001,57.009998,57.830002,3856600,57.281705
"174",57.540001,58.470001,57.279999,57.869999,4017900,57.321322
"175",57.869999,59.310001,57.689999,59.119999,3712600,58.559471
"176",58.919998,59.07,58.029999,58.41,2956500,57.856203
"177",58.330002,58.77,57.639999,58.720001,3899800,58.163266
"178",58.77,59.150002,58.689999,59.09,2136400,58.529757
"179",58.990002,59.639999,58.75,59.279999,2154200,58.717954
"180",59.18,59.290001,58.029999,58.080002,3058500,57.529334
"181",58.220001,58.419998,57.299999,57.41,3200600,56.865685
"182",57.529999,57.889999,57.259998,57.580002,2475400,57.034075
"183",57.389999,57.580002,55.77,56.150002,2989900,55.617633
"184",56.080002,56.75,55.779999,56.73,2959500,56.192132
"185",56.450001,57.549999,56.25,56.580002,3194000,56.043556
"186",57,57.5,56.84,57.080002,2319900,56.538815
"187",56.52,56.52,54.66,55.009998,3794800,54.488438
"188",55.099998,55.52,54.939999,55.18,2303900,54.656828
"189",55.060001,55.849998,54.93,55.259998,2588200,54.736068
"190",55.27,55.560001,54.700001,54.77,2108000,54.250716
"191",55.040001,56.23,54.93,55.970001,2256900,55.439339
"192",55.849998,55.849998,54.700001,55.310001,2303500,54.785597
"193",55.5,56.540001,55.48,56.16,1875900,55.627536
"194",55.880001,56.43,55.73,55.900002,2369400,55.370003
"195",55.93,57.939999,55.669998,57.549999,3072500,57.004357
"196",57.389999,57.950001,56.860001,57.049999,2227200,56.509097
"197",57.32,57.98,57.02,57.700001,3453300,57.152936
"198",57.709999,58.150002,57.599998,57.950001,1905600,57.400566
"199",57.849998,58.279999,57.07,57.25,1919600,56.707202
"200",57.32,57.75,55.880001,55.91,5557100,55.379906
"201",55.799999,56.23,55.09,55.330002,3077200,54.805407
"202",55.400002,56.48,55.220001,55.900002,2544900,55.370003
"203",56.07,56.900002,55.860001,56.580002,1869100,56.043556
"204",56.470001,57.07,56.099998,56.25,3366600,55.716683
"205",56.220001,56.630001,55.630001,56.369999,3031500,55.835544
"206",56.32,56.650002,56.16,56.459999,2277300,55.924691
"207",56.639999,57.509998,56.639999,57.099998,1794000,56.558622
"208",57.009998,57.169998,56.349998,56.369999,1869700,55.835544
"209",56.389999,56.439999,55.66,55.98,2953700,55.449242
"210",56.049999,56.080002,55.380001,55.790001,1926000,55.261045
"211",55.959999,56.580002,55.790001,56.389999,1279100,55.855355
"212",56.209999,56.360001,55.639999,55.669998,1128400,55.14218
"213",55.779999,56.279999,55.700001,56.099998,1786000,55.568104
"214",56.220001,56.77,56.099998,56.360001,2216500,55.825641
"215",56.18,56.220001,55.529999,55.849998,2762000,55.320474
"216",55.619999,56.389999,55.509998,55.73,1980100,55.201613
"217",55.849998,57.09,55.84,56.630001,2408500,56.093081
"218",56.669998,57.07,55.77,55.970001,1958900,55.439339
"219",56.18,56.25,55.669998,56.139999,2305100,55.607725
"220",56.84,57.119999,56.330002,56.900002,2776200,56.360522
"221",57.150002,58.349998,57.040001,57.880001,4012500,57.33123
"222",58.07,58.110001,57.650002,57.709999,3458100,57.16284
"223",57.389999,58.110001,57.18,58.080002,3114200,57.529334
"224",57.509998,58.029999,57.209999,57.790001,4065000,57.242083
"225",57.540001,57.610001,56.419998,56.869999,3815700,56.330804
"226",56.849998,57.18,56.529999,57.029999,2385700,56.489286
"227",57.040001,57.720001,56.919998,57.360001,2231000,56.816159
"228",57.130001,57.169998,55.830002,55.900002,4733200,55.370003
"229",55.48,55.689999,54.360001,54.959999,2998700,54.959999
"230",55.240002,55.720001,55.029999,55.259998,2180200,55.259998
"231",55.799999,56.27,55.540001,55.799999,2179300,55.799999
"232",55.630001,56.169998,55.290001,55.43,1606900,55.43
"233",55.080002,55.16,54.57,54.950001,2906700,54.950001
"234",55.049999,55.369999,54.060001,54.279999,2945000,54.279999
"235",54.560001,55.310001,54.549999,55.099998,2304900,55.099998
"236",55.32,55.740002,55.130001,55.599998,2140500,55.599998
"237",55.360001,56.040001,55.34,55.880001,1974500,55.880001
"238",55.599998,56.099998,55.43,55.799999,1766600,55.799999
"239",55.759998,56.27,55.720001,55.919998,1748800,55.919998
"240",55.91,56.049999,55.540001,55.810001,2026200,55.810001
"241",55.610001,55.810001,55.259998,55.650002,1617900,55.650002
"242",55.599998,55.639999,54.919998,55.330002,2031900,55.330002
"243",55.490002,56.139999,55.290001,56.060001,2492900,56.060001
"244",56.009998,56.330002,55.619999,56.099998,2130900,56.099998
"245",56.240002,56.450001,55.790001,56.290001,3672200,56.290001
"246",56.07,56.41,55.75,56.009998,2128500,56.009998
"247",55.630001,55.669998,54.82,55.169998,2221200,55.169998
"248",55.099998,55.259998,54.099998,54.380001,2655600,54.380001
"249",54.150002,54.66,54.119999,54.290001,3260200,54.290001
"250",53.77,53.790001,53.119999,53.439999,3389000,53.439999
"251",53.509998,53.59,53.200001,53.459999,2789300,53.459999
"252",53.400002,53.919998,53.25,53.459999,2848000,53.459999
"253",54.52,54.810001,53.869999,53.889999,3021900,53.889999
