"","PNR.Open","PNR.High","PNR.Low","PNR.Close","PNR.Volume","PNR.Adjusted"
"206",62.900002,64.25,62.639999,63.669998,1315200,63.340153
"207",63.400002,66.519997,63.279999,65.690002,2001100,65.349693
"208",65.540001,65.68,64.400002,64.459999,749100,64.126062
"209",61.18,62.82,60.889999,62.209999,3757400,61.887718
"210",61.990002,62.540001,61.560001,62.330002,951300,62.007099
"211",62.580002,62.91,61.93,62.66,765900,62.335387
"212",61.959999,62.990002,61.950001,62.57,1242700,62.245853
"213",62.509998,63.849998,62.259998,63.740002,1322600,63.409794
"214",63.990002,65.260002,63.639999,64.879997,1476800,64.543884
"215",64.68,65.010002,64.230003,64.639999,906300,64.305129
"216",63.970001,64.07,63.27,63.59,1182400,63.26057
"217",64.010002,64.389999,63.439999,64.010002,1353500,63.678396
"218",62.919998,62.990002,61.490002,61.77,4255100,61.449999
"219",61.310001,61.310001,59.919998,60.509998,3175500,60.509998
"220",60.549999,61.68,60.259998,61.299999,2055300,61.299999
"221",61.16,61.779999,61.080002,61.52,6851900,61.52
"222",61.650002,62.900002,61.650002,62.5,1714900,62.5
"223",62.27,62.540001,61.869999,62.439999,1089500,62.439999
"224",62.080002,63.099998,61.66,62.669998,1156100,62.669998
"225",62.25,62.810001,61.779999,62.150002,1632200,62.150002
"226",62.490002,62.860001,61.950001,62.130001,1138600,62.130001
"227",62.310001,62.799999,62.009998,62.369999,940200,62.369999
"228",62.400002,63.380001,61.709999,61.799999,695100,61.799999
"229",62.299999,62.41,61.459999,62,856500,62
"230",61.93,62.02,61.330002,61.950001,791700,61.950001
"231",62.619999,62.880001,62.049999,62.080002,877000,62.080002
"232",62.189999,62.689999,61.98,62.16,578700,62.16
"233",61.98,62.84,61.860001,62.669998,704300,62.669998
"234",62.869999,63.540001,62.639999,63.240002,1086200,63.240002
"235",63.689999,64.5,63.689999,64.32,911300,64.32
"236",64.32,64.339996,63.650002,64,1326800,64
"237",64,64.25,63.740002,64,861600,64
"238",64.110001,64.230003,63.709999,64.050003,943200,64.050003
"239",64.150002,64.449997,63.77,64.190002,1069200,64.190002
"240",64.349998,65.980003,64.209999,65.940002,1588600,65.940002
"241",65.82,65.82,64.620003,65.019997,1252700,65.019997
"242",64.82,64.900002,63.810001,64.440002,1484100,64.440002
"243",64.660004,64.839996,64.160004,64.639999,824900,64.639999
"244",64.25,64.699997,64.080002,64.480003,608800,64.480003
"245",64.199997,64.449997,63.860001,64.029999,1828000,64.029999
"246",64.239998,64.339996,63.400002,63.490002,1009800,63.490002
"247",63.200001,64.449997,63.110001,63.860001,723000,63.860001
"248",63.900002,64.43,63.48,63.68,675400,63.68
"249",63.240002,63.369999,62.049999,62.16,963400,62.16
"250",62.110001,62.41,61.630001,62.380001,609600,62.380001
"251",62.189999,62.369999,61.509998,61.540001,661600,61.540001
"252",61.580002,62.189999,61.040001,61.220001,1084200,61.220001
"253",61.66,62.07,61.360001,61.950001,976400,61.950001
