"","EIX.Open","EIX.High","EIX.Low","EIX.Close","EIX.Volume","EIX.Adjusted"
"78",54.5,55.849998,54.119999,55.75,1973300,54.62373
"79",55.880001,56.560001,55.650002,55.919998,1593400,54.790293
"80",56.009998,57.209999,55.880001,56.68,2693200,55.534942
"81",56.639999,57.110001,56.18,56.299999,2202200,55.162618
"82",56.43,56.790001,55.959999,56.599998,1375600,55.456556
"83",56.830002,57.189999,56.5,56.849998,1321400,55.701506
"84",56.599998,57.360001,56.529999,56.689999,2336000,55.544738
"85",56.82,58.150002,56.689999,58.060001,2370900,56.887064
"86",58.060001,58.189999,57.049999,57.099998,3093200,55.946455
"87",57.43,58.060001,57.040001,57.720001,3008100,56.553933
"88",57.799999,58.77,57.619999,58.139999,2266100,56.965446
"89",58.459999,60,57.849998,59.799999,3990400,58.59191
"90",59.82,59.950001,57.740002,59.040001,3002400,57.847265
"91",58.349998,58.59,57.139999,58.389999,3285100,57.210395
"92",58.66,59.02,58.049999,58.759998,2415300,57.572919
"93",58.759998,60,58.759998,59.82,2749500,58.611506
"94",60,60,59.34,59.93,2168300,58.719285
"95",59.919998,60.93,59.799999,60.330002,1816100,59.111205
"96",60.560001,60.77,59.669998,59.849998,2783100,58.640899
"97",60.009998,60.740002,59.68,60.650002,1748800,59.42474
"98",60.759998,61.240002,60.57,60.869999,1293000,59.640293
"99",60.939999,61.790001,60.630001,61.759998,2554100,60.512313
"100",62,62.900002,60.689999,61.380001,2588300,60.139992
"101",61.099998,62.849998,60.98,62.560001,3951100,61.296154
"102",62.720001,62.799999,62.139999,62.580002,3833200,61.315751
"103",62.669998,63.310001,62.549999,63.240002,2152300,61.962417
"104",63.34,63.509998,62.189999,62.310001,2237300,61.051205
"105",62.919998,63.48,62.57,63.02,5272800,61.74686
"106",62.509998,63.049999,61.57,61.990002,2428700,60.73767
"107",62.060001,62.450001,61.950001,62.380001,3067200,61.11979
"108",62.419998,63.09,62.27,63.080002,2084800,61.80565
"109",63.02,63.290001,62.720001,63.209999,1569500,61.933021
"110",62.77,62.880001,61.869999,62.400002,3282800,61.139387
"111",62.349998,62.610001,61.610001,61.68,1691000,60.433931
"112",61.540001,62.139999,61.389999,61.759998,1957800,60.512313
"113",61.59,62.740002,61.52,62.720001,2486200,61.452922
"114",62.77,63.060001,62.200001,62.700001,2121000,61.433325
"115",62.529999,62.630001,62.139999,62.549999,1850100,61.286354
"116",62.369999,63,62.139999,62.25,1797000,60.992416
"117",62.91,62.919998,61.639999,62.450001,2260100,61.188376
"118",62.57,62.619999,61.860001,62.110001,1739800,60.855244
"119",62.279999,62.57,61.459999,62.400002,2264000,61.139387
"120",62.57,62.799999,62.23,62.610001,1307200,61.345143
"121",62.779999,63.66,62.639999,63.560001,876200,62.275952
"122",63.130001,64.099998,62.790001,63.599998,2494800,62.315141
"123",63.48,64.470001,63.18,64.260002,1789300,62.961811
"124",64.209999,64.269997,63.529999,64.209999,1364500,62.912818
"125",64.279999,64.650002,63.900002,64.410004,1108900,63.108782
"126",63.91,64.540001,63.150002,63.630001,1529300,62.344538
"127",63.799999,64.669998,63.560001,64.629997,2115600,63.324332
"128",64.5,65.089996,64.330002,64.75,1717100,63.44191
"129",64.75,65.410004,64.199997,64.230003,1507100,62.932419
"130",64.580002,64.989998,64.260002,64.43,1959600,63.128375
"131",64.540001,65.360001,63.970001,64,2287100,62.707062
"132",64.059998,64.449997,62.900002,63.209999,3134500,61.933021
"133",63.310001,64.32,62.779999,63.18,3640600,61.903628
"134",63.419998,64.239998,63.259998,63.889999,2802400,62.599283
"135",64.050003,64.839996,63.810001,64.779999,2694100,63.471303
"136",65.190002,65.440002,64.589996,64.800003,3129600,63.490903
"137",64.989998,65.269997,64.669998,65.239998,1676200,63.922009
"138",65.269997,65.559998,65.050003,65.339996,1292900,64.019987
"139",65.459999,66.919998,65.400002,66.75,1131800,65.401506
"140",66.809998,67.849998,66.809998,67.540001,1479700,66.175547
"141",67.199997,68.739998,67.199997,68.269997,2069900,67.306351
"142",68.040001,68.239998,66.870003,66.93,1873000,65.985269
"143",67.290001,67.440002,65.43,65.480003,2044800,64.555739
"144",65.010002,65.940002,64.779999,65.510002,1892800,64.585314
"145",65.580002,65.809998,65.110001,65.349998,2462100,64.427569
"146",65.099998,66.730003,65.029999,65.599998,2238600,64.67404
"147",65.660004,67.339996,65.5,66.699997,2385600,65.758512
"148",66.980003,67.379997,66.480003,67.07,2760800,66.123292
"149",67.089996,67.82,66.580002,67.379997,2727400,66.428914
"150",66.870003,67.470001,66.330002,66.879997,2069000,65.935972
"151",67.209999,67.989998,66.139999,66.5,2757100,65.561338
"152",66.400002,67.57,66.050003,67.519997,1880000,66.566937
"153",67.519997,68.230003,67.209999,67.849998,2444900,66.892281
"154",68,68.129997,67.400002,68,1616700,67.040165
"155",68.400002,68.43,67.690002,68.169998,1877800,67.207764
"156",67.900002,68.57,67.459999,68.459999,1964000,67.493672
"157",68.779999,68.790001,67.849998,68.18,1892300,67.217625
"158",68.400002,68.690002,68.099998,68.389999,1223700,67.42466
"159",68.400002,68.480003,67.849998,68.339996,1570300,67.375363
"160",68.25,68.839996,68.139999,68.370003,1582200,67.404946
"161",68.410004,69.32,67.510002,67.620003,1841500,66.665532
"162",67.639999,69.099998,67.480003,69.050003,2957700,68.075347
"163",68.779999,69.589996,68.059998,68.150002,3136100,67.18805
"164",68.029999,68.459999,67.089996,68.290001,1722700,67.326073
"165",67.970001,68.260002,67.480003,67.919998,2191000,66.961293
"166",67.720001,68.360001,67.379997,67.5,1385000,66.547223
"167",67.739998,67.970001,67.300003,67.730003,947500,66.77398
"168",67.400002,67.690002,64.080002,64.370003,2615500,63.461406
"169",64.589996,65.07,63.889999,64.110001,1714000,63.205074
"170",64.120003,66.07,64,66,2525000,65.068396
"171",65.550003,65.550003,64.489998,64.669998,1981700,63.757167
"172",64.580002,64.93,64.059998,64.800003,2156400,63.885337
"173",64.75,64.75,62.41,62.91,2615400,62.022012
"174",62.93,64.029999,62.310001,63.41,2745400,62.514954
"175",63.32,65.480003,63.169998,65.330002,2156800,64.407855
"176",65.440002,65.440002,64.050003,64.389999,1523600,63.481121
"177",64.470001,64.629997,63.32,64.089996,1743500,63.185352
"178",64.339996,65.480003,64.220001,65.470001,2353100,64.545878
"179",65.379997,65.93,65,65.639999,1530400,64.713477
"180",65.639999,65.839996,64.580002,64.889999,1955200,63.974063
"181",65.099998,65.139999,63.830002,64.099998,2554200,63.195213
"182",64.209999,64.449997,63.630001,64.25,1417500,63.343097
"183",64.099998,64.220001,62.700001,63.720001,3107000,62.82058
"184",63.490002,63.869999,63.139999,63.740002,2190700,62.840298
"185",63.709999,63.790001,63.18,63.450001,1418900,62.55439
"186",63.720001,64.339996,63.580002,63.82,1762000,62.919167
"187",63.060001,63.060001,61.02,61.32,2434100,60.454455
"188",61.43,62.25,61.200001,61.790001,1809800,60.917822
"189",61.650002,62.549999,61.439999,62.07,2301200,61.193868
"190",61.82,62.439999,61.330002,62,2691300,61.124857
"191",62.470001,63.48,62.349998,63.049999,2189500,62.160035
"192",62.75,62.959999,61.830002,62.830002,2145400,61.943143
"193",63.240002,64.389999,63,64.160004,1969200,63.254371
"194",63.900002,64.169998,63.470001,63.52,1595300,62.623402
"195",63.560001,65.989998,63.41,65.489998,2107900,64.565593
"196",65.300003,65.839996,64.639999,64.809998,2278600,63.895191
"197",65.400002,65.68,63.720001,64.169998,6584400,63.264225
"198",64.099998,64.559998,63.93,64.220001,2357300,63.313522
"199",64.080002,64.43,62.970001,63.130001,2528900,62.238908
"200",63.330002,63.790001,62.5,62.580002,2151200,61.696672
"201",62.490002,62.939999,61.650002,62.23,2116100,61.35161
"202",62.009998,62.790001,61.790001,62.18,1641200,61.715871
"203",62.540001,63.27,62.330002,63.040001,1454900,62.569452
"204",62.810001,63.419998,62.130001,62.470001,2559000,62.003707
"205",62.43,63.18,61.580002,62.93,2125400,62.460273
"206",62.959999,63.18,62.700001,63.040001,1250900,62.569452
"207",63.16,64.550003,63.16,64.239998,2033600,63.760492
"208",64.139999,64.32,63.549999,63.73,2629900,63.2543
"209",63.700001,63.990002,63.459999,63.709999,2211000,63.234449
"210",63.619999,63.66,63.09,63.369999,1536400,62.896987
"211",63.639999,63.990002,63.18,63.790001,1266900,63.313854
"212",63.57,63.580002,62.700001,62.810001,1430500,62.341169
"213",62.91,63.330002,62.68,62.990002,1697500,62.519826
"214",63.110001,63.59,62.389999,62.490002,1990100,62.023558
"215",62.389999,62.509998,61.09,61.68,3399500,61.219603
"216",61.360001,61.970001,60.77,61.07,3245000,60.614156
"217",60.52,62.279999,60.52,61.650002,2949300,61.189828
"218",61.650002,62.080002,60.369999,60.5,3722800,60.04841
"219",60.549999,60.810001,59.779999,60.009998,4858100,59.562066
"220",60.009998,60.73,59.889999,60.439999,3384600,59.988857
"221",60.450001,61.869999,60.279999,61.580002,2769500,61.120351
"222",61.889999,61.900002,60.639999,61.009998,2091600,60.554602
"223",60.82,61.939999,60.720001,61.66,2384600,61.199752
"224",62.830002,62.970001,61.330002,62.009998,4306400,61.547138
"225",61.869999,61.93,60.419998,60.939999,3235900,60.485125
"226",61.02,61.59,60.5,61.540001,2241600,61.080649
"227",61.599998,62.310001,61.290001,61.919998,2439100,61.457809
"228",61.639999,61.779999,60.080002,60.369999,1925800,59.91938
"229",60.240002,60.360001,59.049999,59.599998,2319600,59.155127
"230",59.869999,60.5,59.73,60.139999,2258100,59.691097
"231",60.950001,61.25,60.310001,60.669998,2603400,60.21714
"232",60.43,61.419998,60.16,60.27,1391700,59.820128
"233",59.849998,59.970001,58.98,59.52,3177000,59.075726
"234",59.599998,60.060001,58.57,58.84,2090200,58.400801
"235",59.09,59.759998,59.049999,59.75,2047300,59.304009
"236",59.900002,60.619999,59.599998,60.439999,2472900,59.988857
"237",60.16,61.049999,60.110001,60.77,1397900,60.316396
"238",60.459999,60.98,60.220001,60.580002,1399100,60.127815
"239",60.709999,61.34,60.490002,60.810001,1255300,60.356098
"240",60.830002,61.110001,60.509998,60.830002,1171700,60.375949
"241",60.810001,60.939999,60.220001,60.740002,919500,60.286621
"242",60.709999,60.759998,59.91,60.459999,1745800,60.008708
"243",60.48,60.919998,60.310001,60.779999,1625400,60.326319
"244",60.830002,61.25,60.580002,61.049999,1766400,60.594304
"245",61.060001,61.34,60.740002,60.810001,2414400,60.356098
"246",60.91,61.220001,60.740002,60.779999,1253400,60.326319
"247",60.380001,60.470001,59.18,59.540001,1919100,59.095577
"248",59.490002,59.540001,58.09,58.619999,2113900,58.182442
"249",58.169998,59.09,58.169998,58.84,1811900,58.400801
"250",58,58.34,57.5,57.68,1807400,57.24946
"251",57.689999,57.82,57.360001,57.52,1775500,57.090655
"252",57.43,57.599998,57.25,57.259998,1157300,56.832593
"253",57.619999,58.07,57.34,57.419998,1831300,56.991399
