"","TXN.Open","TXN.High","TXN.Low","TXN.Close","TXN.Volume","TXN.Adjusted"
"120",52.529999,54.349998,52.509998,54.330002,7216700,53.662691
"121",54.549999,54.740002,54.259998,54.419998,3628600,53.751582
"122",54.27,54.470001,53.619999,54.25,5849800,53.583672
"123",54.330002,54.650002,54.029999,54.560001,4019600,53.889865
"124",54.860001,55.68,54.549999,55.619999,5493600,54.936843
"125",55.299999,55.779999,55.16,55.41,4114100,54.729424
"126",55.650002,55.720001,55.240002,55.580002,3923500,54.897338
"127",55.139999,56,54.810001,55.080002,5914100,54.403479
"128",54.540001,55.41,54.310001,55.009998,8379200,54.334335
"129",54.919998,55.200001,54.029999,54.099998,5838100,53.435513
"130",54.290001,54.860001,54.150002,54.490002,6517300,53.820725
"131",53.939999,54.599998,52.950001,53.110001,8428000,52.457674
"132",53.639999,53.990002,52.779999,53.07,7483900,52.418165
"133",53,53.759998,52.419998,52.470001,7171500,51.825536
"134",52.450001,53.669998,51.959999,53.5,8881400,52.842884
"135",54.509998,54.529999,54,54.470001,8119900,53.800971
"136",54.950001,54.950001,54.02,54.23,10583500,53.563917
"137",54.490002,54.950001,54.330002,54.82,4359900,54.14667
"138",54.959999,55.34,54.73,54.779999,3507600,54.107161
"139",54.990002,55.09,54.84,54.860001,1442900,54.18618
"140",54.91,55.02,54.700001,54.75,1838700,54.07753
"141",54.700001,54.810001,54.380001,54.459999,2381000,53.791091
"142",54.369999,54.369999,53.91,53.93,2626900,53.267602
"143",54.200001,54.25,53.439999,53.470001,4068600,52.813253
"144",53.560001,54.080002,53.009998,53.48,4020100,52.823129
"145",53.189999,53.490002,52.599998,52.650002,5599300,52.003325
"146",52.889999,53.02,51.720001,51.779999,5468400,51.144008
"147",52.009998,52.869999,51.790001,52.709999,4577100,52.062586
"148",53.130001,53.950001,53.009998,53.57,6295200,52.912023
"149",53.48,53.98,53.09,53.599998,3913700,52.941654
"150",53.740002,53.75,52.900002,53.119999,4282500,52.46755
"151",53.57,54.279999,52.459999,52.790001,5013900,52.141605
"152",52.549999,53.310001,52.240002,52.709999,5191400,52.062586
"153",52.91,53.240002,52.200001,52.389999,5796300,51.746517
"154",52.48,53.419998,52.119999,53.290001,4988700,52.635464
"155",53.490002,54.150002,53.189999,53.810001,7213400,53.149077
"156",53.299999,54.470001,53.200001,54.279999,5468900,53.613302
"157",54.32,54.98,53.34,54.970001,5484200,54.294829
"158",54.959999,55.290001,54.540001,55.060001,4856500,54.383724
"159",54.700001,55.299999,54.360001,55.049999,6137000,54.373845
"160",54.529999,55.459999,54.209999,54.830002,8532600,54.15655
"161",54.75,55.25,53.849998,53.939999,7393500,53.609913
"162",53.720001,54.860001,53.41,54.669998,5044900,54.335446
"163",53.98,54.599998,53.349998,53.450001,12515800,53.122914
"164",53.5,53.759998,52.41,53.490002,8385600,53.16267
"165",53.709999,54.48,53.610001,54.439999,6017400,54.106854
"166",54.009998,54.900002,54.009998,54.619999,7962500,54.285752
"167",54.639999,55.34,54.48,55.310001,5060000,54.971532
"168",55.290001,55.450001,54.27,54.360001,7579500,54.027345
"169",54.310001,54.759998,54.029999,54.27,5146400,53.937896
"170",54.75,55.869999,54.57,55.82,5654400,55.47841
"171",55.639999,56.23,55.5,56,4956100,55.657309
"172",56.490002,57.5,56.299999,57.439999,7069500,57.088495
"173",57.599998,57.98,57.209999,57.970001,5330900,57.615254
"174",57.669998,58.459999,57.549999,58.200001,7962600,57.843846
"175",57.799999,58.139999,57.599998,57.939999,3276500,57.585435
"176",57.889999,58.189999,57.740002,58.040001,2422300,57.684826
"177",58.040001,58.540001,57.59,58.52,3630300,58.161888
"178",58.459999,58.490002,57.91,58.27,3053400,57.913418
"179",58.09,59.009998,58,58.959999,4426900,58.599194
"180",58.919998,59.290001,58.75,59.099998,3921100,58.738337
"181",59.27,59.490002,58.91,59.419998,5274000,59.056378
"182",59.490002,59.490002,58.720001,58.799999,6494900,58.440173
"183",59.07,59.990002,58.959999,59.939999,4572500,59.573196
"184",59.799999,59.810001,58.5,58.57,6088200,58.211581
"185",58.52,58.669998,57.860001,58.32,4473900,57.963111
"186",58.299999,58.790001,58.02,58.34,3685800,57.982989
"187",58.200001,58.310001,57.450001,57.639999,4476900,57.287272
"188",57.759998,58.630001,57.610001,58.419998,4034000,58.062498
"189",57.849998,58.169998,57.07,57.099998,5721900,56.750576
"190",57.43,57.77,57.119999,57.169998,3151500,56.820147
"191",56.5,57.34,56.349998,57.220001,3707900,56.869844
"192",57.389999,57.5,56.610001,57.119999,4805400,56.770454
"193",57.490002,58.439999,57.380001,58.330002,5162700,57.973052
"194",58.189999,58.23,57.48,57.970001,3261200,57.615254
"195",58.169998,58.689999,56.93,58.299999,6239000,57.943233
"196",58.349998,58.73,58.09,58.529999,3411400,58.171825
"197",58.900002,59.529999,58.73,59.279999,9150800,58.917235
"198",59.18,59.259998,58.630001,58.66,3807300,58.301031
"199",58.790001,59.02,58.41,58.439999,3665700,58.082376
"200",58.41,58.599998,55.73,55.73,11204000,55.38896
"201",55.09,56.25,54.619999,55.799999,6830800,55.458532
"202",55.77,57.18,55.560001,56.759998,5144300,56.412656
"203",57.099998,58.119999,56.84,58,5336100,57.64507
"204",57.740002,57.91,57.080002,57.189999,4905300,56.840025
"205",57.049999,57.23,56.23,56.540001,5322900,56.194005
"206",56.68,57.200001,56.419998,56.720001,3545900,56.372904
"207",56.189999,57.150002,55.860001,56.810001,3120500,56.462353
"208",56.689999,57.43,56.57,56.939999,3259600,56.591555
"209",56.799999,57.290001,56.560001,56.970001,4142200,56.621374
"210",56.720001,57.84,56.529999,57.779999,4362200,57.426415
"211",57.830002,57.849998,57.540001,57.700001,3410800,57.346906
"212",57.82,57.990002,57.189999,57.209999,3004400,56.859903
"213",57.150002,57.41,56.580002,56.75,3875100,56.402719
"214",57.110001,58.689999,56.990002,58.5,6654600,58.14201
"215",58.139999,58.580002,58.080002,58.41,4058800,58.05256
"216",57.84,58.200001,57.200001,57.330002,5231200,56.979171
"217",57.599998,58.529999,57.599998,58.169998,3220400,57.814027
"218",58.869999,58.869999,58.029999,58.16,2853700,57.80409
"219",58.540001,58.860001,57.970001,58.73,4473500,58.370602
"220",54.299999,54.93,53.93,54.720001,22987500,54.385143
"221",54.68,54.830002,54.130001,54.73,10533600,54.39508
"222",55.32,56.299999,55.09,55.560001,8397300,55.220003
"223",55.310001,55.52,54.639999,55.09,6729300,55.09
"224",54.669998,55.32,54.369999,55.02,5276300,55.02
"225",54.91,55.150002,53.919998,54.209999,6756900,54.209999
"226",54.709999,55.43,54.419998,55.310001,5576700,55.310001
"227",55.299999,55.610001,55.009998,55.299999,4060500,55.299999
"228",54.970001,55.029999,53.849998,54.009998,7943600,54.009998
"229",54.130001,54.549999,53.34,53.700001,7707000,53.700001
"230",53.970001,54.400002,53.82,54.060001,5784100,54.060001
"231",54.5,55.169998,54.34,54.700001,4666900,54.700001
"232",54.619999,54.75,54.310001,54.439999,4204100,54.439999
"233",54.200001,54.59,53.75,54.169998,4279700,54.169998
"234",54.16,54.959999,54.130001,54.689999,4326900,54.689999
"235",55.119999,55.860001,55,55.610001,4103500,55.610001
"236",55.900002,56,55.27,55.610001,4165300,55.610001
"237",55.509998,55.900002,55.279999,55.790001,3856200,55.790001
"238",55.889999,56.130001,55.57,55.779999,4842700,55.779999
"239",55.810001,56.27,55.560001,55.630001,4174900,55.630001
"240",55.509998,56,55.259998,55.5,4260800,55.5
"241",55.23,55.599998,55.23,55.369999,5419700,55.369999
"242",55.25,55.25,54.200001,54.560001,5298300,54.560001
"243",54.709999,56.23,54.59,55.970001,7100200,55.970001
"244",55.959999,56.400002,55.720001,55.91,7116500,55.91
"245",56.02,56.34,55.57,55.919998,5904300,55.919998
"246",55.700001,56.34,55.419998,55.709999,4574800,55.709999
"247",55.419998,55.599998,54.880001,55.25,4484600,55.25
"248",55.459999,55.580002,54.82,54.889999,3656600,54.889999
"249",54.66,54.880001,53.830002,53.98,6447100,53.98
"250",53.98,54.259998,53.580002,53.790001,3650400,53.790001
"251",53.669998,53.720001,52.709999,52.82,4571700,52.82
"252",52.84,53.290001,52.439999,52.919998,4382100,52.919998
"253",53.139999,54.389999,52.919998,54.189999,6563000,54.189999
