"","TJX.Open","TJX.High","TJX.Low","TJX.Close","TJX.Volume","TJX.Adjusted"
"35",52.740002,53.049999,52.490002,52.490002,2878400,51.879477
"36",52.77,53.790001,52.689999,53.68,4235900,53.055635
"37",52.990002,53.630001,52.919998,53.290001,5232200,52.670172
"38",52.98,53.419998,52.919998,53.119999,3630400,52.502147
"39",53.889999,53.889999,53.029999,53.709999,2705200,53.085285
"40",53.709999,53.709999,53.009998,53.139999,3411600,52.521915
"41",52.759998,54.34,52.759998,53.91,3947000,53.282959
"42",54.110001,54.360001,53.400002,53.490002,2168500,52.867846
"43",53.630001,54.939999,53.610001,54.900002,3968800,54.261446
"44",55.02,55.150002,54.389999,54.459999,2879200,53.826561
"45",54.330002,54.630001,54.119999,54.209999,3250900,53.752194
"46",54.099998,54.130001,53.27,53.34,5251900,52.889543
"47",53.669998,54.09,53.369999,53.959999,3902100,53.504306
"48",54.029999,54.029999,53,53.139999,4232900,52.691231
"49",53.59,54.34,53.43,53.900002,5332500,53.444815
"50",56.73,59.5,56.490002,58.560001,15917500,58.065461
"51",58.25,59.700001,57.939999,59.400002,8253800,58.898367
"52",59.400002,59.5,58.619999,58.91,4591800,58.412503
"53",59.009998,59.470001,58.970001,59.360001,3769200,58.858704
"54",59.5,59.639999,58.950001,58.98,3592300,58.481912
"55",59.029999,59.68,58.939999,59.5,5561700,58.997521
"56",59.490002,59.700001,59.32,59.540001,3328400,59.037184
"57",59.040001,60.040001,58.77,59.77,3859800,59.265241
"58",59.860001,59.880001,59.41,59.610001,2469900,59.106593
"59",59.880001,60.650002,59.830002,60.439999,4498200,59.929581
"60",60.630001,60.75,60.150002,60.360001,2689800,59.850259
"61",60.400002,61.25,60.369999,60.889999,3385100,60.375782
"62",60.68,61.18,60,61.150002,3276600,60.633588
"63",60.740002,60.990002,60.310001,60.529999,3060000,60.018821
"64",60.220001,60.25,59.490002,59.720001,4269300,59.215664
"65",59.84,60.049999,59.459999,59.700001,2926400,59.195833
"66",59.650002,60.34,59.580002,60.18,2812900,59.671779
"67",60.349998,60.360001,59.52,59.889999,2353200,59.384227
"68",59.77,59.950001,59.580002,59.700001,1933400,59.195833
"69",59.709999,60.66,59.509998,60.23,3107000,59.721356
"70",60.259998,60.290001,59.59,59.919998,2203400,59.413972
"71",60.139999,60.52,60.049999,60.220001,2125400,59.711442
"72",60.490002,60.560001,59.639999,59.650002,4352900,59.146256
"73",59.66,59.759998,58.939999,59.18,2687700,58.680224
"74",59.040001,59.189999,58.580002,58.759998,3903500,58.263769
"75",58.889999,60.490002,58.779999,60.360001,4996900,59.850259
"76",60.009998,60.360001,59.150002,59.299999,4973800,58.799209
"77",59.450001,60.25,59.330002,59.919998,4123800,59.413972
"78",59.330002,60.130001,59.139999,59.799999,3085400,59.294987
"79",59.599998,59.68,59.169998,59.169998,3414700,58.670306
"80",59.27,59.790001,58.959999,59.220001,3413600,58.719887
"81",59.41,60.099998,59.16,59.950001,3123400,59.443722
"82",60.25,61.419998,60.25,61.080002,3887600,60.56418
"83",61.169998,61.240002,60.240002,60.299999,2375100,59.790764
"84",59.939999,60.419998,59.689999,59.689999,3027200,59.185915
"85",59.869999,61.049999,59.599998,60.990002,3770300,60.47494
"86",60.66,61.32,60.389999,60.490002,4980700,59.979162
"87",60.66,62.18,60.630001,61.57,5393400,61.05004
"88",61.5,61.66,60.57,60.630001,3894400,60.117979
"89",61.02,61.619999,60.860001,61.41,4633400,60.891391
"90",60.650002,61.220001,59.43,60.099998,6752900,59.592453
"91",59.259998,60.25,59.220001,59.619999,7120300,59.116507
"92",60.330002,60.630001,59.650002,60.400002,7058600,59.889922
"93",60.150002,60.93,60.150002,60.66,7070100,60.147725
"94",61,62.610001,60.43,62.16,4740200,61.635057
"95",61.740002,62.900002,61.48,61.619999,5570700,61.099617
"96",62.080002,62.849998,61.970001,62.34,3322300,61.813537
"97",62.119999,62.450001,61.700001,62.080002,3162000,61.555735
"98",62.080002,62.900002,62.080002,62.830002,2501300,62.299401
"99",62.669998,62.82,62.02,62.700001,2786200,62.170498
"100",62.59,63.259998,62.27,62.720001,2867900,62.190329
"101",62.290001,63.369999,62.25,63.25,2756300,62.715852
"102",63.98,64.199997,62.939999,63.32,3400900,62.785261
"103",64.099998,64.129997,63.23,63.900002,3536800,63.360364
"104",63.82,64.089996,63.52,63.860001,2776600,63.320701
"105",64,64.279999,63.549999,63.720001,3104800,63.181884
"106",63.790001,64.629997,63.459999,64.559998,3647600,64.014787
"107",64.5,64.82,63.959999,64,2916900,63.459518
"108",63.77,63.950001,63.369999,63.919998,3126400,63.553975
"109",64.010002,64.18,63.16,63.25,4388800,62.887813
"110",63.349998,63.860001,63.32,63.73,5958100,63.365064
"111",63.950001,64.150002,63.18,63.5,3807200,63.136381
"112",61.849998,62.560001,61.82,62.32,6680700,61.963138
"113",62.330002,62.799999,61.5,61.540001,6131600,61.187606
"114",60.98,62,59.689999,61.639999,15927400,61.287032
"115",61.939999,62.889999,61.349998,62.130001,5222400,61.774227
"116",62,63.529999,61.93,63.360001,6340600,62.997184
"117",63.880001,64.230003,63.41,63.560001,5167000,63.196039
"118",63.580002,63.860001,63.310001,63.509998,3996200,63.146322
"119",64.449997,64.940002,63.959999,63.959999,8484800,63.593746
"120",64.230003,64.709999,64.230003,64.519997,3456100,64.150537
"121",64.839996,66.470001,64.830002,66.160004,3240000,65.781153
"122",65.599998,65.839996,64.720001,65.230003,4454900,64.856478
"123",65.300003,65.690002,64.720001,65.239998,2701100,64.866416
"124",66.080002,66.370003,65.480003,65.860001,3620200,65.482868
"125",65.610001,65.910004,65.139999,65.910004,2671100,65.532585
"126",65.910004,66.25,65.400002,65.580002,2335100,65.204473
"127",65.32,65.949997,65.239998,65.309998,2702300,64.936014
"128",64.669998,65.620003,64.599998,65.419998,2195000,65.045385
"129",65.290001,65.989998,64.25,64.290001,3224400,63.921859
"130",64.629997,66.449997,64.629997,65.599998,4822200,65.224355
"131",65.269997,66.480003,65.209999,65.610001,3376400,65.2343
"132",65.730003,66.739998,65.540001,66.309998,4599800,65.930288
"133",65.889999,66.730003,65.019997,65.019997,5632900,64.647674
"134",65.519997,65.739998,64.400002,65.360001,3904700,64.985731
"135",66.120003,67.099998,65.419998,67.080002,4581800,66.695883
"136",67.300003,67.339996,65.470001,66.080002,5102200,65.701609
"137",66.239998,67.489998,66.129997,67.260002,2914800,66.874853
"138",67.639999,68.43,67.400002,68.120003,2245700,67.729929
"139",68.209999,68.459999,67.790001,67.870003,1168500,67.48136
"140",67.949997,68.459999,67.790001,68.07,1469800,67.680212
"141",67.839996,68.900002,67.830002,68.370003,2251800,67.978497
"142",68.169998,68.599998,67.82,68.440002,1822600,68.048096
"143",68.82,69.839996,68.519997,68.580002,2911900,68.187294
"144",68.650002,69.129997,67.510002,67.959999,2644700,67.570841
"145",67.440002,67.940002,67.029999,67.199997,3177100,66.815191
"146",67.5,68.32,66.300003,66.870003,3073100,66.487087
"147",67.099998,68.379997,67.029999,68.239998,3076300,67.849237
"148",68.5,68.989998,68.279999,68.599998,4153100,68.207176
"149",68.790001,68.790001,66.980003,67.75,4002000,67.362045
"150",67.900002,68.230003,67.389999,67.400002,3604000,67.01405
"151",67.970001,68.449997,66.919998,67.160004,4418800,66.775427
"152",65.949997,66.639999,65.589996,66.230003,3655100,65.850752
"153",66.230003,67.040001,65.260002,65.279999,3694700,64.906187
"154",65.32,66.870003,65.099998,66.75,3266500,66.367771
"155",67.129997,67.190002,65.699997,66.220001,2831400,65.840807
"156",66.080002,66.82,65.82,66.010002,3044200,65.632011
"157",66.470001,67.739998,66.010002,67.5,2557000,67.113476
"158",67.610001,67.949997,67.209999,67.629997,2145900,67.242729
"159",67.349998,68.25,67.260002,68.139999,2711600,67.749811
"160",67.639999,68.669998,67.410004,68.25,2995300,67.859182
"161",68.769997,69.360001,67.209999,67.269997,3093700,66.88479
"162",67.230003,67.660004,66.480003,67.610001,2837900,67.222847
"163",67.040001,67.349998,65.879997,65.940002,3066200,65.562412
"164",65.910004,66.18,64.290001,65.870003,3411900,65.492813
"165",66.099998,67.400002,66.080002,67.300003,2500500,66.914625
"166",67.400002,68.199997,67,67.870003,3637500,67.48136
"167",68.279999,68.650002,67.93,68.440002,2764800,68.048096
"168",68.529999,68.889999,67.970001,68.25,2203400,67.859182
"169",67.989998,68.120003,67.400002,67.5,1943400,67.113476
"170",68.110001,68.410004,67.910004,68.290001,3055300,68.075446
"171",68.279999,68.620003,68.089996,68.360001,2509900,68.145226
"172",68.660004,68.910004,68.050003,68.879997,3245200,68.663589
"173",68.849998,69.25,68.559998,69.239998,2718200,69.022458
"174",69.410004,69.410004,68.410004,68.589996,3008900,68.374499
"175",68.379997,68.510002,67.629997,67.669998,3478000,67.457391
"176",67.730003,68.07,67.660004,67.82,2245500,67.606921
"177",67.790001,68.809998,67.639999,68.730003,2655200,68.514066
"178",68.919998,69.07,68.169998,68.400002,3059400,68.185101
"179",68.519997,69,67.080002,67.160004,6248500,66.948999
"180",66.199997,69.870003,65.510002,69.379997,9191400,69.162018
"181",68.57,68.980003,67.919998,68.07,5425500,67.856136
"182",68.279999,69.150002,68.190002,68.639999,3926800,68.424345
"183",68.760002,69.660004,68.629997,69.470001,4404600,69.251739
"184",69.129997,69.199997,67.980003,68.610001,2951500,68.39444
"185",68.480003,68.760002,67.739998,68.290001,2441400,68.075446
"186",68.32,68.910004,68.32,68.720001,2485200,68.504095
"187",68.300003,68.970001,67.940002,68.029999,2196700,67.816261
"188",68.129997,68.529999,67.860001,68.230003,1796900,68.015637
"189",67.970001,68.230003,67.5,67.610001,2363800,67.397582
"190",67.540001,67.980003,67.029999,67.150002,2585900,66.939028
"191",67.519997,68.75,67.519997,68.690002,2612500,68.474191
"192",68.639999,68.639999,67.470001,67.989998,2658800,67.776385
"193",68.059998,68.93,68.059998,68.660004,2717200,68.444286
"194",68.260002,68.82,68.07,68.309998,2890600,68.09538
"195",68.300003,68.309998,66.720001,67.949997,3525200,67.73651
"196",68.07,68.260002,67.720001,68.160004,2826600,67.945857
"197",68.309998,69.510002,68.269997,69.470001,5826100,69.251739
"198",69.300003,70.260002,69.089996,69.480003,4546000,69.26171
"199",69.239998,70.339996,69.029999,70.080002,4596300,69.859823
"200",70,70.150002,69.410004,69.540001,5272400,69.321519
"201",69.18,69.260002,68.400002,69.019997,4421200,68.803148
"202",68.879997,69.610001,68.769997,69.589996,3022700,69.371357
"203",70,71.029999,69.610001,70.470001,3574400,70.248597
"204",70.360001,70.989998,70.010002,70.050003,3210300,69.829919
"205",70.089996,70.110001,68.760002,68.949997,3248600,68.733368
"206",69.260002,69.690002,68.910004,69.32,1729300,69.102209
"207",68.919998,69.889999,68.75,69.300003,1585900,69.082275
"208",69.199997,69.529999,68.559998,68.650002,1635900,68.434316
"209",68.860001,69.440002,68.580002,69.330002,2011700,69.112179
"210",69.389999,69.830002,68.269997,68.629997,3223000,68.414374
"211",68.93,68.93,68.440002,68.529999,2127200,68.31469
"212",68.550003,68.709999,68.059998,68.139999,2491300,67.925916
"213",68.089996,68.389999,67.220001,67.279999,3813800,67.068617
"214",67.449997,67.580002,66.669998,66.739998,3988000,66.530313
"215",66.830002,66.919998,66.400002,66.480003,3046900,66.271135
"216",66.029999,66.029999,65.07,65.25,5232400,65.044996
"217",65.25,66.269997,65.110001,65.970001,6323400,65.762735
"218",66.150002,66.610001,66.07,66.290001,3332200,66.08173
"219",66.25,66.599998,65.790001,66.410004,3325600,66.201355
"220",66.300003,66.599998,66.080002,66.330002,2517400,66.121605
"221",66.360001,66.489998,66.07,66.290001,2327600,66.08173
"222",66.260002,66.360001,65.279999,65.309998,3167200,65.104805
"223",65.459999,65.459999,64.559998,64.919998,2832800,64.716031
"224",64.779999,64.809998,63.66,64.230003,3316700,64.028204
"225",63.970001,65.080002,63.91,64.540001,4164800,64.337228
"226",64.849998,65.669998,64.620003,65.550003,4184700,65.344057
"227",65.599998,65.879997,65.449997,65.540001,3466300,65.334086
"228",65.220001,65.790001,65.150002,65.629997,3414300,65.4238
"229",65.690002,65.889999,65.419998,65.839996,3489400,65.633139
"230",65.959999,66.300003,65.629997,66.190002,2531100,65.982045
"231",66.589996,67.540001,66.559998,67.32,2967800,67.108492
"232",67.360001,67.510002,66.709999,66.839996,2537500,66.629997
"233",66.480003,66.639999,65.830002,66.389999,2410100,66.389999
"234",66.540001,66.739998,65.629997,65.870003,2946200,65.870003
"235",66.160004,66.230003,65.230003,65.660004,3250700,65.660004
"236",65.779999,66.059998,65.349998,65.949997,2759200,65.949997
"237",66.129997,67.339996,66.129997,67.260002,3233600,67.260002
"238",69.919998,70.519997,69.099998,69.190002,6789200,69.190002
"239",69.25,69.43,68,68.459999,4255800,68.459999
"240",68.220001,68.25,67.720001,67.870003,3180000,67.870003
"241",67.660004,68.290001,67.129997,67.160004,2730000,67.160004
"242",66.910004,67.110001,65.980003,66.169998,3301500,66.169998
"243",66.449997,66.68,66.010002,66.5,2315400,66.5
"244",66.510002,66.559998,65.889999,65.970001,1925300,65.970001
"245",65.980003,65.980003,64.379997,64.379997,6397900,64.379997
"246",64.379997,65.449997,64.300003,65.089996,3117500,65.089996
"247",65.040001,65.5,64.690002,64.889999,2564300,64.889999
"248",65.209999,66.199997,64.93,66.019997,2582300,66.019997
"249",64.650002,66.199997,64.650002,65.610001,2478000,65.610001
"250",65.550003,65.970001,65.330002,65.629997,2268100,65.629997
"251",65.410004,65.739998,65.239998,65.260002,1691200,65.260002
"252",65.230003,65.400002,64.519997,64.699997,2380700,64.699997
"253",65.059998,65.620003,64.900002,65.519997,2315400,65.519997
