"","DFS.Open","DFS.High","DFS.Low","DFS.Close","DFS.Volume","DFS.Adjusted"
"174",59.470001,59.720001,58.580002,58.91,5674500,58.631936
"175",58.98,59.5,58.580002,59.259998,3876100,58.980282
"176",59.240002,60,59.09,59.650002,3011700,59.368444
"177",59.459999,60.580002,59.369999,60.540001,4558700,60.254243
"178",60.560001,60.66,60.040001,60.630001,3452600,60.343818
"179",60.529999,60.970001,60.41,60.759998,3054700,60.473202
"180",60.790001,61.200001,60.41,61.130001,3210000,60.841458
"181",61.049999,61.459999,60.970001,61.259998,3660100,60.970842
"182",61.23,61.5,60.91,60.98,3209200,60.692165
"183",60.98,61.23,60,60.259998,4492900,59.975562
"184",60.099998,60.25,59.48,59.950001,3609500,59.667028
"185",59.799999,59.869999,59.029999,59.310001,3452400,59.030049
"186",59.25,59.5,58.950001,59.099998,2713900,58.821038
"187",59.099998,60.099998,58.77,58.900002,4441200,58.621985
"188",58.880001,59.09,58.439999,59,3676500,58.721511
"189",58.32,58.540001,57.759998,57.759998,3650400,57.487362
"190",57.990002,58.16,57.77,57.849998,3594800,57.576938
"191",59.240002,60.169998,59.009998,59.880001,5302800,59.597358
"192",59.889999,60.09,58.720001,59.34,3148800,59.059906
"193",59.48,59.669998,59.060001,59.5,2840800,59.219151
"194",59.25,59.349998,58.779999,58.91,3004700,58.631936
"195",58.810001,59.09,58.009998,58.950001,4105600,58.671748
"196",58.759998,59.040001,58.43,58.59,2451900,58.313446
"197",58.779999,59.619999,58.610001,59.41,4008800,59.129576
"198",59.52,59.889999,58.889999,58.889999,2500400,58.61203
"199",58.700001,58.759998,57.73,57.77,4437000,57.497317
"200",57.939999,58.110001,57.119999,57.139999,3226100,56.87029
"201",56.82,57.240002,56.580002,56.799999,3650500,56.531895
"202",56.93,57.189999,56.529999,56.57,3086900,56.302981
"203",56.759998,57.23,56.759998,56.790001,2375000,56.521944
"204",56.599998,56.830002,56.040001,56.349998,4238500,56.084018
"205",56.189999,57.740002,56.169998,57.630001,4264600,57.357979
"206",57.630001,58.240002,57.43,58.200001,3076800,57.925288
"207",57.490002,58.23,57.189999,57.799999,2741900,57.527174
"208",57.990002,58.02,57.18,57.18,3016500,56.910102
"209",57.389999,58,57.220001,57.48,2832800,57.208685
"210",57.169998,57.68,56.880001,57.439999,2885500,57.168873
"211",57.5,58.02,57.400002,57.959999,2827700,57.686419
"212",57.919998,58.27,57.880001,57.880001,2121800,57.606799
"213",58.040001,58.619999,57.84,58.43,2304500,58.154202
"214",59.900002,59.900002,58.93,58.950001,3447900,58.671748
"215",58.84,59.48,58.709999,59.419998,2517700,59.139527
"216",58.93,59.27,58.650002,59.080002,3998600,58.801135
"217",59.220001,59.689999,59.009998,59.490002,3135600,59.2092
"218",59.610001,59.849998,59.23,59.259998,4484300,58.980282
"219",58.060001,58.759998,57.5,57.889999,9578600,57.61675
"220",57.919998,58.700001,57.790001,58.669998,5097800,58.393067
"221",58.380001,58.610001,58.16,58.389999,4176800,58.11439
"222",58.450001,58.799999,58.25,58.650002,3912700,58.373165
"223",58.709999,58.970001,58.470001,58.919998,3354300,58.641887
"224",58.5,58.68,57.77,58.310001,3628700,58.034769
"225",58,58.509998,57.77,57.970001,4645400,57.696374
"226",58.209999,59.369999,58.209999,59.310001,3178000,59.030049
"227",59.330002,59.41,59.040001,59.32,2387900,59.04
"228",58.849998,59.529999,58.509998,58.610001,3312100,58.610001
"229",58.950001,59.23,57.970001,58.349998,4914200,58.349998
"230",58.290001,58.330002,57.700001,57.91,4905100,57.91
"231",58.549999,59.07,58.380001,59.009998,4594200,59.009998
"232",58.82,59.700001,58.799999,59.419998,2445900,59.419998
"233",59.02,59.299999,58.619999,58.889999,2420500,58.889999
"234",58.889999,59.77,58.869999,59.720001,2053300,59.720001
"235",59.91,60.389999,59.82,60.34,2063400,60.34
"236",60.419998,60.57,59.41,59.5,1893000,59.5
"237",59.48,59.849998,59.419998,59.799999,1325100,59.799999
"238",59.77,60.220001,59.68,60.119999,1557300,60.119999
"239",60.119999,60.279999,59.709999,59.970001,1431400,59.970001
"240",59.740002,60.049999,59.529999,59.599998,1600100,59.599998
"241",59.41,59.779999,59.349998,59.540001,1911400,59.540001
"242",59.5,59.560001,58.470001,58.700001,2835900,58.700001
"243",59.130001,59.490002,58.709999,59.380001,1982400,59.380001
"244",59.209999,59.490002,58.919998,59.040001,1518100,59.040001
"245",58.91,59.09,58.139999,58.27,3750000,58.27
"246",58.34,58.709999,58.169998,58.32,2229700,58.32
"247",58.110001,58.799999,57.919998,58.389999,2302400,58.389999
"248",58.5,59.060001,58.459999,58.77,2383600,58.77
"249",58.48,58.619999,57.93,58.16,2491700,58.16
"250",58.380001,58.509998,57.860001,58.299999,2410600,58.299999
"251",58.25,58.529999,57.650002,57.650002,2560000,57.650002
"252",57.799999,58.110001,57.599998,57.669998,1981000,57.669998
"253",57.869999,58.939999,57.869999,58.740002,2203200,58.740002
