"","NSC.Open","NSC.High","NSC.Low","NSC.Close","NSC.Volume","NSC.Adjusted"
"67",108.739998,108.919998,107.559998,107.889999,867300,105.508547
"68",108.07,108.389999,107.32,108.169998,889200,105.782365
"69",108.129997,109.260002,107.540001,109.169998,1550500,106.760292
"70",109.470001,112.580002,109.470001,111.769997,2894900,109.302901
"71",111.839996,112.440002,111.660004,112.150002,1255500,109.674518
"72",112.699997,112.949997,111.940002,112,1668700,109.527827
"73",112.089996,112.610001,110.949997,111,1496000,108.5499
"74",110.870003,110.949997,110,110.059998,956900,107.630646
"75",110.309998,111.610001,110.099998,111.449997,1226500,108.989964
"76",111.080002,111.080002,109.389999,109.800003,1259400,107.376391
"77",109.959999,111.720001,109.800003,111.309998,1151700,108.853055
"78",110.349998,111.529999,109.830002,111.419998,956800,108.960628
"79",111.449997,113.410004,111.209999,111.599998,2342300,109.136655
"80",110.860001,110.970001,108.169998,108.650002,2396300,106.251773
"81",109.260002,110.349998,108.800003,110.120003,2037200,107.689327
"82",110.650002,112.599998,110.650002,112.470001,2077600,109.987454
"83",112.93,113.5,111.050003,111.110001,1802900,108.657473
"84",110.400002,110.5,108.18,108.25,2112200,105.860601
"85",108.230003,109.25,106.230003,109.150002,2322300,106.740737
"86",108.580002,108.900002,105.139999,105.43,2500100,103.102847
"87",105.489998,105.489998,101.800003,102.360001,2683000,100.100611
"88",106.330002,111.25,102.809998,103.209999,5190100,100.931848
"89",104.010002,106.209999,103.68,104.449997,2164300,102.144475
"90",103.050003,105.699997,101.800003,105.199997,2732500,102.87792
"91",102.550003,106.120003,102.290001,104.800003,2743900,102.486756
"92",105.989998,107.209999,105.809998,106.540001,1832500,104.188347
"93",105.660004,107.230003,105.18,107.07,2054400,104.706647
"94",108.400002,109.860001,108.209999,109.849998,2320700,107.425283
"95",106.510002,109.690002,106.309998,106.5,4253000,104.149229
"96",107.760002,108.739998,107,107.870003,2711200,105.488991
"97",108.120003,109.440002,107.660004,109.389999,1496800,106.975437
"98",109.07,109.839996,108.449997,109.360001,1243300,106.946101
"99",109.790001,111.379997,109.790001,111.300003,1596100,108.843281
"100",111.419998,111.970001,109.410004,110.68,1515800,108.236964
"101",109.910004,110.389999,109.080002,109.540001,2304700,107.122128
"102",111.279999,111.419998,109.760002,110.639999,3024700,108.197846
"103",110.5,110.949997,108.550003,109.410004,2623600,106.995
"104",109.43,110.099998,108.470001,108.790001,2677800,106.388682
"105",108.220001,110.309998,108.129997,109.790001,1765400,107.932115
"106",110.309998,111.150002,109.5,110.720001,1699700,108.846378
"107",113.93,114.400002,111.93,112.860001,2252100,110.950164
"108",114.75,116.599998,114.660004,116.599998,2620300,114.626873
"109",116.559998,116.980003,115.720001,116.629997,1744700,114.656364
"110",115.839996,117.260002,115.790001,116.660004,2025300,114.685863
"111",116.870003,116.919998,115.160004,115.449997,1834000,113.496332
"112",115.480003,116.510002,115.290001,116.029999,1028300,114.066519
"113",115.279999,116.220001,114.849998,115.830002,1236100,113.869906
"114",115.779999,116.410004,114.839996,115.379997,1055400,113.427517
"115",115.059998,115.589996,114.43,115.169998,1151800,113.221071
"116",114.550003,115.440002,114.529999,115.379997,875800,113.427517
"117",116.169998,116.169998,114.68,115.360001,1700700,113.407858
"118",115.699997,116.919998,115.599998,116.349998,960300,114.381103
"119",116.620003,117.639999,116.529999,117.129997,1168600,115.147903
"120",117.029999,117.309998,116.589996,117.199997,716500,115.216718
"121",116.790001,116.839996,111.360001,111.639999,2390500,109.750808
"122",111.080002,111.080002,104.480003,106.360001,5433400,104.560158
"123",106.470001,109.370003,105.830002,109.300003,3584100,107.450409
"124",109.650002,111.93,109.620003,111.889999,2570600,109.996577
"125",110.5,111.040001,106.980003,107.300003,3494200,105.484254
"126",108.169998,108.870003,106.730003,107.07,2944000,105.258142
"127",106.489998,106.489998,102.830002,103.400002,2849300,101.650249
"128",102.150002,104.110001,101.43,104.080002,2312900,102.318742
"129",103.519997,103.690002,101.019997,101.279999,2427400,99.566121
"130",102.389999,103.790001,101.150002,102.629997,2511800,100.893274
"131",102.099998,104.07,101.540001,101.550003,2979800,99.831556
"132",102.160004,103.07,101.360001,101.669998,2535100,99.949521
"133",101.25,104.449997,101.059998,102.330002,2335100,100.598356
"134",102.489998,105.589996,101.449997,105.25,3251000,103.468941
"135",106.779999,109,106.669998,108.980003,3755700,107.135825
"136",109.18,109.599998,108.089996,109.050003,3011100,107.20464
"137",109.419998,110.32,108.199997,110.019997,1793200,108.158219
"138",110.529999,111.559998,110.18,111.199997,1286600,109.318251
"139",111.5,111.800003,110.610001,111.410004,754700,109.524704
"140",111.559998,112.059998,111.019997,111.540001,918300,109.652501
"141",110.830002,112.059998,110.470001,111.790001,954400,109.898271
"142",111.370003,112.220001,110.400002,110.82,993200,108.944684
"143",111.230003,111.230003,109.410004,109.610001,1045200,107.755161
"144",110.699997,111.059998,107.910004,109.150002,1424900,107.302946
"145",108.709999,108.889999,106.25,106.389999,2801100,104.589649
"146",105.57,105.870003,102.540001,103,4233200,101.257016
"147",103.699997,104.230003,102.010002,103,3746700,101.257016
"148",103.709999,104.919998,102.919998,103.989998,3064400,102.230261
"149",103.879997,104.699997,102.620003,103.169998,2909900,101.424137
"150",102.209999,102.690002,101.019997,101.970001,3320000,100.244447
"151",103.239998,103.790001,100.129997,101.489998,2914200,99.772566
"152",99.82,101.519997,99.800003,101.07,3238500,99.359675
"153",101.07,103.07,101.07,101.839996,2607000,100.116642
"154",101.790001,103.669998,101.790001,103.580002,2512000,101.827203
"155",104,104.339996,102.779999,103.449997,1997300,101.699398
"156",103.190002,104.980003,102.599998,104.349998,1272400,102.584169
"157",105.449997,106.550003,105.110001,106.089996,1474100,104.294723
"158",106.129997,106.129997,104.75,104.779999,1920600,103.006893
"159",102.239998,107.279999,101.459999,106.110001,2763200,104.314389
"160",104.879997,105.059998,103.389999,104.190002,2110400,102.426881
"161",105.040001,105.230003,102.910004,103,2040500,101.257016
"162",102.879997,104.019997,101.959999,103.790001,1897900,102.033648
"163",102.660004,103.370003,101.919998,101.970001,2527100,100.244447
"164",102.199997,104.059998,102.089996,104.029999,2113600,102.269585
"165",105.25,107.379997,104.639999,107.269997,2753900,105.454755
"166",105.989998,106.959999,105.690002,106.349998,2844900,105.128545
"167",106.639999,108.169998,106.540001,107.849998,2651300,106.611318
"168",108.169998,108.489998,107.339996,107.790001,2807700,106.552009
"169",107.639999,108.470001,107.309998,107.989998,2333600,106.749709
"170",108.349998,108.879997,107.669998,108.599998,1644100,107.352704
"171",108.25,109.5,108.089996,109.110001,1376900,107.856848
"172",109.370003,110.160004,109.290001,110.080002,1242500,108.815709
"173",110.169998,110.889999,109.5,109.910004,1575700,108.647663
"174",109.400002,110.75,109.239998,110.669998,1652100,109.398929
"175",110.209999,111.230003,110.120003,111.209999,1654800,109.932728
"176",110.769997,112.050003,110.540001,111.589996,1835300,110.308361
"177",111.279999,111.919998,110.68,111.730003,1500800,110.44676
"178",111.029999,111.150002,110.419998,110.93,1599000,109.655945
"179",110.910004,111.309998,110.690002,110.870003,1253700,109.596636
"180",111.360001,111.639999,110.580002,110.839996,1133700,109.566975
"181",110.800003,111.120003,109.709999,109.949997,2955700,108.687197
"182",110.230003,110.290001,108.940002,109.160004,2512000,107.906277
"183",109.610001,110.25,109.360001,110.25,2227100,108.983755
"184",108.959999,109.279999,107.900002,108.370003,3251500,107.12535
"185",107.75,109.139999,107.489998,108.940002,2330400,107.688803
"186",109.300003,109.349998,108.519997,109.160004,1917300,107.906277
"187",108.129997,109,107.839996,108.209999,1698000,106.967184
"188",107.879997,109.059998,107.830002,109.029999,1881700,107.777765
"189",108,108.379997,107.389999,107.580002,2342600,106.344422
"190",107.760002,108.720001,107.739998,108.220001,2132600,106.977071
"191",108.449997,109.389999,108.449997,109.230003,1284000,107.975473
"192",109,109.199997,108.139999,108.650002,1233000,107.402132
"193",108.860001,110.949997,108.860001,110.580002,1428700,109.309966
"194",110,110.440002,109.720001,109.879997,1323900,108.618001
"195",109.489998,111.449997,108.800003,111.129997,1320600,109.853645
"196",110.800003,111.059998,109.419998,110.309998,1406000,109.043063
"197",110.610001,111.760002,110.43,110.43,3114900,109.161688
"198",109.480003,109.790001,106.550003,106.559998,3277900,105.336133
"199",106.330002,107.010002,105.839996,106.07,1798600,104.851763
"200",106.32,106.330002,103.93,104.050003,2637300,102.854966
"201",101.970001,104.349998,101.959999,103.910004,3043200,102.716575
"202",103.449997,103.739998,102.769997,103.620003,2596900,102.429904
"203",104,104.470001,103.529999,104,1402200,102.805537
"204",103.480003,103.93,102.82,102.919998,1998500,101.737939
"205",102.650002,103.419998,102.080002,102.959999,1640100,101.777481
"206",103.400002,104.790001,102.879997,104.150002,2186800,102.953816
"207",103.510002,104.760002,103.400002,104.43,2575200,103.230599
"208",104.57,104.839996,103.82,104.459999,2579100,103.260253
"209",104.510002,104.690002,103.669998,104.32,1863000,103.121862
"210",104.290001,105.830002,104.089996,105.769997,1403400,104.555205
"211",106.25,106.730003,105.849998,106.349998,1293800,105.128545
"212",105.779999,106.239998,104.75,104.870003,2049300,103.665548
"213",98.989998,100.599998,97.809998,100.489998,8715500,99.335848
"214",100.870003,101.300003,99.790001,100.739998,3637800,99.582977
"215",100.610001,100.610001,99.849998,100.269997,2367700,99.118374
"216",99.400002,100.800003,99.300003,100.650002,2681500,99.494014
"217",101,103.760002,100.860001,103.040001,3086700,101.856564
"218",103.940002,103.940002,100.220001,102.410004,2708400,101.233802
"219",102.209999,105.190002,102.209999,104.970001,2584100,103.764398
"220",104.480003,107.309998,104.300003,106.209999,2373900,104.990154
"221",106.199997,106.5,104.43,105.290001,1753900,104.080722
"222",105.519997,105.620003,104.400002,104.5,1798300,103.299795
"223",104.349998,104.690002,103.760002,104.370003,1978600,103.17129
"224",104.32,104.459999,102.110001,103.18,1951700,102.574809
"225",102.160004,102.519997,100.550003,100.849998,3540500,100.258473
"226",101.540001,103.209999,101.43,103.209999,2352300,102.604632
"227",103.650002,104.580002,103.169998,103.790001,2749200,103.181232
"228",103.690002,104.279999,100.519997,100.589996,2021100,99.999996
"229",100.330002,100.730003,98.970001,100.110001,2911900,100.110001
"230",99.93,101.529999,99.779999,100.980003,1212400,100.980003
"231",101.870003,102.18,100.559998,100.629997,2405500,100.629997
"232",100.349998,101.309998,100.160004,100.160004,1620700,100.160004
"233",99.559998,99.75,98.940002,99.040001,3066000,99.040001
"234",98.910004,99.839996,97.269997,97.720001,2935000,97.720001
"235",96.800003,97.709999,96.040001,96.709999,3079600,96.709999
"236",97.07,97.720001,96.629997,97.559998,1940700,97.559998
"237",97.440002,98.169998,97.199997,97.970001,1647900,97.970001
"238",97.849998,98.25,97.07,97.279999,1287500,97.279999
"239",96.400002,96.940002,95.730003,96.059998,1559200,96.059998
"240",96.059998,98.120003,96,97.110001,2503700,97.110001
"241",96.860001,97.290001,95.510002,95.529999,1988300,95.529999
"242",95.559998,95.949997,94.330002,94.57,1740700,94.57
"243",95.080002,95.230003,94.239998,94.830002,1580800,94.830002
"244",94.5,94.550003,92.800003,93.709999,2379200,93.709999
"245",93.480003,93.510002,91.849998,92,2519000,92
"246",92.480003,93.059998,91.849998,92.760002,1598500,92.760002
"247",92.540001,93.809998,92.279999,92.699997,1777100,92.699997
"248",92.650002,93.580002,92.029999,92.5,1568100,92.5
"249",92.010002,93.059998,91.589996,91.959999,2132900,91.959999
"250",92.25,92.739998,91.860001,92.510002,1624400,92.510002
"251",92.269997,92.410004,90.980003,91.059998,1448900,91.059998
"252",91,91.25,90.389999,90.440002,1463800,90.440002
"253",91,91,89.730003,90.540001,1981100,90.540001
