"","BLL.Open","BLL.High","BLL.Low","BLL.Close","BLL.Volume","BLL.Adjusted"
"96",67.459999,67.459999,66.230003,66.580002,1284900,66.209124
"97",66.5,67.059998,66.139999,66.75,770700,66.378175
"98",66.25,66.519997,65.089996,65.510002,1376700,65.145084
"99",65.910004,66.580002,65.830002,66.580002,1095200,66.209124
"100",66.599998,67.029999,65.709999,66.589996,2528500,66.219063
"101",64.040001,64.919998,62.900002,63.299999,2292900,62.947392
"102",63.919998,64.529999,63.450001,64.43,1867200,64.071099
"103",64.230003,64.529999,63.130001,63.389999,1998200,63.036891
"104",63.529999,64.389999,63.389999,63.93,1594300,63.573884
"105",64.230003,64.559998,64.120003,64.5,885000,64.140708
"106",64.480003,65.050003,64.360001,64.690002,867600,64.329652
"107",64.82,65.360001,64.800003,64.970001,819200,64.608092
"108",64.809998,65.910004,64.809998,65.900002,926300,65.532911
"109",65.889999,66.279999,65.559998,65.889999,671900,65.522965
"110",65.839996,65.93,65.019997,65.550003,715000,65.184863
"111",65.449997,66.010002,64.919998,65.160004,1638400,64.797036
"112",65.099998,65.230003,64.129997,64.239998,1117900,63.882155
"113",64,64.629997,64,64.410004,771100,64.051213
"114",64.410004,65.379997,64.410004,64.93,1018500,64.568313
"115",65,65,64.360001,64.5,990600,64.140708
"116",64.440002,64.989998,64.089996,64.839996,1124600,64.478811
"117",65.709999,65.889999,64.540001,64.709999,1203200,64.349538
"118",64.860001,65.32,64.809998,64.970001,852300,64.608092
"119",65,65.940002,64.809998,65.610001,876600,65.244526
"120",65.769997,66.349998,65.519997,66.290001,706600,66.051614
"121",66.599998,67.599998,66.599998,67.07,643900,66.828807
"122",67.050003,67.860001,66.57,67.389999,1492800,67.147656
"123",67.480003,67.970001,67.169998,67.800003,1280300,67.556186
"124",67.849998,69.779999,67.529999,69.489998,1917900,69.240103
"125",69.489998,70.5,69.059998,69.809998,1975400,69.558952
"126",69.68,69.949997,69.139999,69.440002,885200,69.190287
"127",69.360001,69.43,67.959999,68.040001,967100,67.79532
"128",67.690002,68.330002,67.32,68.32,975100,68.074312
"129",68.080002,68.940002,67.599998,67.669998,820300,67.426648
"130",67.720001,68.220001,67.120003,67.290001,875200,67.048018
"131",66.93,67.290001,66.379997,66.459999,866800,66.221
"132",66.82,66.860001,65.290001,65.470001,1148100,65.234563
"133",65.449997,65.949997,64.959999,64.959999,776100,64.726395
"134",65.120003,65.720001,64.540001,65.510002,1169700,65.27442
"135",66.300003,67.830002,66.169998,67.830002,975600,67.586077
"136",68.279999,68.779999,68.080002,68.610001,1112500,68.36327
"137",68.629997,69.230003,68.629997,69.199997,449200,68.951145
"138",69.330002,70.230003,69.330002,69.839996,605700,69.588843
"139",69.779999,69.940002,69.440002,69.699997,182500,69.449347
"140",69.75,70.120003,69.489998,69.5,289100,69.250069
"141",69.400002,70.379997,69.150002,70.150002,468900,69.897733
"142",70.199997,70.349998,69.459999,69.489998,442900,69.240103
"143",69.559998,69.599998,68.139999,68.169998,477500,67.92485
"144",68.599998,69.019997,67.5,68.309998,467000,68.064346
"145",67.730003,68,66.510002,66.82,896600,66.579706
"146",65.720001,66.709999,64.82,65.690002,991400,65.453773
"147",65.849998,66.400002,65.5,66.269997,670600,66.031681
"148",66.769997,67.949997,66.769997,67.410004,994600,67.167589
"149",67.690002,67.839996,66.019997,66.080002,945300,65.84237
"150",66.18,66.440002,65.150002,65.790001,952900,65.553412
"151",66.129997,67.290001,64.900002,65.470001,902100,65.234563
"152",64.839996,65.540001,64.57,65.5,453700,65.264454
"153",65.5,65.779999,64.919998,64.959999,408200,64.726395
"154",65.029999,65.43,64.650002,64.870003,920400,64.636722
"155",64.449997,65,63.830002,64.779999,1204900,64.547042
"156",64.510002,65.480003,64.510002,65.360001,638300,65.124958
"157",65.849998,66.330002,65.370003,66.080002,618700,65.84237
"158",65.860001,65.860001,63.810001,63.880001,810300,63.65028
"159",64.330002,64.330002,63.529999,64.160004,735400,63.929276
"160",63.310001,64.25,63.080002,63.849998,594700,63.620386
"161",64.169998,64.559998,63.380001,63.389999,676500,63.162041
"162",63.549999,64.080002,63.130001,63.869999,729800,63.640314
"163",63.369999,64.160004,62.709999,63.330002,1005900,63.102259
"164",63.860001,64.370003,62.84,64.370003,714200,64.13852
"165",64.510002,65.580002,64.510002,65.349998,977700,65.114992
"166",65.18,66.540001,65.18,66.150002,1355600,65.912118
"167",70.989998,73.5,68.739998,72.029999,5485800,71.77097
"168",71.07,71.599998,69.879997,70.610001,1978800,70.356078
"169",69.870003,70.720001,69.760002,70.610001,1556400,70.356078
"170",70.959999,72.07,70.839996,71.900002,1769400,71.64144
"171",72.059998,72.650002,71.660004,72.400002,1677300,72.139642
"172",72.589996,74.129997,72.459999,74.040001,1767700,73.773744
"173",73.949997,75,73.669998,74.93,1761600,74.660543
"174",74.169998,74.68,72.68,74.389999,1399100,74.122484
"175",74.400002,77.199997,73.75,77.160004,2712300,76.882526
"176",76.080002,76.519997,73.730003,73.849998,4786800,73.584424
"177",73.279999,73.400002,72,73.190002,3283700,72.926802
"178",72.639999,73.82,72.080002,73.75,1660700,73.484786
"179",73.580002,73.580002,72.150002,72.559998,2040300,72.299063
"180",72.5,72.75,71.889999,72.160004,1215200,71.900507
"181",72.57,72.779999,71.879997,72.419998,937000,72.289802
"182",72.190002,72.550003,71.699997,71.709999,1162200,71.581079
"183",71.889999,72.68,71.720001,72.660004,1336200,72.529376
"184",72.260002,72.57,71.910004,72.300003,899800,72.170022
"185",71.900002,72.18,71.099998,71.300003,1039200,71.17182
"186",71.57,71.720001,70.5,70.989998,957800,70.862372
"187",70.599998,70.879997,70.330002,70.82,1053900,70.69268
"188",70.709999,70.769997,70.059998,70.339996,1307500,70.213539
"189",69.889999,70.339996,69.510002,70.019997,902000,69.894115
"190",70.199997,70.330002,68.959999,68.970001,1835100,68.846007
"191",68.580002,70.129997,68.580002,69.940002,862400,69.814265
"192",69.800003,70.120003,68.830002,69.169998,870500,69.045645
"193",69.360001,70.440002,69.239998,70.410004,1051900,70.283421
"194",70,70.400002,69.349998,69.730003,508600,69.604643
"195",69.529999,71.139999,69.309998,70.949997,1155700,70.822443
"196",70.389999,70.669998,69.919998,70.57,932300,70.443129
"197",70.989998,71.32,70.169998,71.199997,838300,71.071994
"198",71.190002,72.190002,70.68,71.75,1096700,71.621008
"199",71.550003,71.959999,70.860001,71.510002,1348400,71.381442
"200",71.459999,71.489998,70.059998,70.139999,1014800,70.013902
"201",70,70,68.949997,69.75,1014300,69.624604
"202",69.889999,69.919998,69.160004,69.330002,945800,69.205361
"203",70,70.989998,69.669998,70.900002,538800,70.772538
"204",70.529999,71.080002,70.339996,70.639999,805400,70.513003
"205",70.800003,70.82,69.809998,70.300003,841400,70.173618
"206",70.309998,70.870003,70.059998,70.379997,552800,70.253468
"207",69.860001,72.339996,69.839996,72.139999,1228500,72.010306
"208",72.059998,72.160004,70.989998,71.309998,1076300,71.181797
"209",71.389999,72.580002,71.040001,72.57,717800,72.439534
"210",72.57,72.879997,71.620003,72.099998,782400,71.970377
"211",71.589996,72.440002,71.110001,72.419998,1109300,72.289802
"212",72.269997,72.690002,71.900002,72.559998,949600,72.42955
"213",72.5,72.919998,72,72.910004,890600,72.778926
"214",73.169998,73.279999,72.480003,72.519997,1267800,72.389621
"215",72.129997,72.330002,71.639999,71.75,929300,71.621008
"216",71.349998,72.330002,70.779999,71.800003,1311300,71.670921
"217",71.82,72.449997,71.82,72.110001,640200,71.980362
"218",72.110001,72.300003,71.75,72.059998,861400,71.930448
"219",72.080002,72.110001,71.620003,71.980003,985900,71.850598
"220",71.879997,72.610001,71.800003,72.470001,529900,72.339715
"221",72.830002,74.690002,72.660004,74.559998,1155100,74.425954
"222",74.900002,74.919998,74.349998,74.610001,1462800,74.475867
"223",74.410004,74.860001,73.970001,74.440002,1555600,74.306175
"224",73.949997,74.389999,73.660004,73.839996,1068400,73.707247
"225",72.709999,73.760002,71.190002,73.410004,2059100,73.278028
"226",73.589996,74.580002,72.720001,74.440002,2830000,74.306175
"227",74.720001,75.239998,74.5,74.910004,1482900,74.775331
"228",74.860001,74.860001,73,73,1217700,72.868761
"229",73.099998,73.300003,71.739998,72.209999,1127200,72.08018
"230",71.949997,72.25,71.290001,71.650002,1461100,71.521189
"231",72.220001,72.330002,71.739998,72.300003,2128400,72.170022
"232",72.269997,72.330002,71.690002,71.940002,872400,71.810669
"233",71.459999,71.790001,70.809998,71.160004,1152400,71.032073
"234",71.480003,72.050003,71.220001,71.510002,1154500,71.381442
"235",71.959999,72.269997,71.220001,71.970001,861700,71.840614
"236",72.18,73.230003,72.18,73.010002,1582100,72.878745
"237",72.879997,73.790001,72.610001,73.68,1417200,73.547539
"238",73.82,73.970001,73.080002,73.209999,584200,73.078382
"239",73.440002,73.669998,72.790001,72.940002,784700,72.808871
"240",73.010002,73.099998,72.239998,72.510002,821300,72.379644
"241",72.400002,73.040001,72.139999,72.870003,921600,72.738997
"242",72.379997,72.599998,71.489998,71.669998,1033100,71.54115
"243",71.769997,72.419998,71.629997,72.309998,803100,72.179999
"244",72.139999,72.220001,71.470001,71.860001,928300,71.860001
"245",71.68,71.879997,70.959999,70.989998,1354300,70.989998
"246",71.160004,71.709999,70.800003,71.43,951200,71.43
"247",71.360001,71.360001,70.760002,70.989998,833100,70.989998
"248",71.169998,71.660004,70.75,71.440002,1014300,71.440002
"249",70.699997,71.18,70.220001,70.449997,1285500,70.449997
"250",70.139999,71.050003,69.769997,70.879997,768200,70.879997
"251",70.970001,71.82,70.82,71.620003,1760500,71.620003
"252",71.449997,71.599998,71.209999,71.300003,1305300,71.300003
"253",71.419998,72.019997,71.309998,71.779999,939000,71.779999
