"","TRIP.Open","TRIP.High","TRIP.Low","TRIP.Close","TRIP.Volume","TRIP.Adjusted"
"119",71.860001,72.019997,70.650002,71.860001,1540600,71.860001
"120",71.860001,72.970001,71.550003,72.769997,1634800,72.769997
"121",72.839996,74.290001,72.830002,73.650002,1316000,73.650002
"122",73.5,73.699997,70.589996,71.050003,2255500,71.050003
"123",72,76.970001,71.75,76.68,5308000,76.68
"124",75.620003,76.860001,75.309998,75.730003,3306600,75.730003
"125",75.75,77.940002,75.209999,77.220001,2888400,77.220001
"126",77.580002,77.860001,76.870003,77.139999,2071200,77.139999
"127",76.980003,76.980003,73.589996,74,2939500,74
"128",73.190002,74.370003,72.540001,74.059998,2279000,74.059998
"129",74.019997,74.639999,72.150002,72.440002,1999300,72.440002
"130",73,74.370003,72.5,72.800003,1923600,72.800003
"131",72.07,73.599998,71.580002,72.379997,1458000,72.379997
"132",73.199997,73.690002,71.910004,72.190002,1408300,72.190002
"133",71.879997,72.739998,71.150002,71.209999,1786800,71.209999
"134",71.379997,72.629997,71,72.529999,1960000,72.529999
"135",73.129997,75.089996,73.07,75.07,1843500,75.07
"136",75.300003,75.93,74.839996,75.650002,2788300,75.650002
"137",75.75,76.900002,75.730003,76.870003,1728300,76.870003
"138",77.099998,77.410004,75.610001,75.889999,2447900,75.889999
"139",76.050003,76.470001,75.93,76.139999,373000,76.139999
"140",76.519997,77.190002,76.160004,76.910004,634500,76.910004
"141",76.639999,76.639999,75.43,75.760002,1362300,75.760002
"142",75.290001,76.370003,75,75.489998,1223300,75.489998
"143",75.779999,76,74.5,74.660004,2063900,74.660004
"144",75.57,76.120003,73.68,74.589996,1374500,74.589996
"145",74.360001,74.489998,72.410004,72.730003,1994100,72.730003
"146",72.669998,73,68.839996,70.010002,2761200,70.010002
"147",70.839996,71.300003,70.43,70.839996,2017400,70.839996
"148",69.400002,73.559998,69.360001,73.260002,1977400,73.260002
"149",73.68,74.830002,73.089996,74.529999,2140600,74.529999
"150",74.699997,74.980003,70.809998,71.449997,2073400,71.449997
"151",72.120003,73.610001,70.709999,71.470001,1513400,71.470001
"152",70.809998,71.230003,68.269997,69.730003,2023700,69.730003
"153",70,70.360001,66.260002,66.389999,2220500,66.389999
"154",66.169998,68.279999,66.040001,68.18,1997600,68.18
"155",68.75,69.43,67.480003,69.239998,1614900,69.239998
"156",69,69.949997,68.720001,69.349998,1433200,69.349998
"157",69.599998,71.290001,68.639999,71.120003,1848300,71.120003
"158",70.699997,71.529999,69.669998,69.769997,2145900,69.769997
"159",69.650002,70.010002,69.07,69.32,1799800,69.32
"160",68.459999,70.57,67.739998,69.099998,1674400,69.099998
"161",69.470001,69.989998,67.849998,67.93,1157800,67.93
"162",67.980003,68.440002,66.480003,68,1488300,68
"163",67.389999,68.120003,66.269997,67.010002,1753200,67.010002
"164",67.269997,67.830002,66.18,67.699997,1257700,67.699997
"165",69,70.970001,68.57,70.809998,2040600,70.809998
"166",70.620003,71.760002,70.419998,71.18,1724700,71.18
"167",71.32,71.589996,70.529999,70.580002,1247100,70.580002
"168",70,70.25,67.790001,68.580002,2846100,68.580002
"169",68.150002,69.220001,68.089996,68.470001,3818000,68.470001
"170",69.099998,70.230003,68.400002,69.980003,3409700,69.980003
"171",69.75,70.169998,66.620003,67.269997,6311100,67.269997
"172",77.110001,84.699997,77,82.400002,12738400,82.400002
"173",81.739998,84.870003,80.519997,84.809998,4572300,84.809998
"174",84.839996,84.879997,83.879997,84.260002,3028900,84.260002
"175",84.330002,85.639999,84.080002,85.580002,3931800,85.580002
"176",85.919998,89.110001,85.82,88.660004,4075300,88.660004
"177",88.540001,88.93,87.309998,88.779999,2957200,88.779999
"178",88.800003,89.690002,87.370003,88.870003,2578100,88.870003
"179",88.459999,89.150002,87.970001,88.5,1819600,88.5
"180",88.139999,89.5,88.120003,89.169998,2397200,89.169998
"181",89.18,90.300003,89.169998,89.860001,2583700,89.860001
"182",90.169998,90.400002,88.93,89.25,1800300,89.25
"183",89.290001,91.25,89.129997,91.209999,1647500,91.209999
"184",91,91.470001,87.860001,90.470001,4202200,90.470001
"185",90.449997,90.529999,87.989998,89.239998,1964000,89.239998
"186",89.360001,89.489998,87.110001,87.980003,2429400,87.980003
"187",87.349998,87.980003,84.93,85.699997,2622500,85.699997
"188",85.699997,86.419998,84.980003,86.010002,1476800,86.010002
"189",84.830002,85.230003,83.5,84.169998,1542700,84.169998
"190",84.199997,84.400002,83.150002,83.220001,1393600,83.220001
"191",83.43,84.660004,83.230003,84.150002,1377000,84.150002
"192",83.860001,84.269997,82,82.519997,1353900,82.519997
"193",83.029999,83.57,82.400002,83.169998,1196200,83.169998
"194",82.779999,83.699997,82.330002,83.400002,1174100,83.400002
"195",83.099998,84.580002,82.730003,84.309998,1677000,84.309998
"196",84.529999,84.959999,83.279999,83.800003,1575000,83.800003
"197",84.589996,86.529999,84.040001,86.349998,3192100,86.349998
"198",86.610001,87.199997,86.349998,86.510002,1864900,86.510002
"199",86.5,86.5,85.349998,85.379997,1537900,85.379997
"200",85.480003,85.550003,84.019997,84.18,2343200,84.18
"201",83.82,84.25,82.970001,83.620003,1378600,83.620003
"202",83.379997,84.150002,83.169998,83.790001,897400,83.790001
"203",84.309998,84.599998,83.459999,83.610001,1096800,83.610001
"204",83.410004,84.18,83.169998,83.169998,1257300,83.169998
"205",83.379997,83.510002,81.580002,82.339996,1548800,82.339996
"206",82.480003,83.32,82.050003,82.510002,1159200,82.510002
"207",80.610001,83.860001,80.550003,83.400002,2779200,83.400002
"208",83.459999,83.800003,82.800003,82.830002,952200,82.830002
"209",83.010002,83.970001,82.660004,83.050003,1128400,83.050003
"210",83.330002,83.800003,81.989998,83.18,1805300,83.18
"211",83.120003,83.300003,82.510002,82.93,1084600,82.93
"212",83.129997,84.449997,83,83.519997,833200,83.519997
"213",83.559998,83.839996,82.050003,83.269997,1009000,83.269997
"214",83.330002,83.800003,82.379997,83.089996,1062000,83.089996
"215",83.339996,84.620003,82.529999,82.599998,927700,82.599998
"216",82,82.550003,79.879997,80.709999,2163400,80.709999
"217",81.059998,81.5,80.709999,80.970001,1416800,80.970001
"218",81.199997,81.400002,80.709999,81.279999,1284600,81.279999
"219",81.529999,82.870003,80.839996,82.720001,1245000,82.720001
"220",82.339996,83.339996,82.019997,82.790001,900200,82.790001
"221",82.830002,83.559998,81.410004,81.57,1029300,81.57
"222",81.910004,83.769997,81.449997,81.690002,912500,81.690002
"223",81.550003,82.379997,80.959999,81.559998,1637700,81.559998
"224",81.260002,82.849998,81.18,81.699997,1653300,81.699997
"225",81.540001,81.68,79.830002,80.489998,1649300,80.489998
"226",81.889999,83,79.82,80.82,1814000,80.82
"227",81.330002,81.330002,79.800003,79.910004,1989900,79.910004
"228",78.470001,79.82,77.330002,77.720001,3291100,77.720001
"229",78.139999,78.459999,76.279999,76.800003,4015900,76.800003
"230",78.18,80.720001,75.650002,78.470001,6607400,78.470001
"231",79.400002,82.25,79.029999,81.93,2636400,81.93
"232",82.010002,82.82,81.110001,81.629997,1716300,81.629997
"233",81.010002,81.769997,80.650002,80.82,1512300,80.82
"234",80.779999,81.510002,80.739998,81.150002,1187800,81.150002
"235",81.440002,82.25,80.93,82.160004,1196300,82.160004
"236",82.18,82.610001,81.300003,81.830002,890700,81.830002
"237",81.860001,82.360001,81.339996,81.489998,1839100,81.489998
"238",81.970001,82.510002,80.290001,80.650002,1303900,80.650002
"239",80.779999,80.93,79,79.769997,1789600,79.769997
"240",79.720001,80.190002,79.029999,79.300003,1395600,79.300003
"241",79.660004,80.370003,79.660004,80.269997,1298500,80.269997
"242",80.110001,80.57,77.690002,77.769997,1796400,77.769997
"243",77.879997,78.629997,77.779999,78.5,1245500,78.5
"244",78.260002,78.540001,76.790001,76.800003,1064400,76.800003
"245",76.709999,76.769997,75.620003,76.260002,2173800,76.260002
"246",76.239998,76.940002,75.699997,76.510002,1431500,76.510002
"247",76.150002,77.059998,75.760002,76.32,982100,76.32
"248",76.029999,76.220001,74.760002,75.07,1824800,75.07
"249",74.68,75.150002,74.139999,75.120003,1740500,75.120003
"250",74.959999,76.510002,74.699997,76.410004,1599700,76.410004
"251",76.290001,76.489998,75.419998,75.489998,1893700,75.489998
"252",75.349998,75.730003,74.800003,75.209999,806700,75.209999
"253",75.629997,76.980003,75.629997,76.470001,1166400,76.470001
