"","DIS.Open","DIS.High","DIS.Low","DIS.Close","DIS.Volume","DIS.Adjusted"
"84",88,88.260002,87.040001,87.110001,6217600,85.519346
"85",87.059998,88.150002,86.330002,88.110001,7008000,86.501086
"86",88.029999,88.160004,85.57,85.709999,8726200,84.144909
"87",85.919998,87,85.400002,86.269997,12675300,84.694681
"88",85.919998,86.389999,83.760002,83.910004,9039800,82.377782
"89",84.75,85.519997,83.900002,84.139999,8607100,82.603578
"90",82.389999,83.760002,78.540001,82.080002,21844400,80.581196
"91",79.93,82.470001,79.550003,81.739998,13216500,80.247401
"92",82.68,84.660004,82.68,83.830002,12381800,82.299241
"93",84.230003,85.610001,84.150002,85.519997,8302100,83.958376
"94",86.32,87.68,86.25,87.540001,9170400,85.941494
"95",87.940002,88.610001,86.980003,87.099998,9314500,85.509526
"96",88.209999,88.629997,87.760002,87.989998,7245300,86.383274
"97",87.910004,88.660004,87.580002,88.610001,4937500,86.991955
"98",88.470001,88.989998,88.239998,88.449997,5644300,86.834873
"99",89.040001,89.959999,88.949997,89.93,4540000,88.287852
"100",89.839996,90.25,88.949997,89.529999,5442100,87.895154
"101",89.440002,90.540001,88.910004,90.220001,4445300,88.572557
"102",91.510002,91.980003,90.75,91.379997,7472200,89.711371
"103",91.239998,91.82,91,91.709999,5447700,90.035347
"104",91.970001,91.980003,89.800003,90.349998,7928500,88.70018
"105",91.599998,91.599998,89.589996,91,7021000,89.338313
"106",91.290001,92,91.150002,92,9938800,90.320052
"107",89.389999,90.019997,88.650002,90,16176300,88.356573
"108",90.239998,90.419998,88.949997,89.779999,8155700,88.140589
"109",90.010002,90.029999,89.129997,89.980003,5896800,88.336941
"110",89.769997,90.120003,89.330002,89.900002,5262500,88.258401
"111",90.099998,90.709999,90.029999,90.489998,5097900,88.837623
"112",90.68,90.849998,90.379997,90.800003,4280300,89.141968
"113",90.5,90.779999,90.050003,90.410004,4147900,88.75909
"114",90.330002,90.690002,90.129997,90.279999,4461600,88.631459
"115",90.260002,90.279999,89.190002,89.82,7709500,88.17986
"116",89.25,89.459999,88.75,88.900002,8602600,87.276661
"117",89.690002,89.800003,88.760002,88.959999,7383100,87.335563
"118",89.32,90.660004,89.32,90.580002,6503300,88.925984
"119",90.709999,91.919998,90.709999,91.650002,7404200,89.976445
"120",91.959999,92.279999,91.669998,91.919998,4607200,90.241511
"121",92.529999,92.959999,92.230003,92.510002,3853000,90.820742
"122",92.629997,93.139999,92.099998,92.699997,6714700,91.007267
"123",92.650002,93.809998,92.419998,93.470001,6634900,91.763211
"124",93.540001,93.660004,92.5,93.110001,5492400,91.409784
"125",93.610001,93.629997,92.57,93.230003,6017300,91.527596
"126",93.690002,93.980003,93.339996,93.760002,5226800,92.047916
"127",94.209999,94.5,93.410004,93.800003,6682200,92.087187
"128",93.510002,93.57,91.760002,92.940002,9519900,91.24289
"129",92.519997,92.830002,91.550003,91.629997,10346100,89.956806
"130",91.089996,92.660004,90.660004,91.75,8227800,91.219468
"131",91.18,92.610001,90.949997,91.489998,7890900,90.960969
"132",92.029999,92.690002,90.190002,90.900002,6746800,90.374384
"133",90.5,92,90.129997,90.169998,6549400,89.648602
"134",90.360001,91.68,90.199997,91.379997,6885900,90.851605
"135",92.190002,92.610001,91.860001,92.610001,9387500,92.074496
"136",92.339996,93.199997,91.879997,92.889999,12837900,92.352875
"137",93.389999,94.360001,93.220001,94.199997,7477500,93.655298
"138",94.480003,95.07,94.400002,94.690002,5385800,94.14247
"139",94.690002,95.120003,94.370003,94.419998,2165700,93.874027
"140",94.739998,95.309998,94.519997,95.029999,3141300,94.480501
"141",94.739998,95.93,94.690002,95.5,3584400,94.947784
"142",95.209999,95.5,94.5,94.699997,3490100,94.152407
"143",95.129997,95.519997,94.029999,94.190002,4797000,93.645361
"144",94.910004,95.279999,92.849998,93.75,5865400,93.207903
"145",93.279999,93.349998,91.779999,92.379997,7789400,91.845822
"146",92.57,93.190002,91.160004,91.889999,6793100,91.358658
"147",92.720001,93.150002,92.099998,92.830002,6589500,92.293225
"148",93.870003,94.300003,93.559998,93.790001,7579400,93.247673
"149",94.050003,95.269997,93.989998,94.25,8621300,93.705012
"150",94.690002,94.760002,93.769997,94.459999,6586200,93.913797
"151",95.279999,96.43,94.699997,95.190002,9354400,94.639579
"152",94,94.800003,93.290001,94.230003,6509300,93.685131
"153",94.230003,94.959999,94.040001,94.349998,5662200,93.804432
"154",94,95.230003,93.980003,95.18,6117000,94.629635
"155",95.220001,95.389999,93.75,94.739998,7940600,94.192177
"156",94.370003,94.739998,93.82,94.169998,7474700,93.625473
"157",94.580002,95.389999,94.010002,95.150002,7014200,94.599809
"158",94.919998,95.529999,94.43,94.720001,4664700,94.172296
"159",94.449997,95,93.93,94.970001,5446900,94.42085
"160",93.940002,94.739998,93.360001,93.970001,5390000,93.426632
"161",94.139999,94.470001,92.610001,92.669998,6198400,92.134146
"162",93.110001,93.5,91.519997,93.220001,7681700,92.680969
"163",92.5,92.940002,90.830002,90.959999,10212300,90.434035
"164",91.300003,92.050003,90.059998,91.93,9392000,91.398427
"165",92.43,94.110001,92.190002,94.099998,12329100,93.555878
"166",99.389999,101.940002,98.82,101.279999,32640500,100.694361
"167",100.760002,102.839996,100.510002,102.639999,14089500,102.046497
"168",102.669998,102.989998,101.650002,102.019997,8475600,101.43008
"169",101.800003,102.5,101.449997,101.730003,5461800,101.141763
"170",101.959999,102.190002,101.18,101.919998,5726300,101.330659
"171",102.010002,102.019997,101.07,101.870003,5868200,101.280953
"172",102.160004,103.849998,101.699997,103.580002,6816800,102.981064
"173",103.730003,104.410004,103.43,104.169998,5175600,103.567649
"174",104.230003,104.449997,103.57,104.120003,4759300,103.517943
"175",103.400002,104.330002,103.400002,103.860001,3760200,103.259444
"176",104,104.080002,103.550003,103.889999,5094100,103.289269
"177",103.860001,104.690002,102.730003,104.550003,5197000,103.945457
"178",104.760002,105.230003,104.440002,104.989998,5587100,104.382907
"179",104.540001,105.050003,104.349998,104.669998,4098800,104.064758
"180",104.68,105.980003,104.669998,105.57,6547200,104.959555
"181",105.5,105.709999,104.139999,104.559998,5049000,103.955393
"182",104.669998,105.139999,103.959999,104.080002,4161600,103.478173
"183",104.349998,105.980003,104.349998,105.889999,5635500,105.277705
"184",105.779999,106.639999,105.209999,106.349998,4671900,105.735044
"185",105.860001,106,104.779999,105.57,4972300,104.959555
"186",105.540001,105.809998,104.870003,105.029999,3954700,104.422677
"187",104.669998,105,103.489998,103.82,5704200,103.219674
"188",103.940002,105.419998,103.82,105.260002,4868900,104.65135
"189",104.269997,104.349998,103.089996,103.089996,6472600,102.493892
"190",103.510002,104,102.870003,102.889999,4831900,102.295052
"191",103.849998,107.330002,103.809998,107.169998,10730400,106.550302
"192",107.279999,107.279999,105.519997,106.440002,8024200,105.824527
"193",106.839996,107.730003,106.050003,107.370003,6407300,106.74915
"194",107,107.209999,106.150002,106.959999,4489400,106.341517
"195",106.900002,108.419998,105.730003,107.970001,5520600,107.345679
"196",107.839996,108.480003,107.139999,107.370003,4885600,106.74915
"197",107.830002,108.940002,107.5,108.43,8710100,107.803018
"198",108.599998,108.849998,108.040001,108.220001,5667000,107.594234
"199",107.720001,108.050003,107.080002,107.110001,4493500,106.490651
"200",107.449997,107.459999,105,105,6964700,104.392852
"201",104.470001,105.82,104.099998,105.239998,5915800,104.631462
"202",105.199997,106.449997,104.879997,105.480003,5330400,104.870079
"203",106.059998,106.949997,106.050003,106.120003,3831900,105.506378
"204",105.599998,106.32,104.889999,104.889999,5701600,104.283487
"205",105.43,106,104.25,105.440002,6117200,104.83031
"206",105.489998,106.239998,104.860001,106,3651600,105.387069
"207",105.309998,106.57,105.040001,105.629997,4153500,105.019206
"208",105.800003,106.410004,105.400002,105.43,4694600,104.820365
"209",105.230003,106.690002,105.160004,106.360001,4277400,105.744988
"210",106.510002,107,105.879997,106.769997,3924400,106.152613
"211",106.730003,107.099998,106.410004,106.949997,3251500,106.331573
"212",107.07,107.900002,106.470001,106.510002,4201500,105.894122
"213",106.410004,107.300003,106.110001,106.660004,5389300,106.043257
"214",106.919998,107.43,106.860001,106.980003,4307300,106.361406
"215",107.150002,108.300003,106.900002,108.099998,6379100,107.474925
"216",107.800003,107.800003,106.040001,106.690002,9663500,106.073082
"217",107.830002,108.5,107.32,108.220001,8094200,107.594234
"218",108.93,108.989998,107.580002,107.68,4579400,107.057355
"219",108.019997,108.25,106.970001,107.940002,4060500,107.315854
"220",107.959999,109.900002,107.610001,109,5983800,108.369722
"221",109.529999,110.480003,109.190002,109.529999,6355600,108.896656
"222",111.5,111.660004,110.07,110.160004,8479100,109.523018
"223",110.75,111.150002,108.889999,109.919998,7324500,109.284401
"224",109.660004,110.379997,109.260002,109.809998,6024700,109.175036
"225",109.68,110.190002,107.68,108.720001,7770300,108.091342
"226",109.949997,110.669998,109.269997,110.519997,6205100,109.88093
"227",111.480003,111.529999,110.5,111.029999,7566200,110.387983
"228",113.269997,113.300003,110.559998,110.809998,14619300,110.169254
"229",111.559998,111.959999,109.220001,109.720001,8975300,109.08556
"230",109.599998,109.779999,108.720001,109.260002,8291200,108.628221
"231",110.260002,110.699997,109.57,110.110001,6260600,109.473304
"232",110.139999,110.139999,108.489998,108.599998,6728500,107.972034
"233",108.599998,109.660004,107.669998,109.239998,6345000,108.608332
"234",109.699997,109.870003,108.779999,109.190002,4141400,108.558626
"235",109.690002,110,109.010002,109.93,4662000,109.294345
"236",110.099998,110.690002,109.68,110.300003,5852200,109.662208
"237",110.470001,110.739998,110.010002,110.330002,4868900,109.692033
"238",110.690002,110.989998,110.470001,110.559998,4549600,109.920699
"239",110.779999,110.809998,110.019997,110.199997,4393500,109.56278
"240",110.040001,110.639999,109.900002,110.389999,4880600,109.751684
"241",110.300003,110.900002,110.120003,110.260002,4267700,109.622438
"242",110.169998,110.849998,108.760002,109.440002,5970800,108.80718
"243",109.510002,110.610001,109.300003,110.370003,3984200,109.731803
"244",110.110001,110.540001,109.599998,110.529999,3392000,109.890874
"245",110.330002,110.519997,109.410004,110.370003,5264900,109.731803
"246",111.480003,111.769997,110.550003,110.959999,6778900,110.318388
"247",110.919998,111.25,110.019997,110.75,4425900,110.109603
"248",110.75,111.82,110.5,111.169998,4510300,110.527173
"249",110.949997,111.25,109.989998,110.300003,5748200,109.662208
"250",110.300003,110.769997,109.800003,110.300003,4323500,109.662208
"251",110.029999,110.239998,109.209999,109.290001,6068100,108.658046
"252",109.349998,109.410004,107.650002,108.519997,7711800,107.892494
"253",108.900002,110.25,108.730003,110,5128700,109.36394
