"","AGN.Open","AGN.High","AGN.Low","AGN.Close","AGN.Volume","AGN.Adjusted"
"43",204.190002,205.940002,202.509995,205.789993,2149800,205.789993
"44",206.210007,206.559998,202.100006,202.720001,2413200,202.720001
"45",202.509995,204.839996,201.910004,203.160004,2579900,203.160004
"46",205,208.630005,204.190002,206.970001,2028500,206.970001
"47",207.149994,213.410004,207.009995,212.639999,2402400,212.639999
"48",214.119995,218.279999,213.919998,215.429993,2487100,215.429993
"49",216.509995,218.070007,215.669998,218.070007,1632600,218.070007
"50",218.600006,223.699997,218.039993,223.080002,2332300,223.080002
"51",222.279999,224.179993,221.570007,223.360001,1356400,223.360001
"52",227,228.119995,223.520004,226.25,2144200,226.25
"53",226.639999,227.850006,224.800003,227.309998,1122000,227.309998
"54",227.809998,229.610001,226,226.610001,1049400,226.610001
"55",227.339996,228.619995,226,227.720001,1264400,227.720001
"56",227.5,228.210007,224.940002,226.309998,1091600,226.309998
"57",224.970001,227.059998,224.809998,226.589996,678000,226.589996
"58",227.020004,227.229996,225.5,226.979996,845700,226.979996
"59",227,229.410004,225.259995,229.070007,1511900,229.070007
"60",230.580002,230.860001,226.800003,228.550003,1065100,228.550003
"61",229.699997,232.389999,228.550003,229.860001,1794700,229.860001
"62",229.850006,231.289993,227.020004,231.289993,1304800,231.289993
"63",228.839996,233.339996,228.839996,232.970001,1408300,232.970001
"64",233.119995,234,231.130005,232.610001,1617400,232.610001
"65",230.149994,231.820007,229.509995,231.25,2204800,231.25
"66",230.880005,233.369995,229.789993,232.740005,1180500,232.740005
"67",232.139999,239.149994,231.020004,234.380005,2611000,234.380005
"68",233.619995,235.800003,232.509995,234.839996,1609500,234.839996
"69",234.600006,239.580002,234,238.759995,1934300,238.759995
"70",238.779999,238.779999,233.529999,237.089996,2237700,237.089996
"71",239.460007,240.339996,236.410004,237.929993,1616400,237.929993
"72",239.490005,245.5,236.410004,241.809998,3677000,241.809998
"73",239.839996,240.259995,234.399994,235.619995,2595300,235.619995
"74",231.880005,248.809998,231.029999,240.850006,6208900,240.850006
"75",241.850006,248.5,238.509995,248,2994000,248
"76",248,249.940002,244,244.529999,1732200,244.529999
"77",245.649994,245.720001,242.869995,244.639999,1730400,244.639999
"78",243.5,246.830002,242.160004,244.389999,1734000,244.389999
"79",244.020004,244.529999,240.059998,241.279999,1666200,241.279999
"80",241.199997,242.5,236.130005,238.479996,2045300,238.479996
"81",238.729996,240.380005,235.240005,236,2235400,236
"82",240.110001,246.899994,238,246.070007,4055900,246.070007
"83",245.830002,246.820007,242.899994,243.949997,1730300,243.949997
"84",240.669998,247.990005,240.440002,243.389999,3455800,243.389999
"85",243.550003,247.5,240.020004,246.649994,2752700,246.649994
"86",246.75,248.559998,242.009995,242.279999,2209300,242.279999
"87",242.130005,243.690002,236.479996,236.619995,2243600,236.619995
"88",236.449997,238.320007,221.550003,222.800003,4663900,222.800003
"89",224.380005,226.389999,215.119995,222.070007,4454100,222.070007
"90",213.940002,221.110001,208.639999,217.240005,5092300,217.240005
"91",214.339996,224.779999,210.949997,222.070007,2779900,222.070007
"92",224.279999,229.979996,222.320007,224.729996,2345300,224.729996
"93",225.440002,226.990005,223.080002,226.669998,1699500,226.669998
"94",228.789993,233.5,227.059998,232.130005,1689100,232.130005
"95",232.080002,235.830002,230.460007,231.410004,1648300,231.410004
"96",233.720001,239.179993,233.100006,237.210007,1889900,237.210007
"97",237.160004,240.850006,236.190002,240.330002,1363200,240.330002
"98",240,240.479996,235.800003,238.429993,1257400,238.429993
"99",240.399994,240.869995,237.25,239.029999,1707000,239.029999
"100",239.130005,240.710007,236.25,238.779999,1592300,238.779999
"101",238.360001,243.869995,237.360001,243.210007,1694900,243.210007
"102",247,247.380005,241.020004,242.740005,1744200,242.740005
"103",242.389999,249.350006,242.330002,247.5,2399500,247.5
"104",246.729996,248.850006,243.25,245.320007,2570100,245.320007
"105",251.75,254.410004,244.139999,247.910004,3242600,247.910004
"106",250.199997,254.130005,248.220001,250.380005,3833900,250.380005
"107",250,250.050003,243.610001,245.910004,2038200,245.910004
"108",246.110001,247.850006,242.699997,245.729996,1615700,245.729996
"109",245.580002,246.820007,240.399994,243.630005,2111300,243.630005
"110",242.630005,249.759995,239.279999,240.619995,3062100,240.619995
"111",241.970001,246.25,240.839996,241.630005,2198400,241.630005
"112",242.309998,245.490005,241.690002,243.770004,1836500,243.770004
"113",243.339996,255.509995,243,247.940002,16697700,247.940002
"114",249.860001,269.660004,249.860001,269.600006,13029900,269.600006
"115",269,270.339996,264.019989,266.040009,6657400,266.040009
"116",264.579987,267.200012,257.350006,258.48999,5876100,258.48999
"117",262.829987,262.829987,257.019989,259.75,4512500,259.75
"118",261.279999,268.339996,261.059998,266.880005,4185400,266.880005
"119",269.350006,271.51001,266.570007,270.309998,3898300,270.309998
"120",271.630005,272.75,267.170013,270.470001,2087600,270.470001
"121",270.700012,272.290009,269.640015,270.609985,1175400,270.609985
"122",269.339996,269.339996,262.640015,263.070007,2749000,263.070007
"123",260.600006,265.109985,260.019989,264.209991,2367500,264.209991
"124",264.23999,266.450012,262.859985,265.839996,2212600,265.839996
"125",266.350006,267.970001,265.779999,267.5,2373100,267.5
"126",267.459991,268.600006,264.529999,266.059998,2491600,266.059998
"127",266.140015,268.290009,262.829987,265.570007,2226500,265.570007
"128",260.890015,263.880005,259.799988,263.730011,1977900,263.730011
"129",262.26001,263.730011,258.679993,258.809998,2410100,258.809998
"130",259.660004,265.100006,259.660004,263,2732600,263
"131",259.299988,262.390015,258.5,259,2822300,259
"132",259.5,264.820007,259.5,263,3061600,263
"133",263,263.609985,256.519989,256.519989,3320800,256.519989
"134",257.76001,261.200012,254.559998,260.899994,2860900,260.899994
"135",264.700012,268.369995,262.190002,263.75,3315500,263.75
"136",263.75,267.609985,261.790009,265.390015,3528600,265.390015
"137",264.380005,265.589996,259.019989,261.660004,1892900,261.660004
"138",261.75,263.200012,252.020004,255.880005,2613500,255.880005
"139",256.279999,258.660004,254.070007,254.199997,1169400,254.199997
"140",254.679993,258.149994,253.869995,257.089996,968700,257.089996
"141",256.730011,261.209991,255.800003,260.220001,1437600,260.220001
"142",259.660004,261.670013,258.160004,259.570007,1261800,259.570007
"143",259.880005,261.880005,257.339996,257.410004,1396200,257.410004
"144",260.269989,262.269989,258.109985,259.130005,2175900,259.130005
"145",257.940002,259.269989,255.509995,256.690002,2410500,256.690002
"146",257.160004,260.040009,253,255.169998,2772900,255.169998
"147",256.98999,267.970001,256.109985,265.230011,4392000,265.230011
"148",268,270.049988,266.470001,268.959991,2977800,268.959991
"149",270.630005,271.5,267,268.679993,2217700,268.679993
"150",275.290009,275.75,269.799988,272.279999,3117400,272.279999
"151",274,276.179993,267.790009,269.899994,2909300,269.899994
"152",266.109985,269.380005,264.480011,266.420013,1938800,266.420013
"153",266.420013,268.859985,263.049988,263.75,2569700,263.75
"154",262.970001,269.26001,262.540009,268.660004,2098700,268.660004
"155",269,270.160004,265.859985,269.01001,2422800,269.01001
"156",268.450012,276.899994,268.200012,275.769989,3624400,275.769989
"157",275.899994,279.220001,273.630005,278.01001,2579300,278.01001
"158",277.649994,280.23999,276.809998,279.119995,2715000,279.119995
"159",279,285.089996,276.880005,285.019989,2520900,285.019989
"160",281.73999,283.570007,280.100006,280.200012,2649000,280.200012
"161",282.320007,282.5,272.75,273.880005,2206900,273.880005
"162",275.119995,275.119995,269.200012,273.25,2360000,273.25
"163",271.220001,273.029999,266.179993,266.540009,2747000,266.540009
"164",268.390015,269.25,262,267.790009,2193400,267.790009
"165",268.230011,268.809998,263.380005,268.350006,2045600,268.350006
"166",267.450012,268.399994,264.480011,266.230011,1883600,266.230011
"167",266.690002,276.649994,266.670013,274.670013,4285300,274.670013
"168",274.179993,278.649994,270.920013,276.549988,2742000,276.549988
"169",275.450012,276.730011,271.459991,272.309998,1933200,272.309998
"170",274.790009,279.76001,272.779999,279.140015,2407400,279.140015
"171",279.149994,282.01001,275,277.51001,2090500,277.51001
"172",280.179993,281.75,276.75,281.660004,1526900,281.660004
"173",280.839996,287.119995,279.290009,285.369995,2234900,285.369995
"174",287.529999,288.799988,284.01001,286.899994,2850900,286.899994
"175",289.130005,289.679993,277.670013,284,4970800,284
"176",281.670013,291.230011,281.51001,289.440002,5164200,289.440002
"177",290,296.769989,289.209991,295.769989,3414300,295.769989
"178",296.429993,296.75,291,292.450012,2779400,292.450012
"179",292.209991,292.950012,287.98999,289.109985,4672000,289.109985
"180",291,294,290.100006,290.399994,12551600,290.399994
"181",290.25,291.700012,286.589996,289.779999,3206400,289.779999
"182",290.100006,292.619995,289.859985,291.359985,3747600,291.359985
"183",291.359985,297.5,291.359985,297.309998,3427600,297.309998
"184",296.799988,297.299988,291.459991,296.230011,2926500,296.230011
"185",295.929993,296.75,290.829987,296.140015,2386800,296.140015
"186",297.100006,298.230011,293.720001,295.700012,2199100,295.700012
"187",295.290009,295.859985,289.26001,289.920013,3071300,289.920013
"188",290.079987,294.140015,287.619995,293.600006,3252200,293.600006
"189",290.51001,291.890015,287.600006,287.600006,2856400,287.600006
"190",290.570007,295.200012,289.839996,292.859985,3256800,292.859985
"191",294.73999,299.880005,293.390015,298.630005,4087800,298.630005
"192",298.630005,299.5,295.700012,298.950012,2660200,298.950012
"193",300.579987,306.350006,299,305,6217500,305
"194",308.339996,308.75,304.5,307.51001,3943700,307.51001
"195",308.5,315,307.619995,313.950012,5804300,313.950012
"196",313,315.380005,310.709991,314.410004,3595900,314.410004
"197",316.549988,317.720001,314.709991,317.059998,8885800,317.059998
"198",316.170013,316.649994,313.040009,314.970001,3199200,314.970001
"199",315.640015,316.929993,308.920013,309.130005,3272500,309.130005
"200",309.26001,309.649994,300.119995,300.630005,4314000,300.630005
"201",298,305.339996,297.200012,301.320007,3273800,301.320007
"202",300.910004,306.170013,300.640015,303.559998,2032400,303.559998
"203",307.820007,307.820007,304.100006,304.76001,2298800,304.76001
"204",303.519989,304.799988,297.619995,297.619995,3553900,297.619995
"205",299.5,299.769989,292.820007,296.429993,4500000,296.429993
"206",297.920013,299.859985,295.299988,298.369995,2279400,298.369995
"207",296.790009,299.880005,296.450012,297.839996,2173500,297.839996
"208",298.399994,299.809998,295.26001,295.559998,2026800,295.559998
"209",296.679993,300.51001,291.850006,294.779999,5173200,294.779999
"210",295.929993,297.859985,291.720001,292.269989,3064800,292.269989
"211",293.480011,295.309998,289.480011,294.790009,3183000,294.790009
"212",294.649994,297.799988,294.059998,294.059998,3192100,294.059998
"213",294.399994,298.779999,293.579987,298.160004,3214900,298.160004
"214",299.329987,301.76001,298,298.920013,2260800,298.920013
"215",297.5,298.920013,295.160004,296.450012,2297300,296.450012
"216",294.299988,297.049988,291.73999,297.049988,2839600,297.049988
"217",297.769989,298.940002,293.700012,295.369995,2626700,295.369995
"218",296.890015,299.519989,294.100006,294.529999,2376200,294.529999
"219",294.619995,296.029999,291.98999,295.220001,2127700,295.220001
"220",294.160004,299.209991,294.119995,298.359985,2218000,298.359985
"221",298.339996,298.76001,295.220001,295.410004,1983500,295.410004
"222",296.950012,296.980011,284.880005,285.190002,3989600,285.190002
"223",281.899994,290.160004,280.059998,288.100006,3282000,288.100006
"224",286.350006,289.820007,285,288.230011,2192800,288.230011
"225",287.269989,289.600006,280.140015,282.859985,2818800,282.859985
"226",285.170013,290.01001,284.679993,289.73999,2628500,289.73999
"227",290.190002,292.48999,289.089996,289.809998,1732800,289.809998
"228",290.450012,290.98999,285,285.75,1901000,285.75
"229",287.049988,287.049988,279.73999,283.309998,2439600,283.309998
"230",284,290.829987,283.51001,287.299988,2389300,287.299988
"231",291.880005,295.899994,290.119995,292.820007,2816600,292.820007
"232",305.769989,305.769989,300.390015,301.73999,4247500,301.73999
"233",300,301.410004,296.160004,296.790009,2423100,296.790009
"234",298.179993,299.440002,294.790009,295.690002,1618000,295.690002
"235",298.149994,298.309998,294.809998,297.459991,1515500,297.459991
"236",297.459991,298.980011,295.790009,296.600006,1556400,296.600006
"237",297.179993,297.48999,295,295.76001,1850800,295.76001
"238",295.410004,299.880005,294.809998,298.429993,2446800,298.429993
"239",299.450012,299.579987,297.029999,297.5,1831800,297.5
"240",298.160004,301.769989,296.160004,301.220001,2214800,301.220001
"241",300.519989,303.709991,299.98999,301.350006,2245700,301.350006
"242",301,302.559998,299.170013,300.070007,2023000,300.070007
"243",300.220001,307.029999,299.869995,306.790009,2983600,306.790009
"244",308.459991,315,308.410004,313.079987,3942700,313.079987
"245",313.700012,314.179993,306.350006,306.809998,2460900,306.809998
"246",310,311.200012,305.529999,309.160004,1989100,309.160004
"247",307.880005,309.899994,305.660004,305.709991,1569400,305.709991
"248",306.920013,307.399994,303.779999,306.420013,1988100,306.420013
"249",306.209991,308.23999,301.390015,303.380005,1701200,303.380005
"250",303.410004,305.899994,301.049988,302.299988,1744100,302.299988
"251",302.940002,303.26001,298.029999,298.660004,1962300,298.660004
"252",297.890015,298.679993,294.720001,296.869995,1811700,296.869995
"253",298.730011,301.869995,296.019989,301.290009,1439300,301.290009
