"","IRM.Open","IRM.High","IRM.Low","IRM.Close","IRM.Volume","IRM.Adjusted"
"44",34.000001,34.510001,33.940003,34.289999,1105900,29.223138
"45",34.199997,34.540006,34.109996,34.490005,2167500,29.393591
"46",34.640003,34.720006,34.320002,34.479998,1045800,29.385062
"47",34.529997,34.880001,34.429998,34.750001,1045000,29.615168
"48",35.020001,35.22,34.65,34.780004,1689400,29.640738
"49",34.999995,35.540001,34.960004,35.430003,1190700,30.19469
"50",35.45,35.720001,35.319997,35.570003,1057100,30.314003
"51",35.58,35.929996,35.499997,35.829999,912700,30.53558
"52",35.860002,36.199997,35.750004,36.159997,1093300,30.816816
"53",36.119997,36.140003,35.470006,35.650007,1109500,30.382185
"54",35.889996,35.939993,35.570003,35.739999,547100,30.458879
"55",35.760005,35.919999,35.499997,35.58,795500,30.322523
"56",35.739999,35.829999,35.300003,35.390003,647900,30.1606
"57",35.210003,35.520003,35.139996,35.440004,467300,30.203213
"58",35.49,36.330001,35.49,35.979997,1017300,30.663414
"59",36.029993,36.349994,35.869999,36.090003,1171700,30.757165
"60",36.06,36.24,35.900001,36.06,651500,30.731595
"61",36.029993,36.490007,35.710004,35.990006,1742700,30.671944
"62",36.019996,36.220007,35.729998,36.220007,914600,30.867959
"63",36.220007,37.099994,35.950002,36.199997,1273600,30.850905
"64",36.069997,36.109996,35.570003,35.620004,838200,30.356615
"65",35.810001,36.009999,35.720001,35.789995,1244000,30.501488
"66",35.770002,35.819998,35.499997,35.599998,806300,30.339566
"67",35.530004,35.570003,35.089996,35.210003,1031900,30.007198
"68",35.520003,35.839996,35.290002,35.610007,1673300,30.348096
"69",35.750004,35.810001,35.250002,35.560007,1331200,30.305483
"70",35.650007,36.169994,35.599998,35.720001,3035700,30.441836
"71",35.680001,35.919999,35.680001,35.739999,1033300,30.458879
"72",35.939993,35.950002,35.639998,35.650007,2153100,30.382185
"73",35.480003,35.58,35.079999,35.319997,2004200,30.100938
"74",34.810006,35.319997,34.680007,35.189997,3524000,30.398966
"75",35.200002,35.349999,34.899998,35.279997,3074500,30.476713
"76",35.250002,36.15,35.229996,35.240006,4396300,30.442166
"77",32,32,31.17,31.9,2876300,30.441861
"78",31.65,34.310001,31.629999,33.900002,9291800,32.350444
"79",32.599998,33.189999,32.290001,32.650002,7719800,31.157581
"80",32.560001,32.73,31.9,32.18,2945200,30.709063
"81",32.07,32.77,32.049999,32.650002,2316400,31.157581
"82",32.939999,33.18,32.720001,33.099998,2125500,31.587008
"83",33.169998,33.279999,32.709999,32.970001,1718200,31.462953
"84",32.849998,32.950001,32.459999,32.459999,1500000,30.976263
"85",32.450001,33.310001,32.360001,33.299999,1913800,31.777867
"86",33.290001,33.360001,32.310001,32.360001,1869000,30.880836
"87",32.360001,32.689999,31.84,31.879999,1881100,30.422775
"88",31.9,32.130001,31.450001,31.48,1690900,30.041059
"89",31.75,32.599998,31.48,32.150002,2178900,30.680436
"90",32.009998,32.23,31.110001,32.029999,1899700,30.565918
"91",31.530001,32.529999,31.51,32.130001,1944600,30.661349
"92",32.43,32.5,32.049999,32.369999,2672000,30.890377
"93",32.240002,33.150002,32.23,33.139999,1684600,31.625181
"94",33.41,34.209999,33.32,34.18,1788100,32.617644
"95",34.259998,34.860001,34.240002,34.389999,1932200,32.818044
"96",34.68,34.919998,34.27,34.779999,1786200,33.190217
"97",34.790001,35.630001,34.540001,35.599998,1819500,33.972734
"98",35.450001,35.450001,34.84,35.150002,1223700,33.543307
"99",35.32,36,35.130001,35.849998,1996600,34.211307
"100",35.869999,35.91,35.34,35.639999,1862600,34.010907
"101",35.470001,35.509998,34.860001,35.380001,1749600,33.762793
"102",35.919998,36.330002,35.810001,36.07,3876500,34.421252
"103",36.049999,36.93,35.880001,36.650002,3353500,34.974742
"104",36.740002,36.900002,36.189999,36.310001,2438000,34.650283
"105",36.599998,36.84,36.049999,36.110001,2366400,34.459424
"106",36.200001,36.509998,36.200001,36.470001,1767900,34.80297
"107",36.700001,38.060001,36.700001,38.049999,4389200,36.310746
"108",37.93,38,37.349998,37.639999,2362300,35.919487
"109",37.529999,37.830002,37.43,37.830002,1805800,36.100805
"110",37.720001,38.169998,37.66,38.049999,1291000,36.310746
"111",38.080002,38.389999,38.02,38.369999,2048800,36.616119
"112",38.349998,38.5,37.639999,37.689999,2065800,35.967201
"113",37.970001,38.110001,37.810001,37.860001,2069500,36.129432
"114",37.880001,37.970001,37.540001,37.740002,2116800,36.014919
"115",37.740002,37.82,37.299999,37.689999,2894400,35.967201
"116",37.630001,37.689999,37.16,37.669998,1830900,35.948115
"117",38.049999,38.23,37.59,37.66,1424100,35.938574
"118",37.900002,38.029999,37.57,37.939999,1839500,36.205774
"119",37.799999,37.950001,37.200001,37.200001,17681900,35.739811
"120",36.950001,37.700001,36.950001,37.580002,3228700,36.104897
"121",37.799999,38.09,37.669998,38.009998,1127400,36.518015
"122",37.880001,39.34,37.77,38.830002,3493100,37.305831
"123",38.810001,39.139999,38.540001,38.919998,2627100,37.392295
"124",38.349998,38.580002,37.349998,37.5,4226600,36.473174
"125",37.450001,37.560001,37.189999,37.380001,1554900,36.356461
"126",37.290001,37.639999,37.200001,37.330002,1059300,36.307831
"127",37.27,37.619999,36.939999,37.310001,1146100,36.288378
"128",36.970001,37.310001,36.66,37.200001,1103400,36.18139
"129",37.110001,37.43,36.790001,36.970001,2132300,35.957688
"130",37.23,37.52,36.990002,37.150002,1328000,36.13276
"131",36.959999,37.07,36.43,36.439999,1249500,35.442198
"132",36.439999,37.619999,36.439999,36.950001,3863900,35.938235
"133",36.779999,37.57,36.619999,37.169998,1760400,36.152209
"134",37.380001,38.779999,37.18,38.599998,2600100,37.543053
"135",39.009998,40.279999,38.939999,40.27,2294400,39.167327
"136",40.349998,40.41,39.330002,39.75,3967100,38.661565
"137",38.419998,39.360001,37.150002,39.259998,1939500,38.18498
"138",39.380001,39.720001,39.330002,39.43,858500,38.350327
"139",39.66,39.880001,39.400002,39.639999,877600,38.554576
"140",39.82,40.02,39.560001,39.82,483200,38.729648
"141",39.759998,39.990002,39.630001,39.849998,722300,38.758825
"142",39.790001,40.080002,39.34,39.59,1679800,38.505946
"143",39.720001,39.720001,38.630001,38.66,828000,37.601411
"144",38.950001,39.110001,38.59,38.959999,898700,37.893196
"145",38.810001,39.27,38.740002,39.150002,907100,38.077996
"146",39.330002,39.900002,39.029999,39.509998,1389300,38.428135
"147",39.790001,39.959999,39.419998,39.57,1701900,38.486493
"148",39.939999,40.299999,39.709999,40.299999,2114200,39.196504
"149",40.299999,40.330002,39.439999,39.48,1280600,38.398958
"150",39.59,39.740002,38.959999,39.32,1479200,38.243339
"151",39.490002,39.900002,39.330002,39.689999,1758700,38.603206
"152",39.68,40.060001,39.290001,40,1284300,38.904719
"153",40,40.799999,40,40.360001,1614100,39.254862
"154",40.419998,40.599998,39.720001,40.330002,1627500,39.225685
"155",40.57,40.990002,40.200001,40.75,1689600,39.634183
"156",40.619999,40.93,39.860001,39.900002,1490500,38.807459
"157",40.240002,40.41,39.77,40.34,3096700,39.23541
"158",40.360001,41.119999,40.25,40.75,1239600,39.634183
"159",40.650002,41.029999,40.540001,40.860001,711400,39.741171
"160",40.580002,40.810001,40.25,40.360001,994700,39.254862
"161",40.709999,40.880001,40.139999,40.169998,1023600,39.070063
"162",40.080002,40.68,40.07,40.669998,906800,39.556372
"163",40.5,40.549999,39.630001,39.84,1352900,38.749101
"164",39.849998,39.889999,38.700001,39.669998,1132400,38.583754
"165",39.709999,40.209999,39.41,40.200001,793800,39.099244
"166",40.200001,40.84,40.040001,40.549999,960100,39.439659
"167",40.610001,41.119999,40.5,41.09,1111700,39.964873
"168",41.110001,41.529999,40.790001,40.91,1162400,39.789802
"169",40.700001,40.830002,39.48,39.529999,1065400,38.447588
"170",39.639999,39.830002,39.34,39.75,1132000,38.661565
"171",39.779999,39.919998,39.310001,39.860001,696700,38.768553
"172",40.040001,40.52,39.810001,40.470001,834900,39.361851
"173",40.400002,40.400002,39.02,39.369999,1298800,38.291969
"174",39.200001,39.450001,39.02,39.080002,1354500,38.009913
"175",39.049999,39.639999,38.75,39.529999,1671800,38.447588
"176",39.509998,39.509998,38.799999,38.830002,1162500,37.766758
"177",38.369999,38.369999,36.099998,36.709999,3471300,35.704805
"178",36.709999,36.810001,35.98,36.290001,1648500,35.296308
"179",36.220001,36.630001,35.84,36.580002,1579300,35.578368
"180",36.459999,36.689999,36.09,36.48,1584400,35.481104
"181",36.419998,36.880001,36.25,36.849998,1955900,35.840971
"182",36.799999,36.849998,36.34,36.75,2199000,35.743711
"183",36.669998,37.549999,36.630001,37.490002,1934500,36.46345
"184",37.400002,37.5,37.040001,37.389999,1864200,36.366186
"185",36.77,37.130001,36.41,36.490002,2038700,35.947505
"186",36.509998,36.68,36.439999,36.59,1082300,36.046016
"187",36.310001,36.599998,36.080002,36.279999,1677700,35.740624
"188",36.34,36.59,36.25,36.560001,1148400,36.016464
"189",36.310001,36.389999,35.599998,36.25,2318500,35.711071
"190",36.299999,36.299999,35.799999,35.970001,1653600,35.435235
"191",36.009998,36.77,35.98,36.700001,1045100,36.154382
"192",36.700001,37.080002,36.27,36.869999,1702000,36.321852
"193",37.060001,37.700001,37.060001,37.599998,1302000,37.040999
"194",37.540001,38.119999,37.400002,37.740002,2230500,37.178921
"195",37.709999,38.740002,37.619999,38.57,1761500,37.996579
"196",38.560001,38.759998,38.200001,38.27,2046100,37.70104
"197",38.490002,38.91,38.41,38.650002,3722700,38.075392
"198",38.639999,38.720001,38.150002,38.330002,1315400,37.760149
"199",38.299999,38.299999,37.619999,37.82,1094500,37.257729
"200",37.889999,37.889999,36.41,36.43,1066800,35.888395
"201",36.349998,36.599998,36.110001,36.369999,1717500,35.829286
"202",36.369999,36.759998,36.34,36.639999,617200,36.095272
"203",36.790001,36.939999,36.549999,36.75,756400,36.203637
"204",36.799999,36.84,36.41,36.48,1008000,35.937651
"205",36.5,36.59,35.93,36.290001,1509300,35.750477
"206",36.299999,37.25,36.27,37.150002,1153600,36.597692
"207",37.099998,37.82,37.029999,37.75,1264700,37.18877
"208",37.779999,37.849998,36.779999,36.790001,1211300,36.243044
"209",36.889999,37.630001,36.77,37.57,1582500,37.011446
"210",37.490002,37.639999,37.09,37.369999,953000,36.814419
"211",37.490002,37.91,36.98,37.169998,870500,36.617392
"212",37.209999,37.470001,36.889999,36.93,771500,36.380962
"213",36.900002,37.16,36.610001,36.880001,1005000,36.331706
"214",37.080002,37.139999,36.369999,36.41,1223300,35.868692
"215",36.360001,36.91,36.16,36.880001,1022900,36.331706
"216",36.580002,37.009998,36.349998,36.880001,2022700,36.331706
"217",37.119999,37.240002,36.77,36.790001,939400,36.243044
"218",36.880001,36.970001,36.459999,36.490002,927200,35.947505
"219",36.5,36.59,36.189999,36.389999,905300,35.848989
"220",36.380001,36.98,36.32,36.5,1703500,35.957354
"221",36.5,36.720001,36.470001,36.52,952500,35.977057
"222",36.709999,36.810001,36.169998,36.240002,1351600,35.701221
"223",38,38.490002,36.810001,37.279999,6468100,36.725757
"224",37.110001,37.110001,35.18,35.400002,3191600,34.873709
"225",35.259998,35.599998,34.290001,34.490002,3411000,33.977239
"226",34.5,34.91,34.299999,34.599998,1724400,34.0856
"227",34.630001,35.02,34.529999,34.849998,1457700,34.331883
"228",34.779999,34.860001,34.139999,34.209999,1576900,33.701399
"229",34.209999,34.450001,33.880001,34.25,1013400,33.740805
"230",34.34,35.110001,34.150002,34.93,1469400,34.410696
"231",35.310001,35.849998,35.220001,35.439999,1320500,34.913112
"232",35.299999,35.77,35.299999,35.669998,1882500,35.139692
"233",35.380001,36.029999,35.099998,35.880001,2415400,35.346573
"234",35.990002,36.48,35.959999,36.139999,2130300,35.602706
"235",36.450001,36.599998,36.220001,36.580002,2246600,36.036167
"236",36.720001,37,36.700001,36.990002,1149200,36.440071
"237",36.869999,37.290001,36.830002,37.220001,1835800,36.666651
"238",37.169998,37.650002,37.110001,37.599998,1703600,37.040999
"239",37.73,37.73,37.220001,37.23,1339000,36.676501
"240",37.25,37.290001,36.52,36.73,1021300,36.183934
"241",36.639999,36.810001,36.5,36.639999,776600,36.095272
"242",36.650002,36.73,36.310001,36.5,1342400,35.957354
"243",36.52,37,36.450001,36.91,1302700,36.361259
"244",36.82,37,36.459999,36.75,1220000,36.203637
"245",36.799999,36.889999,36.259998,36.470001,4082100,35.927801
"246",36.490002,37.02,36.459999,36.830002,1058600,36.28245
"247",35.700001,35.98,34.540001,34.68,4355100,34.164412
"248",34.560001,34.560001,33.959999,34.279999,2236100,33.770358
"249",34.060001,34.310001,32.77,32.889999,2790500,32.401024
"250",32.959999,32.959999,32.32,32.650002,2404200,32.164594
"251",32.189999,32.639999,32.009998,32.299999,2077200,31.819795
"252",32.360001,32.360001,31.76,31.950001,2406700,31.475
"253",31.74,31.969999,31.379999,31.85,1806900,31.85
