"","MJN.Open","MJN.High","MJN.Low","MJN.Close","MJN.Volume","MJN.Adjusted"
"40",92.629997,93.309998,92.440002,92.639999,987700,91.13954
"41",92.190002,93.82,92.050003,93.639999,1462000,92.123343
"42",93.82,94.040001,91.919998,92.239998,1733200,90.746017
"43",92.5,93.169998,91.199997,93.110001,1078200,91.601929
"44",93.470001,94.279999,93.199997,93.849998,662800,92.329941
"45",93.5,94,93.370003,93.629997,617200,92.113503
"46",93.959999,94.279999,93.519997,94.260002,640800,92.733304
"47",94.199997,95.220001,93.970001,94.5,903700,92.969415
"48",94.989998,95.790001,93.57,94.220001,838700,92.693951
"49",94.690002,94.989998,94.199997,94.75,602600,93.215366
"50",94.760002,94.970001,94.07,94.370003,724800,92.841523
"51",94.589996,95,94.120003,94.480003,656200,92.949742
"52",94.75,95.220001,94.349998,94.419998,9e+05,92.890709
"53",94.589996,95,94.139999,94.339996,617000,92.812003
"54",95,95.769997,94.830002,95.610001,696700,94.061437
"55",95.93,96.089996,94.860001,95.150002,738000,93.608889
"56",95.25,95.389999,94.699997,94.809998,865800,93.274391
"57",94.440002,95.110001,94.279999,95.050003,921700,93.51051
"58",95.400002,95.919998,95.089996,95.599998,754800,94.051597
"59",95.480003,95.959999,94.919998,95.379997,1094600,93.835159
"60",95.459999,95.510002,93.870003,93.93,2535800,92.408647
"61",94.610001,97.389999,94.309998,97.050003,2629700,95.478116
"62",96.790001,97.790001,96.260002,97.709999,1180900,96.127423
"63",97.5,97.550003,96.559998,97,1846200,95.428923
"64",97.099998,97.480003,96.690002,96.870003,1333800,95.301031
"65",96.589996,96.860001,95.870003,96.440002,891600,94.877996
"66",96.360001,97.360001,95.919998,97.010002,991800,95.811319
"67",97.199997,97.43,96.419998,96.690002,1283900,95.495274
"68",96.900002,96.900002,96.059998,96.620003,896700,95.426139
"69",96.169998,98.5,95.809998,98.300003,1464600,97.085381
"70",98.169998,98.220001,97.120003,97.629997,1111700,96.423654
"71",97.660004,97.980003,97.110001,97.940002,607700,96.729828
"72",98.43,98.489998,97.330002,97.459999,1072900,96.255756
"73",97.43,97.43,96.480003,96.5,867900,95.307619
"74",96.010002,96.900002,95.75,96.639999,1197500,95.445888
"75",96.309998,97.32,96.309998,97.209999,1520600,96.008845
"76",96.730003,96.900002,95.5,95.720001,1151300,94.537258
"77",95.650002,96.370003,95.449997,96.169998,1004200,94.981695
"78",95.660004,97.050003,95.480003,96.809998,1036900,95.613786
"79",96.57,96.760002,96.029999,96.220001,1402600,95.03108
"80",96,96.120003,95.07,95.5,1121800,94.319975
"81",95.290001,95.769997,94.059998,94.18,2128900,93.016286
"82",94.489998,96.599998,94.290001,96.540001,1739900,95.347126
"83",96.970001,97.029999,96.32,96.940002,947500,95.742185
"84",96.580002,97.220001,96.190002,96.339996,1054000,95.149592
"85",96.169998,97.699997,95.860001,97.690002,1042000,96.482917
"86",97.199997,97.900002,95.470001,95.830002,1137900,94.645899
"87",96.050003,96.260002,94.129997,94.139999,1380800,92.976779
"88",94.209999,94.410004,92.370003,92.43,977300,91.287909
"89",92.699997,93.839996,92.449997,92.800003,787000,91.65334
"90",92.309998,92.360001,89.339996,90.989998,1715300,89.8657
"91",89.589996,91.959999,89.379997,91.209999,1290700,90.082983
"92",91.970001,104.889999,91.709999,100.230003,7659700,98.991533
"93",94.989998,97.400002,94.470001,97.019997,2803400,95.82119
"94",97.510002,100.449997,96.779999,100.360001,2115100,99.119924
"95",100.830002,102.330002,98.610001,99.93,3032300,98.695237
"96",97,101.690002,96.900002,100.660004,1693500,99.41622
"97",101.889999,104.050003,101.470001,103.389999,1704100,102.112483
"98",103.449997,103.580002,101.18,101.519997,1060400,100.265587
"99",101.610001,102.910004,101.019997,102.900002,1184200,101.62854
"100",102.959999,103.43,101.540001,102.940002,763000,101.668047
"101",102.540001,104.129997,102.389999,103.57,680200,102.29026
"102",101,101.260002,96.720001,99.309998,3691500,98.082895
"103",99.540001,101.019997,99.379997,100.260002,1342200,99.021161
"104",100.220001,100.959999,98.129997,98.410004,1266700,97.194022
"105",98.860001,99.800003,98.470001,98.790001,900800,97.569324
"106",98.860001,99.160004,98.07,98.839996,1075200,97.618702
"107",98.510002,99.040001,98,98.389999,1199800,97.174265
"108",98.470001,99.419998,98.370003,99.32,1051300,98.092774
"109",99.699997,100.269997,98.629997,99.260002,650000,98.033518
"110",99.32,99.910004,98.940002,99.610001,1074400,98.379191
"111",99.849998,100.529999,98.25,99.650002,1084200,98.418698
"112",99.349998,101.160004,98.959999,100.68,1072200,99.43597
"113",100.220001,100.839996,99.300003,100.699997,1328500,99.455719
"114",100.879997,102.620003,100.790001,102.059998,1010100,100.798916
"115",101.68,102.68,101.019997,102.639999,1231800,101.371751
"116",102.309998,102.410004,101.300003,101.610001,899600,100.354479
"117",102.690002,102.870003,102,102.330002,765600,101.065584
"118",102.75,102.75,100.620003,101.07,1164700,99.82115
"119",101.290001,101.809998,100.720001,101.389999,900600,100.137196
"120",101.940002,103.440002,101.559998,103.410004,940500,102.132241
"121",103.669998,104.669998,103.410004,103.839996,733100,102.55692
"122",103.510002,104.43,102.82,103.919998,1340200,102.635933
"123",103.980003,104.199997,102.589996,102.870003,1315900,101.598912
"124",103.07,103.330002,102.370003,102.650002,742800,101.381629
"125",102.379997,102.730003,101.730003,101.959999,638100,100.700153
"126",102.410004,103.650002,101.970001,103.379997,890800,102.102605
"127",103.360001,103.879997,101.980003,102.300003,785300,101.035955
"128",101.400002,102.589996,100.82,102.540001,758300,101.272988
"129",102.400002,102.919998,100.540001,100.800003,1244100,99.55449
"130",101.050003,103.050003,100.959999,101.989998,746500,101.105918
"131",99.010002,100.940002,97.739998,97.809998,2206500,96.962151
"132",98.07,98.800003,95.059998,96.199997,2280000,95.366106
"133",95.949997,97.779999,95.360001,95.449997,1454900,94.622607
"134",95.360001,98.769997,95.360001,98.580002,1498700,97.72548
"135",100.449997,100.610001,99.43,100.580002,1856400,99.708144
"136",100.809998,100.959999,99.980003,100.349998,1633100,99.480134
"137",100.790001,101.529999,100.349998,101.279999,647100,100.402073
"138",101.68,101.940002,101.339996,101.559998,746300,100.679645
"139",101.519997,103.059998,100.75,102.040001,707900,101.155487
"140",102.5,103.489998,102.389999,102.489998,456200,101.601583
"141",102.110001,102.389999,101.650002,101.959999,1053100,101.076179
"142",102.379997,102.550003,101.389999,101.470001,816600,100.590428
"143",101.699997,102.239998,100.480003,100.540001,589500,99.66849
"144",100.620003,101.190002,99.370003,99.940002,568900,99.073692
"145",98.800003,99.199997,97.129997,98.129997,1539500,97.279377
"146",98.550003,99.610001,97.330002,97.75,1612600,96.902673
"147",98.220001,99.68,97.57,99.480003,969600,98.61768
"148",100.07,101.849998,99.720001,101.410004,1097000,100.530951
"149",102.860001,103.760002,101.290001,101.970001,1090200,101.086094
"150",101.93,102.790001,99.610001,100.089996,1114500,99.222386
"151",100.739998,101.769997,98.5,99.389999,942300,98.528457
"152",97.779999,98.760002,97.209999,98.720001,1226400,97.864266
"153",98.720001,99.660004,98.18,98.550003,846700,97.695742
"154",98.629997,100.5,98.230003,100.349998,1005900,99.480134
"155",100.910004,101.139999,99.889999,100.470001,957800,99.599097
"156",100.18,101.230003,99.730003,100.519997,1008500,99.648659
"157",101.330002,101.330002,99.300003,99.949997,2261300,99.0836
"158",100,100,98.190002,98.360001,1442000,97.507386
"159",98.550003,98.739998,97.68,98.139999,1287500,97.289292
"160",97.529999,100,97.089996,99.43,1238500,98.568111
"161",100.160004,100.779999,98.650002,98.690002,1721300,97.834528
"162",99.449997,101.760002,97.269997,101.760002,1642300,100.877916
"163",100.589996,101.269997,98.209999,98.489998,1350500,97.636257
"164",98.660004,99.620003,97.220001,99.610001,1147800,98.746551
"165",99.849998,100.370003,98.849998,100.080002,761700,99.212478
"166",100.269997,101.230003,99.129997,99.489998,1198300,98.627588
"167",99.010002,100.139999,98.620003,100.110001,967300,99.242217
"168",100.25,100.480003,99.209999,99.610001,849700,98.746551
"169",99.589996,99.989998,98.309998,98.43,843200,97.576779
"170",99.220001,99.220001,98.07,98.82,1156600,97.963398
"171",99.010002,99.470001,97.870003,98.870003,951200,98.012968
"172",99.07,99.650002,98.589996,99.57,601000,98.706897
"173",99.599998,102.019997,99.059998,101.889999,1270300,101.006786
"174",101.75,103.559998,101.139999,103.489998,1120900,102.592915
"175",103.089996,104.739998,102.870003,104.019997,1731400,103.11832
"176",103.980003,105.389999,103.910004,104.709999,901800,103.802341
"177",104.540001,105.169998,103.720001,105.010002,468700,104.099744
"178",104.510002,105.110001,104.160004,105.07,840300,104.159221
"179",104.519997,105.18,103.800003,104.879997,758000,103.970866
"180",104.779999,105.300003,104.419998,104.739998,456800,103.83208
"181",104.529999,104.790001,103.919998,104.349998,589200,103.445461
"182",104.349998,105.449997,104.230003,104.760002,697800,103.851911
"183",104.760002,105.129997,104.129997,104.639999,641600,103.732948
"184",104.220001,104.580002,103.25,104.120003,939400,103.217459
"185",104,104,102.449997,102.849998,831700,101.958463
"186",102.809998,103.150002,101.57,102.970001,683600,102.077426
"187",102.339996,102.339996,100.940002,101.360001,904900,100.481381
"188",101.519997,102.07,101.040001,101.769997,714600,100.887823
"189",101.18,101.279999,99.440002,99.510002,1090600,98.647419
"190",99.290001,99.459999,98.169998,98.440002,663600,97.586695
"191",98.510002,99.720001,98.43,99.690002,733600,99.24121
"192",99.330002,99.730003,98.5,99.400002,884200,98.952515
"193",100,101.150002,100,101.129997,1180500,100.674722
"194",100.550003,100.589996,99.169998,99.989998,950200,99.539855
"195",99.82,102.120003,98.860001,101.379997,1252300,100.923597
"196",100.910004,101.230003,99.790001,100.199997,636800,99.748909
"197",100.980003,102.410004,100.400002,102.279999,1090900,101.819547
"198",102.599998,102.989998,101.870003,101.889999,865500,101.431303
"199",101.889999,102.290001,100.029999,100.040001,811500,99.589633
"200",101.010002,102.089996,99.760002,99.959999,1313400,99.509991
"201",99.589996,100.050003,98.730003,99.309998,1438900,98.862916
"202",99.099998,100.309998,98.949997,100.050003,605100,99.59959
"203",100.43,101.93,99.949997,101.540001,872500,101.08288
"204",101.230003,101.800003,100.5,100.529999,754000,100.077425
"205",100.550003,101.18,98.989998,101.150002,1245000,100.694636
"206",101.290001,103.559998,100.879997,103.110001,934200,102.645812
"207",102.410004,104.339996,102.400002,103.010002,747900,102.546264
"208",103.019997,103.809998,102.610001,102.639999,584100,102.177927
"209",102.68,103.230003,101.599998,102.120003,854900,101.660271
"210",102.089996,102.309998,100.870003,101.489998,1156800,101.033102
"211",101.830002,103.089996,101.480003,102.68,1035100,102.217747
"212",102.5,103.010002,101.099998,101.099998,691900,100.644858
"213",100.739998,101.68,100.510002,101.300003,1048800,100.843963
"214",101.300003,102.010002,100.93,101.029999,1178200,100.575174
"215",101.07,101.620003,100.580002,100.900002,875600,100.445762
"216",100.099998,100.620003,99.809998,100.160004,1525700,99.709095
"217",100.489998,101.260002,99.900002,100.25,1101000,99.798687
"218",100.580002,100.760002,99.550003,99.919998,1408300,99.47017
"219",100.5,100.5,98.879997,98.919998,1770900,98.474672
"220",97.5,97.5,95.459999,96.410004,3543900,95.975977
"221",96.349998,98.470001,96.300003,97.940002,2900000,97.499088
"222",98.099998,98.599998,96.080002,96.220001,3229100,95.78683
"223",96.230003,98.410004,96.019997,97.610001,2194000,97.170572
"224",97.599998,98.309998,96.870003,97.190002,1708600,96.752465
"225",97.029999,97.839996,95.349998,95.919998,1864600,95.488178
"226",96.050003,96.800003,95.059998,96.25,1618800,95.816694
"227",96.290001,97.25,96.209999,96.739998,940400,96.304486
"228",96.610001,97.769997,96.080002,97.050003,1999800,96.613096
"229",97.389999,97.389999,96.389999,96.669998,1323000,96.234802
"230",96.279999,96.970001,95.410004,96.209999,1489900,95.776873
"231",97.150002,97.230003,95.519997,96,1544100,95.56782
"232",95.699997,96.449997,95.199997,95.43,1451800,95.000386
"233",95.18,96.330002,94.480003,95.900002,1001800,95.468271
"234",96.169998,96.370003,95.519997,95.599998,595500,95.169619
"235",95.970001,97.809998,95.830002,97.75,992300,97.309941
"236",97.720001,98.059998,97.389999,97.860001,799200,97.419447
"237",97.669998,98.339996,97.400002,97.800003,708900,97.359719
"238",97.529999,97.949997,96.970001,97.260002,1555800,96.822149
"239",97.519997,97.779999,96.93,97.019997,627500,96.583224
"240",97.239998,97.989998,96.769997,97.739998,1161000,97.299984
"241",97.839996,98.110001,97.349998,98,1235100,97.558816
"242",98.150002,98.190002,97.330002,97.589996,1860900,97.150658
"243",97.699997,97.959999,96.769997,97.730003,1318000,97.290035
"244",97.489998,97.919998,96.629997,96.889999,1253200,96.453812
"245",96.660004,97.809998,96.309998,97.300003,1149300,96.86197
"246",97.300003,97.540001,96.870003,96.959999,862100,96.523497
"247",96.760002,96.839996,95.459999,95.989998,1130600,95.557862
"248",96.589996,96.830002,95.790001,96.5,945200,96.065569
"249",95.800003,96.440002,95.260002,95.400002,878000,94.970522
"250",95.400002,95.93,94.410004,94.839996,1055600,94.413038
"251",94.68,94.849998,93.860001,94.120003,1045800,93.696286
"252",93.489998,93.5,92.309998,92.709999,2530800,92.29263
"253",93.489998,93.650002,89.260002,90.949997,5053200,90.540551
