"","S.Open","S.High","S.Low","S.Close","S.Volume","S.Adjusted"
"208",5.04,5.07,4.97,4.99,8044700,4.99
"209",5,5.02,4.89,4.91,11331600,4.91
"210",4.93,4.96,4.84,4.93,14737300,4.93
"211",4.96,5.03,4.95,4.97,8723900,4.97
"212",5.01,5.04,4.95,4.98,7508400,4.98
"213",4.99,5.01,4.96,4.99,9307800,4.99
"214",4.99,5.05,4.97,5.04,8621400,5.04
"215",5.03,5.16,5.01,5.1,14239200,5.1
"216",5.07,5.12,5.03,5.11,6661300,5.11
"217",5.12,5.12,4.98,4.99,8643400,4.99
"218",4.99,5.01,4.93,4.98,8403400,4.98
"219",4.98,5.08,4.94,5.08,7081700,5.08
"220",5.07,5.3,5.06,5.24,16034900,5.24
"221",5.27,5.39,5.18,5.27,12333500,5.27
"222",5.27,5.34,5.19,5.26,7916700,5.26
"223",5.26,5.36,5.25,5.29,8753000,5.29
"224",5.29,5.33,5.25,5.3,7086400,5.3
"225",5.28,5.28,5.06,5.13,15291800,5.13
"226",5.15,5.22,5.09,5.22,10981400,5.22
"227",5.2,5.28,5.1,5.15,27307300,5.15
"228",5.15,5.29,4.89,4.99,43900800,4.99
"229",5.02,5.03,4.77,4.84,37950900,4.84
"230",4.81,4.83,4.69,4.73,18994600,4.73
"231",4.8,4.83,4.74,4.77,7590900,4.77
"232",4.77,4.79,4.67,4.7,12457800,4.7
"233",4.66,4.7,4.61,4.66,12126900,4.66
"234",4.67,4.72,4.66,4.67,9970900,4.67
"235",4.71,4.75,4.66,4.74,8680000,4.74
"236",4.74,4.88,4.74,4.82,32851200,4.82
"237",4.84,4.87,4.77,4.81,9011200,4.81
"238",4.81,4.83,4.7,4.73,13339800,4.73
"239",4.73,4.75,4.68,4.7,8664700,4.7
"240",4.7,4.77,4.68,4.72,12053700,4.72
"241",4.72,4.73,4.66,4.69,12861400,4.69
"242",4.69,4.75,4.54,4.73,20255600,4.73
"243",4.73,4.77,4.61,4.72,17311200,4.72
"244",4.69,4.74,4.62,4.63,21297500,4.63
"245",4.63,4.65,4.59,4.65,13087500,4.65
"246",4.65,4.68,4.54,4.64,10410200,4.64
"247",4.6,4.71,4.59,4.69,7194700,4.69
"248",4.72,4.8,4.71,4.75,12426200,4.75
"249",4.53,4.61,4.43,4.46,31582600,4.46
"250",4.45,4.53,4.41,4.42,12704600,4.42
"251",4.47,4.55,4.42,4.5,10722900,4.5
"252",4.52,4.64,4.5,4.53,11924700,4.53
"253",4.54,4.56,4.51,4.54,9615000,4.54
