"","SO.Open","SO.High","SO.Low","SO.Close","SO.Volume","SO.Adjusted"
"99",47.48,47.59,46.66,47.369999,8737400,45.741652
"100",46.75,47.220001,45.939999,46.419998,9906100,44.824307
"101",46.200001,46.509998,45.970001,46.450001,13174300,45.366362
"102",46.630001,46.689999,45.860001,46.360001,7530200,45.278462
"103",46.419998,46.91,46.369999,46.77,6521700,45.678897
"104",46.59,47.130001,46.52,46.939999,5769900,45.844929
"105",46.84,47.970001,46.84,47.959999,9145600,46.841134
"106",47.73,47.849998,46.830002,47.009998,8836900,45.913296
"107",47.060001,47.360001,46.889999,47.130001,5179500,46.030499
"108",47.23,47.709999,47.049999,47.59,7325000,46.479766
"109",47.59,47.740002,47.349998,47.580002,3751600,46.470001
"110",47.110001,47.32,46.790001,47.099998,7148500,46.001196
"111",47.200001,47.439999,46.740002,46.939999,6020400,45.844929
"112",46.84,46.93,46.459999,46.639999,4937500,45.551928
"113",46.779999,47.200001,46.560001,47.080002,4181700,45.981666
"114",47.299999,47.490002,46.98,47.25,3837000,46.147698
"115",47.099998,47.369999,46.93,47.27,3807200,46.167232
"116",47.209999,47.389999,46.900002,47.110001,3242200,46.010965
"117",47.32,47.369999,46.830002,47.25,4304300,46.147698
"118",47.299999,47.360001,46.619999,46.709999,3938100,45.620295
"119",46.75,46.75,46.299999,46.470001,5812000,45.385896
"120",46.5,46.959999,46.5,46.82,3554200,45.727729
"121",46.970001,47.650002,46.970001,47.43,3030200,46.323499
"122",47.150002,48.310001,47.07,47.689999,8389600,46.577432
"123",47.799999,48.169998,47.419998,47.91,6944100,46.792301
"124",48.060001,48.139999,47.720001,47.900002,4661000,46.782536
"125",47.900002,48.130001,47.650002,47.91,2910000,46.792301
"126",47.439999,47.700001,47.220001,47.540001,4755900,46.430934
"127",47.560001,48.220001,47.560001,48.049999,4903800,46.929034
"128",48.16,48.360001,47.810001,48.139999,3999600,47.016935
"129",47.970001,48.43,47.889999,47.919998,4163300,46.802066
"130",47.900002,48.650002,47.900002,48.400002,4558800,47.270871
"131",48.099998,48.700001,47.91,47.919998,3724600,46.802066
"132",48.049999,48.23,47.5,47.849998,4515900,46.733699
"133",47.91,48.389999,47.459999,47.759998,5401000,46.645799
"134",47.970001,48.349998,47.77,48.299999,4442200,47.173202
"135",48.32,49,48.099998,49,4911800,47.856872
"136",48.939999,49.32,48.759998,49.02,8100200,47.876406
"137",49.34,49.490002,48.880001,49.360001,3999700,48.208474
"138",49.299999,49.470001,49.119999,49.169998,3171600,48.022904
"139",49.169998,50.130001,49.169998,49.91,3812600,48.745643
"140",50,50.869999,49.959999,50.470001,5745200,49.29258
"141",50.419998,51.279999,50.419998,50.880001,6266500,49.693014
"142",50.82,50.82,49.75,49.77,4130100,48.608909
"143",49.950001,50.099998,49.049999,49.110001,4963300,47.964307
"144",49.189999,49.439999,48.84,49.369999,4645300,48.218239
"145",49.380001,49.490002,48.91,49.16,7028700,48.013139
"146",49.200001,50.18,49.18,49.75,9358300,48.589375
"147",49.790001,50.439999,49.599998,50.299999,4917000,49.126544
"148",50.41,50.689999,50.220001,50.34,4532500,49.165611
"149",50.32,50.360001,49.630001,49.700001,4121000,48.540543
"150",49.950001,50,49.439999,49.709999,4077100,48.550308
"151",50.009998,50.5,49.52,49.68,5422100,48.521009
"152",49.700001,50.200001,49.439999,50.189999,6205300,49.019109
"153",50.189999,50.880001,50.119999,50.799999,5685100,49.614879
"154",50.68,51.389999,50.619999,51.349998,5718600,50.152047
"155",51.400002,51.68,51.169998,51.66,4081400,50.454817
"156",51.470001,52.09,51.189999,52.009998,5409200,50.79665
"157",52,52.259998,51.650002,52.130001,4674500,50.913853
"158",52.130001,52.470001,52,52.23,4190200,51.011519
"159",52.060001,52.27,51.68,52.23,4231600,51.011519
"160",52.110001,52.709999,52.110001,52.419998,3566800,51.197085
"161",52.419998,53.16,52.060001,52.169998,5202800,50.952917
"162",52.040001,52.91,51.900002,52.790001,4455000,51.558456
"163",52.299999,52.490002,50.639999,50.720001,12554600,49.536747
"164",50.650002,50.93,50.119999,50.779999,7073200,49.595345
"165",50.77,50.950001,50.360001,50.799999,8289200,49.614879
"166",50.959999,51.139999,49.32,49.459999,10485600,48.30614
"167",49.57,49.880001,49.049999,49.709999,6201900,48.550308
"168",49.43,49.439999,47.869999,48.169998,8908100,47.046234
"169",48.209999,48.330002,47.639999,47.790001,6633900,46.675101
"170",47.720001,48.799999,47.720001,48.68,5821800,47.544338
"171",48.419998,48.669998,47.66,47.950001,7656800,46.831369
"172",47.599998,47.630001,46.290001,46.560001,11259900,45.977197
"173",46.43,46.540001,45.540001,45.880001,8657600,45.305709
"174",45.689999,46.139999,45.220001,45.540001,8987100,44.969964
"175",45.880001,46.970001,45.689999,46.84,7461300,46.253691
"176",46.799999,46.869999,46.009998,46.189999,4223000,45.611826
"177",46.110001,46.220001,45.599998,46.139999,4090200,45.562452
"178",46.279999,46.540001,46.130001,46.470001,5160200,45.888324
"179",46.459999,47.009998,46.259998,46.889999,5445200,46.303064
"180",47.02,47.049999,45.860001,45.919998,5992500,45.345205
"181",46.029999,46.150002,45.68,45.759998,3778200,45.187208
"182",45.759998,45.939999,45.52,45.790001,4178000,45.216835
"183",45.799999,45.799999,44.650002,44.869999,7013000,44.308349
"184",45.09,45.189999,44.560001,45.150002,5061400,44.584847
"185",45.049999,45.049999,44.610001,44.830002,3828800,44.268852
"186",44.959999,45.23,44.82,45.02,5425400,44.456473
"187",44.52,44.560001,43.880001,44.09,11523800,43.538114
"188",44.110001,44.43,43.970001,44.009998,6110200,43.459113
"189",43.98,44.560001,43.790001,43.93,8559300,43.380116
"190",43.91,44.209999,43.549999,43.720001,4848600,43.172746
"191",43.860001,44.57,43.82,44.459999,6403700,43.903481
"192",44.400002,44.450001,43.75,43.950001,5691800,43.399867
"193",44.119999,44.919998,44.119999,44.630001,4384300,44.071355
"194",44.48,44.77,44.27,44.32,3484900,43.765234
"195",44.32,45.490002,44.130001,45.139999,7083000,44.57497
"196",45.009998,45.419998,44.59,44.66,4986900,44.100978
"197",44.709999,45.18,44.650002,44.970001,7186400,44.407099
"198",45.040001,45.360001,45.02,45.169998,3767300,44.604593
"199",45.07,45.330002,44.439999,44.52,4293100,43.962731
"200",44.66,44.860001,44.02,44.029999,4067000,43.478863
"201",44.040001,44.32,43.700001,43.759998,5948400,43.212242
"202",43.75,44.369999,43.75,44.009998,5766300,43.459113
"203",44.240002,44.52,44.07,44.330002,4078100,43.775111
"204",44.27,44.48,43.970001,44.279999,5798100,43.725734
"205",44.349998,44.700001,43.900002,44.619999,5318100,44.061478
"206",44.52,44.799999,44.450001,44.639999,3347900,44.081228
"207",44.799999,45.439999,44.77,44.919998,5505900,44.357722
"208",44.959999,45,44.200001,44.259998,5035800,43.705984
"209",44.279999,44.389999,43.900002,44.34,6025800,43.784984
"210",44.189999,44.490002,43.849998,44.470001,6419800,43.913358
"211",44.5,44.860001,44.330002,44.619999,3615700,44.061478
"212",44.48,44.639999,44.119999,44.200001,3258700,43.646737
"213",44.27,44.470001,44.119999,44.349998,3473800,43.794857
"214",44.34,44.75,44.119999,44.200001,3878000,43.646737
"215",44.200001,44.299999,43.799999,44.110001,3797600,43.557864
"216",44.02,44.41,43.970001,44.110001,4251200,43.557864
"217",44.25,45.060001,44.119999,44.759998,4797500,44.199725
"218",44.810001,45.119999,44.310001,44.419998,4762700,43.863981
"219",44.59,44.759998,44.279999,44.48,4343700,43.923231
"220",44.470001,44.900002,44.450001,44.689999,4055900,44.130602
"221",44.689999,45.23,44.630001,44.869999,3485600,44.308349
"222",44.98,45.049999,44.27,44.32,4099900,43.765234
"223",44.330002,44.669998,44.080002,44.66,4540700,44.100978
"224",44.220001,44.77,43.959999,44.650002,5460000,44.091105
"225",44.57,44.57,43.98,44.299999,8463100,43.745484
"226",44.240002,44.869999,44.240002,44.82,5969400,44.258976
"227",44.900002,45.330002,44.669998,44.98,4957700,44.416973
"228",44.810001,44.900002,44.139999,44.27,7076600,43.715861
"229",44.330002,44.5,43.77,44.080002,6705400,43.52824
"230",44.220001,44.560001,44.060001,44.23,5118500,43.676361
"231",44.639999,44.720001,43.759998,44.150002,8423800,43.597364
"232",44.150002,44.290001,43.509998,43.59,8343600,43.044372
"233",43.5,43.540001,43.110001,43.470001,7320700,42.925875
"234",43.630001,43.740002,43.27,43.380001,6066400,42.837002
"235",42.950001,43.400002,42.950001,43.18,4831600,43.18
"236",43.279999,43.830002,43.209999,43.720001,5156300,43.720001
"237",43.52,43.82,43.419998,43.650002,3484500,43.650002
"238",43.41,43.73,43.349998,43.669998,3759700,43.669998
"239",43.66,44,43.619999,43.669998,4028000,43.669998
"240",43.66,43.709999,43.220001,43.380001,4894500,43.380001
"241",43.299999,43.330002,42.889999,43.23,4890400,43.23
"242",43.119999,43.349998,42.73,43.299999,6725900,43.299999
"243",43.299999,43.939999,43.18,43.73,6778900,43.73
"244",43.700001,43.77,43.32,43.509998,4283400,43.509998
"245",43.509998,43.889999,43.369999,43.689999,6059400,43.689999
"246",43.77,43.919998,43.5,43.669998,4620300,43.669998
"247",43.580002,43.68,43.009998,43.279999,6006700,43.279999
"248",43.310001,43.349998,42.75,43.119999,7415300,43.119999
"249",42.91,43.459999,42.869999,43.18,7598100,43.18
"250",42.810001,42.900002,42.509998,42.66,7280000,42.66
"251",42.959999,42.959999,42.330002,42.599998,6349600,42.599998
"252",42.459999,42.700001,42.400002,42.439999,4187200,42.439999
"253",42.759998,42.830002,42.299999,42.34,4064500,42.34
