"","WPX.Open","WPX.High","WPX.Low","WPX.Close","WPX.Volume","WPX.Adjusted"
"196",11.08,11.17,10.66,10.93,4275600,10.93
"197",11.06,11.39,10.93,11.09,6011900,11.09
"198",11.1,11.41,10.89,10.93,4983800,10.93
"199",10.88,11.29,10.7,11.26,3028600,11.26
"200",11.33,11.52,11.08,11.21,4213800,11.21
"201",11.4,11.73,10.91,11.02,5108500,11.02
"202",10.9,11,10.65,10.7,5026700,10.7
"203",10.8,10.97,10.33,10.65,6740300,10.65
"204",10.53,11.03,10.51,10.93,6134200,10.93
"205",11,11.5,10.95,11.19,6605900,11.19
"206",11.05,11.78,11.05,11.74,5128200,11.74
"207",11.82,12.33,11.64,12.28,6379800,12.28
"208",12.25,12.82,12.11,12.46,5657100,12.46
"209",12.58,12.82,12.26,12.31,6351900,12.31
"210",12.42,13.09,12.41,12.76,5894500,12.76
"211",12.85,13.04,12.61,12.93,3431300,12.93
"212",13.15,13.19,12.72,12.87,3846600,12.87
"213",13.03,13.49,12.98,13.46,3810200,13.46
"214",13.7,14.25,13.44,14.04,4642100,14.04
"215",13.96,14.26,13.74,13.97,4859500,13.97
"216",13.86,14.07,13.27,13.36,4390400,13.36
"217",13.34,13.9,13.3,13.8,4159100,13.8
"218",13.88,13.88,13.07,13.24,3857300,13.24
"219",13.23,13.65,12.92,13.4,5023000,13.4
"220",13.47,13.61,13.23,13.33,3491200,13.33
"221",13.24,13.39,12.99,13.19,3857600,13.19
"222",13.27,13.31,12.87,12.9,3497900,12.9
"223",12.94,13.19,12.76,13.16,3732900,13.16
"224",13.08,13.63,12.9,13.58,4292700,13.58
"225",13.63,14.07,13.19,13.75,5721600,13.75
"226",13.61,13.8,13.39,13.65,3758300,13.65
"227",13.65,13.97,13.56,13.93,6955800,13.93
"228",14.16,14.23,13.26,13.28,5997200,13.28
"229",13.95,14.29,13.65,13.96,11011500,13.96
"230",13.99,14.44,13.62,13.79,10179900,13.79
"231",13.95,14.6,13.69,14.55,5650300,14.55
"232",14.58,14.65,14.16,14.23,5727100,14.23
"233",14.23,14.58,14.14,14.39,3903700,14.39
"234",14.51,14.52,13.99,14.1,4337200,14.1
"235",14.15,14.22,13.57,13.58,3494100,13.58
"236",13.46,13.48,13.14,13.34,4823000,13.34
"237",13.26,13.27,12.95,13.17,3900500,13.17
"238",13.08,13.2,12.86,13.14,3865300,13.14
"239",13.21,13.36,12.86,13.32,2911200,13.32
"240",13.38,13.85,13.28,13.83,4403800,13.83
"241",13.62,14.02,13.5,13.97,3375600,13.97
"242",13.74,13.84,13.27,13.35,2355000,13.35
"243",13.26,13.45,12.87,12.99,4314800,12.99
"244",12.87,12.98,12.68,12.8,3620200,12.8
"245",12.81,13.11,12.79,12.89,3803700,12.89
"246",12.93,13,12.62,12.72,3468400,12.72
"247",12.77,13.25,12.77,13.08,3525200,13.08
"248",12.97,13.28,12.85,13.03,2671400,13.03
"249",12.72,12.87,12.57,12.58,2857800,12.58
"250",12.46,13.16,12.45,12.79,4385400,12.79
"251",12.75,12.98,12.41,12.69,3877100,12.69
"252",12.87,13.05,12.78,12.87,3339200,12.87
"253",13.19,13.41,12.97,13.4,3852300,13.4
