"","DLTR.Open","DLTR.High","DLTR.Low","DLTR.Close","DLTR.Volume","DLTR.Adjusted"
"33",54.84,54.939999,54.130001,54.220001,793200,54.220001
"34",59.700001,59.84,54.650002,54.869999,36320900,54.869999
"35",54.57,55.209999,53.759998,54.439999,13011000,54.439999
"36",54.700001,55.849998,54.5,55.470001,7141500,55.470001
"37",55.310001,55.82,54.389999,54.470001,5108000,54.470001
"38",54.560001,54.950001,54.259998,54.700001,2895800,54.700001
"39",54.77,56.279999,54.700001,55.970001,3404000,55.970001
"40",55.580002,56.650002,54.419998,54.759998,6156000,54.759998
"41",54.59,55.68,54.43,55.009998,2205100,55.009998
"42",55.16,55.529999,54.68,55.080002,1791100,55.080002
"43",55.34,55.799999,54.959999,55.68,1711700,55.68
"44",55.689999,55.880001,54.990002,55.099998,2117900,55.099998
"45",54.91,55.41,54.700001,54.93,2065400,54.93
"46",55.169998,55.490002,54.48,55.439999,1765200,55.439999
"47",55.540001,56.049999,55.400002,55.93,1107400,55.93
"48",56.150002,56.16,55.279999,55.610001,1883500,55.610001
"49",54.75,54.799999,54.040001,54.259998,9116400,54.259998
"50",54.32,55.18,54.290001,54.709999,5911100,54.709999
"51",54.759998,55.360001,54.43,55,3498700,55
"52",54.040001,54.52,53.599998,54.279999,5605100,54.279999
"53",54.389999,54.580002,54.040001,54.27,2473700,54.27
"54",54.369999,54.689999,53.799999,53.860001,2496000,53.860001
"55",53.810001,54.200001,53.43,53.509998,2423600,53.509998
"56",53.52,53.689999,53.169998,53.560001,2482700,53.560001
"57",53.48,54.259998,53.32,53.950001,3155800,53.950001
"58",53.900002,53.990002,53.330002,53.630001,2670900,53.630001
"59",53.869999,54.700001,53.779999,54.459999,4135600,54.459999
"60",54.490002,55.049999,54.43,54.98,2974500,54.98
"61",55.02,55.57,54.849998,55.02,3109500,55.02
"62",54.93,55.779999,54.77,55.610001,3099000,55.610001
"63",55.419998,55.790001,55.25,55.540001,1901400,55.540001
"64",55.27,56.040001,55.200001,55.91,2049500,55.91
"65",55.959999,56.110001,55.610001,55.82,1730100,55.82
"66",55.799999,56.09,55.529999,55.68,1622700,55.68
"67",55.700001,56.220001,55.689999,55.919998,1793200,55.919998
"68",56.130001,56.25,55.540001,55.610001,1173300,55.610001
"69",55.380001,55.799999,55.380001,55.73,1562700,55.73
"70",55.75,56.290001,55.57,56.200001,1809000,56.200001
"71",56.299999,57.400002,56.130001,57.110001,4525400,57.110001
"72",57.27,57.32,56.799999,57.009998,3190800,57.009998
"73",57.07,57.200001,56.540001,56.759998,2547500,56.759998
"74",56.669998,56.790001,55.759998,55.790001,2459800,55.790001
"75",55.75,56.27,55.639999,56.150002,4395600,56.150002
"76",56,56.119999,55.330002,55.540001,2026300,55.540001
"77",55.709999,56.110001,55.360001,55.740002,5370200,55.740002
"78",55.529999,56.279999,55.419998,56.060001,3178300,56.060001
"79",55.990002,56.299999,55.860001,56.07,1612700,56.07
"80",55.830002,55.93,54.990002,55.290001,2145900,55.290001
"81",55.360001,55.889999,55.02,55.75,1870200,55.75
"82",56.150002,57.040001,55.66,56.869999,3155500,56.869999
"83",57.25,57.32,56.400002,56.57,1603700,56.57
"84",56.439999,56.84,56.080002,56.57,2283800,56.57
"85",56.700001,57.360001,56.450001,57.220001,2138800,57.220001
"86",57.16,57.369999,56.549999,56.700001,2540100,56.700001
"87",56.880001,57.299999,56.040001,56.049999,2117200,56.049999
"88",55.98,56.34,55.43,55.48,3991000,55.48
"89",55.889999,55.900002,54.860001,55.880001,3718000,55.880001
"90",55.169998,55.889999,53.700001,55.240002,5913600,55.240002
"91",54.68,55.580002,54.150002,55.049999,2092200,55.049999
"92",55.490002,56.799999,55.080002,56.580002,2233400,56.580002
"93",56.740002,57.360001,56.209999,57.34,2246900,57.34
"94",57.450001,58.25,57.290001,58.130001,1976500,58.130001
"95",58.189999,58.509998,57.529999,57.560001,1315100,57.560001
"96",57.639999,58.610001,57.549999,58.509998,2212300,58.509998
"97",58.32,58.98,58.139999,58.939999,1692300,58.939999
"98",58.919998,59.16,58.619999,58.799999,1254400,58.799999
"99",58.700001,58.98,58.189999,58.98,1467600,58.98
"100",59.09,59.48,58.290001,58.799999,1434000,58.799999
"101",58.610001,59.720001,58.48,59.52,1603900,59.52
"102",60.540001,61,60.23,60.57,3760300,60.57
"103",60.84,60.990002,60.209999,60.889999,1783000,60.889999
"104",60.650002,60.91,60.560001,60.849998,1019400,60.849998
"105",60.720001,61.400002,60.630001,61.130001,1331800,61.130001
"106",61.25,62.369999,61.16,62.110001,1975400,62.110001
"107",62.200001,62.23,61.279999,61.560001,1651100,61.560001
"108",61.73,62.02,61.52,61.849998,1601400,61.849998
"109",61.740002,62.16,61.360001,61.509998,1177400,61.509998
"110",61.43,61.970001,61.200001,61.82,1837700,61.82
"111",62.049999,62.330002,61.650002,61.990002,1749400,61.990002
"112",62.18,62.34,61.580002,62.060001,2011500,62.060001
"113",62.080002,62.720001,61.360001,61.470001,1940700,61.470001
"114",61.470001,62.099998,61.330002,61.990002,2626800,61.990002
"115",62.400002,62.66,61.380001,62.630001,3907400,62.630001
"116",64.419998,67.080002,64.269997,65.870003,7792200,65.870003
"117",66.839996,67.230003,66.010002,66.389999,3209200,66.389999
"118",66.599998,67.349998,66.440002,67.199997,2191300,67.199997
"119",67.379997,67.379997,66.529999,66.800003,2483900,66.800003
"120",66.650002,67.370003,66.620003,67.339996,1567700,67.339996
"121",68.410004,69.5,68.18,68.360001,1481500,68.360001
"122",68.32,68.440002,67,67.940002,2870900,67.940002
"123",66.919998,68.800003,66.919998,68.709999,2498500,68.709999
"124",67.540001,69.309998,67.230003,69.199997,3745900,69.199997
"125",69.07,69.650002,69.029999,69.269997,2112900,69.269997
"126",69.650002,69.650002,68.040001,68.410004,2722200,68.410004
"127",68.080002,68.440002,67.57,67.989998,2279600,67.989998
"128",67.459999,68.220001,67.360001,68.110001,2275800,68.110001
"129",68.019997,68.110001,67.099998,67.199997,1765900,67.199997
"130",69.580002,69.580002,67.690002,67.769997,2061700,67.769997
"131",67.110001,68.669998,67.089996,68.139999,1861900,68.139999
"132",68.709999,69.580002,68.019997,68.599998,1736600,68.599998
"133",67.830002,68.459999,66.949997,67.010002,2230100,67.010002
"134",67.32,68.309998,66.849998,68.059998,1775500,68.059998
"135",68.879997,69.150002,68.559998,69.110001,2055800,69.110001
"136",68.839996,69.389999,68.25,68.699997,2902900,68.699997
"137",68.75,69.25,68.290001,69.089996,1444700,69.089996
"138",69.580002,70.82,69.190002,70.059998,1605800,70.059998
"139",70.290001,70.459999,69.480003,69.860001,663600,69.860001
"140",70,70.68,69.470001,69.57,925700,69.57
"141",69.379997,70.529999,69.360001,70.5,1130900,70.5
"142",70.25,70.839996,70.199997,70.699997,1240800,70.699997
"143",70.980003,71.529999,70.32,70.379997,2182600,70.379997
"144",70.940002,71.300003,69.760002,70.349998,1435700,70.349998
"145",70.199997,70.540001,69.449997,69.620003,2653100,69.620003
"146",69.779999,69.959999,67.580002,68.669998,2696900,68.669998
"147",69.18,70.919998,68.830002,70.830002,2756300,70.830002
"148",71.059998,71.190002,70.25,71.110001,2794100,71.110001
"149",71,71.199997,69.360001,69.459999,2161100,69.459999
"150",69.440002,69.540001,68.470001,69.43,4262800,69.43
"151",70.110001,70.230003,67.709999,68,5075200,68
"152",67.260002,67.550003,65.860001,67.370003,4910100,67.370003
"153",67.510002,68.050003,66.07,66.410004,8251000,66.410004
"154",66,66.980003,65.199997,66.709999,8718000,66.709999
"155",66.879997,67.370003,65.910004,67.25,3543700,67.25
"156",67.199997,68.099998,67.080002,67.809998,3633700,67.809998
"157",68.279999,70.580002,67.830002,70.25,9284800,70.25
"158",70.489998,72.589996,70.339996,72.07,6166700,72.07
"159",72.110001,72.339996,69.519997,70.360001,8087700,70.360001
"160",70.120003,71.580002,69.75,71.309998,5788500,71.309998
"161",71.699997,71.699997,69.82,69.959999,3742000,69.959999
"162",70.18,70.559998,69.580002,70.18,3851800,70.18
"163",70.050003,72.129997,69.769997,71.099998,6235200,71.099998
"164",71.220001,72.519997,70.279999,72.230003,5047400,72.230003
"165",72.230003,74.5,72.029999,74.389999,4681300,74.389999
"166",74.400002,75.720001,73.790001,75,5403300,75
"167",75.129997,76.730003,74.980003,75.919998,4841000,75.919998
"168",76.330002,76.480003,74.839996,75.07,2362600,75.07
"169",74.629997,75.449997,74.470001,74.900002,2762000,74.900002
"170",75.389999,75.800003,74.660004,75.709999,2830300,75.709999
"171",75.519997,76.940002,75.330002,76.660004,4367000,76.660004
"172",76.790001,77.160004,75.529999,75.849998,4294300,75.849998
"173",75.889999,76.910004,75.230003,76.82,2507900,76.82
"174",76.839996,77.010002,76.230003,76.730003,2299100,76.730003
"175",76.860001,77.110001,76.470001,77.019997,2335000,77.019997
"176",77.449997,77.68,76.639999,76.699997,2250700,76.699997
"177",76.699997,77.870003,76.160004,77.690002,2605400,77.690002
"178",78,78.099998,77.339996,77.800003,3389900,77.800003
"179",78,78,77.349998,77.470001,2220400,77.470001
"180",77.559998,80.849998,77.559998,79.160004,5617500,79.160004
"181",78.790001,79.5,78.419998,79.040001,2759300,79.040001
"182",78.959999,79.809998,78.610001,79.68,4148400,79.68
"183",79.5,80.25,79.290001,79.919998,3483600,79.919998
"184",80.129997,80.190002,78.790001,79.160004,3445000,79.160004
"185",79.120003,79.339996,78.720001,78.839996,2463100,78.839996
"186",79.139999,79.709999,78.879997,79.43,1884800,79.43
"187",79.260002,80.139999,79.010002,79.610001,2653500,79.610001
"188",79.540001,79.839996,79.300003,79.699997,1962500,79.699997
"189",79.18,79.699997,78.879997,79.610001,2947400,79.610001
"190",79.650002,80.059998,78.809998,78.830002,3492700,78.830002
"191",80.099998,81.209999,79.620003,80.889999,3210600,80.889999
"192",80.889999,82.120003,80.709999,81.910004,2479800,81.910004
"193",82.269997,83.730003,82.050003,83.709999,3074100,83.709999
"194",83.379997,83.830002,83.010002,83.32,2829700,83.32
"195",83.290001,84.209999,82.910004,83.699997,2109500,83.699997
"196",83.879997,84.099998,83.25,83.410004,1414800,83.410004
"197",83.910004,84.220001,83.370003,83.809998,2186200,83.809998
"198",83.739998,84,83.029999,83.050003,1536700,83.050003
"199",81.169998,83.57,81.169998,82.830002,1939700,82.830002
"200",81.769997,82.830002,81.110001,81.169998,1932700,81.169998
"201",80.709999,81.470001,80.290001,81.019997,2036400,81.019997
"202",81.080002,82.150002,81.029999,81.720001,1573500,81.720001
"203",82,82.489998,81.459999,81.809998,1968600,81.809998
"204",81.669998,82.440002,81.129997,81.150002,2372900,81.150002
"205",81.330002,81.57,80.25,81.300003,3474700,81.300003
"206",81.330002,81.550003,80.769997,81.120003,1796700,81.120003
"207",80.360001,81.779999,80.160004,80.980003,2243300,80.980003
"208",81.07,81.82,80.57,80.580002,2076800,80.580002
"209",81.32,83.529999,80.510002,83.529999,2398400,83.529999
"210",83.900002,84,82.449997,82.75,2590000,82.75
"211",82.709999,83.190002,82.5,82.870003,1276200,82.870003
"212",82.839996,83.25,81.669998,81.82,1279000,81.82
"213",81.620003,82.160004,80.989998,81.050003,1577900,81.050003
"214",81.199997,81.760002,81.080002,81.209999,2254000,81.209999
"215",81.199997,81.480003,80.75,81.029999,2419900,81.029999
"216",80.480003,81,78.699997,79.139999,2281500,79.139999
"217",79.790001,79.790001,78.75,79.709999,1817200,79.709999
"218",80.470001,80.970001,80.089996,80.779999,1505900,80.779999
"219",80.669998,80.949997,80.110001,80.57,2275200,80.57
"220",80.230003,81.260002,80.230003,81.010002,1156000,81.010002
"221",81.139999,81.379997,80.449997,81.139999,1394500,81.139999
"222",81.889999,81.889999,79.989998,80.419998,1859900,80.419998
"223",80.209999,80.459999,79.550003,79.970001,1244900,79.970001
"224",79.790001,80.150002,77.410004,77.470001,3176800,77.470001
"225",77.32,77.800003,76.139999,76.410004,3134200,76.410004
"226",76.370003,77.879997,76.139999,77.730003,2096900,77.730003
"227",77.730003,77.809998,76.830002,77.309998,2037900,77.309998
"228",76.919998,77.480003,76.18,76.339996,2093300,76.339996
"229",76.379997,77.32,76.099998,77.150002,1807400,77.150002
"230",77.300003,78.349998,76.879997,78.010002,1801800,78.010002
"231",78.610001,79.75,78.419998,79.18,1763400,79.18
"232",79.050003,79.370003,78.639999,78.980003,1877600,78.980003
"233",78.610001,79.68,78.440002,79.209999,1622800,79.209999
"234",79.18,79.470001,77.669998,77.849998,1917300,77.849998
"235",78.150002,78.400002,76.82,76.970001,2211300,76.970001
"236",77.139999,78.400002,76.82,78.370003,2278100,78.370003
"237",78.43,78.519997,77.660004,78.419998,1957400,78.419998
"238",78.389999,78.650002,77.43,77.550003,2138500,77.550003
"239",77.660004,77.699997,76.029999,76.260002,3490300,76.260002
"240",75.050003,80.220001,74.510002,78.68,8596600,78.68
"241",78.25,78.489998,76.970001,77.18,3708800,77.18
"242",77.139999,77.519997,75.349998,75.5,2928000,75.5
"243",75.720001,76.540001,75.540001,76.339996,1677100,76.339996
"244",76.360001,76.739998,75.660004,76.190002,1636900,76.190002
"245",75.919998,76.309998,74.860001,74.989998,2136600,74.989998
"246",74.650002,77.279999,74.650002,76.980003,3103400,76.980003
"247",76.589996,78.470001,76.339996,77.690002,3101400,77.690002
"248",77.949997,79.32,77.379997,79.080002,2693200,79.080002
"249",78.480003,79.860001,77.889999,78.830002,2661200,78.830002
"250",78.620003,78.959999,77.400002,77.639999,2244900,77.639999
"251",77.5,77.910004,77.059998,77.110001,1215600,77.110001
"252",77,77.400002,76.269997,77.089996,1696500,77.089996
"253",77.410004,78.309998,76.93,78.230003,1724000,78.230003
