"","BLK.Open","BLK.High","BLK.Low","BLK.Close","BLK.Volume","BLK.Adjusted"
"113",346.380005,348.230011,345.649994,346.980011,286700,341.011316
"114",347.380005,348.709991,346.75,347.940002,379900,341.954794
"115",347,347.220001,343.200012,346.359985,325400,340.401956
"116",343.619995,348.959991,343.459991,347.540009,305300,341.561681
"117",352.619995,356.609985,351.670013,355.910004,842500,349.787696
"118",357.329987,358.649994,354.359985,355.790009,457600,349.669765
"119",356.649994,358.809998,354.51001,357.019989,544900,350.878588
"120",358.160004,358.339996,355.109985,357.609985,306900,351.458435
"121",359.26001,360.839996,357.700012,359.079987,286300,352.90315
"122",356.720001,357.73999,353.880005,355.029999,584500,350.808377
"123",356.089996,357.630005,353.570007,355.829987,571700,351.598852
"124",355.380005,357.570007,355.200012,356.890015,456600,352.646275
"125",355.410004,360.98999,354.339996,360.709991,581900,356.420829
"126",362.809998,364.959991,361.769989,364.399994,479400,360.066954
"127",361.769989,368.640015,360.589996,363.630005,489200,359.306121
"128",358.98999,363.630005,357.899994,362.73999,440800,358.42669
"129",362.649994,364.179993,356.769989,357.019989,511400,352.774704
"130",360.149994,361.410004,352.619995,353.829987,622200,349.622634
"131",354.459991,354.970001,340.799988,340.890015,761200,336.83653
"132",346.100006,347.829987,337.410004,339.429993,640000,335.393869
"133",336.76001,345.589996,334.600006,336.940002,609000,332.933487
"134",339.179993,348.980011,337.51001,348.529999,664000,344.385668
"135",355.130005,358.850006,351.529999,358.839996,579700,354.57307
"136",363.559998,366.019989,358.709991,360.149994,1060400,355.867491
"137",361.179993,361.350006,358.140015,361.170013,337900,356.875381
"138",363.179993,366.670013,361.130005,364.209991,600400,359.879211
"139",364.980011,366.820007,362.390015,363.670013,153300,359.345654
"140",364.23999,365.459991,363.350006,363.630005,155200,359.306121
"141",362.640015,366.600006,360.589996,363.459991,204900,359.138129
"142",363.059998,364.190002,360.5,362.079987,253300,357.774534
"143",362.339996,362.959991,356.910004,357.559998,298800,353.308292
"144",357.980011,359.890015,352.440002,356.730011,367000,352.488174
"145",353.23999,354.269989,346.600006,347.5,465900,343.367916
"146",348.700012,351.630005,338.549988,342.100006,626400,338.032133
"147",345.149994,349.980011,344.26001,349.339996,388300,345.186033
"148",352.839996,354.649994,351.589996,353.420013,480600,349.217536
"149",353.98999,354.519989,346.940002,349.230011,542500,345.077356
"150",350.209991,352.380005,344.25,346.929993,329300,342.804687
"151",349.779999,354.48999,344.899994,347.980011,400200,343.84222
"152",345.579987,347.660004,340.51001,345.75,717400,341.638725
"153",349.070007,349.579987,340.570007,342.450012,661800,338.377977
"154",342.450012,348.609985,339.100006,348.070007,916300,343.931146
"155",350.01001,351.600006,344.670013,346.589996,939800,342.468733
"156",344.630005,351,342.51001,349.5,822300,345.344135
"157",354,362.040009,348.470001,360.790009,714600,356.499895
"158",361.269989,361.720001,355.109985,355.119995,415000,350.897303
"159",354,358.450012,352.649994,357.390015,467900,353.14033
"160",353.25,355,350.779999,351.480011,435800,347.300601
"161",353.48999,354.709991,344.769989,345.029999,562200,340.927286
"162",345.790009,348.160004,342.769989,346.940002,593600,342.814578
"163",345.089996,347.959991,340.269989,340.51001,663200,336.461043
"164",342.369995,348.100006,339.440002,347.640015,610100,343.506266
"165",348.059998,353.399994,348.059998,352.950012,655300,348.753123
"166",346.540009,354.329987,344.950012,350.779999,543800,346.608913
"167",352.339996,359.820007,352.01001,358.820007,743600,354.553319
"168",362.25,367.470001,360.149994,362.429993,649200,358.120378
"169",360.029999,362.589996,358.829987,360.869995,402500,356.57893
"170",365,372.049988,364.339996,370.670013,726700,366.262418
"171",369.549988,372.25,367.290009,369.899994,461300,365.501554
"172",370,375.459991,370,374.880005,444700,370.422349
"173",374.890015,378.029999,373.799988,376.040009,553700,371.568559
"174",379.51001,382.839996,377.799988,380.329987,1122400,375.807525
"175",380.540009,381.170013,376.790009,377.859985,583200,373.366895
"176",376.690002,379.429993,376.049988,377.609985,498700,373.119867
"177",375.720001,377.670013,373.149994,376.640015,774200,372.16143
"178",377.170013,378,373.700012,376.429993,443600,371.953906
"179",377.709991,379.880005,377,378.109985,451700,373.613922
"180",377.73999,378.649994,375.559998,375.920013,443200,371.449991
"181",374.790009,377.01001,373.25,375.019989,397700,370.560668
"182",375.019989,376.850006,371.380005,371.420013,702200,367.0035
"183",371.420013,376.690002,367.880005,376.420013,478000,371.944045
"184",374.279999,375.649994,370.850006,373.660004,428900,369.216854
"185",369.049988,370.910004,367.209991,369.140015,371000,366.891121
"186",370,371.480011,367.339996,369.940002,366100,367.686235
"187",369.529999,375.540009,364.850006,365.470001,538700,363.243466
"188",365.470001,367.970001,363.540009,364.589996,519200,362.368823
"189",361.23999,362.75,356.070007,356.190002,531200,354.020004
"190",357.149994,359.839996,356.630005,358.410004,464700,356.22648
"191",360.600006,368.929993,360.600006,368.709991,474400,366.463718
"192",368.98999,369.980011,364.200012,367.73999,521700,365.499626
"193",370.670013,374.73999,369.720001,374.079987,491800,371.800998
"194",373.040009,376.140015,371.529999,374.26001,531500,371.979924
"195",373.970001,380.98999,371.450012,377.76001,595700,375.458601
"196",376,376.450012,369.119995,369.950012,632600,367.696184
"197",370.619995,379.589996,370.420013,378.640015,681600,376.333245
"198",377.920013,380.820007,374.019989,374.329987,453000,372.049475
"199",373.320007,373.929993,369.100006,369.100006,452800,366.851356
"200",369.890015,372.049988,363.76001,363.920013,391300,361.702922
"201",360.73999,364.820007,360.01001,362.149994,417600,359.943685
"202",361.839996,363.73999,360.25,361.630005,386900,359.426864
"203",363.100006,369.619995,363.100006,368.100006,470900,365.857449
"204",366.209991,368.140015,364.700012,365.839996,426400,363.611207
"205",364.51001,366.929993,361.839996,362.570007,593800,360.36114
"206",363.320007,367.149994,362.670013,366.399994,351800,364.167793
"207",362.859985,369.119995,361.549988,366.980011,345000,364.744277
"208",366.75,370.899994,366.329987,368.619995,448700,366.37427
"209",370.049988,371.450012,367.450012,369.709991,569400,367.457626
"210",370,371.779999,367.679993,371.529999,392300,369.266545
"211",372.519989,372.98999,368.019989,369.450012,348300,367.19923
"212",369.950012,373,369.649994,369.690002,421000,367.437758
"213",369.850006,374.190002,367.089996,373.660004,581700,371.383573
"214",374.380005,377.279999,373.450012,376.660004,710800,374.365297
"215",378.519989,378.790009,364.369995,372.179993,901800,369.912579
"216",369.690002,372,363.160004,365.399994,798800,363.173886
"217",368,370.929993,367.429993,369.709991,416500,367.457626
"218",371.679993,371.890015,367.100006,367.519989,448500,365.280965
"219",369.089996,371.220001,365.399994,369.51001,451600,367.258862
"220",368.5,372.559998,366.929993,371.929993,432600,369.664102
"221",372.730011,373.880005,369.779999,372.980011,355700,370.707723
"222",374.589996,376.730011,371.179993,371.890015,354400,369.624368
"223",370.170013,377.98999,370.170013,377.850006,395400,375.548049
"224",375.619995,378.799988,365.820007,366.670013,981700,364.436168
"225",366.269989,368.899994,362.339996,363.940002,673300,361.722789
"226",366.529999,369.220001,365.019989,368.640015,412900,366.394167
"227",369.790009,371.679993,368.73999,370.269989,375400,368.014212
"228",368.480011,371.769989,365.119995,366.049988,380700,363.81992
"229",366.390015,367.890015,361.049988,363.399994,427700,361.18607
"230",363.5,367.570007,362.829987,365.679993,431300,363.452179
"231",367.350006,371.26001,365.690002,370.040009,445800,367.785632
"232",369.549988,372.140015,367.690002,367.779999,431700,365.539391
"233",365.869995,366.179993,362.380005,365.170013,452300,362.945306
"234",364.480011,366.540009,363.51001,365.130005,435000,362.905541
"235",367.519989,371.51001,366.899994,371.470001,419000,369.206913
"236",372,372.660004,368.570007,370.850006,415800,368.590695
"237",370.160004,371.970001,368.73999,370.709991,391900,368.451533
"238",371.690002,372.950012,368.920013,371.079987,406000,368.819274
"239",370.630005,371.660004,367.679993,370.25,447900,367.994344
"240",370.5,371.769989,368.029999,368.220001,390500,365.976713
"241",368.390015,369.459991,367.529999,368.079987,303700,365.837551
"242",367.01001,368.410004,364.820007,365.029999,695400,362.806145
"243",366.029999,369.679993,364.779999,368.679993,352500,366.433902
"244",366.980011,369.76001,366.079987,369.51001,358100,367.258862
"245",369.470001,369.470001,365,365.779999,627000,363.551575
"246",366.079987,367.269989,362.649994,364.269989,418400,362.050765
"247",362.799988,364.679993,360.540009,363.399994,430800,361.18607
"248",364.390015,367.01001,362.519989,364.950012,464400,362.726645
"249",362.720001,364.519989,356.399994,357.829987,640000,355.649997
"250",358,360.390015,350.429993,355.320007,738700,355.320007
"251",356.450012,357.779999,353.160004,353.450012,644700,353.450012
"252",353.880005,356.109985,352.01001,352.730011,534000,352.730011
"253",354.98999,357.910004,354.279999,355.609985,743400,355.609985
