"","MU.Open","MU.High","MU.Low","MU.Close","MU.Volume","MU.Adjusted"
"50",32.299999,32.700001,32.27,32.400002,15020300,32.400002
"51",32.380001,33.389999,32.380001,33.299999,21265400,33.299999
"52",33.040001,33.32,32.75,33.189999,16583200,33.189999
"53",33.200001,33.450001,32.93,33.290001,11758400,33.290001
"54",33.509998,33.700001,33.189999,33.209999,12700600,33.209999
"55",33.27,33.43,32.509998,32.880001,16075500,32.880001
"56",32.830002,33.049999,32.610001,32.990002,12208200,32.990002
"57",32.810001,32.900002,32.599998,32.810001,10890300,32.810001
"58",32.950001,32.990002,32.5,32.599998,13519100,32.599998
"59",32.43,32.599998,31.450001,31.51,26980200,31.51
"60",31.440001,31.690001,30.879999,31.68,23928200,31.68
"61",31.950001,32.830002,31.83,32.119999,24800000,32.119999
"62",32.099998,32.950001,32.02,32.939999,17772600,32.939999
"63",32.990002,33.41,32.84,33.139999,17933300,33.139999
"64",33.009998,33.02,31.860001,31.98,20209400,31.98
"65",32.150002,32.200001,31.41,32.09,24643500,32.09
"66",31.85,32.189999,31.709999,32.040001,11371100,32.040001
"67",32.009998,32.150002,31.5,31.530001,12575500,31.530001
"68",31.4,31.52,29.870001,30.02,37018500,30.02
"69",30.09,31.58,29.73,31.450001,28739800,31.450001
"70",31.469999,32.27,31.280001,31.98,19493200,31.98
"71",32.240002,32.48,31.98,32.48,12485100,32.48
"72",32.48,32.549999,31.450001,31.629999,25223300,31.629999
"73",31.43,31.440001,30.41,30.6,21713800,30.6
"74",30.51,31.49,30.110001,31.200001,22704300,31.200001
"75",31.799999,32.349998,31.34,32.220001,25781300,32.220001
"76",32.41,32.560001,31.35,31.700001,36427700,31.700001
"77",33.970001,34.099998,33.41,33.830002,53975000,33.830002
"78",33.419998,34.849998,33.200001,34.5,33981900,34.5
"79",34.630001,34.73,33.889999,34.259998,25768900,34.259998
"80",34.25,34.25,33.220001,33.5,36237600,33.5
"81",33.650002,34.080002,32.950001,33.810001,27337000,33.810001
"82",34.080002,34.400002,33.869999,33.939999,22565400,33.939999
"83",33.189999,33.290001,31.84,32.57,43417100,32.57
"84",32.41,32.869999,31.85,31.870001,28827000,31.870001
"85",31.9,32.400002,30.860001,32.32,28069300,32.32
"86",32.119999,32.18,30.41,30.639999,35910800,30.639999
"87",29.75,29.870001,27.59,27.790001,85752700,27.790001
"88",28.59,28.860001,27,27.030001,44360600,27.030001
"89",27.790001,28.41,27.219999,27.389999,41365600,27.389999
"90",26.799999,28.9,26.32,27.540001,50523300,27.540001
"91",27.33,28.860001,27.190001,28.299999,42111600,28.299999
"92",28.91,29.73,28.57,28.77,34712800,28.77
"93",29.110001,29.73,28.809999,29.690001,22357800,29.690001
"94",30.4,31.34,30.16,31.190001,40875100,31.190001
"95",31.52,31.549999,30.32,30.57,25500600,30.57
"96",31.040001,31.370001,30.57,30.889999,22071100,30.889999
"97",30.98,31.120001,30.610001,31.059999,17761300,31.059999
"98",31.959999,32.380001,31.66,32.299999,26775900,32.299999
"99",32.509998,32.669998,32.150002,32.610001,20961100,32.610001
"100",32.5,32.650002,31.860001,32.279999,21418700,32.279999
"101",31.75,32.080002,30.940001,31.82,26761000,31.82
"102",32.900002,33.349998,32.619999,33.09,28541400,33.09
"103",33.189999,33.91,32.98,33.509998,19655500,33.509998
"104",33.48,33.59,32.900002,33.369999,16503900,33.369999
"105",33.509998,33.759998,33.110001,33.709999,23137200,33.709999
"106",33.5,33.790001,33.150002,33.349998,23576600,33.349998
"107",33.310001,33.380001,32.32,33.009998,19337500,33.009998
"108",32.93,33.110001,32.619999,33.09,13827300,33.09
"109",32.98,33.380001,32.889999,33.200001,11285000,33.200001
"110",33.049999,33.169998,32.799999,32.91,14321100,32.91
"111",32.98,33.209999,32.75,32.939999,10849500,32.939999
"112",32.939999,32.939999,32.130001,32.619999,17432800,32.619999
"113",31.9,32.41,31.690001,32.290001,18254000,32.290001
"114",32.299999,33.150002,32.299999,32.869999,15538900,32.869999
"115",32.93,33.220001,32.34,32.959999,14587700,32.959999
"116",32.73,33.48,32.490002,33.209999,13613000,33.209999
"117",33.709999,34.389999,33.52,34.299999,25562600,34.299999
"118",34.41,35.25,34.259998,34.73,24965100,34.73
"119",34.77,34.98,34.400002,34.799999,13984700,34.799999
"120",34.630001,35.669998,34.619999,35.619999,18288100,35.619999
"121",35.84,36.220001,35.720001,35.950001,11645700,35.950001
"122",35.98,36.139999,34.939999,34.990002,21342300,34.990002
"123",35.049999,35.77,34.639999,35.599998,13963800,35.599998
"124",35.900002,36.349998,35.740002,36.099998,29011500,36.099998
"125",36.029999,36.5,35.669998,36.07,16477600,36.07
"126",36.09,36.5,36.02,36.490002,14114800,36.490002
"127",36.459999,36.59,35.700001,36.02,15815300,36.02
"128",34.849998,35.709999,34.540001,35.66,16503500,35.66
"129",35.439999,35.650002,34.779999,34.860001,17037900,34.860001
"130",35.16,35.82,34.900002,35.189999,13261400,35.189999
"131",34.919998,34.93,33.970001,34,19798900,34
"132",34.349998,34.450001,33.25,33.349998,27305700,33.349998
"133",32.900002,33.919998,32.369999,32.919998,28611600,32.919998
"134",33.080002,33.900002,32.5,33.830002,19434600,33.830002
"135",34.619999,34.790001,34.049999,34.450001,18200600,34.450001
"136",34.59,34.799999,34.130001,34.490002,18469600,34.490002
"137",34.75,35,34.5,34.639999,12687900,34.639999
"138",34.919998,35.189999,34.759998,34.970001,10949000,34.970001
"139",35.029999,35.099998,34.619999,34.91,4672900,34.91
"140",35.029999,35.23,34.98,35,6883700,35
"141",35.27,35.689999,35.080002,35.529999,12365800,35.529999
"142",35.43,35.740002,35.299999,35.400002,11480500,35.400002
"143",35.450001,35.529999,35,35.009998,10714300,35.009998
"144",35.240002,35.52,34.34,34.75,15138200,34.75
"145",34.709999,34.740002,33.75,33.779999,23706600,33.779999
"146",34.099998,34.23,32.630001,32.869999,40092000,32.869999
"147",31.530001,32.98,31.450001,32.099998,52552300,32.099998
"148",32.560001,33.869999,32.549999,33.669998,31947100,33.669998
"149",33.759998,33.869999,32.959999,33.529999,19328500,33.529999
"150",32.389999,32.990002,31.4,31.66,41982700,31.66
"151",31.92,32.200001,30.65,30.84,40260500,30.84
"152",30.27,31.200001,29.799999,30.049999,35766100,30.049999
"153",30.25,30.42,29.27,29.299999,28512400,29.299999
"154",29.15,29.26,28.51,28.99,58433300,28.99
"155",29.51,30.02,29.35,29.67,29884200,29.67
"156",29.5,30.74,29.5,30.49,27258700,30.49
"157",30.450001,30.950001,30.23,30.889999,22299200,30.889999
"158",30.889999,31.129999,30.459999,30.950001,21161800,30.950001
"159",30.540001,31.02,30.209999,31.02,19175500,31.02
"160",30.43,30.450001,29.389999,29.65,27587900,29.65
"161",30,30.190001,29.030001,29.1,21685200,29.1
"162",29.290001,29.83,28.860001,29.709999,30282700,29.709999
"163",29.4,29.799999,29.07,29.27,23451600,29.27
"164",29.25,29.389999,28.09,28.440001,34019600,28.440001
"165",28.57,29.09,28.48,28.950001,24009200,28.950001
"166",28.809999,29.24,28.700001,29.030001,20932800,29.030001
"167",29.299999,29.52,29.120001,29.49,19785900,29.49
"168",29.540001,29.9,28.860001,28.91,18636100,28.91
"169",28.77,28.77,28.24,28.35,22390300,28.35
"170",29.1,31.139999,29,31.09,43831000,31.09
"171",31.09,31.58,30.450001,31.02,29782200,31.02
"172",31.059999,32.049999,30.940001,31.940001,23793200,31.940001
"173",32.209999,32.400002,31.34,31.85,18739200,31.85
"174",32.310001,32.84,32.220001,32.330002,19877400,32.330002
"175",32.259998,32.5,32.029999,32.169998,12348400,32.169998
"176",32.119999,32.200001,31.719999,31.809999,13431000,31.809999
"177",31.74,32.049999,31.27,32.029999,16531500,32.029999
"178",31.860001,31.91,31.27,31.4,13867900,31.4
"179",30.139999,30.950001,28.790001,30.77,54985000,30.77
"180",30.6,30.92,30.35,30.48,16774700,30.48
"181",30.540001,30.969999,30.360001,30.620001,14932000,30.620001
"182",30.969999,31.209999,30.620001,30.67,15651200,30.67
"183",31.08,31.5,30.99,31.24,18443200,31.24
"184",30.379999,30.690001,29.379999,29.66,28945700,29.66
"185",29.719999,29.76,28.82,29.27,26709000,29.27
"186",29.450001,29.84,28.969999,29.280001,24007700,29.280001
"187",29.219999,29.27,28.389999,28.5,28302000,28.5
"188",28.540001,28.780001,27.91,28.66,17563000,28.66
"189",28.1,28.32,27.459999,27.610001,29749000,27.610001
"190",27.93,28.18,27.610001,27.879999,17471600,27.879999
"191",27.110001,28.379999,27.1,28.02,19567700,28.02
"192",27.969999,28.77,27.959999,28.719999,23678700,28.719999
"193",28.969999,29.26,28.219999,28.51,18183900,28.51
"194",27.73,27.98,27.459999,27.66,24932400,27.66
"195",28.01,28.35,27.6,28.16,24544800,28.16
"196",28.1,28.23,27.92,28.049999,21656600,28.049999
"197",28.32,28.76,28.110001,28.68,23608200,28.68
"198",28.469999,28.51,27.82,28.02,18699400,28.02
"199",28.110001,28.35,27.879999,27.959999,15670800,27.959999
"200",27.860001,27.870001,26.4,26.57,35874000,26.57
"201",25.76,27.17,25.610001,26.66,44702400,26.66
"202",26.93,27.139999,26.049999,26.68,30909000,26.68
"203",26.73,26.959999,26.459999,26.68,26142900,26.68
"204",26.709999,27.309999,26.610001,27.129999,25292100,27.129999
"205",27.129999,27.35,26.77,27.129999,39424700,27.129999
"206",27.75,27.76,26.709999,26.73,41390500,26.73
"207",26.5,27.450001,26.4,27.43,22460900,27.43
"208",27.35,27.450001,26.860001,26.870001,17820600,26.870001
"209",26.58,27.35,26.49,27.129999,22105800,27.129999
"210",27.07,27.860001,27.01,27.82,18660000,27.82
"211",27.799999,28.17,27.799999,28.02,19698700,28.02
"212",28.02,28.15,27.780001,27.879999,13636800,27.879999
"213",27.73,27.9,27.41,27.719999,16671900,27.719999
"214",28,28.450001,27.879999,28.17,20138900,28.17
"215",27.9,28.18,27.77,28.01,16393500,28.01
"216",27.75,28.08,27.6,28.02,18157100,28.02
"217",28.120001,28.389999,28.01,28.26,19901000,28.26
"218",28.33,28.59,28.16,28.549999,22172000,28.549999
"219",28.58,29.75,28.559999,29.5,29662800,29.5
"220",28.93,29.780001,28.860001,29.52,22039700,29.52
"221",29.74,29.74,28.889999,29.200001,18764300,29.200001
"222",29.25,29.66,29.139999,29.27,14871400,29.27
"223",29.219999,29.450001,28.76,28.99,12372000,28.99
"224",28.700001,28.99,28.51,28.870001,10964300,28.870001
"225",28.790001,28.85,27.85,28.129999,18988900,28.129999
"226",28.309999,29.25,28.309999,28.99,16698700,28.99
"227",29.07,29.15,28.49,28.67,13900000,28.67
"228",28.27,28.360001,27.83,28.040001,19314300,28.040001
"229",28.219999,28.299999,27.440001,27.99,19734100,27.99
"230",27.799999,27.9,26.889999,27.27,29674500,27.27
"231",27.370001,27.43,26.76,27.18,34891100,27.18
"232",27.129999,28.09,26.860001,27.75,24417300,27.75
"233",27.549999,27.58,26.860001,26.870001,19402700,26.870001
"234",27.34,27.66,27.08,27.190001,17498300,27.190001
"235",27.33,27.52,26.469999,26.690001,32184500,26.690001
"236",26.530001,26.629999,26.01,26.33,25819100,26.33
"237",26.16,26.83,26.040001,26.76,20126700,26.76
"238",26.83,26.93,26.059999,26.309999,19480700,26.309999
"239",26.469999,26.99,26.26,26.59,22834300,26.59
"240",26.620001,27.139999,26.34,26.9,17234000,26.9
"241",27.23,27.65,27.209999,27.33,20341700,27.33
"242",27.219999,27.48,27.030001,27.32,14910600,27.32
"243",27.43,28.42,27.389999,28.129999,23405000,28.129999
"244",28.190001,28.620001,28.110001,28.280001,18582400,28.280001
"245",28.42,28.42,27.93,27.93,18410500,27.93
"246",27.959999,28.530001,27.809999,28.42,20204100,28.42
"247",28.360001,28.41,27.77,27.790001,18090900,27.790001
"248",28,28.01,27.01,27.08,29593000,27.08
"249",26.9,27.24,26.709999,26.99,21282200,26.99
"250",27,27,26.5,26.59,16364400,26.59
"251",26.51,26.629999,25.799999,25.92,23158300,25.92
"252",25.91,25.950001,24.940001,25.190001,39661400,25.190001
"253",25.52,25.59,25.030001,25.190001,23710000,25.190001
