"","SPG.Open","SPG.High","SPG.Low","SPG.Close","SPG.Volume","SPG.Adjusted"
"62",170.809998,173.309998,170.589996,173.179993,1410000,169.30918
"63",172.860001,173.229996,172.119995,172.389999,877600,168.536844
"64",172.050003,172.960007,171.619995,172.440002,1089500,168.58573
"65",172.110001,172.770004,170.050003,170.429993,1368900,166.620646
"66",170.300003,170.990005,169.330002,169.919998,1193500,166.122051
"67",169.490005,169.539993,164.199997,165.5,2819600,161.800846
"68",165.520004,166.229996,164.440002,165.539993,1538200,161.839945
"69",165.940002,168.289993,165.449997,167.220001,1390900,163.482403
"70",166.5,169.179993,166.5,167.509995,1132200,163.765914
"71",168.169998,168.169998,165.360001,166.020004,1636500,162.309227
"72",166.490005,166.919998,165.580002,165.740005,2401700,162.035487
"73",165.75,166,164.639999,165.139999,1263900,161.448892
"74",165.25,166.190002,164.339996,164.339996,1314700,160.66677
"75",164.100006,165.940002,163.380005,163.600006,1597200,159.94332
"76",163.550003,164.259995,162.490005,162.710007,1150800,159.073213
"77",162.889999,165.070007,162.429993,164.660004,921000,160.979625
"78",163.889999,164.460007,162.5,164.419998,856800,160.744984
"79",164.699997,165.149994,163.169998,164.419998,1444900,160.744984
"80",164.289993,165.929993,163.889999,164.910004,1405600,161.224037
"81",164.710007,165.589996,163.410004,164.490005,1200600,160.813426
"82",164.649994,165.960007,164.020004,165.809998,983500,162.103915
"83",165.949997,167.169998,165.389999,166.100006,852900,162.387441
"84",165.210007,165.929993,164.339996,164.380005,899000,160.705884
"85",164.779999,168.169998,164.5,168.089996,1484900,164.332952
"86",168.199997,170.649994,167.860001,168.660004,2010700,164.890219
"87",169.580002,171.070007,168.410004,168.429993,1298600,164.665349
"88",168.410004,169.779999,167.399994,167.470001,1409900,163.726815
"89",168.179993,170.75,167.470001,169.679993,1674600,165.88741
"90",169.199997,169.199997,165.600006,165.960007,3691000,162.250571
"91",164.759995,166.880005,164.130005,166.270004,1962100,162.55364
"92",166.919998,168.669998,165.220001,168.419998,1872400,164.655578
"93",168.669998,170.419998,168.130005,170.350006,1050300,166.542448
"94",170.369995,172.029999,170.050003,172.029999,1400700,168.18489
"95",172.339996,173.910004,171.279999,171.440002,1182000,167.608081
"96",172.320007,172.880005,171.020004,172.440002,1419600,168.58573
"97",172.800003,173.949997,171.869995,172.860001,1326900,168.99634
"98",172.880005,174.699997,172.880005,174.190002,1093900,170.296615
"99",174.699997,177.020004,174.119995,177.020004,1797400,173.063362
"100",176.589996,177.449997,174.779999,175.979996,1660300,172.046599
"101",175.509995,176.889999,174.869995,176.889999,1007000,172.936263
"102",178.669998,179.610001,176.889999,179.210007,1584900,175.204415
"103",179.800003,182.610001,179.360001,182.419998,2472900,178.342659
"104",182,183.5,181.050003,183.029999,2453100,178.939025
"105",183.759995,184.029999,180.809998,181.639999,1341000,177.580094
"106",181.669998,182.110001,179.779999,180.080002,1209900,176.054965
"107",180.809998,180.809998,179.259995,179.440002,1374500,175.42927
"108",179.110001,182.320007,178.740005,182.270004,1385300,178.196017
"109",181.589996,182.520004,179.889999,180.610001,1226400,176.573117
"110",180.5,180.619995,177.470001,178.320007,1439900,175.598242
"111",178.330002,179.740005,178.220001,179.559998,1179100,176.819305
"112",179.139999,179.699997,177.339996,178.029999,1037800,175.31266
"113",178.110001,178.940002,177.809998,178.479996,794800,175.755788
"114",178.869995,179.600006,178.009995,179.190002,808800,176.454958
"115",180.380005,180.589996,175.360001,176.369995,2069300,173.677993
"116",176.429993,178.899994,175.600006,178.869995,1957700,176.139835
"117",180,180.300003,178.240005,178.449997,2077100,175.726247
"118",178.210007,180.039993,178.210007,178.580002,1711500,175.854268
"119",178.580002,179.690002,178.5,179.009995,1894800,176.277697
"120",179.490005,180.979996,179.449997,180.690002,1071000,177.932063
"121",181.460007,183.429993,180.270004,180.800003,826700,178.040384
"122",180.380005,182.589996,180.130005,180.380005,1659700,177.626797
"123",180.649994,182.050003,179.399994,181.850006,1506400,179.074361
"124",181.889999,182.25,180.899994,181.600006,1026100,178.828176
"125",181.789993,182.399994,180.289993,182.050003,927400,179.271305
"126",181.289993,181.289993,179.300003,180.830002,1342800,178.069925
"127",181.210007,183.179993,181.210007,182.860001,1284300,180.068939
"128",180.970001,182.660004,180.660004,182.229996,1069100,179.44855
"129",182.160004,183.190002,181.449997,182.710007,1203100,179.921235
"130",183.270004,183.779999,182.020004,182.860001,1553600,180.068939
"131",181.669998,183.600006,180.440002,180.440002,1595000,177.685878
"132",181,181.770004,179.240005,180.320007,1468700,177.567715
"133",180.130005,181.419998,178.289993,179.149994,1359200,176.41556
"134",180,183.300003,179.460007,182.979996,1356500,180.187103
"135",184.289993,185.509995,183,185.470001,1292600,182.639102
"136",185.660004,185.949997,183.529999,183.529999,2765400,180.728711
"137",185.029999,187.679993,184.270004,187.460007,1245100,184.598734
"138",187.619995,188.179993,185.509995,186.339996,984000,183.495818
"139",186.600006,187.470001,184.830002,185.119995,1013700,182.294439
"140",185.369995,186.429993,184.580002,184.630005,637400,181.811927
"141",184.839996,186.889999,184.690002,186.509995,964500,183.663222
"142",185.990005,186.820007,185.110001,185.550003,702700,182.717883
"143",186.190002,187.100006,182.100006,182.110001,1110600,179.330387
"144",183.149994,185.570007,182.970001,185.339996,1229100,182.511082
"145",185.550003,186.720001,183.830002,186.100006,1267300,183.259491
"146",187.190002,192.279999,186.899994,191.279999,2915600,188.36042
"147",191.949997,194.960007,190.800003,194.800003,2138400,191.826697
"148",195.199997,195.679993,193.339996,194.520004,1640900,191.550972
"149",194.960007,196.669998,194.220001,196.570007,1574100,193.569685
"150",196.880005,197.639999,196.100006,196.759995,1133200,193.756772
"151",196.809998,198.029999,195.929993,196.889999,1360700,193.884793
"152",195.860001,199.029999,195.309998,198.630005,1720900,195.59824
"153",198.630005,200.419998,198.059998,200.070007,1468400,197.016263
"154",200.419998,201.029999,198.380005,200.800003,1604600,197.735117
"155",201.300003,201.860001,199.039993,199.630005,1872000,196.582977
"156",199.070007,200.550003,198.029999,200.220001,1199800,197.163968
"157",201.009995,204.470001,199.919998,204.029999,1432500,200.915812
"158",204.619995,204.910004,202.520004,203.110001,1245100,200.009856
"159",202.630005,205.270004,202.160004,205.160004,970200,202.028569
"160",204.380005,205.679993,203.690002,204.679993,992600,201.555884
"161",205.800003,206.309998,203.509995,203.509995,1615500,200.403744
"162",203.169998,205.050003,202.929993,204.759995,1255000,201.634665
"163",202.470001,203.869995,198.350006,198.660004,2183300,195.627781
"164",199.039993,199.580002,195.020004,199.410004,1617000,196.366333
"165",200.139999,200.139999,197,200.089996,2119000,197.035947
"166",200.089996,202.860001,198.490005,201.830002,1716200,198.749394
"167",202.179993,203.5,200.910004,203.220001,1055400,200.118177
"168",201.75,202.350006,193.710007,195.080002,2336500,192.102422
"169",195.639999,196.470001,193.779999,194.110001,859600,191.147226
"170",195,195.5,192.139999,194.75,1894700,191.777457
"171",194.169998,194.860001,191.009995,192.419998,1281400,190.855013
"172",192.919998,194.929993,191.889999,194.720001,1238200,193.13631
"173",193.850006,194.279999,191.800003,193.110001,1016100,191.539404
"174",192.929993,195.649994,192.270004,192.809998,1006700,191.24184
"175",192.880005,194.600006,190.770004,194.279999,934700,192.699886
"176",193.309998,193.770004,189.350006,189.809998,1167100,188.26624
"177",189.330002,192.199997,189.199997,191.809998,1335200,190.249974
"178",192.190002,193.830002,191.690002,193.610001,755800,192.035337
"179",192.850006,193.160004,189.570007,190.059998,1367200,188.514207
"180",190.119995,192.5,189.800003,190.479996,875300,188.930789
"181",190.029999,190.470001,187.130005,187.139999,1431600,185.617957
"182",187.889999,191.460007,186.789993,190.360001,2095100,188.81177
"183",190.490005,192.929993,189.529999,190.039993,1278700,188.494365
"184",189.289993,190.089996,188.119995,189.610001,1088700,188.06787
"185",189.5,189.869995,187.160004,187.559998,1017400,186.03454
"186",188.119995,189.399994,186.990005,187.130005,1422800,185.608044
"187",183.960007,183.960007,180.130005,180.580002,2256900,179.111313
"188",181.820007,183.220001,180.289993,180.440002,2257900,178.972453
"189",180.029999,181.649994,179.130005,179.919998,2559700,178.456678
"190",179.690002,180.610001,178.839996,179.350006,1440400,177.891321
"191",180.149994,183.619995,180.149994,183.600006,1826900,182.106755
"192",183.339996,185,182.320007,183.979996,2203100,182.483655
"193",185.149994,187.970001,184.369995,187.070007,1580200,185.548535
"194",186.169998,187.350006,185.300003,186.130005,1600300,184.616177
"195",186,191.699997,185.320007,191.5,1824000,189.942497
"196",190.839996,192.649994,190.479996,192.100006,2209400,190.537624
"197",194.089996,197.559998,193.029999,197.339996,2895000,195.734996
"198",197.320007,199.089996,195.830002,197.539993,2100700,195.933366
"199",197.479996,198.279999,196.320007,196.830002,1971400,195.229149
"200",197.360001,197.919998,193.139999,194.149994,1904400,192.570938
"201",192.690002,193.979996,191.630005,192.649994,1803100,191.083138
"202",192.380005,194.970001,192.009995,194.259995,1465100,192.680044
"203",194.800003,197.460007,194.070007,196.970001,1196900,195.36801
"204",196.5,197.910004,194.970001,195.639999,1872600,194.048825
"205",195.820007,198.580002,194.009995,197.990005,2409400,196.379719
"206",200,200.979996,198.539993,199.360001,1670400,197.738571
"207",199.880005,202.279999,199.470001,200.800003,1130200,199.166862
"208",200.259995,200.860001,198.289993,198.289993,987200,196.677266
"209",198.130005,199.25,197.080002,197.460007,1240700,195.85403
"210",196.869995,196.869995,192.490005,193.130005,1753300,191.559245
"211",193.990005,194.770004,190.910004,191.270004,1903900,189.714372
"212",191.649994,191.970001,190.330002,190.330002,1371900,188.782015
"213",191.169998,192.460007,190.809998,191.419998,1508800,189.863146
"214",191.490005,192.179993,189.759995,190.039993,1104200,188.494365
"215",189.059998,191.270004,188.410004,190.100006,921400,188.55389
"216",189.410004,190.470001,187.649994,188.259995,1165200,186.728843
"217",188.449997,189.789993,187.779999,188.600006,1048000,187.06609
"218",188.5,190.929993,188.5,188.830002,853800,187.294215
"219",188.830002,190.539993,188.679993,189.110001,755200,187.571936
"220",189.089996,190.130005,188.229996,189.059998,1106800,187.52234
"221",189.169998,190.960007,188.399994,188.710007,890600,187.175196
"222",189.740005,190.630005,189.039993,189.880005,985400,188.335678
"223",189.089996,189.470001,187.5,188.25,999900,186.71893
"224",185.889999,187.649994,182.610001,183.100006,1879100,181.610822
"225",182.259995,183.190002,180.550003,181.490005,2136000,180.013916
"226",181.759995,185.789993,181.759995,184.169998,1895100,182.672112
"227",184.910004,185.949997,182.929993,183.369995,1578800,181.878615
"228",183.800003,184.059998,180.100006,180.460007,2488800,178.992294
"229",180.350006,182.210007,180.190002,181.610001,2084200,180.132935
"230",181.610001,184.699997,181,183.149994,1681300,181.660403
"231",185.669998,189.259995,185.559998,187.649994,1612200,186.123804
"232",187.029999,188.080002,183.600006,184.169998,1083200,182.672112
"233",182.710007,185.070007,181.75,184.429993,1063900,182.929992
"234",184.289993,185.789993,180.919998,181.339996,1146500,181.339996
"235",182.380005,185.009995,182.240005,184.759995,911700,184.759995
"236",185.440002,186.619995,184.419998,185.610001,1262000,185.610001
"237",184.570007,185.479996,183.779999,184.779999,916100,184.779999
"238",183.990005,186.449997,183.220001,184.029999,1117700,184.029999
"239",185.199997,185.789993,183.509995,183.589996,1175000,183.589996
"240",184.210007,185.320007,183.050003,183.539993,1605100,183.539993
"241",182.860001,185.070007,182.210007,183.619995,821200,183.619995
"242",183.440002,183.570007,181.619995,182.080002,971500,182.080002
"243",182.979996,184.699997,181.779999,184.139999,1223500,184.139999
"244",183.539993,184.75,182.919998,183.820007,966800,183.820007
"245",184.130005,184.570007,180.759995,181.399994,2484100,181.399994
"246",181.639999,184.080002,180,183.389999,1133700,183.389999
"247",183.25,183.649994,181.080002,182.149994,980800,182.149994
"248",182.199997,182.210007,178.449997,178.929993,1113000,178.929993
"249",178.490005,180.039993,178,179.029999,1253300,179.029999
"250",177.240005,178.710007,175.429993,176.610001,1483200,176.610001
"251",176.589996,176.589996,175.330002,175.610001,1603100,175.610001
"252",175.839996,176.149994,174.210007,174.580002,1487800,174.580002
"253",175.020004,177.990005,174.720001,176.350006,1373900,176.350006
