"","AEE.Open","AEE.High","AEE.Low","AEE.Close","AEE.Volume","AEE.Adjusted"
"40",38.599998,38.599998,37.080002,37.41,2635600,35.932285
"41",37.169998,37.18,36.650002,36.98,2740000,35.51927
"42",37.169998,37.580002,37.119999,37.369999,1412800,35.893864
"43",37.48,38.139999,37.48,38.130001,1684500,36.623846
"44",38.220001,38.389999,37.950001,38.040001,1119100,36.537401
"45",37.950001,38.32,37.93,38.200001,1517500,36.69108
"46",38.189999,38.540001,38.16,38.330002,1343500,36.815946
"47",38.43,38.68,38.369999,38.630001,998900,37.104095
"48",38.66,39.049999,38.5,38.5,3250600,36.979229
"49",38.560001,39.220001,38.509998,38.93,2029700,37.392244
"50",39.009998,39.529999,38.990002,39.470001,1149800,37.910915
"51",39.299999,39.540001,39.240002,39.439999,1402400,37.882098
"52",39.52,39.720001,39.419998,39.529999,1004000,37.968543
"53",39.48,39.689999,39.220001,39.509998,1113500,37.949332
"54",39.580002,39.880001,39.549999,39.73,1185200,38.160643
"55",39.790001,39.880001,38.950001,38.959999,1605200,37.421058
"56",39.099998,39.34,38.98,39.240002,1294000,37.690001
"57",39.200001,39.73,39.110001,39.700001,966800,38.13183
"58",39.700001,39.990002,39.560001,39.990002,945100,38.410375
"59",39.93,40.080002,39.189999,39.34,1167500,37.786049
"60",39.369999,39.860001,39.34,39.790001,1202500,38.218275
"61",39.66,39.860001,39.5,39.73,1394300,38.160643
"62",39.830002,40.310001,39.759998,40.279999,1772500,38.688917
"63",39.880001,39.959999,39.389999,39.52,1224400,38.339671
"64",39.529999,39.529999,38.790001,38.830002,1465700,37.67028
"65",38.77,39.040001,38.630001,38.810001,1975500,37.650877
"66",38.900002,39.220001,38.779999,39.099998,1151600,37.932213
"67",38.959999,38.959999,38.130001,38.240002,1557100,37.097901
"68",38.450001,38.73,38.290001,38.43,886400,37.282225
"69",38.439999,38.880001,38.349998,38.709999,809800,37.553862
"70",38.790001,39.02,38.5,38.700001,875700,37.544162
"71",38.66,38.84,38.150002,38.25,1033400,37.107601
"72",38.389999,38.759998,38.200001,38.639999,1960300,37.485953
"73",38.52,38.630001,38.220001,38.349998,756300,37.204613
"74",38.290001,38.400002,38.110001,38.200001,848900,37.059095
"75",38.369999,38.369999,38.009998,38.18,759200,37.039692
"76",38.259998,38.419998,37.939999,37.970001,953100,36.835965
"77",37.919998,38.130001,37.529999,37.98,731200,36.845665
"78",37.889999,38.290001,37.759998,38.240002,1115500,37.097901
"79",38.41,38.790001,38.209999,38.330002,1249000,37.185214
"80",38.32,38.93,38.32,38.48,1000800,37.330731
"81",38.380001,38.950001,38.380001,38.459999,937300,37.311328
"82",38.66,38.959999,38.25,38.889999,903100,37.728486
"83",38.919998,39.23,38.880001,39.150002,2357100,37.980723
"84",39.110001,39.669998,39.080002,39.290001,1666800,38.116541
"85",39.310001,40.169998,39.200001,40.139999,1563400,38.941153
"86",40.07,40.389999,39.029999,39.040001,2159500,37.874007
"87",39.240002,39.799999,39.18,39.57,2148000,38.388177
"88",39.540001,40.619999,39.540001,40.029999,2636500,38.834437
"89",40.09,41.279999,39.91,40.720001,2826500,39.503832
"90",40.290001,40.66,39.23,40.099998,2564600,38.902346
"91",39.689999,39.799999,39.009998,39.580002,2216500,38.39788
"92",39.75,39.799999,39.029999,39.669998,1574100,38.485189
"93",39.73,40.490002,39.66,40.459999,1505900,39.251595
"94",40.490002,40.66,40.279999,40.48,1426200,39.270998
"95",40.689999,41,40.360001,40.700001,1123500,39.484429
"96",40.950001,41.279999,40.68,41.009998,1424300,39.785168
"97",41.110001,41.32,40.900002,41.240002,731000,40.008302
"98",41.23,41.299999,40.919998,41.23,861900,39.998598
"99",41.299999,41.669998,41.119999,41.669998,836500,40.425456
"100",41.650002,41.82,40.900002,41.41,1043600,40.173222
"101",41.5,42.610001,41.349998,42.580002,1836200,41.30828
"102",42.630001,42.709999,42.150002,42.34,1879400,41.075447
"103",42.439999,43.279999,42.299999,43.040001,1743500,41.754541
"104",43.02,43.16,42.259998,42.400002,1100500,41.133656
"105",42.560001,43.43,42.459999,43.400002,2445100,42.103789
"106",44.119999,44.220001,41.889999,42.419998,2067000,41.153056
"107",42.419998,43.349998,42.32,43.310001,1272300,42.016477
"108",43.16,43.369999,42.91,43.32,1362100,42.026177
"109",43.360001,43.540001,43.080002,43.310001,933300,42.016477
"110",42.950001,42.990002,42.380001,42.720001,2007900,41.444099
"111",42.669998,42.990002,42.259998,42.389999,1311300,41.123953
"112",42.290001,42.41,42.07,42.209999,1518100,40.949328
"113",42.16,43.110001,42.16,43.060001,1337400,41.773944
"114",43.099998,43.610001,42.889999,43.330002,1668700,42.03588
"115",43.119999,43.220001,42.77,43.040001,1062300,41.754541
"116",42.880001,42.959999,42.52,42.66,1251200,41.385889
"117",43.060001,43.130001,42.419998,42.830002,1131200,41.550814
"118",42.799999,42.939999,42.41,42.48,1060900,41.211265
"119",42.57,42.57,42.060001,42.389999,1591700,41.123953
"120",42.580002,42.709999,42.189999,42.580002,1095100,41.30828
"121",42.810001,43.43,42.709999,43.110001,612600,41.82245
"122",42.860001,43.540001,42.580002,43.200001,1348900,41.909762
"123",42.950001,43.75,42.779999,43.529999,1264400,42.229904
"124",43.48,43.93,43.349998,43.849998,1383700,42.540347
"125",43.869999,43.970001,43.32,43.580002,1566500,42.278414
"126",43.25,43.630001,42.82,43.290001,1458700,41.997074
"127",42.939999,43.98,42.849998,43.93,1663700,43.025452
"128",43.799999,44.150002,43.450001,43.869999,1394700,42.966687
"129",43.889999,44.16,43.009998,43.07,2070800,42.18316
"130",43.130001,43.82,43.080002,43.360001,1134900,42.467189
"131",43.240002,43.68,42.900002,42.919998,1104700,42.036247
"132",43.029999,43.299999,42.279999,42.459999,1520300,41.58572
"133",42.5,43.360001,42.150002,42.669998,1582300,41.791395
"134",42.759998,44.09,42.759998,44.060001,2130700,43.152777
"135",44.130001,45.060001,43.939999,45.009998,1720000,44.083213
"136",45.02,45.560001,44.919998,45.119999,2733300,44.190948
"137",45.119999,45.43,44.959999,45.41,1700400,44.474978
"138",45.580002,45.950001,45.290001,45.630001,1122900,44.690449
"139",45.630001,46.98,45.630001,46.84,1233000,45.875533
"140",46.950001,47.779999,46.950001,47.5,1839000,46.521944
"141",47.52,48.139999,47.52,47.919998,2024500,46.933294
"142",47.759998,47.779999,46.919998,47.150002,1287700,46.179152
"143",47.27,47.400002,46.080002,46.130001,1345700,45.180154
"144",46.290001,46.369999,45.490002,45.990002,2556900,45.043037
"145",45.98,46.150002,45.310001,45.529999,2536000,44.592506
"146",45.639999,46.32,44.93,45,2943900,44.07342
"147",45.240002,45.560001,44.82,45.349998,2893500,44.416212
"148",45.740002,45.880001,45.470001,45.509998,1661500,44.572917
"149",45.529999,45.529999,44.799999,45,1154800,44.07342
"150",45.029999,45.16,44.639999,44.82,983200,43.897126
"151",45.130001,45.900002,44.860001,45.209999,1872600,44.279095
"152",45.080002,45.709999,44.970001,45.630001,1325600,44.690449
"153",45.630001,46.139999,45.5,46.049999,1347600,45.101799
"154",46.040001,46.57,45.799999,46.540001,992600,45.581711
"155",46.759998,46.810001,45.68,46.259998,2037100,45.307474
"156",46.130001,46.529999,45.73,46.459999,1372500,45.503357
"157",46.650002,46.799999,45.959999,46.299999,1250100,45.346652
"158",46.439999,46.779999,46.290001,46.330002,999600,45.376036
"159",46.110001,46.290001,45.720001,46.209999,1347800,45.258505
"160",46.080002,46.669998,46.02,46.209999,1221300,45.258505
"161",46.18,46.73,45.490002,45.599998,1400100,44.661064
"162",45.66,46.610001,45.52,46.509998,1127900,45.552327
"163",46.279999,46.400002,45.220001,45.279999,1893800,44.347654
"164",45.459999,45.66,44.759998,45.41,1591500,44.474978
"165",45.34,45.66,45.200001,45.43,2234600,44.494566
"166",45.200001,45.48,44.459999,44.580002,1948800,43.66207
"167",44.779999,45.259998,44.580002,45.130001,1470400,44.200744
"168",44.889999,44.889999,42.669998,42.889999,1969500,42.006866
"169",42.939999,43.139999,41.759998,42.200001,3172600,41.331075
"170",42.27,43.389999,42.189999,43.34,2071800,42.447601
"171",43.040001,43.150002,42.439999,42.48,1869200,41.605308
"172",42.48,42.779999,42.080002,42.66,2096800,41.781602
"173",42.470001,42.560001,41.200001,41.540001,2170500,40.684665
"174",41.459999,42.279999,41.139999,41.669998,2712700,40.811985
"175",41.73,42.860001,41.560001,42.77,1706100,41.889338
"176",42.84,43.040001,42.27,42.509998,1315800,41.634689
"177",42.509998,43,42.450001,42.970001,2686400,42.08522
"178",42.93,43.189999,42.669998,43.119999,2286500,42.23213
"179",42.98,43.509998,42.93,42.990002,2554600,42.104809
"180",43.23,44.23,42.970001,43.130001,3232800,42.241926
"181",43.369999,43.5,42.509998,42.529999,1627200,41.654278
"182",42.599998,42.610001,42.23,42.41,1814300,41.53675
"183",42.299999,42.41,41.619999,42.189999,2959600,41.321279
"184",42.080002,42.290001,41.630001,42.189999,1583900,41.321279
"185",41.939999,42.049999,41.59,41.759998,1678400,40.900132
"186",41.919998,42.389999,41.880001,42.16,1173700,41.291898
"187",41.490002,41.560001,40.75,40.950001,2375500,40.106813
"188",40.799999,41.25,40.509998,41.119999,1912600,40.680613
"189",40.900002,41.689999,40.810001,41.470001,4040500,41.026876
"190",41.450001,41.560001,40.650002,40.73,2764600,40.294781
"191",40.939999,41.959999,40.869999,41.77,1620000,41.323669
"192",41.619999,41.66,40.619999,41.130001,1249100,40.690509
"193",41.34,42.150002,41.310001,41.880001,1374100,41.432495
"194",41.84,42.34,41.689999,41.830002,1159400,41.38303
"195",41.900002,43.119999,41.549999,42.810001,1512800,42.352558
"196",42.689999,43.09,42.029999,42.240002,1449400,41.788649
"197",42.470001,42.84,42.220001,42.66,2098800,42.204159
"198",42.66,42.900002,42.369999,42.41,1551700,41.95683
"199",42.290001,42.66,41.48,41.68,2225200,41.234631
"200",41.740002,42.07,41.43,41.459999,2189200,41.016981
"201",41.470001,41.720001,40.849998,40.950001,1997500,40.512432
"202",41.09,41.529999,40.950001,41.389999,1506000,40.947729
"203",41.540001,42.330002,41.389999,42.080002,1315300,41.630358
"204",42.080002,42.700001,41.91,42.200001,1915100,41.749075
"205",42.209999,42.41,41.639999,42.369999,1181600,41.917257
"206",42.299999,42.57,42.169998,42.290001,1287500,41.838113
"207",42.360001,43,42.360001,42.439999,2038500,41.986508
"208",42.43,42.43,41.77,41.799999,2090900,41.353348
"209",41.82,41.959999,41.400002,41.720001,1913500,41.274204
"210",41.619999,41.779999,41.27,41.650002,1528800,41.204953
"211",41.880001,42.290001,41.689999,42.119999,954200,41.669928
"212",42.009998,42.189999,41.560001,41.57,923700,41.125806
"213",41.77,42.049999,41.630001,41.790001,911600,41.343456
"214",41.900002,42.419998,41.709999,41.75,1433900,41.303883
"215",41.619999,41.73,41.150002,41.32,1673800,40.878477
"216",41.18,41.580002,40.959999,41.130001,1198900,40.690509
"217",41.25,42.209999,41.25,41.650002,1104900,41.204953
"218",41.669998,42.02,41.439999,41.549999,1495200,41.106019
"219",41.68,41.880001,41.43,41.68,1717300,41.234631
"220",41.709999,42.25,41.619999,41.91,1181300,41.462173
"221",41.889999,42.73,41.759998,42.32,819500,41.867792
"222",42.73,42.84,41.889999,41.919998,1882400,41.472064
"223",41.73,42.400002,41.619999,42.299999,1184800,41.848005
"224",41.889999,42.209999,41.650002,41.84,1307800,41.392921
"225",41.709999,41.82,40.68,40.939999,2005400,40.502537
"226",41.049999,41.310001,40.669998,41.200001,1066200,40.75976
"227",41.240002,41.93,41.240002,41.59,859400,41.145593
"228",41.43,41.529999,40.560001,40.59,1413000,40.156278
"229",40.549999,40.790001,39.849998,40.369999,1633900,39.938628
"230",40.18,41.049999,39.700001,40.400002,3481700,39.96831
"231",40.869999,41.200001,40.150002,40.389999,1967300,39.958414
"232",40.290001,40.799999,40.169998,40.299999,1811400,39.869376
"233",40.029999,40.32,39.84,40.259998,1562900,39.829802
"234",40.41,40.57,39.66,39.830002,1127000,39.404401
"235",40.07,40.32,39.93,40.259998,1392700,39.829802
"236",40.380001,40.740002,40.27,40.540001,955200,40.106813
"237",40.34,40.919998,40.34,40.779999,1083100,40.344246
"238",40.560001,40.889999,40.439999,40.740002,1094600,40.304677
"239",40.75,41.209999,40.66,40.919998,1163200,40.48275
"240",40.889999,40.98,40.529999,40.669998,1156600,40.235421
"241",40.59,40.779999,40.27,40.650002,744200,40.215638
"242",40.669998,40.669998,40.009998,40.32,1103900,39.889163
"243",40.360001,40.439999,40.099998,40.389999,1091500,39.958414
"244",40.400002,40.580002,40.130001,40.439999,996100,40.007879
"245",40.450001,40.580002,40.040001,40.23,1189400,39.800124
"246",40.25,40.490002,40.080002,40.220001,1027300,39.790233
"247",40,40.009998,39.259998,39.619999,1480700,39.196642
"248",39.509998,39.700001,38.860001,39.310001,1605900,38.889957
"249",39.130001,39.509998,39.02,39.09,1146400,38.672306
"250",38.740002,38.740002,38.279999,38.369999,1390900,37.959998
"251",38.02,38.18,37.900002,37.93,1106300,37.93
"252",37.889999,38.18,37.830002,37.869999,1342400,37.869999
"253",37.98,38.32,37.799999,37.810001,2190200,37.810001
