"","BCR.Open","BCR.High","BCR.Low","BCR.Close","BCR.Volume","BCR.Adjusted"
"33",145.139999,149.899994,144.740005,148.850006,677300,148.256468
"34",148.75,154.160004,148.539993,153.130005,1296100,152.5194
"35",153.229996,154,150.020004,150.25,963600,149.650879
"36",150.75,151.899994,150.020004,151.410004,431400,150.806258
"37",150.470001,151.380005,149.229996,149.229996,487100,148.634942
"38",149.220001,149.779999,148.110001,149.479996,501500,148.883946
"39",149.970001,151.899994,148.759995,151.520004,552000,150.91582
"40",150.770004,151.949997,150.229996,150.490005,491800,149.889928
"41",150,150.949997,149.169998,149.929993,555800,149.332148
"42",150.300003,150.300003,147.529999,147.919998,350800,147.330168
"43",147.940002,148.759995,147,148.630005,490300,148.037344
"44",149.389999,149.389999,148.259995,149.070007,388800,148.475592
"45",149.039993,149.800003,148.539993,149.270004,368100,148.674791
"46",149.619995,151.729996,149.619995,151.690002,402300,151.08514
"47",151.889999,152.199997,150.229996,151.020004,326200,150.417813
"48",151.460007,151.460007,149.020004,149.830002,692100,149.232556
"49",150.860001,151.389999,150.300003,150.699997,703800,150.099082
"50",151.179993,151.320007,149.869995,149.880005,664500,149.28236
"51",149.990005,150,148.259995,149,597500,148.405864
"52",149.720001,149.759995,148.550003,148.699997,450800,148.107057
"53",149.039993,149.039993,146.970001,147,960700,146.413839
"54",147.940002,149.410004,147.5,149.039993,328800,148.445698
"55",149.330002,149.860001,148.710007,149.639999,316000,149.043311
"56",149.809998,149.919998,148.080002,148.610001,237400,148.01742
"57",147.880005,148.429993,147.029999,147.600006,423700,147.011452
"58",147.679993,148.649994,147.190002,148.440002,369100,147.848099
"59",148.690002,149.520004,148.600006,149.360001,434900,148.764429
"60",149.710007,149.960007,149.279999,149.419998,426600,148.824187
"61",149.970001,150.5,149.110001,149.360001,477300,148.764429
"62",149.449997,150.380005,148.259995,150.160004,249900,149.561242
"63",150,150.089996,148.830002,149.369995,384600,148.774384
"64",149.320007,149.850006,148.610001,148.839996,254600,148.246498
"65",148.979996,149.589996,148.809998,149.190002,281200,148.595109
"66",148.710007,149.929993,147.880005,149.869995,290600,149.27239
"67",149.460007,149.649994,147.039993,147.929993,424200,147.340123
"68",147.770004,147.800003,146.570007,146.979996,340900,146.393914
"69",146.25,147.440002,145.139999,147.279999,422200,146.692721
"70",147.539993,147.850006,145.270004,145.979996,437800,145.397902
"71",146.300003,147.130005,145.910004,146.880005,347200,146.294322
"72",147,147.690002,146.350006,147.229996,713100,146.642917
"73",147,147.600006,145.729996,147.110001,492200,146.523401
"74",146.289993,147.080002,145.009995,145.020004,499100,144.441738
"75",144.880005,145.960007,144.539993,145.389999,635800,144.810258
"76",145.279999,145.729996,143.699997,144.059998,362600,143.48556
"77",144.029999,144.5,143.410004,143.600006,379900,143.027402
"78",142.759995,143.720001,142.520004,143.369995,446700,142.798309
"79",143.210007,144.070007,142.669998,142.710007,488500,142.140952
"80",142.839996,143.009995,141.490005,142.229996,438400,141.662855
"81",142.610001,144.960007,142.229996,144.779999,457000,144.20269
"82",145.429993,146.639999,145.25,146.259995,565300,145.676784
"83",147.330002,149.940002,147.039993,149.240005,803700,148.644912
"84",148.039993,149.449997,147.279999,147.919998,625100,147.330168
"85",148.020004,151.490005,147.419998,151.490005,576600,150.88594
"86",151.520004,151.979996,148.800003,148.880005,520800,148.286347
"87",148.940002,151.759995,148.940002,149.889999,755000,149.292314
"88",149.690002,151.330002,148.490005,149.759995,584000,149.162828
"89",150.220001,153.580002,150.220001,150.720001,783100,150.119007
"90",149.360001,150.229996,145.559998,147.789993,966200,147.200682
"91",146.270004,147.509995,144.389999,144.770004,666800,144.407709
"92",145.789993,146.330002,144.419998,145.270004,533200,144.906457
"93",145.380005,146.899994,145.380005,146.720001,410900,146.352826
"94",147.839996,149.490005,147.839996,149.220001,402500,148.846569
"95",149.320007,149.970001,147.899994,147.979996,829100,147.609667
"96",150,156.179993,149.889999,154.229996,1008800,153.844026
"97",155.100006,157.839996,155.100006,156.970001,759000,156.577174
"98",156.949997,158.979996,156.479996,158.669998,883300,158.272917
"99",158.729996,160.229996,158.550003,160.229996,615500,159.82901
"100",160.339996,161.520004,158.490005,159.679993,695800,159.280384
"101",158.929993,161.100006,158.929993,160.990005,571700,160.587118
"102",162.75,164.910004,162.339996,163.970001,1625900,163.559656
"103",163.839996,164.300003,162.619995,162.869995,446900,162.462403
"104",162.720001,163.75,162.589996,163.619995,312500,163.210526
"105",164.279999,164.759995,163.470001,164.580002,661200,164.16813
"106",165,165.460007,164.270004,164.970001,448100,164.557154
"107",164.699997,164.960007,161.889999,162.380005,344600,161.973639
"108",162.5,163.869995,161.789993,163.869995,479700,163.459901
"109",163.869995,164.669998,162.850006,164.270004,300500,163.858909
"110",163.490005,165.309998,162.679993,165.210007,271000,164.796559
"111",165.210007,166.630005,164.389999,165.589996,419900,165.175597
"112",165.169998,165.910004,163.529999,164.039993,257600,163.629473
"113",164.169998,164.830002,163.869995,164.809998,476300,164.397551
"114",165,167.660004,164.979996,167.360001,477900,166.941172
"115",166.240005,166.990005,166.020004,166.669998,461400,166.252896
"116",166.309998,167.199997,165.300003,167.110001,295700,166.691798
"117",168.919998,169.089996,166.240005,166.5,611700,166.083324
"118",166.970001,167.75,166.679993,167.649994,239900,167.23044
"119",167.899994,167.919998,166.100006,166.449997,628300,166.033446
"120",167.179993,167.929993,166.589996,167.169998,326900,166.751645
"121",168,169.190002,167.190002,167.350006,223700,166.931203
"122",167.240005,170.580002,166.539993,170.039993,788000,169.614458
"123",170.25,171.649994,170.25,170.990005,527800,170.562093
"124",171.330002,174.130005,170.520004,172.399994,954900,171.968552
"125",171.899994,173.839996,171.440002,172.470001,516300,172.038385
"126",172.149994,174.460007,172.020004,172.369995,650500,171.938629
"127",172.440002,174.380005,172.009995,172.679993,562800,172.247851
"128",171.300003,171.529999,169.820007,170.100006,719200,169.674321
"129",169.820007,170.389999,167.339996,167.470001,624800,167.050897
"130",167.979996,170.210007,167.410004,169.149994,577400,168.726686
"131",167.820007,169.470001,167.429993,167.490005,380000,167.070852
"132",167.979996,168.830002,164.429993,166.210007,688600,165.794056
"133",166.020004,169.050003,165.369995,165.839996,665800,165.424972
"134",166.289993,169.729996,166.100006,168.869995,463300,168.447388
"135",170.619995,171.75,169.970001,171.580002,783000,171.150612
"136",171.5,172.759995,169.440002,169.5,981100,169.075816
"137",169.610001,171,168.899994,169.509995,465500,169.085785
"138",170.25,170.300003,168.229996,169.539993,316000,169.115709
"139",169.460007,169.949997,168.710007,169.100006,265100,168.676823
"140",169.300003,169.889999,168.100006,168.399994,151300,167.978563
"141",168.130005,169.149994,167.440002,168.710007,223900,168.2878
"142",168.830002,169.740005,168.320007,168.660004,233000,168.237922
"143",169.149994,170.229996,166.520004,166.619995,378700,166.203018
"144",167,168.520004,166.270004,167.479996,504100,167.060867
"145",163.960007,166.720001,163.080002,164.990005,840700,164.577108
"146",165.479996,166.539993,163.610001,165.559998,853600,165.145674
"147",166.660004,170.460007,166.009995,170.440002,595000,170.013466
"148",171.949997,175,171.380005,174.869995,667700,174.432372
"149",175.039993,175.850006,173.350006,173.710007,654700,173.275287
"150",174.880005,175.039993,173.259995,174.070007,414800,173.634387
"151",175.169998,177.199997,171.929993,173.5,521600,173.065806
"152",171.529999,174.25,171.300003,174,713800,173.564554
"153",174,174.539993,172.740005,172.839996,366400,172.407454
"154",172.149994,174.229996,171.279999,174.059998,593200,173.624402
"155",175.970001,177.039993,174.740005,175.770004,591900,175.330129
"156",175.779999,177.240005,175.119995,176.330002,293100,175.888725
"157",176.990005,178.990005,175.660004,178.589996,607600,178.365593
"158",178.550003,180.350006,177.75,178.199997,490500,177.976084
"159",177.270004,178.649994,175.949997,178.449997,323400,178.22577
"160",177.419998,178.149994,175.5,177.270004,285400,177.04726
"161",177.419998,178.889999,174.789993,175.149994,543400,174.929913
"162",175.309998,176.970001,173.529999,176.940002,736600,176.717673
"163",173.649994,176.490005,168.830002,171.029999,1933100,170.815095
"164",170.759995,170.759995,166.559998,170.070007,856600,169.85631
"165",170.740005,172.740005,169.440002,172.559998,587500,172.343172
"166",172.160004,174.139999,171.729996,172.580002,775400,172.363151
"167",173.389999,175.320007,172.990005,173.809998,513100,173.591601
"168",174.300003,175.960007,171.460007,172,615300,171.783878
"169",171.809998,171.850006,168.619995,168.910004,928600,168.697764
"170",170.199997,173.389999,169.830002,173.169998,440500,172.952406
"171",173.300003,174.720001,172.889999,173.669998,381500,173.451777
"172",173.600006,175.100006,172.130005,174.880005,575500,174.660264
"173",174.380005,175.899994,173.270004,175.380005,420300,175.159635
"174",175.389999,175.850006,173.990005,174.690002,735300,174.4705
"175",174.729996,176.190002,174.380005,176.020004,379400,175.798831
"176",175.25,175.729996,174.149994,175.550003,524700,175.32942
"177",175.059998,177.149994,173.970001,177.020004,502600,176.797574
"178",176.460007,177.570007,175.600006,176.050003,718000,175.828792
"179",174.850006,176.089996,173.600006,174.479996,570600,174.260757
"180",174.089996,174.600006,170.669998,171.619995,657000,171.40435
"181",171.949997,172.910004,170.660004,170.940002,701400,170.725212
"182",170.889999,171.580002,169.020004,169.139999,682100,168.927471
"183",169.139999,170.639999,167.289993,168.300003,891000,168.08853
"184",167.320007,168.029999,165.789993,167.179993,547400,166.969927
"185",167.089996,168.610001,165.660004,167.660004,597000,167.449335
"186",167.570007,170.809998,167.5,170.279999,552100,170.066038
"187",169.470001,169.679993,166.339996,166.669998,643200,166.460573
"188",166.529999,167.839996,165.960007,167.440002,508500,167.22961
"189",166.169998,166.720001,165.190002,165.429993,546500,165.222126
"190",165.520004,167.279999,164.039993,164.520004,690400,164.313281
"191",164.729996,167.020004,164.520004,166.759995,468500,166.550456
"192",166.789993,167.789993,164.600006,165.699997,325000,165.491791
"193",166.710007,169.660004,166.710007,168.699997,460000,168.488021
"194",167.539993,168.419998,166.320007,166.899994,444300,166.69028
"195",166.809998,169.320007,164.889999,168.279999,690600,168.068551
"196",168.009995,170.979996,167.419998,170.690002,566000,170.475526
"197",172,172.869995,171.339996,171.479996,787200,171.264527
"198",171.479996,173.039993,169.449997,169.460007,794600,169.247076
"199",168.889999,170.809998,168.449997,168.470001,519600,168.258314
"200",169.050003,170.559998,166.570007,166.649994,616500,166.440594
"201",166.619995,168.279999,165.199997,166.660004,576600,166.450591
"202",167.300003,168.460007,166.25,167.710007,466300,167.499275
"203",168.589996,170.220001,167.669998,169.369995,354900,169.157177
"204",168.490005,170.339996,166.869995,167.350006,548200,167.139727
"205",167.169998,167.169998,163.809998,165.240005,745300,165.032377
"206",165.509995,168.330002,164.619995,167.929993,504500,167.718984
"207",166.580002,169.570007,166.089996,167.919998,569200,167.709002
"208",167.679993,170.169998,167.289993,169.25,530100,169.037333
"209",169.350006,170.270004,168.039993,168.929993,609800,168.717728
"210",169.460007,170.919998,168.389999,170.509995,879500,170.295744
"211",169.929993,171.389999,169.779999,170.479996,641400,170.265783
"212",170.449997,172,169.710007,171.279999,494800,171.064781
"213",170.929993,171.679993,169.5,170.130005,341100,169.916232
"214",170.380005,170.580002,169.210007,169.339996,341500,169.127216
"215",168.880005,171.039993,168.240005,170.869995,783000,170.655293
"216",169.720001,172,169.160004,171.059998,947700,170.845056
"217",171.570007,174.399994,171.059998,173.960007,822400,173.741422
"218",174.399994,175.690002,173.970001,174.850006,677900,174.630303
"219",175.039993,176.139999,174.479996,175.089996,420800,174.869991
"220",174.070007,176.470001,173.360001,176.25,827700,176.25
"221",178,180.940002,175.039993,175.380005,1140600,175.380005
"222",176.270004,177,171.320007,171.619995,669400,171.619995
"223",170.850006,171.509995,168.690002,170.240005,470400,170.240005
"224",170.100006,170.320007,165.419998,165.869995,905800,165.869995
"225",165.419998,167.440002,164.949997,166.580002,880800,166.580002
"226",168.039993,169.600006,167.589996,169.559998,626100,169.559998
"227",169.699997,171.449997,169.559998,170.940002,395500,170.940002
"228",170.110001,171.100006,167.520004,168.139999,339200,168.139999
"229",168.509995,168.880005,166.289993,167.240005,448000,167.240005
"230",167.300003,168.740005,166.449997,167.460007,367700,167.460007
"231",168.020004,170.740005,168.020004,170.289993,360100,170.289993
"232",170.080002,170.179993,168.490005,168.949997,387300,168.949997
"233",167.990005,168.759995,166.800003,167.160004,377200,167.160004
"234",168.119995,168.470001,166.529999,167.910004,376800,167.910004
"235",169.300003,172.190002,168.100006,172.119995,368100,172.119995
"236",172.179993,173.759995,171.5,173.679993,602500,173.679993
"237",173.139999,174.100006,172.419998,173.330002,521500,173.330002
"238",173.270004,174.580002,172.130005,173.830002,357100,173.830002
"239",173.419998,174.440002,172.710007,173.039993,341100,173.039993
"240",172.729996,173.440002,171.690002,172.380005,330100,172.380005
"241",172.529999,172.979996,171.339996,171.949997,240600,171.949997
"242",171.850006,172.149994,169.889999,170.410004,362600,170.410004
"243",171.75,172.669998,170.889999,171.990005,426400,171.990005
"244",171.160004,172.929993,170.360001,170.699997,463300,170.699997
"245",170.889999,171.619995,169.649994,170.320007,597700,170.320007
"246",170.679993,173.850006,170.419998,172.589996,498900,172.589996
"247",171.800003,173.220001,170.960007,172.110001,295100,172.110001
"248",172.270004,172.899994,171.080002,171.619995,320400,171.619995
"249",170.770004,171.509995,169.449997,170.520004,493100,170.520004
"250",170.350006,170.800003,168.850006,170.589996,297200,170.589996
"251",170.169998,171.800003,170.169998,170.820007,268400,170.820007
"252",170.75,170.75,168.190002,168.25,289100,168.25
"253",168.860001,171.160004,168.309998,170.669998,279500,170.669998
