"","AMZN.Open","AMZN.High","AMZN.Low","AMZN.Close","AMZN.Volume","AMZN.Adjusted"
"89",308,312.23999,305.75,308.309998,3385800,308.309998
"90",304.350006,307.899994,299.100006,305.970001,5343900,305.970001
"91",293.829987,306.820007,293.829987,302.859985,4731300,302.859985
"92",307.149994,309.200012,302.720001,303.640015,4405100,303.640015
"93",302.950012,306.529999,302.019989,306.209991,3234500,306.209991
"94",309.899994,315.640015,307.070007,315.329987,3559300,315.329987
"95",315.429993,318.980011,312.640015,312.970001,3125900,312.970001
"96",313.399994,316.799988,311.399994,313.179993,9038200,313.179993
"97",284.399994,293.809998,284,287.059998,19801100,287.059998
"98",285.700012,290.420013,285.019989,289.970001,5950600,289.970001
"99",289.76001,298,289.76001,295.589996,5572600,295.589996
"100",299.109985,299.609985,293.070007,294.119995,4881900,294.119995
"101",293.980011,299.73999,292.359985,299.070007,4048200,299.070007
"102",305.149994,305.720001,301.5,305.459991,4550700,305.459991
"103",306.23999,308.01001,303.23999,305.720001,3242500,305.720001
"104",303.98999,304.25,300.170013,302.809998,3427400,302.809998
"105",303.01001,304,294.160004,296.519989,4674500,296.519989
"106",296.690002,297,292.290009,296.640015,3758100,296.640015
"107",297.820007,299.98999,296.290009,299.859985,2647400,299.859985
"108",300,305.799988,300,305.109985,2809100,305.109985
"109",305.940002,312.380005,303.649994,312.01001,3803600,312.01001
"110",310.75,312.579987,308.790009,311.51001,2181700,311.51001
"111",312,317.890015,311.51001,316.480011,3685700,316.480011
"112",317.119995,332.880005,316.399994,327.820007,8876300,327.820007
"113",326.440002,328,318.029999,323.049988,4784600,323.049988
"114",323.98999,329.559998,323.25,324.929993,3549500,324.929993
"115",327.25,328.399994,324.019989,326.540009,3280800,326.540009
"116",324,332.670013,323.329987,330.540009,3435000,330.540009
"117",335.420013,338.329987,331.470001,332.630005,4466000,332.630005
"118",334.779999,337.390015,333.600006,335.640015,2753700,335.640015
"119",335.269989,336.329987,331.279999,335.040009,2561200,335.040009
"120",333.779999,334.649994,331.75,333.570007,1983600,333.570007
"121",336.029999,341.26001,336.029999,338.640015,3051800,338.640015
"122",338.119995,340.640015,325.929993,326,4944900,326
"123",327.5,327.929993,323.25,326.309998,2783500,326.309998
"124",325.730011,326.769989,314.359985,316.5,5681000,316.5
"125",315.529999,318.589996,313.470001,316.929993,3290300,316.929993
"126",316.799988,316.929993,310.839996,312.630005,3265200,312.630005
"127",311.570007,316.559998,304.820007,306.640015,3639200,306.640015
"128",302.98999,313.640015,301.140015,312.5,4049500,312.5
"129",312,313.190002,304.679993,305.839996,3245900,305.839996
"130",307.890015,312.640015,306.01001,307.359985,3262900,307.359985
"131",303.98999,310.640015,303.01001,307.320007,3153500,307.320007
"132",308.869995,310.859985,302.149994,306.070007,3841600,306.070007
"133",304.350006,304.48999,295.01001,295.059998,6501300,295.059998
"134",296.369995,299.670013,293.029999,298.880005,4433500,298.880005
"135",304.01001,304.5,293.25,297.730011,7738100,297.730011
"136",296.910004,301.540009,295.519989,299.899994,8709100,299.899994
"137",301.940002,307.359985,301.940002,306.540009,4003800,306.540009
"138",306.980011,307.48999,303.25,306.290009,2713700,306.290009
"139",306.380005,307,302.880005,303.029999,1513800,303.029999
"140",305,310.779999,303.809998,309.089996,2887500,309.089996
"141",307.850006,314.269989,306.579987,312.040009,3009000,312.040009
"142",309.910004,313.940002,309.339996,310.299988,2093000,310.299988
"143",311.549988,312.980011,310.01001,310.350006,2048000,310.350006
"144",312.579987,314.75,306.959991,308.519989,2783200,308.519989
"145",307.01001,308.380005,300.850006,302.190002,2774200,302.190002
"146",302.23999,303,292.380005,295.290009,3519000,295.290009
"147",297.5,301.279999,295.329987,298.420013,2640300,298.420013
"148",300.320007,303.140015,296.109985,300.459991,3088400,300.459991
"149",301.480011,302.869995,296.679993,296.929993,2589500,296.929993
"150",297.559998,298.51001,289.279999,291.410004,3421400,291.410004
"151",297.480011,301.5,293.230011,294.73999,4130900,294.73999
"152",291.929993,295.910004,286.5,293.269989,5538700,293.269989
"153",294,296,286.820007,286.950012,4410200,286.950012
"154",286.279999,290.790009,285.25,290.73999,3478200,290.73999
"155",292.589996,293.359985,286.390015,289.440002,3075100,289.440002
"156",289.640015,306,287.26001,297.25,10065100,297.25
"157",300,312.25,300,310.320007,5362600,310.320007
"158",308.079987,316.929993,307.720001,312.390015,4496400,312.390015
"159",311.820007,313,307.519989,309.660004,3169700,309.660004
"160",306.299988,310.23999,302.630005,306.75,2920300,306.75
"161",309.809998,311.51001,303.799988,303.910004,3063800,303.910004
"162",304.730011,312.799988,299.329987,311.779999,8656600,311.779999
"163",346.320007,359.5,340.73999,354.529999,23856100,354.529999
"164",350.049988,365,350.01001,364.470001,10231900,364.470001
"165",360.290009,367.820007,360.209991,363.549988,6212600,363.549988
"166",358.380005,367.5,358.230011,364.75,4169900,364.75
"167",366,378.799988,365.899994,373.890015,7247600,373.890015
"168",374.869995,375.98999,371.01001,374.279999,3871300,374.279999
"169",371,374.410004,367.200012,370.559998,2724600,370.559998
"170",371.190002,374.299988,368.51001,373,2287200,373
"171",371.230011,377.100006,371.100006,375.140015,2786500,375.140015
"172",375.100006,378.51001,373.149994,377.170013,2791100,377.170013
"173",378.410004,383,377.01001,381.829987,3475100,381.829987
"174",377.720001,379.98999,372.670013,375.429993,3673200,375.429993
"175",373.779999,376.73999,372.850006,373.369995,2650600,373.369995
"176",373.48999,381.880005,373.429993,379,2953800,379
"177",378.619995,383.700012,375.839996,383.660004,3258000,383.660004
"178",383.440002,384.540009,378,380.140015,2177000,380.140015
"179",378.649994,380.480011,376.160004,378.589996,1920800,378.589996
"180",377.269989,387.850006,376.540009,385.369995,3174500,385.369995
"181",384.070007,389.369995,383.279999,384.799988,2687100,384.799988
"182",384,385.98999,379.790009,380.160004,2532300,380.160004
"183",380.850006,385.899994,379.480011,385.660004,2139200,385.660004
"184",383.950012,386.100006,381.600006,384.609985,1946500,384.609985
"185",385.709991,387.899994,382.190002,382.720001,2259100,382.720001
"186",385.609985,388.420013,383.890015,387.829987,2693500,387.829987
"187",385.519989,387,378.880005,380.089996,2627000,380.089996
"188",378.399994,379.329987,375.279999,378.559998,2311400,378.559998
"189",377.450012,377.769989,369.179993,369.51001,3121000,369.51001
"190",370.609985,373.350006,366.26001,366.369995,2495100,366.369995
"191",368.820007,375.5,367.519989,374.23999,2810000,374.23999
"192",371.519989,373.98999,366.679993,370.579987,2611700,370.579987
"193",370.380005,373.940002,366.720001,373.350006,2354100,373.350006
"194",371.109985,374.5,369.640015,371.920013,2037000,371.920013
"195",369.970001,375.98999,366.700012,375.140015,2654100,375.140015
"196",373.869995,377.109985,372.190002,373.23999,1915700,373.23999
"197",376.290009,379.369995,375.920013,378.48999,3763600,378.48999
"198",378.070007,381.769989,374.940002,375.109985,2239300,375.109985
"199",373.98999,375.23999,372.269989,374.089996,2228200,374.089996
"200",375.170013,380.5,370.290009,370.959991,3429500,370.959991
"201",369.589996,371.399994,365.649994,367.350006,2930000,367.350006
"202",367.109985,373.170013,366.570007,370.559998,2609800,370.559998
"203",371.869995,376.119995,371.549988,374.589996,1820900,374.589996
"204",373.23999,377.700012,371.51001,372.100006,2506100,372.100006
"205",372.100006,373.160004,368.339996,370.26001,2458100,370.26001
"206",370.5,373.279999,369,372.25,1875300,372.25
"207",370.100006,380.200012,369.359985,377.040009,3050700,377.040009
"208",376.149994,379.309998,374.029999,374.410004,1954900,374.410004
"209",374.660004,381.579987,374.649994,381.200012,2636400,381.200012
"210",380.660004,384.420013,378.799988,383.540009,2392300,383.540009
"211",384.309998,387.119995,381.320007,382.649994,2573500,382.649994
"212",383.529999,385.279999,380.140015,382.359985,1894500,382.359985
"213",383.51001,387.809998,381.209991,385.109985,2583600,385.109985
"214",384.649994,385.779999,381.640015,383.450012,1933200,383.450012
"215",383.690002,387.450012,383.549988,386.040009,2080400,386.040009
"216",382.630005,383.559998,374.399994,375.559998,3839700,375.559998
"217",378.549988,391.940002,377,389.51001,5016100,389.51001
"218",391.309998,394.600006,386.799988,391.179993,4643500,391.179993
"219",391.910004,394.279999,388,389.799988,3474700,389.799988
"220",390.209991,391.880005,386.149994,389.98999,7980000,389.98999
"221",439,452.649994,439,445.100006,17176900,445.100006
"222",443.859985,446.98999,437.410004,438.559998,5430900,438.559998
"223",438.51001,439,428.040009,429.309998,4140500,429.309998
"224",426.75,434.23999,426.029999,429.369995,3621700,429.369995
"225",427.109985,431.75,419.23999,421.779999,3647900,421.779999
"226",423.820007,425.640015,416,422.869995,3427600,422.869995
"227",424.799988,429.769989,422.420013,423.040009,2266200,423.040009
"228",422.850006,427.51001,421.019989,421.190002,2844700,421.190002
"229",421.429993,422.720001,414.549988,419.100006,2534900,419.100006
"230",424.149994,428.5,422.850006,426.880005,2757800,426.880005
"231",430.75,435.200012,430.170013,433.690002,2887200,433.690002
"232",432.51001,439,431.369995,432.850006,2389200,432.850006
"233",431.079987,433.25,426.709991,431.019989,1935900,431.019989
"234",429.980011,433.529999,425.799988,426.869995,1994000,426.869995
"235",429.450012,433,427.01001,432.279999,1883300,432.279999
"236",428,430.399994,424.299988,426,4226200,426
"237",426,427.269989,421.459991,425.23999,2268700,425.23999
"238",424.869995,428.23999,420.630005,421.709991,2464200,421.709991
"239",420.600006,427.100006,418.359985,423.859985,2191000,423.859985
"240",428,436.899994,428,431.630005,4113200,431.630005
"241",431.549988,432.440002,427.609985,427.630005,2018600,427.630005
"242",426.200012,427,422,425.470001,2238200,425.470001
"243",427.450012,431.850006,425.01001,431.420013,2221400,431.420013
"244",429.709991,431.350006,425.470001,426.570007,1907800,426.570007
"245",427.230011,432.5,427.230011,429.230011,3008600,429.230011
"246",430.399994,433.160004,426.200012,430.920013,2250000,430.920013
"247",430.070007,433.230011,426.25,430.98999,1668900,430.98999
"248",434.399994,438.390015,432.75,436.589996,2720800,436.589996
"249",434.399994,436.76001,429.26001,430.779999,2499700,430.779999
"250",429.660004,430.799988,426.5,426.950012,1903100,426.950012
"251",425.619995,426.799988,421.429993,423.5,2166900,423.5
"252",422.959991,427.48999,419.140015,425.480011,2274600,425.480011
"253",426.459991,432.200012,425.660004,430.769989,2166500,430.769989
