"","TER.Open","TER.High","TER.Low","TER.Close","TER.Volume","TER.Adjusted"
"47",18.870001,19.190001,18.73,18.959999,2514700,18.737803
"48",19.17,19.26,18.93,19.129999,3353800,18.90581
"49",19.280001,19.5,19.219999,19.379999,2668900,19.152881
"50",19.41,19.709999,19.4,19.559999,1638900,19.330771
"51",19.48,20.190001,19.48,19.950001,4074900,19.716202
"52",19.940001,20.35,19.879999,20.129999,3716700,19.894091
"53",20.07,20.32,20,20.139999,3533400,19.903974
"54",20.24,20.25,19.950001,20.08,1915100,19.844678
"55",20.15,20.32,20.1,20.24,2055100,20.002803
"56",20.209999,20.299999,20.18,20.23,1496900,19.99292
"57",20.15,20.34,20.030001,20.299999,1751000,20.062099
"58",20.35,20.6,20.299999,20.59,1778000,20.348701
"59",20.6,20.809999,20.370001,20.57,2177400,20.328935
"60",20.610001,20.629999,20.35,20.360001,1942300,20.18026
"61",20.33,20.370001,20.02,20.129999,2784700,19.952289
"62",20.15,20.23,19.91,20.209999,1995300,20.031583
"63",20.200001,20.43,19.99,20.030001,2273700,19.853174
"64",20.030001,20.440001,19.98,20.120001,3197800,19.942379
"65",20.120001,20.25,20,20.01,1853100,19.83335
"66",19.940001,20.58,19.9,20.57,4767100,20.388406
"67",20.5,20.540001,20.24,20.26,2296500,20.081143
"68",20.309999,20.379999,20.08,20.200001,1923100,20.021673
"69",20.120001,20.700001,20.09,20.66,3431900,20.477611
"70",20.700001,20.879999,20.530001,20.57,2036900,20.388406
"71",20.66,20.83,20.549999,20.719999,1159500,20.537081
"72",20.76,20.790001,20.33,20.469999,2288200,20.289288
"73",20.360001,20.379999,20.07,20.16,1792000,19.982025
"74",20.02,20.129999,19.639999,19.66,2426500,19.486439
"75",19.709999,19.92,19.5,19.879999,2478400,19.704496
"76",19.540001,19.700001,18.940001,19.51,4438500,19.337764
"77",19.629999,19.690001,19.41,19.549999,2076100,19.37741
"78",19.309999,19.77,19.24,19.610001,2117800,19.436881
"79",19.559999,19.57,19.1,19.389999,2959300,19.218822
"80",19.33,19.35,18.75,18.77,3772800,18.604297
"81",18.719999,18.9,18.51,18.74,2701300,18.574561
"82",18.610001,18.77,18.299999,18.35,4223500,18.188005
"83",18.48,18.610001,18.309999,18.43,2918400,18.267298
"84",18.370001,18.52,18.08,18.09,2335200,17.9303
"85",18.139999,18.67,17.889999,18.66,3992900,18.495267
"86",18.58,18.59,17.940001,17.969999,2718800,17.811358
"87",17.74,17.780001,16.52,16.530001,6192600,16.384072
"88",16.559999,16.77,16.15,16.16,4662300,16.017338
"89",16.34,16.73,16.23,16.42,3731700,16.275043
"90",16.139999,16.68,16.02,16.530001,4632700,16.384072
"91",16.17,16.99,16.110001,16.77,3642900,16.621953
"92",17.02,17.110001,16.719999,16.790001,2312400,16.641777
"93",16.85,17.41,16.719999,17.309999,3326100,17.157185
"94",17.48,17.889999,17.4,17.83,3848100,17.672595
"95",17.860001,17.950001,17.33,17.379999,3845000,17.226567
"96",16.93,18.17,16.860001,17.82,5559400,17.662683
"97",17.950001,18.58,17.950001,18.110001,3793800,17.950124
"98",17.84,17.92,17.469999,17.799999,2957500,17.642859
"99",17.889999,18.030001,17.75,17.93,2922500,17.771712
"100",17.889999,18.08,17.66,17.82,2641400,17.662683
"101",17.75,17.91,17.43,17.790001,2969200,17.632949
"102",18.16,18.42,18.110001,18.4,1811900,18.237563
"103",18.4,18.73,18.4,18.49,2157800,18.326768
"104",18.5,18.59,18.33,18.459999,1935700,18.297032
"105",18.629999,19.1,18.41,19.1,4467600,18.931384
"106",19.02,19.34,18.969999,19.299999,3445200,19.129617
"107",19.370001,19.4,18.870001,19.040001,4760600,18.871914
"108",19.07,19.26,18.98,19.190001,2316300,19.020589
"109",19.17,19.23,18.99,19.049999,1184800,18.881824
"110",18.99,19.24,18.969999,19.23,1373300,19.060235
"111",19.290001,19.389999,18.74,18.870001,2369900,18.703415
"112",18.82,19.129999,18.790001,19.08,1723100,18.91156
"113",19.049999,19.049999,18.639999,18.790001,1350300,18.624121
"114",18.860001,19.360001,18.84,19.200001,1848900,19.030501
"115",19.200001,19.24,18.780001,19.08,2099800,18.91156
"116",18.93,19.219999,18.93,19.139999,1471200,18.971029
"117",19.370001,19.469999,19.16,19.440001,1199100,19.268382
"118",19.440001,19.75,19.34,19.75,1671700,19.575645
"119",19.75,19.84,19.49,19.5,1824900,19.327852
"120",19.469999,19.98,19.440001,19.98,1551700,19.803614
"121",20,20,19.76,19.85,3343700,19.674763
"122",19.690001,19.93,19.6,19.629999,1636700,19.515693
"123",19.639999,19.780001,19.52,19.77,1141400,19.654879
"124",19.809999,20.26,19.76,20.209999,2408400,20.092316
"125",20.200001,20.209999,19.9,20,1758400,19.88354
"126",20,20.24,19.959999,20.18,1164600,20.062492
"127",20.08,20.200001,19.57,19.77,1462300,19.654879
"128",19.440001,20.059999,19.200001,20.030001,2086100,19.913366
"129",19.93,20.059999,19.48,19.51,1349000,19.396393
"130",19.66,19.92,19.48,19.559999,1058600,19.446101
"131",19.34,19.639999,19.299999,19.309999,999400,19.197557
"132",19.42,19.67,19.02,19.09,1496300,18.978839
"133",19.040001,19.360001,18.889999,18.959999,2067200,18.849595
"134",19.030001,19.620001,18.889999,19.610001,1587300,19.495811
"135",19.4,20.08,19.27,20.08,2427900,19.963074
"136",20.040001,20.049999,19.719999,19.83,3138300,19.71453
"137",19.780001,20.25,19.77,20.16,1466000,20.042608
"138",20.23,20.379999,20.08,20.17,1008700,20.05255
"139",20.23,20.43,20.129999,20.370001,518800,20.251386
"140",20.4,20.49,20.25,20.280001,762700,20.16191
"141",20.25,20.280001,20.07,20.139999,642900,20.022724
"142",20.049999,20.120001,19.860001,19.950001,941600,19.833832
"143",20.030001,20.139999,19.780001,19.790001,1021600,19.674763
"144",19.92,20,19.469999,19.700001,1030300,19.585287
"145",19.540001,19.639999,19.32,19.33,1877000,19.217441
"146",19.35,19.41,18.68,18.74,2377700,18.630876
"147",18.860001,18.99,18.709999,18.889999,902400,18.780003
"148",19.09,19.540001,19.040001,19.48,1626800,19.366567
"149",19.469999,19.559999,19.17,19.42,744700,19.306917
"150",18.870001,19.17,18.379999,18.49,3427800,18.382332
"151",18.66,19.15,17.98,18.18,2993400,18.074138
"152",17.950001,18.379999,17.950001,18.25,2517800,18.14373
"153",18.33,18.540001,18.09,18.15,2262600,18.044312
"154",18.059999,18.6,18.040001,18.58,2064300,18.471808
"155",18.610001,18.75,18.370001,18.67,1153900,18.561284
"156",18.610001,19.129999,18.51,18.940001,1441100,18.829713
"157",19,19.16,18.620001,19.15,1865300,19.038489
"158",19.120001,19.200001,18.99,19.01,701400,18.899305
"159",18.940001,19.379999,18.76,19.360001,1683900,19.247267
"160",19,19.139999,18.799999,18.879999,1559600,18.770061
"161",19.040001,19.280001,18.700001,18.74,2150100,18.630876
"162",19.24,19.549999,18.450001,18.620001,4947900,18.511576
"163",18.040001,18.450001,17.9,18.1,2771800,17.994604
"164",18.040001,18.200001,17.6,17.99,2485400,17.885244
"165",18.129999,18.6,18.07,18.59,2128800,18.48175
"166",18.5,18.809999,18.469999,18.68,1601000,18.571226
"167",18.780001,19,18.52,18.92,1679200,18.809829
"168",18.91,19.15,18.85,18.940001,1323600,18.829713
"169",18.83,19,18.73,18.98,1214300,18.869479
"170",19.07,19.5,18.84,19.5,1901400,19.386451
"171",19.5,19.5,19.23,19.32,1007600,19.207499
"172",19.42,19.58,19.370001,19.389999,2010100,19.277091
"173",19.43,19.66,19.32,19.43,1843200,19.316859
"174",19.389999,19.440001,19.25,19.299999,1292400,19.187615
"175",19.290001,19.42,19.18,19.24,1503100,19.127965
"176",19.139999,19.58,19.129999,19.5,1221800,19.386451
"177",19.469999,19.860001,19.26,19.83,1598600,19.71453
"178",19.82,19.9,19.58,19.610001,1616300,19.495811
"179",19.629999,20.07,19.559999,20,1458000,19.88354
"180",19.84,19.99,19.610001,19.629999,1561400,19.574416
"181",19.6,19.780001,19.540001,19.639999,1063500,19.584388
"182",19.610001,19.620001,19.27,19.32,1693000,19.265295
"183",19.42,20,19.370001,19.969999,2104000,19.913454
"184",19.93,20,19.6,19.66,1614400,19.604332
"185",19.549999,19.58,19.309999,19.450001,1170900,19.394928
"186",19.5,19.559999,19.25,19.299999,872900,19.245351
"187",19.209999,19.370001,19.059999,19.15,1247300,19.095776
"188",19.129999,19.27,19.1,19.129999,1074300,19.075832
"189",18.870001,19,18.690001,18.91,1372600,18.856456
"190",19.030001,19.08,18.76,19.040001,1314500,18.986089
"191",18.92,19.219999,18.9,19.18,999800,19.125692
"192",19.200001,19.5,19.01,19.459999,1448300,19.404898
"193",19.5,19.879999,19.5,19.85,1658800,19.793795
"194",19.629999,19.73,19.5,19.66,1321600,19.604332
"195",19.65,19.799999,19.370001,19.719999,1520500,19.664162
"196",19.65,19.75,19.530001,19.67,1331600,19.614304
"197",19.84,20.120001,19.75,20.1,2888800,20.043087
"198",20.049999,20.15,19.91,20.01,1066500,19.953342
"199",19.98,20.049999,19.83,19.91,1815300,19.853624
"200",19.93,19.93,18.780001,18.809999,1803500,18.756739
"201",18.459999,18.75,18.290001,18.43,2107800,18.377815
"202",18.43,18.809999,18.309999,18.75,1972900,18.696909
"203",18.870001,19.139999,18.77,19.110001,1962600,19.05589
"204",19.040001,19.09,18.620001,18.85,2315200,18.796626
"205",18.790001,18.870001,18.48,18.73,1699300,18.676965
"206",18.860001,18.969999,18.620001,18.860001,1151500,18.806598
"207",18.610001,19.01,18.540001,18.889999,1992300,18.836512
"208",18.860001,19.07,18.76,18.82,1112100,18.766711
"209",18.76,19.110001,18.76,18.969999,1468200,18.916285
"210",18.84,19.200001,18.719999,19.190001,1059000,19.135664
"211",19.24,19.379999,19.129999,19.370001,756200,19.315154
"212",19.34,19.42,19.139999,19.16,927800,19.105748
"213",19.139999,19.139999,18.780001,18.870001,1572000,18.81657
"214",18.950001,19.129999,18.809999,18.85,2837000,18.796626
"215",18.700001,18.969999,18.65,18.719999,2499800,18.666993
"216",18.52,18.540001,18.129999,18.24,2696100,18.188353
"217",18.41,18.700001,18.370001,18.540001,3367200,18.487505
"218",18.719999,18.75,18.42,18.459999,2510600,18.407729
"219",18.469999,18.799999,18.360001,18.74,1487300,18.686937
"220",18.620001,18.809999,18.459999,18.73,1489400,18.676965
"221",18.780001,18.780001,18.299999,18.389999,3090800,18.337928
"222",18.379999,18.540001,18.040001,18.120001,4210200,18.068694
"223",18.049999,18.629999,18.030001,18.57,3538800,18.517418
"224",18.440001,18.68,18.35,18.530001,2224000,18.477533
"225",18.41,18.459999,18.200001,18.25,2906800,18.198325
"226",19.52,20.5,19.51,20.299999,8231900,20.242519
"227",20.35,20.5,20.209999,20.280001,3200600,20.222577
"228",20.200001,20.26,19.719999,19.82,2498600,19.763879
"229",19.98,20.030001,19.719999,19.91,1825000,19.853624
"230",20,20.139999,19.870001,20.049999,2272200,19.993227
"231",20.15,20.709999,20.15,20.51,2422600,20.451926
"232",20.469999,20.700001,20.360001,20.68,1672600,20.621444
"233",20.549999,20.74,20.370001,20.450001,1911100,20.392096
"234",20.84,20.91,20.290001,20.42,1963400,20.36218
"235",20.48,20.790001,20.27,20.719999,2561500,20.66133
"236",20.82,20.889999,20.58,20.629999,1663400,20.571585
"237",20.66,20.84,20.559999,20.719999,1810200,20.66133
"238",20.75,20.82,20.6,20.709999,1336700,20.651358
"239",20.719999,20.85,20.559999,20.690001,1512200,20.631416
"240",20.66,20.860001,20.559999,20.799999,1145600,20.741104
"241",20.74,20.84,20.639999,20.709999,1240100,20.651358
"242",20.66,20.690001,20.33,20.559999,1363800,20.501783
"243",20.629999,21.200001,20.6,21.15,2188100,21.090113
"244",21.120001,21.280001,21.059999,21.190001,1981000,21.130001
"245",21.09,21.33,20.940001,21.15,3679900,21.15
"246",21.27,21.299999,20.93,21.209999,2098600,21.209999
"247",21.07,21.1,20.790001,20.940001,1505600,20.940001
"248",21.059999,21.26,20.93,21.059999,1551900,21.059999
"249",20.92,20.98,20.610001,20.75,1799200,20.75
"250",20.67,21.18,20.629999,21.16,1805900,21.16
"251",21.08,21.120001,20.73,20.83,1495500,20.83
"252",20.799999,20.950001,20.629999,20.85,1202000,20.85
"253",21,21.16,20.809999,21.129999,1404600,21.129999
