"","TEL.Open","TEL.High","TEL.Low","TEL.Close","TEL.Volume","TEL.Adjusted"
"80",55.290001,55.439999,54.259998,54.540001,3623600,54.291624
"81",54.41,54.939999,54.029999,54.5,3136500,54.251805
"82",54.869999,55.790001,54.77,55.689999,3085400,55.436385
"83",56,56.57,55.889999,56.41,2934100,56.153107
"84",56.200001,56.599998,55.73,55.75,4046100,55.496113
"85",55.900002,56.369999,54.990002,56.330002,2252200,56.073473
"86",55.959999,56.049999,54.68,54.799999,2094200,54.550438
"87",54.599998,54.720001,51.48,51.549999,7548300,51.315239
"88",51.689999,52.450001,51.290001,51.470001,3372900,51.235605
"89",51.75,52.880001,51.75,52.060001,2422600,51.822918
"90",51.369999,52.599998,51.029999,52.470001,2779400,52.231051
"91",51.709999,52.990002,51.490002,52.43,2543400,52.191232
"92",52.98,54.48,52.889999,53.439999,2017600,53.196631
"93",53.099998,53.540001,52.849998,53.360001,1794500,53.116997
"94",53.919998,55.16,53.830002,55.099998,2139100,54.849071
"95",55.02,55.130001,54.240002,54.400002,3108700,54.152262
"96",55.209999,55.650002,54.889999,55.299999,1736200,55.048161
"97",55.310001,56.349998,55.279999,56.27,1511800,56.013745
"98",56.139999,57.880001,55.599998,56.360001,2170500,56.103335
"99",56.509998,58.02,56.450001,58,2482400,57.735866
"100",57.599998,58.759998,57.490002,58.060001,3624000,57.795594
"101",58.080002,59.419998,58.07,59.310001,3204700,59.039902
"102",60.299999,61.43,59.990002,61.130001,3079400,60.851613
"103",61.09,61.939999,61,61.41,2290500,61.130337
"104",61.259998,61.970001,61.16,61.900002,1675900,61.618107
"105",62.18,62.299999,61.540001,62.119999,1393100,61.837102
"106",62.27,62.59,62.009998,62.150002,1417000,61.866968
"107",62.310001,62.389999,61.599998,62.119999,1420600,61.837102
"108",61.740002,62.02,61.330002,61.5,2623500,61.219927
"109",61.52,61.98,61.419998,61.689999,1224400,61.40906
"110",61.669998,61.75,61.43,61.560001,1499800,61.279655
"111",61.419998,61.68,60.66,61.200001,2219800,60.921294
"112",61.16,61.720001,61.139999,61.529999,1795000,61.249789
"113",61.389999,61.630001,60.650002,61.02,1687700,60.742113
"114",61.09,61.959999,61.060001,61.720001,1631000,61.438926
"115",61.900002,61.900002,61.240002,61.439999,1713600,61.160199
"116",61.110001,61.880001,61.080002,61.619999,1095700,61.339379
"117",62.200001,63.080002,62.119999,63.02,1640900,62.733005
"118",63.07,63.700001,62.880001,63.68,1474500,63.389999
"119",63.470001,63.639999,63.009998,63.549999,2281400,63.549999
"120",63.5,63.880001,63.27,63.77,1675800,63.77
"121",63.849998,64.370003,63.630001,64.199997,906100,64.199997
"122",63.790001,64.169998,63.400002,63.580002,1140300,63.580002
"123",63.630001,64.089996,63.5,63.889999,1182900,63.889999
"124",64.010002,64.760002,63.950001,64.669998,1266300,64.669998
"125",64.720001,64.849998,64.099998,64.589996,811200,64.589996
"126",64.769997,65.080002,64.550003,65,868800,65
"127",64.970001,65.099998,64.07,64.25,846200,64.25
"128",63.32,64.459999,63.16,64.419998,1426200,64.419998
"129",64.25,64.690002,63.209999,63.25,1197700,63.25
"130",63.509998,64.209999,63.02,63.189999,1212300,63.189999
"131",62.52,62.98,61.740002,61.779999,1505100,61.779999
"132",62.040001,62.52,61.110001,61.279999,1317700,61.279999
"133",61.139999,62.509998,61.02,61.240002,1846500,61.240002
"134",61.32,62.02,60.43,61.919998,2137800,61.919998
"135",62.740002,63.779999,62.470001,63.709999,1786200,63.709999
"136",63.759998,64.190002,63.48,63.57,2585000,63.57
"137",63.799999,64.720001,63.799999,64.589996,1128500,64.589996
"138",64.860001,65.209999,64.68,64.709999,913700,64.709999
"139",64.75,64.970001,64.489998,64.589996,647900,64.589996
"140",64.690002,65.07,64.690002,64.75,628800,64.75
"141",64.529999,65.029999,64.529999,64.57,952500,64.57
"142",64.339996,64.540001,64.099998,64.110001,917400,64.110001
"143",64.43,64.550003,63.25,63.25,1316800,63.25
"144",63.720001,63.860001,62.630001,63.169998,948900,63.169998
"145",62.650002,62.689999,61.73,61.939999,953400,61.939999
"146",61.939999,62.049999,60.540001,61.189999,1448800,61.189999
"147",61.599998,63.049999,61.32,63.029999,1929000,63.029999
"148",63.639999,64.459999,63.639999,64.300003,1635300,64.300003
"149",64.360001,64.489998,63.66,63.919998,1136300,63.919998
"150",63.950001,64.099998,62.759998,62.959999,1265100,62.959999
"151",63.259998,63.82,61.98,62.619999,1617300,62.619999
"152",61.939999,62.93,61.799999,62.900002,1401900,62.900002
"153",63.07,63.259998,62.150002,62.349998,2194300,62.349998
"154",62.18,63.119999,61.84,63.049999,1624400,63.049999
"155",63.310001,63.349998,61.869999,62.09,1697000,62.09
"156",61.82,62.919998,61.630001,62.740002,1555500,62.740002
"157",62.830002,63.07,62,62.799999,1984200,62.799999
"158",62.889999,63.049999,62.34,62.889999,1963200,62.889999
"159",62.880001,63.290001,62.490002,63.16,1434900,63.16
"160",64.68,65.449997,63.540001,64.629997,3368200,64.629997
"161",66.379997,69.959999,66.07,67.449997,3934500,67.449997
"162",67.43,67.760002,66.010002,67.57,2573700,67.57
"163",67.139999,67.610001,66.309998,66.389999,2129500,66.389999
"164",66.129997,66.910004,64.769997,66.870003,2809100,66.870003
"165",66.809998,68.260002,66.809998,68.18,2323400,68.18
"166",67.790001,68.389999,67.610001,67.970001,1811600,67.970001
"167",67.970001,69.290001,67.849998,69.25,1832000,69.25
"168",69,69.639999,68.449997,68.650002,1492000,68.650002
"169",68.43,69.529999,68.300003,69.230003,1982700,69.230003
"170",69.699997,69.790001,68.900002,69.559998,1546800,69.559998
"171",69.43,69.870003,69.160004,69.690002,1337800,69.690002
"172",69.900002,70.82,69.760002,70.379997,1531300,70.379997
"173",70.360001,70.879997,70.040001,70.760002,1878000,70.760002
"174",70.709999,71.25,70.620003,71.040001,1142500,71.040001
"175",70.790001,71,70.540001,70.790001,1011000,70.790001
"176",70.629997,71.309998,70.339996,71,1102700,71
"177",70.959999,71.529999,70.360001,71.43,1498100,71.43
"178",70.830002,71.370003,70.419998,71.360001,1252300,71.360001
"179",71.339996,72.139999,70.870003,71.879997,1527600,71.879997
"180",70.82,72.199997,70.82,72.160004,1777100,72.160004
"181",72.290001,72.730003,72.199997,72.379997,1688400,72.379997
"182",72.129997,72.379997,71.900002,72.129997,1859900,72.129997
"183",72.129997,73,71.949997,72.949997,1339300,72.949997
"184",72.620003,73.089996,72.25,73.040001,1675600,73.040001
"185",72.699997,73.059998,72.010002,72.709999,1851200,72.709999
"186",72.980003,72.989998,72.32,72.519997,1045300,72.519997
"187",72.349998,72.760002,71.739998,72.07,1760200,72.07
"188",71.980003,72.260002,71.760002,72.129997,1200700,72.129997
"189",71.779999,72.029999,71.199997,71.449997,2649700,71.449997
"190",71.489998,71.610001,70.970001,71.059998,1660100,71.059998
"191",71.18,71.919998,70.980003,71.709999,2200500,71.709999
"192",71.720001,72.040001,70.550003,71.040001,1708900,71.040001
"193",71.489998,72.889999,71.480003,72.690002,1485400,72.690002
"194",72.470001,72.489998,71.720001,72.050003,1390300,72.050003
"195",72.029999,73.459999,71.540001,73.32,1357000,73.32
"196",73.040001,73.160004,72.309998,72.389999,1435100,72.389999
"197",72.690002,73.730003,72.540001,73.419998,1658800,73.419998
"198",73.449997,73.559998,72.940002,73.07,1105500,73.07
"199",73.019997,73.019997,72.43,72.43,956100,72.43
"200",72.419998,72.629997,70.589996,70.589996,1498800,70.589996
"201",70.150002,70.739998,69.639999,70.610001,1635100,70.610001
"202",70.629997,71.050003,69.93,70.540001,1135900,70.540001
"203",71.080002,72.040001,71.019997,71.730003,1079000,71.730003
"204",71.629997,72.099998,71.370003,71.620003,1780900,71.620003
"205",71.690002,71.699997,70.550003,71.080002,1525600,71.080002
"206",71.230003,71.540001,70.669998,70.669998,1523900,70.669998
"207",70.449997,71.459999,70.129997,71.160004,1448500,71.160004
"208",71.059998,71.339996,70.559998,70.940002,1182600,70.940002
"209",71.160004,71.470001,70.43,70.75,1542000,70.75
"210",70.739998,71.220001,70.43,70.910004,1169300,70.910004
"211",70.889999,71.110001,70.699997,71,861300,71
"212",70.730003,71.099998,70.279999,70.300003,866000,70.300003
"213",70.209999,70.580002,69.839996,70.139999,1565700,70.139999
"214",70.279999,71.07,70.160004,70.809998,1729900,70.809998
"215",70.440002,70.940002,70.290001,70.529999,1607800,70.529999
"216",70.050003,70.050003,69.150002,69.779999,1722200,69.779999
"217",70.190002,70.720001,70.150002,70.629997,1375900,70.629997
"218",70.760002,70.980003,69.870003,70.010002,1587500,70.010002
"219",66.889999,70.279999,66.639999,70.139999,4068300,70.139999
"220",69.620003,69.790001,68.620003,68.75,2173600,68.75
"221",69.790001,70.129997,68.43,68.839996,1931600,68.839996
"222",69.32,69.330002,68.529999,68.849998,1793400,68.849998
"223",68.760002,69.139999,67.879997,68.32,2111400,68.32
"224",67.940002,68.300003,67.25,67.650002,1734900,67.650002
"225",67.419998,67.440002,66.190002,66.550003,1913200,66.550003
"226",66.940002,68.089996,66.809998,68.07,1582900,68.07
"227",68.080002,69.269997,68.07,69.199997,1827200,69.199997
"228",69.029999,69.709999,68.07,68.080002,2113200,68.080002
"229",68.300003,68.620003,67.43,67.779999,1349300,67.779999
"230",67.720001,68.599998,67.529999,68.349998,1152600,68.349998
"231",68.940002,69.160004,68.709999,68.910004,1725300,68.910004
"232",68.720001,69.620003,68.669998,69.489998,1498200,69.489998
"233",68.860001,69.07,68.449997,68.790001,993400,68.790001
"234",68.980003,69.900002,68.849998,69.459999,1109300,69.459999
"235",69.919998,70.25,69.580002,70.120003,2137500,70.120003
"236",70.110001,70.290001,69.800003,70.209999,1538100,70.209999
"237",70,70.779999,69.809998,70.68,841700,70.68
"238",70.879997,71.040001,70.419998,70.540001,1159300,70.540001
"239",70.459999,70.779999,70.220001,70.389999,654600,70.389999
"240",70.220001,70.75,70.129997,70.269997,1209600,70.269997
"241",69.940002,70.160004,69.790001,69.959999,1417200,69.959999
"242",69.699997,69.940002,68.970001,69,1572700,69
"243",69,70,68.940002,70,1585300,70
"244",69.720001,69.940002,69.489998,69.57,1314800,69.57
"245",69.68,69.68,68.900002,69,2027600,69
"246",69.040001,69.290001,68.400002,69,1360900,69
"247",68.889999,69.809998,68.519997,69.190002,1456400,69.190002
"248",69.379997,69.839996,69,69.510002,1057800,69.510002
"249",69.199997,69.290001,67.959999,68.080002,1323500,68.080002
"250",68.010002,68.82,67.639999,68.699997,1428200,68.699997
"251",68.769997,68.980003,68.32,68.330002,1121700,68.330002
"252",68.089996,68.449997,67.739998,68.209999,1299800,68.209999
"253",68.349998,69.059998,68.080002,68.959999,1075500,68.959999
