"","MCO.Open","MCO.High","MCO.Low","MCO.Close","MCO.Volume","MCO.Adjusted"
"145",95.050003,95.730003,93.629997,94.010002,928200,93.394487
"146",94.410004,94.760002,92.410004,93.019997,960500,92.410964
"147",93.989998,94.470001,93.370003,94.440002,699600,93.821672
"148",94.919998,95.959999,94.919998,95.360001,1187500,94.735647
"149",95.269997,95.389999,93.629997,93.82,774300,93.205729
"150",94.139999,94.510002,92.790001,93.010002,905600,92.401035
"151",93.739998,95.660004,93.57,94.489998,1324900,93.87134
"152",93.559998,93.900002,92.57,93.739998,1272800,93.126251
"153",93.739998,94.370003,92.650002,92.669998,1461100,92.063257
"154",92.370003,94.18,92,94.129997,1187300,93.513697
"155",94.730003,95.269997,93.050003,94.18,1018400,93.563373
"156",93.68,94.010002,92.279999,92.720001,1034300,92.112933
"157",93.25,94.489998,91.949997,94.360001,1601500,93.742194
"158",93.800003,94.389999,93.400002,93.779999,1036400,93.16599
"159",93.459999,94.309998,92.230003,94.230003,708700,93.613048
"160",93.139999,94.32,92.699997,93.559998,961600,92.947429
"161",94.239998,94.410004,90.519997,90.620003,1558300,90.026684
"162",90.510002,92.589996,90.330002,92.349998,1193000,91.745352
"163",91.419998,92.959999,91.199997,91.330002,1254400,90.732034
"164",90.739998,90.739998,85.5,89.32,5025100,88.735192
"165",90.209999,92.790001,89.900002,92.690002,1903700,92.08313
"166",92.419998,93.029999,91.639999,92.220001,1358500,91.616206
"167",92.480003,93.360001,92.019997,93.269997,957400,92.659327
"168",96,98.730003,96,98.040001,2484600,97.3981
"169",97.769997,98.989998,97.440002,97.889999,1023100,97.249081
"170",98.290001,99.010002,97.199997,98.849998,924800,98.202795
"171",98.370003,98.93,97.080002,97.300003,1117500,96.662948
"172",97.779999,98.550003,97.760002,98.209999,1327100,97.566986
"173",98.089996,98.440002,97.480003,98.220001,917100,97.576922
"174",97.970001,98.529999,97.790001,98.080002,1036700,97.43784
"175",97.68,98.800003,97.360001,98.230003,988600,97.92633
"176",97.739998,98.139999,97.019997,97.099998,780700,96.799818
"177",96.889999,97.400002,96.089996,97.139999,1235700,96.839696
"178",96.870003,97.230003,96.440002,96.769997,753200,96.470837
"179",96.809998,97.269997,96.489998,97.18,1378200,96.879573
"180",97.449997,97.870003,96.989998,97.559998,738800,97.258395
"181",97.309998,97.449997,96.389999,96.870003,780500,96.570534
"182",97,97.610001,96.529999,96.940002,1137800,96.640317
"183",96.809998,96.980003,96.449997,96.769997,1182000,96.470837
"184",96.169998,96.5,94.809998,96.139999,1134100,95.842787
"185",95.550003,96.010002,95.019997,95.07,1415300,94.776095
"186",95.040001,96.32,95,96.120003,1091900,95.822852
"187",95.82,96.25,94.349998,94.559998,851600,94.26767
"188",94.440002,96.610001,94.25,96.43,1121800,96.131891
"189",95.529999,96.239998,95.050003,95.220001,1444300,94.925633
"190",95.300003,96.410004,94.970001,96,892600,95.70322
"191",96.260002,98.330002,96.190002,98.300003,1073700,97.996113
"192",98.290001,98.669998,96.739998,97.120003,1258300,96.819761
"193",97.440002,98.190002,97.169998,97.730003,1191100,97.427875
"194",98.080002,100.800003,98.080002,100.690002,1676900,100.378724
"195",100.599998,103.099998,99.919998,102.870003,1873200,102.551985
"196",102.790001,103.389999,101.949997,102.470001,1218800,102.15322
"197",102.5,104.43,102.5,104.260002,2008400,103.937687
"198",104.050003,104.580002,103.510002,103.519997,956900,103.199969
"199",103.190002,103.959999,103.099998,103.290001,840400,102.970685
"200",103.169998,103.18,101.699997,101.699997,931000,101.385596
"201",101.699997,102.400002,101.160004,102.089996,1077100,101.77439
"202",101.800003,102.809998,101.699997,102.489998,857800,102.173155
"203",103.360001,104.360001,102.830002,104.120003,777300,103.79812
"204",103.68,104.419998,102.93,103.800003,1363700,103.47911
"205",102.910004,104.650002,102.440002,104.43,967200,104.10716
"206",104.150002,105.709999,103.919998,104.699997,793500,104.376322
"207",103.669998,105.480003,103.419998,104.910004,604100,104.585679
"208",105.150002,105.480003,104.580002,104.580002,454600,104.256698
"209",104.93,105.839996,104.529999,105.32,586700,104.994408
"210",105.059998,106.110001,104.489998,105.849998,487400,105.522768
"211",105.779999,105.989998,104.699997,105.730003,472000,105.403144
"212",105.690002,106.169998,105.309998,105.419998,586000,105.094097
"213",105.410004,105.489998,104.139999,104.910004,468000,104.585679
"214",104.830002,106.150002,104.620003,105.690002,1018000,105.363267
"215",105.660004,105.970001,104.940002,105.220001,622700,104.894718
"216",104.279999,104.720001,103.389999,104.400002,756700,104.077254
"217",104.830002,106.010002,104.610001,105.870003,635800,105.54271
"218",106.059998,106.779999,105.690002,105.989998,518500,105.662335
"219",105.949997,107.440002,105.650002,107.230003,687600,106.898507
"220",106.779999,107.989998,106.330002,107.760002,513600,107.426867
"221",107.629997,107.919998,107.099998,107.5,426000,107.167669
"222",107.540001,108.169998,106.779999,107.339996,608900,107.00816
"223",107.139999,107.870003,105.980003,107.699997,885100,107.367047
"224",107.330002,107.919998,106.800003,107.449997,815500,107.11782
"225",107.300003,107.839996,106.559998,107.519997,1473100,107.187603
"226",110,110.010002,106.889999,107.220001,1429800,106.888535
"227",107.720001,108.720001,107.129997,108.400002,1215200,108.064888
"228",108.330002,108.769997,107.910004,108.239998,1020600,107.905379
"229",108.360001,109.269997,106.339996,106.629997,1077100,106.300355
"230",106.459999,107.110001,105.959999,107.010002,1002300,106.679186
"231",107.970001,108.489998,107.470001,107.879997,961500,107.546491
"232",107.650002,108.080002,106.629997,106.699997,900400,106.370139
"233",105.959999,106.760002,104.910004,106.489998,1213700,106.160789
"234",106.669998,107.730003,106.669998,107.199997,1250500,106.868593
"235",107.699997,108.910004,107.18,108.730003,913100,108.393869
"236",109.050003,110.050003,108.739998,109.980003,1199000,109.640005
"237",109.5,110.220001,109.330002,109.449997,675400,109.449997
"238",109.68,110.510002,109.629997,110.099998,718700,110.099998
"239",109.720001,110.410004,109.449997,110.269997,829500,110.269997
"240",109.940002,110.239998,108.839996,109.889999,746300,109.889999
"241",109.919998,110.269997,109.449997,110.110001,800800,110.110001
"242",110.07,110.07,108.349998,108.580002,1069900,108.580002
"243",108.940002,109.510002,108.25,109.220001,673600,109.220001
"244",108.589996,109.269997,108.18,108.830002,530100,108.830002
"245",109.019997,109.400002,107.580002,108.099998,1297600,108.099998
"246",108.360001,109.089996,107.970001,108.5,865200,108.5
"247",108.339996,108.779999,107.510002,108.410004,514500,108.410004
"248",108.809998,109.75,108.279999,109.190002,744400,109.190002
"249",108.760002,109.169998,107.5,107.650002,620400,107.650002
"250",107.860001,108.349998,106.959999,107.150002,723300,107.150002
"251",106.970001,107.5,105.550003,105.57,1188200,105.57
"252",105.650002,106.449997,104.870003,106.010002,929800,106.010002
"253",106.349998,107.690002,106.110001,107.529999,1133200,107.529999
