"","PLL.Open","PLL.High","PLL.Low","PLL.Close","PLL.Volume","PLL.Adjusted"
"59",84.419998,85.209999,84.110001,84.57,1098000,83.736292
"60",84.919998,85.089996,83.910004,84.199997,911900,83.369937
"61",84.230003,85.040001,83.93,84.220001,1180600,83.389744
"62",84.169998,84.959999,83.440002,84.870003,991900,84.033338
"63",84.629997,85.279999,84.43,84.800003,502700,83.964028
"64",84.360001,84.589996,83.610001,83.690002,793500,82.86497
"65",83.82,84.339996,83.510002,84.139999,559900,83.310531
"66",83.849998,84.349998,83.639999,84.059998,615100,83.231318
"67",83.900002,84.040001,83.209999,83.400002,536300,82.577828
"68",83.400002,83.550003,82.809998,83.360001,604300,82.538222
"69",83.489998,83.669998,82.900002,83.410004,543500,82.587732
"70",83.68,84,82.900002,83.470001,599600,82.647138
"71",83.769997,84.220001,83.519997,84.050003,369900,83.221422
"72",84.589996,84.690002,83.5,83.879997,1537500,83.053092
"73",83.830002,83.830002,82.809998,82.980003,545600,82.161971
"74",82.5,82.82,82.239998,82.510002,604300,81.696603
"75",82.529999,84.110001,82.25,84.029999,989300,83.201615
"76",83.510002,83.559998,82.599998,82.919998,780100,82.102557
"77",83.010002,83.889999,82.550003,83.610001,693800,82.785757
"78",82.809998,83.730003,82.459999,83.580002,719000,82.756054
"79",83.620003,84.25,83.25,83.699997,838900,82.874866
"80",83.400002,83.639999,82.290001,82.610001,1394900,81.795615
"81",82.489998,83,82.18,82.669998,783200,81.855022
"82",83,83.489998,82.769997,83.419998,645100,82.597628
"83",83.800003,84.150002,83.440002,83.650002,747700,82.825364
"84",82.989998,83.300003,82.089996,82.129997,853900,81.320344
"85",82.129997,83.949997,81.709999,83.889999,613300,83.062996
"86",83.690002,83.900002,82.169998,82.459999,896100,81.647093
"87",82.580002,83.160004,81.849998,82,881100,81.191628
"88",82.199997,82.540001,81.440002,81.480003,1105200,80.676758
"89",82.220001,83.449997,81.839996,81.910004,896600,81.102519
"90",80.360001,82.349998,79.839996,81.949997,942700,81.142118
"91",80.650002,81.300003,79.839996,80.989998,1218500,80.491156
"92",81.650002,82.57,81.360001,82.150002,588300,81.644015
"93",82.470001,83.290001,82.470001,83.260002,542100,82.747178
"94",83.910004,85.919998,83.910004,85.870003,538300,85.341103
"95",86.080002,86.129997,84.290001,84.339996,561200,83.820521
"96",85.370003,87.440002,85.360001,86.690002,487100,86.156052
"97",86.82,87.870003,86.080002,87.839996,503300,87.298963
"98",87.709999,88.150002,87.139999,88.040001,457600,87.497736
"99",88.57,89.860001,88.57,89.779999,417900,89.227016
"100",89.830002,89.989998,88.220001,89.32,525300,88.769851
"101",88.82,91.489998,88.709999,90.919998,582300,90.359994
"102",91.690002,92.169998,90.919998,91.419998,749600,90.856914
"103",91.699997,92,91.18,91.879997,849700,91.31408
"104",91.599998,92.5,91.220001,92.169998,745400,91.602295
"105",92.669998,93.669998,92.190002,93.550003,620700,92.9738
"106",93.690002,94.459999,93.349998,94.389999,607200,93.808623
"107",94.470001,94.5,93.879997,94.290001,650800,93.70924
"108",94.269997,94.610001,94.040001,94.269997,671800,93.689359
"109",94.139999,94.599998,93.620003,93.839996,525300,93.262007
"110",93.57,93.949997,92.919998,93.239998,1234700,92.665704
"111",93.339996,93.910004,93.209999,93.779999,531500,93.202379
"112",93.650002,94.059998,93.339996,93.459999,402100,92.88435
"113",93.129997,93.889999,92.82,93.620003,478400,93.043369
"114",93.639999,94.779999,93.589996,94.620003,837100,94.037209
"115",94.260002,94.940002,93.690002,94.809998,730000,94.226034
"116",94.040001,94.860001,94.040001,94.290001,475700,93.70924
"117",94.849998,95.519997,94.580002,95.07,670700,94.484435
"118",95.419998,95.440002,93.809998,94.690002,1103200,94.106778
"119",95.43,98.120003,95.199997,98,1125600,97.396388
"120",98.279999,98.349998,97.269997,97.68,1001300,97.078359
"121",97.860001,97.860001,95.93,96.110001,334600,95.51803
"122",95.620003,96.540001,94.910004,95.959999,570400,95.368952
"123",96.239998,96.739998,95.730003,96.669998,710500,96.074578
"124",96.980003,99.239998,96.849998,99.18,752100,98.56912
"125",99.129997,99.129997,98,98.43,388800,97.82374
"126",98.400002,98.690002,97.830002,98.410004,404800,97.803866
"127",98.489998,99.660004,97.419998,97.970001,560800,97.366574
"128",96.68,97.629997,96.599998,97.400002,1348300,96.800085
"129",97.199997,97.370003,94.239998,94.529999,1116000,93.94776
"130",94.5,95.949997,94.410004,94.849998,1225200,94.265788
"131",94.059998,95.230003,93.260002,93.269997,761400,92.695518
"132",94,94.910004,93.419998,94.25,713900,93.669485
"133",94,95.489998,93.639999,94.010002,567900,93.430966
"134",94.010002,95.5,93.129997,95.300003,661800,94.713021
"135",96.660004,98.599998,96.32,98.589996,749700,97.98275
"136",99.120003,100.209999,98.400002,100.139999,1998100,99.523207
"137",100.110001,100.870003,99.629997,100.720001,567900,100.099636
"138",100.889999,101.910004,100.660004,101.160004,707300,100.536928
"139",101.279999,102.279999,101.169998,101.860001,263100,101.232614
"140",102.230003,102.379997,101.639999,101.959999,261800,101.331996
"141",101.650002,102.459999,101.580002,102.139999,475400,101.510888
"142",101.919998,102.68,101.379997,102.18,508900,101.550642
"143",102.540001,102.540001,101.129997,101.209999,390700,100.586616
"144",101.919998,101.919998,100.129997,101.370003,826000,100.745634
"145",100.370003,100.57,98.620003,99.099998,875500,98.489611
"146",98.940002,99.699997,97.57,99.470001,903100,98.857335
"147",100.18,100.800003,99.089996,100.599998,786800,99.980372
"148",101.599998,103.290001,100.949997,103.220001,856300,102.584238
"149",103.279999,103.290001,101.360001,101.709999,645100,101.083536
"150",101.959999,102.330002,100.239998,100.529999,548000,99.910804
"151",101.489998,102.339996,99.269997,100.300003,582900,99.682225
"152",99.519997,100.220001,98.889999,100.080002,446800,99.463579
"153",100.480003,100.860001,98.970001,99.080002,489900,98.469738
"154",98.639999,99.669998,97.959999,99.580002,605900,98.966658
"155",100.190002,100.269997,98.540001,99.769997,422100,99.155483
"156",99.279999,100.279999,98.860001,100.220001,390100,99.602716
"157",100.699997,101.370003,99.349998,101.25,377900,100.62637
"158",101.099998,101.339996,100.25,100.720001,487800,100.099636
"159",100.690002,101.419998,100.260002,101.389999,398200,100.765507
"160",99.959999,100.360001,98.959999,99.309998,573000,98.698317
"161",99.970001,100.550003,97.150002,97.300003,715800,96.700703
"162",97.07,98.220001,96.650002,98.169998,762900,97.565339
"163",97.339996,98.370003,96.589996,96.760002,508700,96.164028
"164",97.059998,98.370003,96.239998,98.349998,813400,97.744231
"165",98.980003,100.209999,98.860001,100.150002,477800,99.533147
"166",99.709999,100.099998,99,99.209999,322500,98.598934
"167",99.550003,100.360001,99.220001,100.220001,376300,99.909865
"168",100.300003,101.529999,99.720001,100.129997,415200,99.82014
"169",99.339996,100.849998,99.32,100.160004,267700,99.850053
"170",100.440002,101.440002,99.739998,101.360001,354400,101.046337
"171",101.339996,101.510002,100.589996,101.25,278200,100.936676
"172",101.980003,102.910004,101.540001,102.860001,315200,102.541695
"173",102.769997,103.5,102.580002,103,446400,102.681261
"174",102.870003,103.629997,102.589996,103.400002,324100,103.080025
"175",103.410004,103.910004,103.099998,103.760002,235500,103.438911
"176",103.43,104.43,103.099998,104.220001,276900,103.897487
"177",104.169998,105.269997,103.160004,105.019997,325600,104.695007
"178",105,105.07,102.339996,102.93,1090500,102.611478
"179",100.400002,106.190002,100.099998,103.449997,1362300,103.129865
"180",103.269997,103.580002,101.589996,102.169998,519800,101.853828
"181",100.330002,101.730003,100.260002,101.610001,577900,101.295563
"182",101.379997,101.980003,100.599998,100.809998,600300,100.498036
"183",101.110001,103.540001,100.699997,103.489998,456900,103.169742
"184",102.879997,103.690002,102.360001,102.489998,307400,102.172837
"185",101.989998,102.449997,101.330002,101.790001,353700,101.475006
"186",101.889999,102.120003,101.68,102.040001,281500,101.724233
"187",101.18,101.849998,99.900002,100.169998,510200,99.860017
"188",100.099998,100.419998,100,100.220001,444900,99.909865
"189",98.790001,99.669998,98.25,98.25,529600,97.94596
"190",98.25,98.370003,97.540001,97.910004,447800,97.607016
"191",98.519997,99.75,98.400002,99.550003,445300,99.24194
"192",99.449997,99.790001,98.540001,99.610001,439400,99.301752
"193",100.110001,102.790001,100.110001,102.790001,1051200,102.471912
"194",101.809998,102.389999,101.519997,102.07,369500,101.754139
"195",101.510002,105.089996,100.980003,104.529999,629900,104.206525
"196",103.690002,104.510002,103.330002,104.080002,504200,103.757921
"197",104.489998,104.699997,103.470001,103.610001,1313700,103.289374
"198",103.199997,103.510002,102.470001,102.510002,365300,102.192779
"199",102.190002,102.82,101.57,102.220001,420300,101.903676
"200",102.32,102.32,99.699997,99.720001,422400,99.411412
"201",99.410004,100.169998,99.099998,99.849998,382000,99.541007
"202",99.690002,100.550003,99.339996,100.489998,356700,100.179026
"203",101.139999,102.459999,101.139999,101.629997,326200,101.315498
"204",101.150002,101.190002,100.25,100.389999,369300,100.079337
"205",100.050003,100.050003,98.470001,98.690002,656600,98.384601
"206",98.779999,99.75,98.360001,99.379997,320700,99.07246
"207",98.839996,101.360001,98.690002,100.529999,331400,100.218903
"208",100.419998,101.010002,99.730003,99.769997,4e+05,99.461253
"209",99.690002,99.959999,98.949997,99.839996,418200,99.531036
"210",99.839996,100.139999,98.510002,99.379997,304300,99.07246
"211",99.790001,99.980003,99.25,99.360001,403900,99.052526
"212",99.199997,99.790001,98.260002,98.440002,487400,98.135375
"213",98.25,99.519997,97.830002,99.25,307200,98.942866
"214",99.650002,100.400002,99.32,99.959999,234800,99.650667
"215",99.610001,100.150002,99.129997,99.790001,305800,99.481195
"216",98.739998,98.82,97.650002,98.080002,407000,97.776488
"217",98.75,98.959999,98.300003,98.660004,294100,98.354695
"218",99.389999,99.589996,98.160004,98.559998,298000,98.254998
"219",98.07,98.43,97,97.75,503300,97.75
"220",97.589996,98.379997,97.110001,97.699997,512000,97.699997
"221",97.769997,98.190002,96.769997,97.160004,375800,97.160004
"222",97.529999,98.709999,97.449997,98.32,462700,98.32
"223",97.959999,98.730003,97.699997,98.489998,361700,98.489998
"224",98.120003,98.480003,97.349998,98.169998,514100,98.169998
"225",97.900002,98.43,96.830002,97.32,407800,97.32
"226",97.75,98.730003,97.75,98.160004,427800,98.160004
"227",98.059998,98.940002,98.059998,98.410004,359800,98.410004
"228",98.129997,99.07,97.480003,97.620003,442700,97.620003
"229",97.980003,98.269997,97.110001,97.779999,278600,97.779999
"230",97.690002,98.129997,97.209999,97.830002,388900,97.830002
"231",99.059998,99.860001,98.669998,99.519997,393800,99.519997
"232",99.25,99.57,98.730003,99.309998,268400,99.309998
"233",119.839996,120.349998,116.589996,118.620003,7612300,118.620003
"234",118.620003,124.610001,118.620003,123.889999,32371100,123.889999
"235",123.800003,124.139999,123.650002,123.75,6321000,123.75
"236",123.75,123.82,123.660004,123.699997,4774900,123.699997
"237",123.75,124.050003,123.709999,123.900002,3957200,123.900002
"238",123.879997,124.029999,123.82,123.900002,2472000,123.900002
"239",123.860001,124.269997,123.860001,124.230003,2411800,124.230003
"240",124.220001,124.510002,124.209999,124.290001,1672400,124.290001
"241",124.290001,125.400002,124.230003,124.589996,1729300,124.589996
"242",124.550003,124.949997,124.5,124.809998,1445700,124.809998
"243",124.870003,124.959999,124.550003,124.629997,849800,124.629997
"244",124.650002,124.849998,124.529999,124.639999,1046000,124.639999
"245",124.599998,124.779999,124.440002,124.440002,1366100,124.440002
"246",124.5,124.790001,124.470001,124.559998,967500,124.559998
"247",124.559998,124.660004,124.410004,124.489998,1483400,124.489998
"248",124.610001,124.739998,124.510002,124.620003,666200,124.620003
"249",124.540001,124.550003,124.309998,124.370003,1664400,124.370003
"250",124.370003,125.080002,124.269997,124.800003,1322500,124.800003
"251",124.800003,125.019997,124.760002,124.860001,823300,124.860001
"252",124.849998,125.040001,124.800003,124.989998,455000,124.989998
"253",124.870003,125.099998,124.690002,124.879997,881300,124.879997
