"","STX.Open","STX.High","STX.Low","STX.Close","STX.Volume","STX.Adjusted"
"69",58.68,59.610001,57.860001,59.25,4139500,57.690086
"70",59.16,59.419998,58.220001,58.98,4075100,57.427194
"71",59.009998,59.98,58.91,59.790001,2959000,58.21587
"72",59.900002,59.950001,58.290001,58.310001,4673100,56.774835
"73",57.900002,58.439999,57.290001,57.599998,2418300,56.083525
"74",57.580002,57.759998,56.740002,56.790001,2655600,55.294853
"75",57,57.610001,56.450001,57.439999,2203900,55.927737
"76",57.349998,57.509998,55.959999,56.259998,2489900,54.778804
"77",56.32,57.139999,56.18,56.77,1591800,55.275379
"78",56.23,57.310001,55.779999,57.25,2122200,55.742741
"79",57.209999,57.790001,56.740002,57.27,2311600,55.762215
"80",57.060001,57.25,54.830002,55.080002,3999100,53.629874
"81",55.23,55.759998,54.380001,55.52,2314300,54.058288
"82",55.799999,56.73,55.650002,56.080002,2388600,54.603546
"83",56.450001,56.900002,55.689999,56.16,2909900,54.681438
"84",55.73,56.360001,55.209999,55.25,2731600,53.795396
"85",55.25,57.119999,54.380001,57.060001,3948700,55.557745
"86",56.77,57.439999,56.080002,56.23,3328100,54.749595
"87",56.34,56.830002,54.900002,54.939999,4447500,53.493556
"88",53.779999,54.509998,52.77,52.98,4587300,51.58516
"89",53.490002,53.810001,52.400002,52.560001,3612600,51.176219
"90",51.419998,52.75,50.439999,51.959999,5456100,50.592013
"91",51.18,52.740002,51.07,52.380001,3184000,51.000958
"92",52.860001,53.610001,52.540001,52.950001,2018500,51.555951
"93",52.450001,53.900002,52.41,53.849998,2290300,52.432254
"94",54.389999,55.279999,54.060001,55.209999,2052800,53.756448
"95",55.279999,55.549999,54.169998,54.279999,1876000,52.850933
"96",55.759998,56.759998,55.470001,56.52,3630200,55.031961
"97",56.740002,58.560001,56.360001,58.360001,4481900,56.823518
"98",57.700001,59.48,57.200001,58.740002,3252700,57.193514
"99",58.27,59.66,58.27,59.470001,3043800,57.904295
"100",59.560001,60.619999,59.169998,60.23,2954000,58.644284
"101",58.939999,60.470001,58.900002,60.150002,3183000,58.566392
"102",61.169998,62.860001,61,62.830002,5946000,61.175834
"103",62.93,64.879997,62.709999,64.169998,4963400,62.480552
"104",63.77,65,63.77,63.889999,4683600,62.207925
"105",64.010002,64.290001,63.18,63.75,2614400,62.071611
"106",63.369999,63.580002,62.189999,62.529999,3840000,61.403855
"107",62.439999,62.919998,61.209999,61.560001,3931500,60.451327
"108",61.619999,62.029999,61.5,61.77,2192500,60.657544
"109",61.970001,61.990002,61.439999,61.810001,1845000,60.696824
"110",61.75,62.59,61.580002,62.32,1884200,61.197638
"111",62.32,62.610001,61.669998,62.110001,1251500,60.99142
"112",62,63.040001,61.939999,62.869999,1745500,61.737731
"113",62.57,64.32,62.349998,63.990002,3397900,62.837563
"114",64.129997,65,64.040001,64.650002,2853000,63.485677
"115",64.43,64.720001,63.810001,64.620003,2045800,63.456218
"116",64.300003,65.550003,64.110001,65.540001,2287700,64.359648
"117",66.519997,66.519997,64.739998,64.940002,4190800,63.770455
"118",65.330002,66.43,65.050003,66.029999,1986400,64.840821
"119",66.019997,66.470001,65.660004,65.989998,2250700,64.80154
"120",66.07,66.279999,65.309998,65.849998,1670300,64.664062
"121",66.510002,66.68,65.660004,66.110001,1183800,64.919382
"122",65.809998,66.489998,65.220001,65.940002,2573200,64.752445
"123",66.25,67.870003,65.699997,67.540001,3076800,66.323628
"124",67.209999,67.529999,65.809998,66.849998,4069100,65.646053
"125",66.900002,67.160004,65.849998,66.089996,2161100,64.899738
"126",66.540001,66.599998,65.5,66.400002,2747600,65.20416
"127",66.220001,66.870003,65.629997,66.239998,1825800,65.047038
"128",65.220001,66.230003,64.599998,65.760002,3074000,64.575687
"129",65.559998,66.07,65.099998,65.220001,2262400,64.045411
"130",65.580002,66.190002,65.120003,65.5,2172600,64.320367
"131",65.080002,65.239998,63.939999,64.040001,2238300,62.886662
"132",64.68,64.849998,63.139999,63.709999,2128100,62.562603
"133",63.400002,64.940002,62.869999,63.27,1929700,62.130529
"134",63.290001,65.169998,63.23,65.010002,2533500,63.839194
"135",66.169998,67.610001,65.989998,67.610001,3218900,66.392367
"136",67.550003,69.32,67.550003,68.400002,4496800,67.168141
"137",68.199997,68.75,68.010002,68.629997,1771800,67.393994
"138",69.139999,69.400002,68.459999,68.650002,1465600,67.413638
"139",68.940002,69.25,68.379997,68.82,1179000,67.580575
"140",68.800003,68.989998,68.5,68.760002,729600,67.521658
"141",68.589996,68.940002,67.739998,68.190002,2054200,66.961924
"142",68.019997,68.129997,67.25,67.25,1725500,66.03885
"143",67.57,67.75,66.379997,66.5,1756700,65.302357
"144",66.669998,67.209999,65.5,66.019997,2397300,64.830999
"145",65.860001,66.5,65.190002,65.669998,2269700,64.487304
"146",65.900002,65.910004,63.610001,63.860001,3425800,62.709904
"147",64.110001,64.800003,63.18,64.269997,1886500,63.112516
"148",65,66.169998,64.510002,65.43,3472500,64.251628
"149",65.75,66.970001,65.470001,66.440002,2545900,65.24344
"150",66.25,66.449997,64.760002,65.040001,2133100,63.868652
"151",65.690002,66.910004,64.129997,64.75,2142700,63.583874
"152",64.220001,64.730003,63.610001,64.589996,1927000,63.426752
"153",64.610001,64.959999,62.099998,62.279999,3552200,61.158357
"154",62.360001,63.529999,61.759998,63.41,2500300,62.268007
"155",63.630001,63.98,62.34,63.119999,1772100,61.983229
"156",62.709999,63.650002,62.400002,63.290001,1724000,62.150169
"157",63.150002,64.459999,62.32,63.939999,3563300,62.788461
"158",64.150002,64.419998,63.470001,63.98,2594200,62.827741
"159",58.919998,60.240002,56.52,59.060001,15325600,57.996351
"160",59,59,56.5,57.07,8078000,56.042188
"161",58.080002,58.77,57.48,57.529999,7678200,56.493903
"162",57.139999,58.970001,57,58.700001,5046000,57.642834
"163",58.27,58.689999,56.310001,56.439999,5504500,55.423533
"164",56.509998,57.939999,55.889999,57.799999,5027900,56.759041
"165",57.91,59.380001,57.860001,59.25,4239000,58.182927
"166",58.98,60.459999,58.98,59.93,4049100,58.850681
"167",60.119999,60.700001,59.790001,60.41,2189500,59.322036
"168",60.049999,61.25,59.799999,59.939999,4195800,59.391396
"169",59.52,60.75,59,60.400002,3563200,59.847189
"170",60.439999,61.16,59.509998,60.200001,3419200,59.649018
"171",60.27,61.119999,59.93,60.799999,3024800,60.243525
"172",61.34,61.709999,60.860001,61.16,1830000,60.600231
"173",61.830002,62.610001,61.490002,61.84,2566200,61.274008
"174",61.630001,61.799999,60.790001,61.150002,2318300,60.590324
"175",61.060001,61.369999,60.439999,61.18,2173700,60.620048
"176",60.93,61.560001,60.93,61.459999,1291300,60.897484
"177",61.43,62.200001,60.869999,62.18,1746900,61.610896
"178",62.32,62.43,61.700001,61.990002,1555500,61.422636
"179",61.73,61.869999,60,60.700001,3580900,60.144442
"180",60.049999,60.23,59.529999,60.02,3268900,59.470666
"181",60.139999,60.869999,60.130001,60.68,2406000,60.124625
"182",60.509998,61.18,60.169998,61.119999,2752300,60.560596
"183",61.209999,63.389999,61.02,61.560001,4083600,60.996572
"184",60.299999,60.490002,57.810001,58.82,6555700,58.281648
"185",58.48,58.490002,57.23,58.080002,4209500,57.548423
"186",58.119999,58.75,57.400002,58.439999,3474300,57.905125
"187",58.110001,58.490002,56.75,56.900002,3771700,56.379222
"188",56.93,57.869999,56.82,56.98,3283400,56.458488
"189",56.669998,56.799999,54.169998,54.41,6728400,53.912011
"190",54.389999,54.73,53.5,54.360001,4559600,53.862469
"191",52.810001,55.130001,52.549999,54.540001,5734400,54.040822
"192",54.240002,54.639999,52.82,53.759998,4054600,53.267958
"193",54.799999,54.98,53.970001,54.84,4261700,54.338075
"194",54.459999,54.59,53.650002,53.669998,3299200,53.178782
"195",54.650002,55.75,53.889999,55.299999,4951900,54.793864
"196",55.299999,55.880001,55.299999,55.709999,2471200,55.200112
"197",56.16,56.700001,55.700001,56.509998,4848700,55.992789
"198",56.509998,57.119999,55.610001,55.849998,2650800,55.33883
"199",55.540001,56.119999,55.259998,55.330002,2842400,54.823592
"200",55.450001,55.830002,53.439999,53.610001,4358300,53.119333
"201",52.5,54.259998,52.119999,53.529999,4253900,53.040064
"202",53.740002,53.91,52.580002,52.759998,2938000,52.277111
"203",53.23,53.349998,52.529999,53.080002,2209400,52.594185
"204",52.68,52.68,51.740002,52.029999,3776400,51.553793
"205",52.049999,52.330002,51.049999,51.790001,3640900,51.315991
"206",51.57,53.040001,51.32,52.450001,3695500,51.96995
"207",52.049999,53,52,52.740002,2444900,52.257297
"208",52.970001,54.099998,52.939999,53.75,3338900,53.258051
"209",53.84,54.299999,53.07,53.310001,4025900,52.82208
"210",52.880001,54.810001,52.880001,54.689999,3384000,54.189447
"211",54.580002,55.990002,54.560001,55.580002,3725700,55.071304
"212",55.560001,56.18,55.34,55.41,1938700,54.902858
"213",55.970001,56.200001,55.23,55.77,2710600,55.259564
"214",56.27,57.040001,56.25,56.669998,3736100,56.151324
"215",56.099998,56.549999,55.450001,55.959999,4461700,55.447823
"216",56.16,58.57,56.060001,57.43,9537500,56.90437
"217",58,59.48,57.709999,59.139999,4910500,58.598719
"218",59.610001,59.610001,57.919998,58.41,3509800,57.8754
"219",58.099998,58.459999,57.830002,58.23,2271300,57.697048
"220",58.700001,59.389999,58.209999,58.75,2750200,58.212289
"221",58.959999,59.029999,57.900002,58.34,2454400,57.806041
"222",58.349998,58.490002,57.700001,57.919998,2214800,57.389884
"223",58.029999,59.07,57.52,59,3685900,58.460001
"224",57.849998,58.630001,56.68,58.169998,3996600,58.169998
"225",57.740002,59.080002,57.740002,58.720001,3902600,58.720001
"226",58.98,60.09,58.849998,59.630001,3428600,59.630001
"227",59.560001,59.860001,58.740002,59.209999,2072400,59.209999
"228",58.68,58.98,57.290001,57.700001,4155900,57.700001
"229",57.880001,57.950001,55.630001,56.290001,3476700,56.290001
"230",56.459999,57.049999,56.09,56.43,2289000,56.43
"231",56.900002,57.459999,56.580002,57.240002,2389700,57.240002
"232",57.360001,57.470001,56.68,56.759998,1755400,56.759998
"233",56.259998,56.619999,55.59,56.16,1572300,56.16
"234",56.77,57.330002,56.490002,56.59,1611600,56.59
"235",56.970001,57.549999,56.740002,57.43,1493700,57.43
"236",57.669998,57.880001,56.849998,56.889999,2296700,56.889999
"237",56.68,57.200001,56.560001,56.900002,1787500,56.900002
"238",56.900002,56.98,54.360001,55.150002,6444000,55.150002
"239",54.970001,55.43,54.450001,54.599998,3148600,54.599998
"240",54.43,55.610001,54.299999,55.369999,2885900,55.369999
"241",55.419998,56.009998,55.200001,55.790001,1745100,55.790001
"242",55.48,55.669998,54.369999,54.59,2738000,54.59
"243",54.75,55.77,54.630001,55.34,2279100,55.34
"244",55.619999,56.939999,55.619999,56.369999,3711500,56.369999
"245",56.369999,56.400002,55.259998,55.639999,2704600,55.639999
"246",55.740002,55.830002,54.959999,55.200001,2404800,55.200001
"247",55.290001,55.759998,54.950001,55.290001,2610700,55.290001
"248",55.52,56.119999,55.360001,55.669998,1805400,55.669998
"249",55.630001,55.650002,54.299999,54.540001,3304300,54.540001
"250",54.240002,54.540001,53.779999,54.43,2500900,54.43
"251",54.27,54.34,52.669998,53.040001,3753300,53.040001
"252",53.169998,53.209999,52.23,52.619999,4173600,52.619999
"253",53.080002,53.91,52.759998,53.59,3018700,53.59
