"","DD.Open","DD.High","DD.Low","DD.Close","DD.Volume","DD.Adjusted"
"60",66.19,66.379995,65.73,65.819998,3229600,61.304173
"61",65.75,66.330001,65.75,65.919998,2882200,61.397312
"62",65.719998,66.160002,65.660002,65.999998,3364300,61.471824
"63",66.01,66.089996,65.349995,65.359997,3499600,60.875732
"64",65.559997,65.679998,65.209999,65.269995,3040700,60.791905
"65",65.149999,65.359997,64.629994,65.209999,2927300,60.736025
"66",65.019997,65.230003,64.789998,65.129995,2450900,60.66151
"67",65.220001,65.349995,64.519996,64.779996,3362700,60.335525
"68",64.959997,65.410003,64.749998,65.300001,3150600,60.819853
"69",65.099997,66.169996,65.040001,65.83,4122800,61.313489
"70",68.330003,69.309992,68.189999,69.249996,18025900,64.498844
"71",69.779999,71.419993,69.750001,71.199997,13889900,66.315057
"72",71.769992,72.149996,71.220001,71.249999,9517900,66.361629
"73",71.249999,71.999998,70.999997,71.489999,5971400,66.585163
"74",71.169999,71.489999,70.86,71.039997,5136800,66.166034
"75",71.059993,72.919999,71.019993,72.829997,8129300,67.833225
"76",72.469997,72.709997,71.779994,71.789996,5549300,66.864577
"77",71.89,72.660003,71.719998,72.499995,3477400,67.525864
"78",71.81,72.349996,71.629995,72.05,4541800,67.106743
"79",72.099994,72.279998,71.569999,71.759998,4964600,66.836637
"80",71.129999,71.349995,69.849997,70.480004,8881700,65.644462
"81",70.230002,70.639996,69.720003,70.230002,5527700,65.411612
"82",70.440004,71.099993,70.209998,70.639996,4331600,65.793477
"83",70.729998,70.980001,69.949993,70.160004,4201600,65.346416
"84",69.769997,69.870001,68.979998,69.000002,4598200,64.266001
"85",68.83,68.859998,67.819996,68.519993,9672400,63.818925
"86",68.519993,68.609995,67.18,67.309998,6826100,62.691946
"87",68.089995,68.160001,66.480003,66.539999,8603400,61.974775
"88",66.19,66.790001,65.620002,65.709996,6151300,61.201718
"89",65.919998,66.239994,65.369999,65.879994,7512200,61.360053
"90",64.910003,66.739995,64.550002,66.429997,12790400,61.87232
"91",65.61,66.679999,65.499997,66.23,10096800,61.686046
"92",66.769993,67.339996,66.579999,66.980003,7355100,62.384592
"93",67.010001,67.929995,66.949993,67.809994,5741000,63.157638
"94",68.269991,68.859998,68.080001,68.819998,6667500,64.098347
"95",69.419999,69.939999,68.63,68.650004,5576000,63.940016
"96",69.160002,69.279994,68.249995,68.589991,7036900,63.884121
"97",68.760002,69.169996,68.139997,69.000002,4783600,64.266001
"98",68.680002,68.819998,67.669998,67.879993,7778400,63.222834
"99",68.569995,68.899998,67.330002,67.949999,6860100,63.288037
"100",67.940005,67.949999,66.219998,66.800003,15325200,62.216941
"101",66.650001,67.8,66.510001,67.660004,6711500,63.017939
"102",68.410003,69.179998,68.109999,69.15,6257800,64.405708
"103",69.15,69.400003,68.269991,68.879994,4319500,64.154226
"104",69.050004,69.319994,68.199993,68.509999,4343000,63.809617
"105",68.79,69.830001,68.680002,69.809997,3790900,65.020423
"106",69.699999,70.599996,69.619999,70.120003,4628000,65.309161
"107",70.110001,70.510002,69.939999,70.410006,4291200,65.579266
"108",70.099999,70.800004,70.029993,70.729998,2669400,65.877304
"109",70.669994,70.969999,70.629994,70.809998,2747300,65.951816
"110",70.339992,70.54,69.959995,70.480004,2890500,66.083087
"111",70.719996,71.209999,70.22,70.550002,3235300,66.148718
"112",70.54,71.249999,70.5,70.800004,3208800,66.383124
"113",70.369998,70.709994,70.209998,70.470002,2366600,66.073709
"114",70.559996,71.369999,70.329998,71.160005,2691600,66.720666
"115",71.220001,71.409999,70.910002,71.249999,2125600,66.805045
"116",70.749994,71.489999,70.62,71.429995,2204400,66.973812
"117",72.099994,72.709997,71.999998,72.149996,3466100,67.648896
"118",72.119998,72.21,71.470003,72.149996,3249100,67.648896
"119",72.139994,72.149996,71.460001,71.679997,3512300,67.208218
"120",71.739994,71.789996,71.059993,71.470003,2784300,67.011325
"121",71.550003,72.019994,71.230003,71.399997,2247300,66.945686
"122",71.319997,71.379993,70.480004,71.079997,3212400,66.645649
"123",71.279997,71.769992,71.039997,71.69,2513000,67.217596
"124",71.470003,72.29,71.220001,72.25,3331500,67.742661
"125",72.109996,72.580003,71.719998,72.37,3011100,67.855175
"126",72.530001,73.529994,72.499995,73.069997,3532500,68.511503
"127",73.059995,73.159999,72.269996,72.679999,3794200,68.145834
"128",72.300002,72.940003,71.799998,72.159998,3945600,67.658274
"129",72.089992,72.180002,70.980001,71.230003,3686600,66.786297
"130",71.559997,72.459994,71.389995,71.629995,2730300,67.161336
"131",71.069995,71.140001,69.309992,69.35,4402900,65.023579
"132",69.400003,69.870001,68.899998,69.269992,4355600,64.948562
"133",69.010004,70.440004,68.539997,68.619997,3341700,64.339117
"134",69.03,70.339992,68.730004,70.26,3862700,65.876807
"135",71.059993,72.25,70.66,72.230004,4305400,67.723913
"136",72.519999,73.8,71.97,73.290002,7374100,68.717782
"137",72.809993,74.219997,72.339994,74.139997,4029300,69.51475
"138",74.249995,75.819999,74.249995,75.19,3575500,70.499248
"139",75.319994,75.379998,74.769996,74.79,1285600,70.124202
"140",74.929996,75.480002,74.809996,75.129996,1895100,70.442988
"141",74.919994,75.129996,74.379997,74.83,2097800,70.161707
"142",74.459997,74.979998,74.419997,74.589991,1751100,69.936671
"143",74.979998,75.299998,73.859996,73.940004,2010500,69.327234
"144",73.839992,74.109999,73.260004,73.709998,3217300,69.111577
"145",73.499996,73.64,71.439997,71.719998,4991700,67.245723
"146",71.349995,72.069996,70.190002,70.889998,5722900,66.467504
"147",71.329999,72.359998,71.079997,72.309996,4601000,67.798914
"148",72.869997,74.969996,72.869997,74.529995,5403000,69.880418
"149",75.529996,75.769997,73.179995,73.499996,7330500,68.914675
"150",74.179997,74.899998,72.940003,74.410003,6508000,69.767912
"151",74.849996,75.689997,72.610001,73.139995,6166800,68.577134
"152",72.869997,73.119999,72.029996,72.949997,3382300,68.398989
"153",72.949997,74.099997,72.819995,73.149997,5413900,68.586512
"154",73.44,74.360001,72.839991,74.249995,4019600,69.617886
"155",75.169996,75.169996,73.370002,74.360001,3352100,69.721029
"156",74.089995,74.529995,73.519992,74.179997,3134600,69.552254
"157",74.499997,75.15,73.809994,75.089996,3077900,70.405483
"158",74.859998,74.949992,73.549998,73.789998,3672700,69.186586
"159",73.970002,74.449995,73.379996,74.109999,2949900,69.486623
"160",71.989996,73.839992,71.500001,73.179995,5657900,68.614638
"161",72.230004,73.129993,71.589995,71.709996,4471100,67.236345
"162",71.049999,72.900003,70.959997,72.709997,5591300,68.173961
"163",72.089992,72.789997,71.140001,71.209999,5720800,66.767541
"164",71.559997,71.789996,70.510002,71.609999,4504200,67.142587
"165",72.21,73.869998,72.05,73.330002,5129000,68.755286
"166",73.24,74.160001,73.010001,73.739996,5209400,69.139703
"167",74.179997,76.049997,73.829998,75.999995,8058700,71.258712
"168",75.800003,76.449998,75.499998,76.099999,5010900,71.352477
"169",75.499998,76.249997,75.219998,75.720003,4440500,70.996187
"170",75.959995,76.219999,75.299998,75.979999,3683100,71.239963
"171",75.410004,75.649997,74.749999,75.249996,3199100,70.99466
"172",75.529996,76.319996,75.459998,76.289997,3418200,71.97585
"173",76.089997,76.66,75.999995,76.179999,2405900,71.872072
"174",75.760003,76.550002,75.599995,76.430002,2913700,72.107937
"175",76.049997,76.339992,75.710001,76.309994,2375600,71.994715
"176",75.839995,76.449998,75.739999,76.080003,2375000,71.777731
"177",75.999995,76.689998,75.259998,76.669994,4090700,72.334358
"178",76.449998,77.489999,76.259999,77.460001,3585100,73.07969
"179",77.389995,78.139994,77.209999,77.900002,3521800,73.494809
"180",77.940002,78.079998,77.460001,77.900002,3625000,73.494809
"181",77.769991,78.180002,77.689999,78.029996,2626600,73.617452
"182",77.689999,78.079998,77.480005,77.85,3786800,73.447635
"183",77.85,78.559998,77.540001,78.489992,3436500,74.051436
"184",77.89,78.349996,77.669995,78.069996,4234500,73.65519
"185",77.980002,78.349996,77.609999,78.119998,3284700,73.702365
"186",78.269996,78.379994,77.779993,78.319998,3855100,73.891055
"187",76.989994,78.17,76.430002,78.139994,7960200,73.72123
"188",78.139994,78.629997,77.940002,78.57,9484800,74.12692
"189",77.540001,78.779995,77.540001,78.769993,8182500,74.315603
"190",78.629997,79.370002,78.419994,79.290001,7944000,74.806205
"191",79.449994,80.410003,79.199991,80.400001,8252900,75.853435
"192",80.160001,80.650003,79.469998,80.499997,9376100,75.947777
"193",78.789997,79.230005,76.9,77.069994,16757300,72.711738
"194",76.059999,76.46,74.309999,74.680001,17346700,70.456898
"195",74.229999,76.249997,73.769994,76.009997,8948500,71.711683
"196",75.800003,75.910001,74.469999,74.509999,6296400,70.296509
"197",74.339997,74.919994,74.000001,74.339997,8932300,70.13612
"198",74.059997,74.959994,73.869998,74.419997,4522500,70.211597
"199",74.109999,74.559993,73.589998,73.6,4204500,69.43797
"200",73.779996,74.010003,72.019994,72.029996,5342000,67.956748
"201",71.709996,72.039998,71.260001,71.759998,4849900,67.702018
"202",71.749996,72.33,71.550003,71.649999,4369200,67.59824
"203",72.05,73.199991,72.05,72.580003,4290100,68.475653
"204",72.21,72.339994,71.359997,71.470003,5004500,67.428423
"205",71.540001,71.609999,70.58,70.980001,5584900,66.96613
"206",71.009999,71.649999,70.709994,71.389995,9335500,67.352939
"207",70.639996,72.139994,70.62,71.999998,5707600,67.928447
"208",71.989996,72.859995,71.599997,71.669995,3838900,67.617106
"209",71.949996,72.300002,71.190003,71.739994,2909000,67.683145
"210",71.830004,72.419994,71.649999,71.93,2339200,67.862407
"211",71.999998,72.25,71.669995,72.230004,2402200,68.145446
"212",72.230004,72.580003,71.860002,71.959998,2598800,67.890709
"213",71.999998,72.439998,71.629995,72.260002,2100000,68.173748
"214",72.279998,72.749997,72.01,72.099994,3560100,68.022788
"215",71.89,72.679999,71.599997,72.25,3460900,68.164312
"216",71.599997,71.949996,71.230003,71.550003,4221300,67.503899
"217",71.959998,72.879999,71.940002,72.839991,6606000,68.720939
"218",72.300002,72.829997,70.42,70.689998,8152200,66.692527
"219",70.649998,71.559997,69.730005,71.439997,6013900,67.400114
"220",71.480005,71.569999,70.760004,70.790002,4964900,66.786876
"221",71.309995,71.540001,70.830002,71.519997,3960600,67.47559
"222",71.820002,75.529996,71.699993,74.809996,13283700,70.579541
"223",75.360002,75.800003,74.699997,74.819998,6501300,70.588977
"224",74.389999,74.749999,73.989998,74.179997,4952700,69.985168
"225",74.080001,74.249995,72.959999,73.199991,3705600,69.060581
"226",73.970002,74.480001,73.819996,74.040001,3244500,69.853089
"227",74.300005,74.599993,73.940004,74.029999,2880100,69.843652
"228",73.620004,74.109999,72.359998,72.789997,3865700,68.673772
"229",73.339996,73.809994,72.269996,72.719999,3979100,68.607732
"230",72.499995,73.429998,72.279998,73.330002,3849100,69.18324
"231",74.249995,75.360002,74.149999,75.279994,6905900,71.022961
"232",75.050004,75.519994,74.819998,75.400002,6156900,71.136183
"233",74.839994,75.129996,74.229999,74.849996,6382300,70.617279
"234",69.870001,70.749994,69.279994,69.329996,35649200,65.840452
"235",69.999995,70.809998,69.550001,69.669993,16050200,66.163336
"236",69.819999,70.749994,69.669993,70.249998,10306000,66.714148
"237",70.3,70.42,69.919995,69.989993,5651300,66.46723
"238",70.18,71.379993,70.139999,71.249999,5837300,67.663817
"239",71.439997,71.439997,70.5,70.66,4763100,67.103514
"240",70.62,71.099993,70.430002,70.980001,4080700,67.407408
"241",70.910002,71.110003,70.639996,70.790002,2722600,67.226973
"242",70.709994,70.879996,70.110001,70.749994,4348300,67.188978
"243",70.719996,71.180001,70.529998,70.78,4213200,67.217474
"244",70.5,71.500001,70.5,71.439997,3687900,67.844252
"245",71.239997,71.480005,70.879996,71.009999,5839200,67.435896
"246",71.379993,71.900002,70.910002,71.639997,4079500,68.034186
"247",71.510003,71.779994,70.870002,71.269995,13180900,67.682806
"248",71.699993,71.779994,71.209999,71.269995,5510200,67.682806
"249",70.709994,70.929999,69.550001,69.689997,5937800,66.182333
"250",69.689997,69.790001,69.03,69.07,4877500,65.593542
"251",69.000002,69.619999,68.849996,69.410005,3568400,65.916434
"252",69.519995,69.959995,69.179998,69.209996,4301200,65.726492
"253",69.199994,70.110001,69.19,69.689997,3069100,66.182333
