"","JOY.Open","JOY.High","JOY.Low","JOY.Close","JOY.Volume","JOY.Adjusted"
"93",51.93,52.439999,50.66,51.139999,1097100,50.446392
"94",51.43,52.27,51.43,52.18,866500,51.472287
"95",52.18,52.360001,50.849998,50.939999,927300,50.249104
"96",51.860001,52.970001,51.639999,52.700001,1843100,51.985235
"97",52.689999,53.290001,52.060001,53.25,1028600,52.527775
"98",52.75,52.790001,51.310001,51.700001,1111400,50.998798
"99",52.290001,53.380001,52.290001,53.310001,845500,52.586962
"100",53.549999,53.790001,51.709999,51.950001,1113500,51.245407
"101",51.48,52.290001,51.299999,52,759200,51.294728
"102",52.639999,52.810001,52.09,52.630001,880400,51.916185
"103",52.639999,52.900002,51.98,52.310001,996300,51.600525
"104",52.139999,52.41,51.310001,51.990002,1515700,51.284866
"105",52.389999,52.830002,51.779999,52.720001,935200,52.004964
"106",52.720001,53.880001,52.580002,53.82,803300,53.090043
"107",53.779999,54.889999,53.77,54.779999,1049800,54.037022
"108",54.91,55.400002,54.700001,54.869999,924400,54.125802
"109",54.43,54.560001,53.509998,54.07,973700,53.336653
"110",53.740002,54.240002,53.299999,53.75,676600,53.020993
"111",53.700001,53.82,52.310001,52.610001,776400,51.896456
"112",52.459999,53.41,52.349998,53.259998,622400,52.537637
"113",53.16,53.66,52.540001,53.43,722000,52.705334
"114",53.43,54.139999,53.32,53.740002,580400,53.01113
"115",53.459999,53.75,52.200001,52.25,1056900,51.541338
"116",51.25,52.48,51.060001,52.43,1050200,51.718897
"117",53.48,55.060001,53.459999,53.73,1816500,53.001264
"118",53.810001,54.32,52.650002,53.029999,1110400,52.310757
"119",53.200001,53.5,52.470001,53.310001,1083600,52.586962
"120",53.220001,53.34,52.34,52.66,677400,51.945777
"121",52.279999,52.279999,48.360001,49.040001,1800300,48.374875
"122",49.02,50.459999,48.759998,50.290001,2164800,49.607922
"123",50.32,50.5,49.759998,50.310001,1626700,49.825806
"124",50.5,54.189999,50.299999,52.220001,4309100,51.717423
"125",51.57,52.490002,51.18,51.5,2011100,51.004351
"126",51.43,51.830002,50.970001,51.380001,1079700,50.885507
"127",51.130001,51.59,50.040001,50.169998,1945400,49.68715
"128",49.57,51.16,49.450001,50.740002,1402500,50.251668
"129",50.27,51.169998,49.82,49.93,2111700,49.449462
"130",50,50.549999,48.970001,49.080002,1367400,48.607644
"131",48.299999,48.299999,45.73,46.279999,3329700,45.834589
"132",46.610001,47.09,45.73,45.91,1955600,45.468151
"133",45.799999,47.040001,45.75,46.049999,2568600,45.606803
"134",45,46.610001,44.450001,46.139999,6328700,45.695937
"135",47.25,47.400002,45.860001,46.509998,2916500,46.062375
"136",46.57,47.490002,46.439999,47.07,2013100,46.616987
"137",47.110001,47.490002,46.93,47.049999,1017000,46.597179
"138",47.27,48.540001,47.16,47.919998,1168100,47.458804
"139",48.110001,48.529999,47.939999,48.23,527400,47.765822
"140",48.48,49.02,48.139999,48.720001,738400,48.251108
"141",48.75,48.75,48.07,48.41,720200,47.94409
"142",48.169998,48.259998,47.139999,47.66,732200,47.201308
"143",47.799999,47.93,46.5,46.52,1045800,46.072281
"144",46.599998,47.220001,46.040001,46.990002,760400,46.537758
"145",46.5,46.549999,44.970001,45.439999,1409800,45.002673
"146",45.52,45.759998,44.029999,44.5,1647800,44.071721
"147",44.150002,44.400002,42.720001,43.02,2790600,42.605966
"148",43.450001,44.150002,42.77,44.139999,3099600,43.715185
"149",44.080002,44.380001,43.549999,44.189999,1811600,43.764703
"150",43.470001,43.849998,42.02,43.34,1800700,42.922885
"151",43.48,43.669998,42.560001,43.209999,1392500,42.794136
"152",42.470001,43.610001,42.16,43.43,2059800,43.012019
"153",43.43,44.09,42.369999,42.389999,1329100,41.982028
"154",42.389999,42.470001,41.889999,42.189999,1292200,41.783952
"155",42.360001,42.669998,41.98,42.529999,724200,42.12068
"156",42.25,43.150002,42.139999,43.09,872800,42.675292
"157",44.75,45.25,43.919998,44.299999,1553700,43.873645
"158",43.799999,43.869999,43.02,43.150002,853900,42.734715
"159",43.130001,43.650002,42.889999,43.610001,648400,43.190287
"160",41.669998,42.290001,40.970001,41.290001,1962400,40.892616
"161",41.790001,42.02,40.66,40.810001,1406000,40.417236
"162",40.830002,42.700001,40.799999,42.48,1508000,42.071162
"163",42.369999,42.599998,41.77,41.939999,965500,41.536358
"164",42.130001,43.360001,41.939999,43.240002,1883600,42.823849
"165",43.84,44.380001,43.75,44.169998,1690500,43.744895
"166",43.759998,44.27,43.23,43.369999,1172000,42.952596
"167",43.810001,44.200001,43.32,44.040001,788100,43.616149
"168",43.98,44.790001,43.98,44.75,1430600,44.319315
"169",44.689999,45.25,44.48,44.779999,1190900,44.349025
"170",44.970001,44.970001,43.57,43.84,693700,43.418073
"171",43.720001,44.299999,43.139999,44.110001,1206100,43.685475
"172",44.880001,44.939999,43.5,43.790001,1534100,43.368555
"173",44.200001,45.080002,44.099998,44.139999,1953300,43.715185
"174",44.07,44.529999,43.91,44.290001,2122800,43.863743
"175",44.279999,44.970001,44.110001,44.470001,924800,44.042011
"176",44.07,44.540001,43.599998,44.16,904100,43.734993
"177",43.93,44.959999,43.419998,44.799999,1275700,44.368833
"178",44.389999,44.93,44.110001,44.68,825100,44.249989
"179",44.950001,45.290001,44.639999,44.98,647500,44.547101
"180",44.919998,45.220001,44.68,45.07,684700,44.636235
"181",45.169998,45.290001,44.5,44.720001,730200,44.289605
"182",44.689999,45,44.259998,44.32,697500,43.893453
"183",44.119999,44.119999,43.060001,43.66,1359400,43.435816
"184",43.369999,43.689999,42.900002,42.970001,1110500,42.749361
"185",42.959999,42.98,41.82,42.130001,1649700,41.913674
"186",39.560001,40.360001,38.639999,39.939999,8929600,39.734916
"187",39.599998,39.84,38.740002,39.049999,3351400,38.849487
"188",39,39.279999,38.700001,39,1832500,38.799744
"189",38.490002,39.060001,38.060001,38.68,2859500,38.481388
"190",38.560001,38.709999,37.77,38.009998,1665400,37.814826
"191",38.380001,39.700001,38.299999,39.459999,1920700,39.257381
"192",39.450001,39.450001,38.599998,39.029999,1931200,38.829589
"193",39.240002,39.66,38.759998,39.630001,1341300,39.42651
"194",39.400002,39.619999,39.16,39.18,1635900,38.97882
"195",38.77,40.599998,38.509998,40.32,2049700,40.112966
"196",39.970001,39.970001,38.91,39.150002,1300900,38.948976
"197",39.48,40.529999,39.279999,40.41,1996000,40.202504
"198",40.450001,41.049999,40.419998,40.66,1667200,40.45122
"199",40.59,41.060001,40.23,40.419998,1438800,40.212451
"200",40.610001,40.619999,39.57,39.970001,1378900,39.764765
"201",39.830002,40.450001,39.049999,39.16,1394600,38.958923
"202",39,39.009998,38.259998,38.59,1441400,38.39185
"203",38.68,40.060001,38.68,39.799999,1144200,39.595636
"204",39.400002,39.5,38.77,39.18,906900,38.97882
"205",39.139999,39.5,38.849998,38.919998,836200,38.720153
"206",38.880001,39.630001,38.880001,39.049999,967400,38.849487
"207",38.830002,39.82,38.830002,39.459999,1349200,39.257381
"208",39.549999,39.630001,38.830002,38.900002,1106800,38.700259
"209",38.970001,40,38.77,39.290001,2219900,39.088256
"210",39.200001,39.68,38.98,39.189999,1313400,38.988767
"211",39.330002,39.799999,39.119999,39.299999,1330300,39.098203
"212",39.150002,39.16,38.450001,38.509998,1285000,38.312259
"213",38.669998,39.310001,38.400002,39.209999,1321700,39.008665
"214",39.450001,40.48,39.23,40.07,1219900,39.86425
"215",40,41.130001,39.900002,40.900002,3257400,40.68999
"216",40.360001,40.900002,40.23,40.799999,2223600,40.590501
"217",40.939999,41.299999,40.619999,40.709999,1528400,40.500963
"218",40.779999,40.959999,39.419998,39.619999,3963200,39.41656
"219",39.630001,40.130001,39.060001,39.880001,1458700,39.675227
"220",40.18,40.740002,39.990002,40.389999,1187600,40.182606
"221",40.32,40.669998,39.959999,40.549999,1674700,40.341785
"222",40.700001,43.400002,40.459999,42.02,2909300,41.804238
"223",42.02,42.380001,41.470001,41.830002,1593900,41.615215
"224",41.5,43.049999,41.5,42.639999,2293700,42.421053
"225",42.349998,42.849998,41.919998,42.639999,1765100,42.421053
"226",42.810001,43.189999,42.549999,42.91,1117200,42.689667
"227",43.040001,43.139999,42.389999,42.900002,1238800,42.67972
"228",42.91,43.950001,42.709999,43.400002,2482700,43.177153
"229",43.810001,43.810001,42.529999,42.73,1167200,42.510591
"230",42.490002,42.529999,41.540001,41.68,1163800,41.465983
"231",42.060001,42.259998,41.5,42.029999,1403200,41.814185
"232",42.77,44.75,42.68,44.220001,3652500,43.992942
"233",44.209999,44.209999,43.139999,43.41,1311300,43.1871
"234",43.59,43.860001,42.970001,43.200001,1640300,42.978179
"235",43.400002,43.790001,43.16,43.380001,1108900,43.157255
"236",43.16,43.310001,42.110001,42.82,1511600,42.600129
"237",42.82,43.279999,42.380001,43.110001,1218600,42.888641
"238",42.959999,43.25,40.779999,41.610001,2718700,41.396343
"239",41.759998,42.049999,41.240002,41.540001,1423500,41.326703
"240",41.66,42.740002,41.52,42.639999,1201500,42.421053
"241",42.82,43,42.07,42.259998,1019600,42.043003
"242",42,42.099998,40.759998,41.009998,2068800,40.799422
"243",41.150002,41.630001,40.860001,40.939999,1988000,40.729782
"244",41.060001,41.060001,39.150002,39.650002,2995000,39.446408
"245",39.459999,39.610001,38.599998,38.939999,6150400,38.740051
"246",39.07,39.299999,38.41,38.950001,2363600,38.750002
"247",38.779999,39.630001,38.669998,39.25,2000700,39.25
"248",39.25,39.48,38.790001,38.93,2411300,38.93
"249",38.709999,39.98,38.389999,38.619999,2515800,38.619999
"250",38.48,39.209999,38.400002,38.849998,1469400,38.849998
"251",38.720001,38.82,38.189999,38.52,1422700,38.52
"252",39.119999,41,38.790001,39.07,3252000,39.07
"253",39.650002,40.490002,39.330002,40.200001,1589900,40.200001
