"","CINF.Open","CINF.High","CINF.Low","CINF.Close","CINF.Volume","CINF.Adjusted"
"49",48.029999,48.349998,47.799999,47.919998,452800,46.243882
"50",47.950001,48.040001,47.790001,48.009998,295700,46.330735
"51",47.849998,48.32,47.849998,48.09,368200,46.407938
"52",48.099998,48.57,47.900002,48.549999,457700,46.851848
"53",48.610001,48.639999,48.23,48.240002,369000,46.552693
"54",48.549999,48.689999,48.259998,48.619999,352200,46.919399
"55",48.619999,48.810001,48.5,48.52,352700,46.822898
"56",48.43,48.610001,48.380001,48.459999,481800,46.764995
"57",48.23,48.389999,48.150002,48.23,551900,46.543041
"58",48.23,48.279999,47.970001,48.09,873800,46.407938
"59",48.279999,48.549999,48.150002,48.279999,497400,46.591291
"60",48.509998,48.59,48.040001,48.060001,817100,46.378989
"61",48.119999,48.380001,48.009998,48.150002,531000,46.465841
"62",48.119999,48.68,48.09,48.66,608400,46.958001
"63",48.639999,48.860001,48.18,48.490002,517700,46.793949
"64",48.360001,48.470001,48,48.060001,339700,46.378989
"65",48.110001,48.349998,47.970001,48.150002,297600,46.465841
"66",47.950001,48.299999,47.950001,48.25,379900,46.562342
"67",48.240002,48.290001,47.950001,48.040001,480700,46.359688
"68",47.68,48.049999,47.48,47.91,409300,46.661609
"69",47.740002,48.110001,47.689999,47.939999,463100,46.690826
"70",48.119999,48.189999,47.830002,47.990002,321900,46.739526
"71",48.02,48.369999,47.93,48.23,368900,46.97327
"72",48.43,48.540001,48.040001,48.380001,1172600,47.119363
"73",48.330002,48.619999,48.009998,48.07,425600,46.817439
"74",47.98,48.060001,47.369999,47.369999,451100,46.135679
"75",47.450001,47.830002,47.34,47.759998,510600,46.515516
"76",47.580002,47.75,46.950001,46.970001,738300,45.746104
"77",47.080002,47.41,46.799999,47.220001,391200,45.989589
"78",48.689999,48.689999,46.82,47.330002,523800,46.096724
"79",47.32,47.77,46.93,47.049999,598900,45.824017
"80",46.91,47.02,46.540001,46.619999,572100,45.405221
"81",46.529999,47.029999,46.41,46.84,491900,45.61949
"82",47.169998,47.669998,46.919998,47.630001,631000,46.388906
"83",47.790001,48.049999,47.310001,47.459999,416800,46.223334
"84",47.150002,47.349998,46.77,46.77,584900,45.551314
"85",46.860001,47.630001,46.549999,47.59,567000,46.349947
"86",47.529999,47.689999,46.639999,46.689999,728100,45.473397
"87",46.700001,47.400002,46.560001,46.75,677300,45.531835
"88",46.830002,47.150002,46.389999,46.41,626700,45.200694
"89",46.459999,46.959999,46.41,46.59,897700,45.376004
"90",46.27,46.330002,45.09,46.110001,857500,44.908512
"91",45.459999,46.240002,45.119999,46.080002,608100,44.879295
"92",46.389999,46.900002,46.02,46.810001,1632400,45.590273
"93",46.599998,47.150002,46.560001,47.150002,597100,45.921414
"94",47.389999,48.27,47.360001,48.209999,682300,46.953791
"95",48.25,48.57,48.080002,48.119999,574500,46.866136
"96",48.599998,48.709999,48.220001,48.299999,519100,47.041446
"97",48.310001,48.77,48.27,48.740002,529000,47.469983
"98",48.52,49.049999,48.41,49.009998,405800,47.732945
"99",49.110001,49.330002,48.950001,49.310001,497300,48.02513
"100",49.240002,49.599998,48.950001,49.439999,777400,48.15174
"101",49.43,50.02,49.099998,49.919998,472700,48.619233
"102",50.490002,50.619999,50.139999,50.470001,834100,49.154904
"103",49.700001,50.77,49.700001,50.599998,695700,49.281514
"104",50.560001,50.939999,50.5,50.91,522800,49.583438
"105",51.119999,51.119999,50.759998,51.110001,507300,49.778227
"106",51.099998,51.220001,50.759998,51.18,309200,49.846403
"107",51.099998,51.290001,50.860001,51.110001,527900,49.778227
"108",51.18,51.43,51.110001,51.43,316700,50.089889
"109",51.34,51.43,51,51.18,453300,49.846403
"110",51.09,51.389999,50.82,51.27,370100,49.934058
"111",51.389999,51.669998,51.169998,51.369999,327600,50.031451
"112",51.23,51.48,50.91,51.040001,315700,49.710051
"113",50.799999,51.040001,50.720001,50.98,347800,49.651613
"114",50.990002,51.330002,50.779999,50.959999,500100,49.632134
"115",50.82,50.950001,50.43,50.779999,764700,49.456824
"116",50.669998,51.040001,50.669998,50.900002,548500,49.5737
"117",51.330002,51.330002,50.869999,51.09,521600,49.758748
"118",51.889999,51.889999,51.240002,51.310001,465000,49.973016
"119",51.25,51.5,50.34,50.459999,1300100,49.145163
"120",50.5,50.880001,50.369999,50.880001,407600,49.554221
"121",51,51.34,50.880001,50.950001,229200,49.622396
"122",50.75,51.049999,50.669998,50.810001,419000,49.486045
"123",50.740002,51.330002,50.740002,51.279999,406500,49.943796
"124",51.419998,51.59,51.200001,51.369999,450600,50.031451
"125",51.240002,51.450001,51.189999,51.400002,513500,50.060671
"126",51.450001,51.849998,51.400002,51.529999,316000,50.187281
"127",51.299999,52.259998,51.119999,52.240002,691400,50.878784
"128",51.959999,52.240002,51.700001,52.119999,581600,50.761908
"129",51.900002,52.299999,51.52,51.540001,570700,50.197023
"130",51.830002,52.439999,51.48,51.869999,487400,50.518422
"131",51.48,51.889999,50.880001,50.889999,527300,49.563958
"132",50.68,50.91,49.68,50.029999,593300,49.151335
"133",49.950001,50.759998,49.73,50.02,505100,49.141512
"134",50.310001,50.869999,49.869999,50.740002,550700,49.848868
"135",50.900002,51.529999,50.900002,51.509998,701100,50.605341
"136",51.59,51.950001,51.389999,51.580002,1451900,50.674115
"137",51.299999,52.099998,50.93,51.990002,398600,51.076914
"138",55.349998,55.349998,52.060001,52.369999,442000,51.450238
"139",52.380001,52.509998,51.740002,52.18,440200,51.263576
"140",52.299999,52.52,52.209999,52.310001,263300,51.391294
"141",52.349998,52.880001,52.23,52.400002,280800,51.479714
"142",52.25,52.59,52.060001,52.439999,242500,51.519008
"143",52.529999,52.880001,51.830002,51.830002,343800,50.919725
"144",52,52.310001,51.240002,51.610001,386600,50.703587
"145",51.299999,51.470001,50.720001,50.869999,605700,49.976582
"146",50.869999,51.099998,50.119999,50.48,576100,49.593432
"147",50.790001,51.189999,50.470001,51.169998,490500,50.271312
"148",51.669998,52.389999,51.27,52.259998,550500,51.342169
"149",52.41,52.470001,51.490002,51.689999,484000,50.78218
"150",51.810001,52.060001,51.16,51.389999,425000,50.48745
"151",51.509998,52.279999,51.049999,51.360001,539900,50.457978
"152",50.830002,51.900002,50.330002,50.919998,461900,50.025703
"153",50.810001,51.299999,50.599998,50.91,634200,50.01588
"154",50.880001,51.759998,50.720001,51.75,531600,50.841128
"155",51.970001,52.049999,50.919998,51.360001,496800,50.457978
"156",51.369999,51.5,50.84,51.25,511900,50.349909
"157",51.529999,52.59,51.16,52.540001,477400,51.617254
"158",52.549999,52.580002,52,52.049999,430800,51.135858
"159",52.130001,52.490002,51.610001,52.490002,501400,51.568133
"160",52.029999,52.490002,51.950001,52.200001,409900,51.283225
"161",52.439999,52.5,51.310001,51.32,675300,50.41868
"162",51.459999,52.040001,51.130001,51.900002,626600,50.988495
"163",51.43,51.77,50.389999,50.509998,1801900,49.622904
"164",50.720001,51.5,50.25,51.439999,652400,50.536571
"165",51.59,52.139999,51.490002,52.099998,675100,51.184979
"166",51.849998,52.700001,51.740002,52.470001,716500,51.548484
"167",52.560001,52.639999,51.310001,51.889999,941200,50.978668
"168",52.119999,52.5,51.740002,51.939999,703200,51.02779
"169",51.630001,51.77,51.279999,51.619999,497900,50.71341
"170",51.849998,51.939999,51.360001,51.509998,665700,50.605341
"171",51.509998,51.939999,51.48,51.779999,478400,50.8706
"172",51.900002,52.27,51.869999,52.189999,385900,51.273399
"173",52.119999,52.459999,52.029999,52.459999,568000,51.538657
"174",52.330002,52.759998,52.290001,52.48,360600,51.558307
"175",52.23,52.380001,51.84,52.279999,290100,51.361818
"176",52.080002,52.490002,52.080002,52.349998,289300,51.430589
"177",52.119999,52.619999,51.740002,52.580002,462600,51.656553
"178",52.720001,52.720001,52.27,52.560001,401000,51.636903
"179",52.610001,53.119999,52.560001,53.02,351500,52.088824
"180",53.09,53.130001,52.720001,52.93,546400,52.000404
"181",52.810001,53.110001,52.689999,53.009998,343800,52.078997
"182",53.09,53.169998,52.75,52.759998,333400,51.833388
"183",52.75,53.060001,52.400002,53.029999,471900,52.098646
"184",52.790001,52.880001,52.490002,52.799999,391100,51.872686
"185",52.639999,52.799999,52.23,52.369999,457000,51.450238
"186",52.34,52.84,52.209999,52.75,408100,51.823565
"187",52.619999,53.169998,52.419998,52.470001,610400,51.548484
"188",52.380001,52.970001,52.279999,52.740002,373300,51.813742
"189",52.209999,52.419998,51.799999,51.799999,494800,50.890249
"190",51.790001,52.369999,51.630001,52.16,391300,51.243927
"191",52.48,53.389999,52.349998,53.349998,439800,52.413026
"192",53.279999,53.330002,52.669998,53.119999,545500,52.187066
"193",52.990002,53.810001,52.639999,53.669998,535400,53.187995
"194",52.189999,53.549999,52.189999,53.48,461500,52.999703
"195",53.419998,54.299999,52.990002,54.060001,603200,53.574496
"196",53.939999,54.09,53.419998,53.790001,351600,53.30692
"197",53.889999,54.68,53.82,54.610001,1465800,54.119555
"198",54.610001,54.919998,54.48,54.490002,569600,54.000634
"199",54.349998,54.400002,53.889999,54.029999,363400,53.544762
"200",53.959999,53.959999,53.080002,53.09,741500,52.613206
"201",52.82,53.189999,52.669998,52.98,488400,52.504193
"202",52.849998,53.029999,52.68,52.93,328600,52.454643
"203",53.02,53.830002,52.84,53.630001,334300,53.148357
"204",53.290001,53.419998,52.98,53.279999,726100,52.801498
"205",53.290001,53.529999,52.779999,53.27,364000,52.791589
"206",53.27,53.560001,53.080002,53.470001,274500,52.989794
"207",52.959999,54.150002,52.68,53.959999,425400,53.475391
"208",54.080002,54.25,53.34,53.360001,429300,52.880781
"209",53.25,53.75,53.009998,53.720001,550400,53.237549
"210",53.630001,53.810001,53.080002,53.490002,344900,53.009615
"211",53.560001,53.68,53.389999,53.52,330100,53.039344
"212",53.5,53.889999,53.310001,53.549999,289600,53.069074
"213",53.439999,53.950001,53.32,53.82,458300,53.336649
"214",54,54.18,53.689999,53.700001,285800,53.217728
"215",53.619999,53.68,53.240002,53.560001,331100,53.078986
"216",53.169998,53.25,52.43,52.560001,513900,52.087967
"217",52.799999,52.98,52.580002,52.77,454600,52.29608
"218",52.790001,52.939999,52.139999,52.189999,399000,51.721287
"219",52.310001,52.310001,51.68,52.16,371500,51.691558
"220",51.939999,52.48,51.919998,52.299999,347700,51.8303
"221",52.369999,52.610001,52.130001,52.560001,411100,52.087967
"222",52.779999,52.779999,52.150002,52.259998,461900,51.790658
"223",52.110001,52.740002,51.959999,52.700001,462500,52.226709
"224",51.23,51.869999,50.450001,51.009998,811700,50.551884
"225",50.560001,51.049999,50.389999,50.639999,765400,50.185208
"226",51.009998,51.279999,50.299999,50.869999,637300,50.413142
"227",50.84,51.34,50.75,51.290001,627300,50.829372
"228",51.09,51.52,50.849998,50.919998,529200,50.462692
"229",50.919998,51.099998,50.459999,50.790001,397900,50.333863
"230",50.700001,51.27,50.599998,50.959999,406200,50.502334
"231",51.349998,51.66,51.189999,51.48,438300,51.017664
"232",51.48,51.490002,51.049999,51.130001,557700,50.670809
"233",51.060001,51.150002,50.630001,50.790001,510800,50.333863
"234",50.889999,51.18,50.57,50.610001,526200,50.155479
"235",50.799999,51.150002,50.59,51.130001,326200,50.670809
"236",51.139999,51.279999,50.720001,50.869999,492200,50.413142
"237",50.869999,51.290001,50.700001,51.23,208800,50.76991
"238",51.400002,51.459999,51.130001,51.41,384500,50.948293
"239",51.470001,51.490002,51.200001,51.360001,308100,50.898743
"240",51.25,51.439999,51.169998,51.240002,305700,50.779822
"241",51.369999,51.43,50.919998,50.939999,257300,50.482513
"242",50.799999,50.939999,50.450001,50.490002,387800,50.036558
"243",50.619999,51.040001,50.509998,50.970001,399000,50.512246
"244",50.98,51.18,50.759998,51.110001,320100,50.650988
"245",51.060001,51.110001,50.580002,50.580002,382200,50.125749
"246",50.720001,51.419998,50.32,50.490002,388000,50.036558
"247",50.310001,50.779999,50.25,50.68,677800,50.22485
"248",50.84,51.279999,50.630001,51.169998,479500,50.710447
"249",50.990002,51.049999,50.52,50.560001,428800,50.105929
"250",50.66,51,50.439999,50.529999,389000,50.076195
"251",50.389999,50.59,50.110001,50.119999,406200,49.669878
"252",50,50.459999,49.900002,50.18,421800,49.72934
"253",50.41,51.259998,50.290001,51.18,410600,50.720359
