"","HP.Open","HP.High","HP.Low","HP.Close","HP.Volume","HP.Adjusted"
"214",76,78.25,75.099998,77.650002,2601100,76.947712
"215",77.279999,77.919998,75.459999,75.779999,2147200,75.094623
"216",75.510002,75.510002,73.25,73.639999,2107200,72.973978
"217",74.32,75.540001,73.910004,74.029999,1743000,73.36045
"218",74.230003,74.709999,71.690002,72.050003,2405700,71.398362
"219",71.970001,73.949997,71.970001,73.529999,2735400,72.864972
"220",73.389999,75.720001,71.980003,75.330002,2884400,74.648695
"221",75.050003,75.580002,73.839996,74.419998,1527300,73.746922
"222",76.830002,77.75,75.760002,75.879997,2308000,75.193717
"223",75.610001,76.550003,75.029999,76.349998,1593700,75.659467
"224",76.089996,79.110001,75.370003,78.410004,1779100,77.700841
"225",78.720001,79.290001,77.190002,77.970001,2284000,77.264818
"226",77.720001,78.800003,76.57,78.470001,1660200,77.760296
"227",78.879997,78.879997,76.800003,77.510002,1114500,76.808979
"228",78.440002,79.900002,77.209999,77.610001,1918400,76.908073
"229",78.959999,79.260002,77.349998,78.150002,1916000,77.44319
"230",77.339996,77.339996,75.510002,75.989998,2591500,75.302722
"231",76.830002,77.879997,75.400002,77.660004,1395200,76.957624
"232",77.650002,77.660004,75.309998,75.489998,1571500,74.807244
"233",75.699997,76.599998,74.389999,76.07,1504400,75.382001
"234",76.059998,76.43,74.910004,75.809998,1239600,75.809998
"235",75.300003,76.25,73.610001,74.279999,1583000,74.279999
"236",74.040001,74.5,73,73.839996,1518800,73.839996
"237",73.860001,74.839996,73.32,74.57,1270700,74.57
"238",73.449997,73.910004,71.419998,72.470001,1511400,72.470001
"239",72.800003,74.139999,72.18,73.68,1485200,73.68
"240",74.779999,76.510002,74.68,75.519997,1500400,75.519997
"241",74.669998,76.309998,74.360001,75.269997,982700,75.269997
"242",74.160004,75.010002,72.470001,72.660004,1334100,72.660004
"243",72.129997,73.940002,71.699997,73.480003,1738500,73.480003
"244",72.760002,73.459999,71.849998,73.089996,1271800,73.089996
"245",73.129997,74.07,72.93,72.989998,1572900,72.989998
"246",72.980003,73.07,71.739998,72.010002,1496300,72.010002
"247",72.470001,74.470001,72.43,73.809998,1212700,73.809998
"248",73.860001,74.790001,72.849998,73.440002,1429400,73.440002
"249",72.830002,73.300003,71.870003,72.18,1389100,72.18
"250",71.809998,74.720001,71.730003,73.650002,1478100,73.650002
"251",73.339996,74.589996,72.849998,73.120003,1089700,73.120003
"252",73.900002,74.760002,72.68,72.690002,1125600,72.690002
"253",74.879997,75.25,73.809998,75.120003,1293700,75.120003
