"","PDCO.Open","PDCO.High","PDCO.Low","PDCO.Close","PDCO.Volume","PDCO.Adjusted"
"160",50.5,51.27,50.470001,51.060001,549200,50.828151
"161",51.32,51.48,50.57,50.610001,617900,50.380194
"162",50.529999,50.990002,50.209999,50.98,659500,50.748513
"163",50.669998,50.950001,50.02,50.09,747800,49.862554
"164",50.389999,50.389999,49.02,49.93,772500,49.703281
"165",50,50.630001,49.77,50.59,777900,50.360284
"166",50.470001,51.080002,50.110001,50.689999,524500,50.459828
"167",50.919998,51.450001,50.709999,51.369999,457000,51.136741
"168",51.299999,51.450001,50.41,50.580002,594100,50.350331
"169",50.310001,50.529999,49.549999,49.68,764800,49.454416
"170",49.82,50,49.540001,49.830002,1013000,49.603737
"171",49.880001,50.279999,49.66,50.23,721900,50.001918
"172",50.48,50.880001,50.060001,50.810001,6e+05,50.579286
"173",50.68,50.860001,50.150002,50.650002,1305100,50.420013
"174",49.84,50.52,49.84,50.349998,1385500,50.121372
"175",49.84,50.599998,49.73,50.220001,1527200,49.991965
"176",49.470001,49.75,48.52,49.32,2138000,49.09605
"177",49.369999,50.209999,49,49.290001,1379300,49.066188
"178",49.279999,49.650002,49.09,49.200001,1252900,48.976596
"179",49.240002,49.639999,49.200001,49.57,534200,49.344915
"180",49.490002,49.73,49.259998,49.34,515800,49.11596
"181",49.349998,49.59,49.09,49.439999,1008800,49.215504
"182",49.470001,50.299999,49.32,50.080002,1600900,49.852601
"183",50,50.470001,49.57,50.380001,638900,50.151239
"184",50.220001,50.380001,49.98,50.27,499600,50.041737
"185",50.060001,50.34,50,50.27,560800,50.041737
"186",50.310001,50.610001,50.169998,50.43,471800,50.201011
"187",50.099998,50.380001,49.240002,49.34,574800,49.11596
"188",49.48,49.799999,49.290001,49.689999,495000,49.464369
"189",49.330002,49.59,48.880001,48.880001,640200,48.65805
"190",48.880001,48.900002,47.860001,47.959999,1792600,47.742225
"191",48.02,49.209999,48.02,49.16,914300,48.936777
"192",49.169998,49.169998,48.27,48.5,702200,48.279774
"193",48.779999,49.529999,48.779999,49.450001,570400,49.225461
"194",49.169998,49.169998,48.549999,48.889999,550000,48.668003
"195",48.709999,50.099998,48.709999,49.75,1090200,49.524098
"196",49.82,49.990002,49.560001,49.82,460100,49.59378
"197",50.029999,50.389999,50.02,50.34,558200,50.111419
"198",50.27,50.540001,49.990002,50.040001,473300,49.812782
"199",49.82,50.130001,49.439999,49.5,621300,49.275233
"200",49.630001,49.869999,48.790001,48.790001,421600,48.568458
"201",48.689999,48.759998,48.279999,48.400002,486400,48.18023
"202",48.32,49,48.27,48.73,872700,48.508729
"203",49.07,49.41,48.830002,49.099998,622900,48.877048
"204",49.040001,49.369999,48.790001,48.790001,639500,48.568458
"205",48.779999,48.779999,47.810001,48.169998,1053200,47.951271
"206",48.07,48.689999,47.799999,48.459999,953000,48.239955
"207",48.09,48.720001,48.029999,48.27,1594600,48.050819
"208",48.330002,48.84,48.27,48.450001,889500,48.230002
"209",48.41,48.5,47.900002,48.09,817000,48.09
"210",48.09,48.360001,47.889999,48.23,654700,48.23
"211",48.310001,48.599998,48.200001,48.330002,410200,48.330002
"212",48.330002,48.759998,48.189999,48.23,618500,48.23
"213",48.349998,48.349998,47.740002,48.130001,518500,48.130001
"214",48.27,48.34,47.639999,47.650002,757900,47.650002
"215",47.5,47.939999,47.43,47.59,698900,47.59
"216",47.25,49.130001,46.740002,46.950001,1961000,46.950001
"217",47.43,47.639999,47.080002,47.32,1708000,47.32
"218",47.490002,47.549999,47.029999,47.209999,1611600,47.209999
"219",47.200001,47.459999,46.98,47.34,757700,47.34
"220",47.360001,47.73,47.209999,47.5,614800,47.5
"221",47.380001,48.400002,47.220001,48.189999,1473700,48.189999
"222",48.439999,48.439999,47.27,47.369999,681800,47.369999
"223",47.310001,47.790001,47,47.740002,621400,47.740002
"224",47.389999,47.619999,46.990002,47.220001,596100,47.220001
"225",47.049999,47.48,46.84,46.959999,892400,46.959999
"226",47.060001,47.48,46.959999,47.080002,614100,47.080002
"227",47.549999,48.549999,45.599998,46.360001,4294600,46.360001
"228",46.139999,46.799999,45.630001,45.900002,1696000,45.900002
"229",46.080002,46.32,45.32,45.610001,978200,45.610001
"230",45.509998,46.150002,45.41,45.849998,564900,45.849998
"231",46.52,46.57,45.93,46.060001,744200,46.060001
"232",46.139999,46.32,45.849998,46.07,656700,46.07
"233",45.880001,45.990002,45.650002,45.830002,642300,45.830002
"234",45.98,46.27,45.849998,45.990002,984900,45.990002
"235",46.119999,46.669998,45.869999,46.450001,641400,46.450001
"236",46.549999,46.75,46.369999,46.52,1298500,46.52
"237",46.470001,47.029999,46.360001,46.860001,980200,46.860001
"238",46.919998,47.389999,46.740002,47.330002,1019900,47.330002
"239",47.279999,47.68,47.150002,47.41,897000,47.41
"240",48.310001,48.860001,47.110001,47.169998,1672100,47.169998
"241",47.209999,47.919998,47.150002,47.68,1481800,47.68
"242",47.470001,47.779999,47.119999,47.16,1088600,47.16
"243",47.400002,47.470001,47.02,47.259998,1080000,47.259998
"244",47.23,47.810001,47.080002,47.580002,1108900,47.580002
"245",47.459999,48.169998,47.450001,47.84,1460100,47.84
"246",47.919998,48.23,47.599998,47.970001,666100,47.970001
"247",47.919998,48.23,47.68,47.740002,617600,47.740002
"248",47.73,47.970001,47.549999,47.970001,955900,47.970001
"249",47.98,48.139999,47.779999,48.130001,951100,48.130001
"250",48.049999,48.049999,47.52,47.82,749900,47.82
"251",47.919998,48.41,47.75,48.009998,551400,48.009998
"252",47.91,48.169998,47.740002,47.82,707600,47.82
"253",47.830002,48.349998,47.830002,48.23,508400,48.23
