"","PCS.Open","PCS.High","PCS.Low","PCS.Close","PCS.Volume","PCS.Adjusted"
"65",0.115,0.115,0.115,0.115,0,0.115
"66",0.115,0.115,0.115,0.115,0,0.115
"67",0.115,0.115,0.115,0.115,0,0.115
"68",0.115,0.115,0.115,0.115,0,0.115
"69",0.105,0.12,0.105,0.12,10600,0.12
"70",0.12,0.13,0.1,0.1,91000,0.1
"71",0.1,0.1,0.1,0.1,0,0.1
"72",0.1,0.1,0.1,0.1,20000,0.1
"73",0.1,0.1,0.1,0.1,0,0.1
"74",0.1,0.1,0.1,0.1,0,0.1
"75",0.1,0.1,0.1,0.1,0,0.1
"76",0.09,0.11,0.09,0.11,5700,0.11
"77",0.105,0.105,0.09,0.09,3700,0.09
"78",0.09,0.09,0.085,0.09,100900,0.09
"79",0.085,0.085,0.085,0.085,2000,0.085
"80",0.1,0.1,0.1,0.1,1000,0.1
"81",0.085,0.085,0.085,0.085,2000,0.085
"82",0.085,0.085,0.085,0.085,0,0.085
"83",0.085,0.085,0.085,0.085,0,0.085
"84",0.085,0.085,0.085,0.085,0,0.085
"85",0.085,0.085,0.085,0.085,0,0.085
"86",0.085,0.085,0.085,0.085,0,0.085
"87",0.09,0.09,0.085,0.085,12000,0.085
"88",0.095,0.095,0.095,0.095,5000,0.095
"89",0.095,0.095,0.095,0.095,0,0.095
"90",0.095,0.095,0.095,0.095,0,0.095
"91",0.08,0.08,0.06,0.06,23000,0.06
"92",0.06,0.06,0.06,0.06,0,0.06
"93",0.08,0.08,0.08,0.08,3000,0.08
"94",0.08,0.095,0.08,0.095,96000,0.095
"95",0.095,0.095,0.095,0.095,9400,0.095
"96",0.095,0.095,0.095,0.095,0,0.095
"97",0.095,0.1,0.095,0.1,8000,0.1
"98",0.1,0.1,0.1,0.1,0,0.1
"99",0.1,0.1,0.1,0.1,0,0.1
"100",0.1,0.1,0.1,0.1,0,0.1
"101",0.1,0.1,0.1,0.1,0,0.1
"102",0.1,0.1,0.1,0.1,0,0.1
"103",0.075,0.075,0.075,0.075,1000,0.075
"104",0.075,0.11,0.075,0.11,3500,0.11
"105",0.11,0.11,0.11,0.11,0,0.11
"106",0.11,0.11,0.11,0.11,0,0.11
"107",0.09,0.09,0.09,0.09,20000,0.09
"108",0.085,0.085,0.085,0.085,10000,0.085
"109",0.085,0.085,0.085,0.085,0,0.085
"110",0.09,0.09,0.09,0.09,20000,0.09
"111",0.09,0.09,0.09,0.09,0,0.09
"112",0.09,0.09,0.09,0.09,0,0.09
"113",0.09,0.09,0.09,0.09,0,0.09
"114",0.09,0.09,0.09,0.09,102500,0.09
"115",0.09,0.09,0.09,0.09,0,0.09
"116",0.09,0.09,0.09,0.09,0,0.09
"117",0.09,0.09,0.09,0.09,0,0.09
"118",0.09,0.09,0.09,0.09,0,0.09
"119",0.08,0.08,0.08,0.08,10000,0.08
"120",0.08,0.08,0.08,0.08,0,0.08
"121",0.08,0.09,0.08,0.09,6500,0.09
"122",0.09,0.09,0.09,0.09,0,0.09
"123",0.08,0.08,0.08,0.08,2700,0.08
"124",0.085,0.085,0.08,0.08,11000,0.08
"125",0.085,0.085,0.085,0.085,3800,0.085
"126",0.075,0.075,0.075,0.075,9000,0.075
"127",0.075,0.075,0.075,0.075,0,0.075
"128",0.085,0.09,0.085,0.09,75000,0.09
"129",0.105,0.105,0.105,0.105,56500,0.105
"130",0.105,0.105,0.085,0.085,25500,0.085
"131",0.085,0.085,0.085,0.085,0,0.085
"132",0.085,0.085,0.085,0.085,0,0.085
"133",0.085,0.085,0.085,0.085,0,0.085
"134",0.085,0.085,0.085,0.085,0,0.085
"135",0.08,0.08,0.08,0.08,20000,0.08
"136",0.08,0.08,0.08,0.08,0,0.08
"137",0.08,0.08,0.075,0.075,20000,0.075
"138",0.075,0.075,0.075,0.075,0,0.075
"139",0.075,0.075,0.075,0.075,0,0.075
"140",0.075,0.075,0.075,0.075,0,0.075
"141",0.08,0.08,0.08,0.08,40000,0.08
"142",0.08,0.08,0.08,0.08,0,0.08
"143",0.08,0.08,0.08,0.08,0,0.08
"144",0.08,0.08,0.08,0.08,0,0.08
"145",0.08,0.08,0.08,0.08,20000,0.08
"146",0.08,0.08,0.08,0.08,0,0.08
"147",0.08,0.08,0.08,0.08,0,0.08
"148",0.08,0.08,0.08,0.08,0,0.08
"149",0.08,0.08,0.08,0.08,0,0.08
"150",0.08,0.08,0.08,0.08,0,0.08
"151",0.08,0.08,0.08,0.08,0,0.08
"152",0.08,0.08,0.08,0.08,0,0.08
"153",0.1,0.1,0.1,0.1,85500,0.1
"154",0.075,0.075,0.075,0.075,500,0.075
"155",0.075,0.075,0.075,0.075,0,0.075
"156",0.075,0.075,0.075,0.075,0,0.075
"157",0.075,0.075,0.075,0.075,0,0.075
"158",0.075,0.075,0.075,0.075,0,0.075
"159",0.095,0.095,0.075,0.075,11000,0.075
"160",0.075,0.075,0.075,0.075,0,0.075
"161",0.075,0.075,0.075,0.075,0,0.075
"162",0.075,0.075,0.075,0.075,0,0.075
"163",0.095,0.095,0.095,0.095,25500,0.095
"164",0.095,0.095,0.095,0.095,0,0.095
"165",0.085,0.085,0.08,0.08,20000,0.08
"166",0.08,0.08,0.08,0.08,30000,0.08
"167",0.095,0.095,0.095,0.095,10000,0.095
"168",0.095,0.095,0.095,0.095,0,0.095
"169",0.095,0.095,0.095,0.095,0,0.095
"170",0.095,0.095,0.095,0.095,0,0.095
"171",0.095,0.095,0.095,0.095,0,0.095
"172",0.095,0.095,0.095,0.095,0,0.095
"173",0.095,0.095,0.095,0.095,0,0.095
"174",0.08,0.095,0.08,0.095,49800,0.095
"175",0.095,0.1,0.095,0.1,35800,0.1
"176",0.11,0.11,0.11,0.11,6800,0.11
"177",0.11,0.11,0.11,0.11,0,0.11
"178",0.11,0.11,0.11,0.11,0,0.11
"179",0.08,0.08,0.08,0.08,10000,0.08
"180",0.08,0.08,0.08,0.08,0,0.08
"181",0.08,0.08,0.08,0.08,0,0.08
"182",0.08,0.08,0.08,0.08,0,0.08
"183",0.08,0.08,0.08,0.08,0,0.08
"184",0.09,0.09,0.09,0.09,20000,0.09
"185",0.08,0.1,0.08,0.1,48000,0.1
"186",0.085,0.085,0.085,0.085,10000,0.085
"187",0.085,0.085,0.085,0.085,0,0.085
"188",0.085,0.085,0.085,0.085,0,0.085
"189",0.085,0.085,0.085,0.085,0,0.085
"190",0.085,0.085,0.085,0.085,0,0.085
"191",0.1,0.1,0.09,0.09,21200,0.09
"192",0.09,0.09,0.09,0.09,0,0.09
"193",0.09,0.09,0.09,0.09,93500,0.09
"194",0.09,0.09,0.09,0.09,0,0.09
"195",0.09,0.09,0.09,0.09,0,0.09
"196",0.09,0.09,0.09,0.09,0,0.09
"197",0.09,0.09,0.09,0.09,100200,0.09
"198",0.09,0.09,0.09,0.09,20000,0.09
"199",0.085,0.085,0.085,0.085,1000,0.085
"200",0.09,0.09,0.09,0.09,3000,0.09
"201",0.09,0.09,0.09,0.09,0,0.09
"202",0.09,0.09,0.09,0.09,0,0.09
"203",0.09,0.09,0.09,0.09,0,0.09
"204",0.09,0.09,0.09,0.09,0,0.09
"205",0.09,0.09,0.09,0.09,0,0.09
"206",0.09,0.09,0.09,0.09,0,0.09
"207",0.09,0.09,0.09,0.09,0,0.09
"208",0.09,0.09,0.09,0.09,0,0.09
"209",0.09,0.09,0.09,0.09,0,0.09
"210",0.09,0.09,0.09,0.09,0,0.09
"211",0.09,0.09,0.09,0.09,0,0.09
"212",0.09,0.09,0.09,0.09,0,0.09
"213",0.09,0.09,0.09,0.09,0,0.09
"214",0.09,0.09,0.09,0.09,0,0.09
"215",0.09,0.09,0.09,0.09,0,0.09
"216",0.085,0.09,0.085,0.09,108200,0.09
"217",0.09,0.09,0.09,0.09,0,0.09
"218",0.09,0.09,0.09,0.09,3000,0.09
"219",0.09,0.09,0.09,0.09,0,0.09
"220",0.09,0.09,0.09,0.09,0,0.09
"221",0.09,0.09,0.09,0.09,0,0.09
"222",0.09,0.09,0.09,0.09,0,0.09
"223",0.09,0.09,0.09,0.09,0,0.09
"224",0.09,0.09,0.09,0.09,0,0.09
"225",0.09,0.09,0.09,0.09,0,0.09
"226",0.09,0.09,0.09,0.09,0,0.09
"227",0.095,0.095,0.095,0.095,24000,0.095
"228",0.095,0.095,0.095,0.095,0,0.095
"229",0.095,0.095,0.095,0.095,0,0.095
"230",0.09,0.09,0.09,0.09,4500,0.09
"231",0.09,0.09,0.09,0.09,24000,0.09
"232",0.09,0.09,0.09,0.09,25000,0.09
"233",0.09,0.09,0.09,0.09,0,0.09
"234",0.095,0.095,0.06,0.095,194000,0.095
"235",0.09,0.09,0.09,0.09,12000,0.09
"236",0.08,0.08,0.08,0.08,5000,0.08
"237",0.09,0.095,0.09,0.095,86700,0.095
"238",0.09,0.09,0.09,0.09,41500,0.09
"239",0.1,0.1,0.1,0.1,2000,0.1
"240",0.09,0.09,0.09,0.09,56700,0.09
"241",0.095,0.095,0.09,0.09,81500,0.09
"242",0.09,0.09,0.09,0.09,0,0.09
"243",0.09,0.09,0.09,0.09,0,0.09
"244",0.09,0.115,0.09,0.115,64000,0.115
"245",0.115,0.115,0.115,0.115,0,0.115
"246",0.115,0.115,0.115,0.115,0,0.115
"247",0.095,0.095,0.095,0.095,2000,0.095
"248",0.095,0.095,0.095,0.095,0,0.095
"249",0.095,0.095,0.095,0.095,2000,0.095
"250",0.095,0.095,0.095,0.095,0,0.095
"251",0.095,0.095,0.095,0.095,0,0.095
"252",0.09,0.09,0.09,0.09,20500,0.09
"253",0.09,0.09,0.085,0.085,2000,0.085
"254",0.085,0.085,0.085,0.085,0,0.085
"255",0.09,0.09,0.09,0.09,11000,0.09
"256",0.09,0.09,0.085,0.085,16000,0.085
"257",0.095,0.115,0.095,0.115,115600,0.115
"258",0.115,0.115,0.115,0.115,0,0.115
"259",0.09,0.09,0.085,0.085,26500,0.085
"260",0.085,0.085,0.085,0.085,0,0.085
"261",0.085,0.085,0.085,0.085,2000,0.085
"262",0.085,0.085,0.085,0.085,0,0.085
