"","FLS.Open","FLS.High","FLS.Low","FLS.Close","FLS.Volume","FLS.Adjusted"
"45",72.889999,73.57,72.059998,72.550003,573800,71.727738
"46",72.959999,73.639999,72.529999,73.550003,471000,72.716405
"47",73.720001,73.849998,73.410004,73.769997,378700,72.933905
"48",73.860001,74.099998,72.660004,73.169998,561100,72.340707
"49",73.870003,75.129997,73.760002,75,642500,74.149968
"50",75.169998,75.639999,74.940002,75.43,465700,74.575095
"51",75.410004,76.540001,75.169998,76.279999,578100,75.415459
"52",76.389999,76.529999,75.669998,76.209999,358300,75.346253
"53",75.980003,76.239998,75.559998,75.639999,520100,74.782714
"54",76.129997,76.5,75.690002,76.050003,573700,75.18807
"55",76.230003,76.379997,75.860001,76.25,454800,75.385801
"56",76.199997,76.519997,75.669998,75.870003,315800,75.01011
"57",75.620003,76.220001,75.25,75.989998,364400,75.128745
"58",76.110001,76.339996,75.389999,75.889999,346200,75.02988
"59",76.470001,77.489998,76.010002,77.040001,867200,76.166848
"60",77.699997,77.769997,76.519997,76.699997,552800,75.830697
"61",76.639999,77.550003,76.260002,76.309998,680400,75.445118
"62",76.089996,76.690002,75.629997,76.629997,741800,75.761491
"63",76.360001,76.669998,75.970001,76.169998,448700,75.306705
"64",76,76.019997,74.959999,75.019997,651200,74.169738
"65",74.980003,75.169998,74.239998,74.879997,850500,74.031325
"66",74.620003,75.300003,74.440002,75.230003,620300,74.377364
"67",75.260002,75.260002,74.190002,74.260002,857100,73.418357
"68",74.129997,74.480003,73.389999,73.620003,725800,72.785611
"69",73.559998,74.269997,73.110001,74.129997,679300,73.289825
"70",74.309998,74.550003,73.07,73.589996,711100,72.755945
"71",73.690002,73.940002,73.400002,73.809998,674000,72.973452
"72",74.290001,74.370003,73.209999,73.580002,865000,72.746063
"73",73.209999,73.209999,72.160004,72.949997,843900,72.123199
"74",72.730003,73.190002,72.32,72.480003,765200,71.658532
"75",72.279999,72.510002,71.610001,72.279999,715900,71.618893
"76",72.010002,72.239998,70.779999,70.889999,1147800,70.241607
"77",71.169998,71.550003,70.519997,71.449997,601900,70.796483
"78",70.529999,70.980003,70.230003,70.800003,815400,70.152434
"79",70.75,71.129997,70.25,70.519997,751900,69.874989
"80",70.239998,71.059998,69.720001,70.519997,1488900,69.874989
"81",70.43,70.720001,69.260002,69.839996,1314300,69.201208
"82",70.349998,70.370003,68.599998,68.769997,1583600,68.140995
"83",68.879997,69.239998,67.860001,68.18,1319700,67.556395
"84",67.699997,67.830002,66.32,66.339996,1099300,65.733221
"85",66.300003,67.510002,65.589996,67.349998,1374600,66.733985
"86",67.239998,67.379997,64.82,64.980003,1835900,64.385667
"87",64.669998,65.059998,63.459999,64.089996,2491900,63.5038
"88",64.160004,64.410004,61.330002,61.369999,2026900,60.808681
"89",61.639999,63.509998,61.32,62.290001,2139400,61.720268
"90",61.209999,61.799999,59.349998,61.16,2558900,60.600603
"91",60.080002,63.75,59.779999,63.490002,2343900,62.909293
"92",64.230003,65.879997,64.190002,64.959999,1637900,64.365846
"93",64.75,65.279999,64.110001,64.540001,1121700,63.949689
"94",65.040001,66.650002,64.93,66.239998,1283000,65.634137
"95",66.25,66.540001,64.230003,64.269997,1175700,63.682154
"96",65.129997,66.919998,65.129997,66.360001,1447500,65.753042
"97",63.799999,65.370003,63.25,64.309998,2668700,63.721789
"98",64.940002,65.050003,62.75,64.739998,2490600,64.147857
"99",65.339996,67.459999,65.330002,67.449997,1583800,66.833069
"100",67.629997,68.010002,65.860001,66.360001,1432700,65.753042
"101",66.040001,66.809998,65.739998,66.699997,1124400,66.089929
"102",67.68,68.080002,66.879997,67.989998,1583200,67.368131
"103",67.949997,68.260002,67.190002,67.580002,1492200,66.961885
"104",67.379997,67.379997,66.040001,66.300003,1080200,65.693593
"105",66.849998,67.400002,66.389999,67.300003,1094300,66.684447
"106",67.300003,67.550003,66.709999,67.209999,928400,66.595266
"107",67.209999,68.25,67,67.900002,1150200,67.278957
"108",67.889999,68.650002,67.650002,67.779999,754200,67.160052
"109",67.959999,67.959999,66.559998,66.839996,1271900,66.228648
"110",66.529999,67.470001,66.5,67.230003,879200,66.615087
"111",67.010002,67.440002,65.389999,65.760002,1377600,65.158531
"112",65.849998,66.699997,65.839996,66.129997,962500,65.525142
"113",66,66.25,65.580002,66.050003,1351100,65.44588
"114",66.209999,67.510002,66.059998,66.5,981600,65.891761
"115",66.489998,66.599998,65.510002,65.980003,770700,65.37652
"116",65.589996,66.690002,65.449997,66.089996,790800,65.485507
"117",66.879997,67.660004,66.879997,67.339996,1111500,66.724074
"118",67.839996,68.080002,67.459999,67.970001,952800,67.348317
"119",67.709999,67.870003,66.82,67.449997,1172800,66.833069
"120",67.239998,67.449997,65.029999,65.190002,1668100,64.593745
"121",62.740002,62.790001,58.799999,58.869999,2639900,58.331547
"122",59.27,59.330002,58.400002,58.889999,3923100,58.351365
"123",58.619999,60.119999,58.490002,60.009998,4266400,59.46112
"124",60.209999,62.639999,60.009998,62.259998,3103600,61.69054
"125",62,62.459999,61.59,62.009998,1444600,61.442827
"126",61.860001,62.32,61.689999,61.889999,1456000,61.323925
"127",61.549999,61.950001,59.720001,59.939999,1451000,59.39176
"128",59.380001,60.07,58.91,60.029999,2063500,59.480937
"129",59.41,59.490002,57.34,57.619999,1455600,57.09298
"130",58.09,58.810001,57.200001,57.32,1481000,56.795725
"131",56.57,56.57,54.82,54.869999,2208400,54.368133
"132",55.32,55.619999,54.689999,54.799999,1598600,54.298774
"133",54.43,56.700001,54.380001,54.900002,2333600,54.397861
"134",54.900002,56.41,53.93,56.299999,2837700,55.785054
"135",57.290001,57.939999,56.610001,57.869999,2351900,57.340694
"136",57.669998,58.990002,57.490002,58.889999,3206600,58.351365
"137",59.02,59.16,58.549999,59.060001,1548300,58.519812
"138",58.860001,60.310001,58.799999,60.209999,1189700,59.821354
"139",60.09,60.470001,59.779999,60,396400,59.61271
"140",60.110001,60.639999,60.049999,60.310001,626900,59.920711
"141",60.200001,60.93,60.119999,60.369999,668600,59.980321
"142",60.130001,60.52,60.049999,60.32,1118900,59.930645
"143",60.419998,60.59,59.82,59.830002,1368100,59.44381
"144",60.240002,60.360001,59.029999,59.650002,1170600,59.264971
"145",58.790001,58.93,57.310001,57.639999,4753600,57.267943
"146",57.779999,57.98,56.16,56.889999,3801800,56.522784
"147",57.580002,57.580002,56.310001,56.720001,1533900,56.353884
"148",56.959999,57.52,56.41,57.400002,2301700,57.029495
"149",57.619999,57.709999,56.91,57.09,1100100,56.721494
"150",56.84,57.02,55.970001,56.099998,1920100,55.737883
"151",56.650002,57.130001,55.740002,56.509998,1818000,56.145236
"152",55.619999,56.290001,55.119999,55.91,3495100,55.549111
"153",55.91,56.68,55.490002,55.560001,1370100,55.201371
"154",55.080002,55.720001,54.740002,55.68,2384100,55.320596
"155",56.16,56.389999,55.450001,56.18,1079900,55.817368
"156",56.02,58.07,56.009998,57.959999,1598900,57.585877
"157",57.59,57.75,55.75,56.43,2253400,56.065755
"158",55.959999,56.130001,54.790001,55.419998,1731900,55.062272
"159",55.509998,56.18,55.43,55.779999,1548900,55.419949
"160",54.82,55.040001,54.099998,54.549999,2129000,54.197889
"161",54.880001,54.990002,53.18,53.290001,1937700,52.946023
"162",53.119999,54.650002,52.75,54.57,1811500,54.21776
"163",54.060001,54.77,53.5,54.490002,2529800,54.138278
"164",55.130001,57.66,55.009998,57.459999,2398800,57.089105
"165",57.919998,59.23,57.849998,58.919998,2264700,58.53968
"166",58.419998,58.419998,56.66,56.950001,1294000,56.582398
"167",57.529999,58.290001,57.07,58.080002,928500,57.705106
"168",58.27,58.73,56.740002,57.209999,2016200,56.840719
"169",57,58.259998,57,57.73,953900,57.357362
"170",57.880001,58,56.439999,57.189999,1193300,56.820847
"171",56.93,57.25,56.549999,57.099998,979600,56.731428
"172",57.459999,58.349998,57.290001,58.310001,908200,57.93362
"173",58.68,59.889999,58.68,59.310001,1622700,58.927166
"174",59.099998,59.959999,58.490002,59.580002,1377800,59.195423
"175",60.849998,64.410004,60.630001,61.5,5126900,61.103028
"176",60.849998,62.98,60.509998,62.57,2199700,62.166121
"177",62.439999,62.950001,61.790001,62.549999,2020500,62.14625
"178",62.189999,62.68,61.860001,62.23,1426700,61.828316
"179",62.16,62.790001,61.860001,62.57,1038100,62.166121
"180",62.84,63,62.560001,62.860001,1258000,62.45425
"181",62.66,62.84,62,62.599998,1188900,62.195926
"182",62.599998,62.970001,62.060001,62.130001,1072800,61.728963
"183",62.130001,62.27,61.119999,62.099998,1195300,61.699154
"184",61.84,62.18,61.52,61.77,952200,61.371286
"185",61.43,61.509998,60.34,60.650002,1447900,60.258516
"186",60.220001,60.220001,58.380001,59.02,2744000,58.639037
"187",58.950001,59.610001,58.66,58.98,2559900,58.599294
"188",58.93,59.290001,58.799999,59.029999,2050400,58.64897
"189",58.549999,58.799999,57.93,58.049999,2061500,57.675297
"190",58.009998,58.09,57.439999,57.650002,955700,57.277881
"191",57.790001,58.259998,57.700001,58.09,714600,57.715039
"192",57.700001,57.720001,55.299999,56.380001,2879800,56.016078
"193",56.57,57.080002,56.27,56.959999,1258900,56.592332
"194",56.48,57.040001,56.400002,56.830002,1001100,56.463174
"195",56.470001,58.650002,56.389999,58.380001,1471400,58.003168
"196",57.830002,57.830002,57.080002,57.279999,881900,56.910266
"197",57.580002,58.02,57.310001,57.599998,1196500,57.228201
"198",57.650002,58.040001,57.349998,57.369999,1107500,56.999686
"199",57.419998,57.610001,57.209999,57.360001,1272400,56.989752
"200",57.529999,57.830002,57.23,57.279999,1227500,57.089417
"201",57,57.200001,56.139999,56.75,1789700,56.561182
"202",56.740002,57.16,56.259998,57.009998,1042400,56.820315
"203",57.279999,57.84,57.07,57.439999,1098500,57.248885
"204",57.060001,57.200001,56.279999,56.490002,952600,56.302049
"205",56.049999,56.93,56.009998,56.669998,845000,56.481446
"206",56.549999,57.400002,56.419998,56.580002,959000,56.391749
"207",56.259998,59.049999,56.25,58.130001,1824000,57.936591
"208",57.950001,58.029999,56.740002,57.220001,1667900,57.029619
"209",56.700001,56.73,55.700001,56.48,1599400,56.29208
"210",56.5,56.790001,55.98,56.360001,933300,56.17248
"211",56.43,56.439999,55.48,55.779999,1407600,55.594408
"212",55.68,56.279999,55.560001,55.650002,898300,55.464843
"213",55.57,56.279999,55.389999,55.990002,1112200,55.803712
"214",56.18,59.990002,56.18,58.880001,3597500,58.684096
"215",58.639999,59.259998,58.07,58.669998,1671500,58.474792
"216",57.75,58.009998,56.939999,57.240002,1428100,57.049553
"217",57.459999,58.189999,57.459999,57.779999,928000,57.587754
"218",57.369999,57.689999,56.34,56.950001,1126300,56.760517
"219",56.970001,57.23,56.34,57.150002,915100,56.959853
"220",57.220001,57.77,56.549999,57.369999,1139800,57.179118
"221",57.380001,57.52,56.290001,56.639999,1225900,56.451547
"222",56.869999,58.27,56.869999,57.880001,1605100,57.687423
"223",57.470001,58.189999,56.860001,57.939999,1537300,57.747221
"224",57.540001,59.490002,57.540001,58.869999,1847400,58.674127
"225",58.740002,59,58.119999,58.529999,1667200,58.335258
"226",57.380001,58.369999,55.25,56.650002,5004600,56.461516
"227",56.599998,56.779999,55.990002,56.029999,2100900,55.843576
"228",56.060001,56.799999,55.68,55.98,1464500,55.793743
"229",56.389999,57.029999,56.080002,56.700001,1687900,56.511349
"230",56.299999,56.580002,55.5,55.639999,1640100,55.454874
"231",56.310001,56.580002,55.52,55.700001,1755400,55.514676
"232",55.75,56.169998,55.400002,55.450001,1164600,55.265508
"233",55.32,55.810001,54.93,55.41,1282700,55.22564
"234",55.700001,56.610001,55.380001,56.459999,2228800,56.272146
"235",56.700001,57.23,56.5,57.09,1496000,56.900051
"236",57.080002,57.360001,56.860001,57.099998,1370800,56.910016
"237",57,57.669998,57,57.560001,1462600,57.368488
"238",57.369999,57.540001,56.240002,56.48,1231300,56.29208
"239",56.52,57.150002,56.52,56.900002,567300,56.710684
"240",57.080002,58.009998,57.080002,57.639999,864600,57.44822
"241",57.450001,57.630001,57.07,57.119999,531500,56.92995
"242",56.52,56.580002,55.389999,55.529999,1141400,55.34524
"243",55.439999,55.91,54.959999,55.650002,878900,55.464843
"244",55.369999,55.57,54.84,55.5,982900,55.315341
"245",55.5,55.860001,54.990002,55,934700,54.817005
"246",55.049999,55.25,54.57,54.849998,987400,54.667502
"247",54.75,55.91,54.75,55.419998,621100,55.235605
"248",55.599998,56.220001,55.52,55.599998,619200,55.415007
"249",55.099998,55.18,54.400002,54.540001,811100,54.358536
"250",54.389999,54.669998,53.990002,54.349998,855600,54.169166
"251",54.130001,54.34,53.900002,53.950001,908900,53.770499
"252",54.119999,54.860001,53.82,53.950001,1168000,53.770499
"253",54.439999,54.740002,54.110001,54.43,789000,54.248901
