"","LM.Open","LM.High","LM.Low","LM.Close","LM.Volume","LM.Adjusted"
"197",57.299999,58.529999,56.84,58.27,1517000,58.052858
"198",58.450001,58.790001,58.040001,58.080002,593800,57.863568
"199",57.790001,57.810001,56.950001,57.040001,479000,56.827442
"200",56.950001,56.950001,55.25,55.330002,1673200,55.123816
"201",55.060001,56.040001,54.849998,55.73,757500,55.522323
"202",55.700001,55.799999,55.200001,55.509998,486500,55.303141
"203",55.950001,56.369999,55.810001,55.98,561900,55.771391
"204",55.639999,55.73,55.099998,55.200001,773300,54.994299
"205",54.959999,55.619999,54.73,55.18,748300,54.974373
"206",55.349998,55.77,55.130001,55.580002,1120800,55.372884
"207",54.939999,55.43,54.759998,54.880001,928900,54.675492
"208",54.98,55.23,54.290001,54.34,647800,54.137503
"209",54.240002,54.529999,54.139999,54.490002,542200,54.286946
"210",54.349998,54.959999,54.119999,54.91,875700,54.705379
"211",54.91,54.939999,54.130001,54.43,545900,54.227168
"212",54.48,55.080002,54.43,54.75,822000,54.545975
"213",54.650002,54.84,53.73,54.310001,1281100,54.107616
"214",54.59,54.779999,53.950001,54.310001,1048800,54.107616
"215",54.25,54.48,53.5,54.189999,988200,53.988061
"216",53.709999,53.799999,53.049999,53.470001,842800,53.270746
"217",53.77,54.25,53.68,54.139999,556800,53.938248
"218",54.220001,54.380001,53.57,53.790001,862900,53.589553
"219",53.830002,54.540001,53.509998,54.459999,830200,54.257055
"220",54.32,54.950001,54.200001,54.529999,810700,54.326794
"221",54.52,54.68,54.200001,54.599998,420000,54.396533
"222",54.93,54.970001,53.790001,53.84,993400,53.639366
"223",53.610001,54.369999,53.400002,54.32,582900,54.117577
"224",53.959999,54.259998,53.209999,53.619999,1006600,53.420185
"225",53.330002,53.900002,52.380001,52.650002,1527700,52.453802
"226",53.720001,55.689999,53.68,54.889999,2033200,54.685453
"227",55.290001,55.880001,54.830002,55.189999,1314200,54.984334
"228",54.959999,55.630001,54.779999,54.869999,1014900,54.665527
"229",54.970001,55.209999,53.900002,54.34,848200,54.137503
"230",54.189999,54.400002,53.669998,53.68,1367200,53.479963
"231",54.32,54.77,53.810001,54.34,918200,54.137503
"232",54.23,54.889999,54.040001,54.139999,1045500,53.938248
"233",53.52,54.02,53.349998,53.759998,796600,53.559663
"234",53.869999,54.310001,53.619999,54.009998,555700,53.808731
"235",54.299999,54.68,53.830002,54.650002,678500,54.446349
"236",54.66,54.810001,54.209999,54.689999,856200,54.486197
"237",54.52,55.049999,54.389999,54.52,955000,54.316833
"238",54.66,54.810001,54.119999,54.299999,996200,54.097651
"239",54.43,54.5,53.889999,53.939999,710300,53.738992
"240",53.799999,54.07,53.59,53.790001,762800,53.589553
"241",53.669998,54.029999,53.380001,53.77,528000,53.569627
"242",53.700001,53.93,53.470001,53.59,1034700,53.390298
"243",53.790001,54.279999,53.540001,53.990002,1081200,53.788809
"244",53.970001,54.16,53.419998,53.650002,894800,53.450076
"245",53.549999,53.639999,52.84,53.360001,1086400,53.161156
"246",53.73,53.889999,53.34,53.529999,707400,53.33052
"247",53.349998,54.029999,53.139999,53.560001,482000,53.360411
"248",54.16,55.130001,53.860001,54.77,1791600,54.565901
"249",54.43,54.810001,53.740002,53.82,781100,53.61944
"250",54.099998,54.470001,53.549999,54.369999,762600,54.16739
"251",54.32,54.490002,54.040001,54.060001,760200,53.858548
"252",53.830002,54.200001,53.310001,53.77,1640600,53.569627
"253",53.68,54.549999,53.299999,53.849998,2510900,53.649327
