"","KR.Open","KR.High","KR.Low","KR.Close","KR.Volume","KR.Adjusted"
"108",57.84,58.57,57.75,58.560001,1508500,58.07249
"109",58.740002,58.82,58.040001,58.279999,2415700,57.794819
"110",58.09,58.490002,57.27,58.380001,2419200,58.078348
"111",58.5,58.650002,58.009998,58.389999,2109900,58.088294
"112",58.400002,58.41,57.619999,57.709999,2463900,57.411808
"113",57.73,58.380001,57.700001,58.290001,2471800,57.988813
"114",58.290001,58.700001,58.099998,58.52,4280700,58.217624
"115",58.75,58.75,58.360001,58.490002,2239500,58.18778
"116",58.32,58.830002,58.049999,58.220001,2336600,57.919175
"117",58.790001,58.98,58.27,58.369999,2430500,58.068397
"118",58.549999,58.790001,58.439999,58.509998,2685600,58.207673
"119",58.580002,59.380001,58.23,58.82,5457700,58.516073
"120",58.810001,59.27,58.580002,59.220001,2333900,58.914008
"121",59.610001,60.380001,59.560001,59.84,2054100,59.530803
"122",59.810001,60.32,59.669998,59.82,3773400,59.510906
"123",59.959999,60.189999,59.240002,59.490002,3525600,59.182613
"124",59.650002,59.720001,58.540001,58.66,4549200,58.3569
"125",60.540001,61.16,59.610001,60.759998,6275800,60.446047
"126",60.98,61.330002,60.73,60.98,3229800,60.664912
"127",61,61.98,60.779999,61.360001,2583600,61.042949
"128",61,61.5,60.48,61.490002,2667000,61.172279
"129",62.389999,62.389999,61.32,61.360001,5028100,61.042949
"130",61.400002,62.189999,61.400002,61.889999,2529500,61.57021
"131",61.389999,62.34,61.200001,61.549999,4619800,61.231966
"132",61.650002,62.349998,61.349998,61.529999,4346600,61.212069
"133",61.5,62.650002,61.470001,61.5,3729500,61.182225
"134",61.759998,62.57,61.380001,62.459999,3500800,62.137264
"135",63.09,63.650002,62.799999,63.639999,3136200,63.311167
"136",63.959999,64.129997,63.400002,63.549999,5248400,63.221632
"137",63.689999,64.669998,63.689999,64.220001,3478000,63.888172
"138",64.5,64.620003,63.75,64.279999,2236200,63.94786
"139",64.43,64.580002,64.050003,64.050003,978700,63.719052
"140",64.290001,64.57,64.239998,64.290001,955800,63.95781
"141",64.260002,64.639999,64,64.389999,1741600,64.057292
"142",64.360001,64.830002,64.349998,64.510002,1870000,64.176675
"143",64.510002,64.980003,64.129997,64.209999,2425400,63.878222
"144",64.110001,64.699997,63.23,63.529999,3871300,63.201735
"145",63.43,63.619999,62.869999,63.080002,3439100,62.754063
"146",63.279999,63.419998,62.380001,63.080002,5336200,62.754063
"147",63.560001,65.040001,63.200001,64.989998,5206700,64.65419
"148",65.349998,66.239998,65.260002,66.199997,5709200,65.857937
"149",66.18,66.25,65.599998,65.839996,3573200,65.499797
"150",65.889999,66.339996,65.300003,66,5706600,65.658974
"151",66.290001,66.690002,65.459999,66,3295900,65.658974
"152",65.669998,65.949997,65.370003,65.75,3568500,65.410265
"153",65.75,66.900002,65.75,66.610001,4690000,66.265822
"154",66.540001,66.980003,66.389999,66.739998,5119500,66.395148
"155",67.230003,67.339996,66.220001,66.400002,6415900,66.056908
"156",66.43,67.019997,66.260002,67,3126700,66.653807
"157",67.129997,67.709999,66.75,67.699997,3040000,67.350187
"158",67.769997,68.510002,67.760002,67.959999,1949300,67.608845
"159",67.940002,68.949997,67.910004,68.919998,3446900,68.563884
"160",68.419998,69.57,68.360001,69.339996,3444800,68.981712
"161",69.760002,70.059998,68.650002,68.879997,5124700,68.52409
"162",68.739998,69.349998,68.419998,69.339996,3858300,68.981712
"163",68.879997,69.519997,68.870003,69.050003,7115400,68.693217
"164",69.010002,69.739998,68.330002,69.68,4598700,69.319959
"165",69.959999,70.75,69.709999,70.5,5398200,70.135722
"166",70.550003,71.610001,70.419998,71.349998,5796700,70.981328
"167",71.550003,71.650002,71.349998,71.550003,3446200,71.180299
"168",71.650002,71.910004,71.290001,71.709999,3723400,71.339469
"169",71.550003,71.720001,70.5,70.849998,5217500,70.483912
"170",71.260002,71.730003,70.839996,71.690002,3267200,71.319575
"171",71.639999,71.800003,71.279999,71.709999,3265900,71.524039
"172",71.980003,72.470001,71.730003,72.449997,2798700,72.262118
"173",72.449997,72.900002,72.309998,72.860001,2576100,72.671059
"174",72.559998,73.440002,72.360001,73.25,3489400,73.060047
"175",73.089996,73.599998,73.029999,73.43,2268100,73.23958
"176",73.309998,73.309998,72.279999,72.440002,3900900,72.25215
"177",72.580002,72.919998,72.379997,72.790001,3260200,72.60124
"178",72.830002,73.220001,72.800003,73.139999,3268300,72.950331
"179",73.18,73.260002,72.669998,72.919998,3215500,72.730901
"180",72.790001,73.410004,72.080002,72.349998,6451100,72.162379
"181",72.300003,72.379997,71.940002,72.089996,4243100,71.903051
"182",71.989998,72.110001,70.889999,71.150002,6623900,70.965494
"183",71.019997,71.5,70.699997,70.940002,6080000,70.756039
"184",70.550003,70.720001,69.610001,69.980003,6615800,69.79853
"185",69.480003,69.68,69.080002,69.650002,5992100,69.469384
"186",73.5,74.970001,72.599998,74.309998,14224500,74.117295
"187",73.849998,74.68,73.800003,74.349998,7158300,74.157193
"188",74.5,75.360001,74.410004,75.07,4791700,74.875327
"189",74.839996,74.900002,73.970001,74,4034500,73.808102
"190",74.470001,74.769997,74.040001,74.709999,4237400,74.51626
"191",74.980003,76.43,74.980003,76.290001,6044100,76.092164
"192",76.300003,76.760002,75.839996,76.349998,3623500,76.152006
"193",76.75,77.620003,76.739998,77.050003,4590700,76.850195
"194",76.720001,76.82,75.900002,76,3963500,75.802915
"195",76.019997,76.129997,74.809998,75.800003,5085900,75.603437
"196",76.230003,76.480003,75.739998,76.400002,3451500,76.20188
"197",76.440002,77.059998,76.349998,76.830002,5134400,76.630765
"198",76.650002,77.739998,76.650002,76.940002,2647500,76.74048
"199",77,77.5,76.75,77.169998,3197300,76.969879
"200",77.550003,77.550003,75.849998,75.919998,3769300,75.723121
"201",75.5,76.739998,75.25,76.089996,3321300,75.892678
"202",76.040001,76.779999,76.010002,76.330002,2497700,76.132061
"203",76.620003,77.459999,76.25,77.239998,2380300,77.039698
"204",77.019997,77.470001,76.650002,76.660004,2338700,76.461207
"205",76.730003,76.879997,75.5,76.769997,3925800,76.570915
"206",76.559998,77.470001,76.559998,77.129997,2263400,76.929982
"207",76.709999,77.559998,76.449997,76.970001,2781400,76.770401
"208",77.129997,77.25,76.349998,76.360001,2330200,76.161982
"209",76.489998,76.93,75.980003,76.900002,2385700,76.700583
"210",76.919998,77.339996,76.690002,76.809998,2264000,76.610812
"211",76.629997,77.269997,76.410004,77.07,1916300,76.87014
"212",76.970001,77.459999,76.300003,76.330002,2658300,76.132061
"213",76.529999,76.730003,75.080002,75.220001,3681600,75.024939
"214",75.309998,75.489998,73.879997,73.910004,5090000,73.718339
"215",73.699997,74.029999,72.720001,73.370003,5437700,73.179738
"216",73,73.050003,71.580002,71.839996,5525000,71.653699
"217",72.339996,72.489998,71.230003,71.279999,5678200,71.095154
"218",71.410004,72.199997,71.349998,71.830002,4784200,71.643731
"219",71.93,72.050003,69.599998,70.389999,7252000,70.207463
"220",70.339996,71.220001,70.339996,70.93,4610900,70.746063
"221",71.389999,71.889999,71.330002,71.699997,3563200,71.514063
"222",71.860001,72.199997,70.389999,70.550003,4096500,70.367051
"223",70.290001,70.730003,69.389999,69.419998,5896100,69.239977
"224",69.230003,69.349998,68.160004,68.790001,7021700,68.611613
"225",68.720001,69.669998,68.470001,68.910004,6700200,68.731305
"226",69.050003,70.529999,69.050003,70.129997,5242000,69.948135
"227",70.07,70.580002,69.800003,70.010002,2683800,69.828451
"228",69.559998,69.629997,68.099998,68.209999,4214500,68.033116
"229",68.839996,69.879997,68.489998,69.800003,5812500,69.618996
"230",69.449997,70.660004,68.93,70.650002,5743000,70.466791
"231",71.029999,72.349998,71,71.790001,6066300,71.603834
"232",71.900002,72.730003,71.709999,71.839996,4738500,71.653699
"233",71.639999,71.949997,71.199997,71.339996,3613100,71.154996
"234",71.449997,71.739998,71.080002,71.230003,3538100,71.230003
"235",71.709999,72.519997,71.019997,72.440002,4155700,72.440002
"236",72.57,73.110001,72.459999,73.099998,3648400,73.099998
"237",72.830002,73.43,72.730003,73.089996,3193900,73.089996
"238",73.260002,73.739998,72.790001,73.470001,2989800,73.470001
"239",73.07,73.959999,72.800003,73.760002,3359500,73.760002
"240",73.699997,74.370003,73.339996,74.050003,3137100,74.050003
"241",74.150002,74.529999,73.75,74.419998,3905400,74.419998
"242",74.330002,74.540001,73.970001,74.230003,2814000,74.230003
"243",74.019997,74.620003,73.800003,74.190002,3425000,74.190002
"244",73.989998,74.190002,73.830002,73.940002,4482400,73.940002
"245",74.099998,74.099998,72.800003,72.800003,3064700,72.800003
"246",73.190002,73.220001,72.639999,72.989998,2963000,72.989998
"247",72.690002,72.959999,72.059998,72.300003,2318900,72.300003
"248",72.370003,72.720001,71.790001,72.589996,2493100,72.589996
"249",72.419998,72.690002,71.790001,72.199997,2451900,72.199997
"250",72.050003,72.080002,70.940002,71.010002,3050800,71.010002
"251",71.190002,71.269997,70.650002,70.690002,2390000,70.690002
"252",70.57,71.220001,70.239998,70.699997,2514900,70.699997
"253",70.739998,71.389999,70.709999,71.290001,2579700,71.290001
