"","APC.Open","APC.High","APC.Low","APC.Close","APC.Volume","APC.Adjusted"
"87",89.720001,91.449997,86.739998,88.370003,10999400,87.496801
"88",87.879997,88.970001,85.150002,85.25,17050100,84.407628
"89",86.510002,87.690002,83.639999,84.660004,11221200,83.823461
"90",83.019997,85.889999,80.980003,85.459999,12378100,84.615552
"91",83.120003,90.389999,83.120003,89.57,10761700,88.684941
"92",91.080002,93.660004,87.410004,88.519997,9923800,87.645313
"93",88.379997,90.669998,88.139999,90.669998,6366700,89.77407
"94",92.709999,93.110001,90.419998,92.089996,7370500,91.180037
"95",92.709999,94.080002,89.800003,89.970001,5935000,89.08099
"96",91.290001,93.199997,90.339996,92.169998,3985400,91.259248
"97",91.519997,92.25,90.010002,90.980003,3571500,90.081012
"98",88.589996,89.220001,87.330002,88.32,6597200,87.447292
"99",88.830002,90.470001,88.07,90.349998,5597100,89.457232
"100",93.900002,95.980003,89.93,91.32,8894100,90.417649
"101",90.870003,91.169998,89.010002,89.459999,6245000,88.576027
"102",88.290001,92.5,87.379997,91.779999,6642700,90.873102
"103",92.529999,94.32,90.620003,90.739998,5730500,89.843378
"104",89.720001,90.089996,87.790001,89.120003,9634400,88.23939
"105",90.5,92.099998,89.32,91.32,5457000,90.417649
"106",90.169998,93.540001,89.970001,93.510002,4073800,92.586011
"107",93.830002,95.220001,93.610001,94.309998,5184100,93.378102
"108",95.040001,95.940002,92.059998,92.339996,8555300,91.427567
"109",93.550003,93.830002,91.68,93.010002,3884800,92.090952
"110",92.389999,93.459999,91.260002,91.419998,5133000,90.516659
"111",90.449997,91.379997,88.400002,89.459999,5525700,88.576027
"112",90.25,90.68,88.559998,90.190002,4014600,89.298817
"113",89.699997,90,88.410004,88.970001,3948700,88.090871
"114",88.57,90.269997,88.309998,89.389999,3473300,88.506719
"115",89.830002,90.82,88.690002,90.260002,3006200,89.368125
"116",90.639999,93.120003,90.309998,92.470001,4821100,91.556287
"117",94.370003,94.75,92.5,93.279999,6589000,92.358281
"118",92.720001,93.720001,91.68,92.480003,5590400,91.56619
"119",92.849998,92.980003,89.510002,89.980003,5174900,89.090893
"120",88.949997,89.529999,87.800003,88.459999,4505400,87.585908
"121",81.93,82.279999,78.660004,79.150002,9903200,78.367905
"122",78.760002,79.900002,76.849998,78.730003,13247200,77.952057
"123",77.720001,80.470001,76.900002,79.150002,7562900,78.367905
"124",79.830002,81.889999,79.620003,80.669998,5708800,79.872882
"125",79.5,79.970001,78.260002,79.379997,5686000,78.595628
"126",79.059998,79.93,77.5,79.07,7445200,78.288693
"127",77.610001,78.110001,76.089996,76.669998,8080300,76.172516
"128",76.040001,79.029999,75.940002,78.410004,8257200,77.901231
"129",76.709999,76.870003,74.639999,75.629997,9208500,75.139263
"130",75.769997,77.279999,75.07,75.25,7807000,74.761731
"131",73.809998,75.800003,73.010002,73.339996,9438100,72.864121
"132",74.190002,74.940002,71.800003,72.010002,7491500,71.542757
"133",71.339996,76.349998,71,73.690002,10391100,73.211856
"134",74.919998,79.470001,74.269997,78.599998,10104000,78.089993
"135",80.980003,81.980003,77.900002,81.010002,9704200,80.484359
"136",81.940002,84.93,80.629997,84.860001,10083800,84.309376
"137",83.25,84.080002,81.82,83.650002,6395800,83.107228
"138",84.610001,85.209999,83.220001,84.239998,6073000,83.693396
"139",83.389999,83.919998,81.709999,83.080002,1848600,82.540927
"140",84.139999,84.470001,82.730003,83.190002,2209100,82.650214
"141",83.860001,84.730003,82.589996,83.830002,3963100,83.286061
"142",83.459999,83.989998,82.57,83.540001,3537900,82.997941
"143",82.300003,83.639999,81.290001,82.5,3911200,81.964689
"144",80.970001,82.739998,80.730003,82.290001,4472800,81.756052
"145",80.870003,80.870003,75.040001,75.800003,8958400,75.308166
"146",75.370003,77.389999,74.389999,75.239998,6805500,74.751794
"147",76.589996,78.169998,75.730003,76.440002,6262200,75.944012
"148",77.489998,79.050003,76.629997,78.910004,6229200,78.397987
"149",78.910004,79.629997,77.699997,79.139999,4248400,78.62649
"150",77.400002,77.400002,74.660004,75.050003,7511700,74.563032
"151",75.099998,76.540001,74.610001,75.800003,5526100,75.308166
"152",74.519997,77.459999,73.82,77.349998,7527200,76.848104
"153",78.900002,78.949997,75.410004,75.480003,4178300,74.990242
"154",76.830002,78.800003,76.379997,78.449997,5487100,77.940965
"155",77.870003,77.980003,76.18,77.769997,5493000,77.265377
"156",78.800003,80.830002,78.279999,80.739998,6113500,80.216107
"157",81.139999,81.559998,78.870003,81.519997,5254100,80.991044
"158",81.120003,83.129997,80.82,81.440002,5184800,80.911569
"159",81.790001,83.010002,80.010002,82.660004,3304100,82.123654
"160",82.239998,84.139999,81.400002,82.650002,4004700,82.113717
"161",82.400002,82.769997,78.970001,79.18,7093200,78.666231
"162",79.910004,80.5,77.949997,80.139999,6589600,79.620001
"163",79.489998,82.510002,78.669998,81.75,5202700,81.219555
"164",83.010002,83.599998,80.760002,82.769997,7752400,82.232933
"165",85.209999,86.889999,84.239998,85.599998,9888600,85.044573
"166",83.910004,84.980003,82.459999,83.07,5472000,82.53099
"167",84.209999,84.779999,83.019997,83.68,4703700,83.137032
"168",84.510002,84.699997,82.269997,82.699997,4982600,82.163388
"169",83.190002,84.550003,82.940002,83.459999,3086100,82.918459
"170",83.389999,84.5,81.669998,84.339996,4528900,83.792746
"171",82.940002,85.730003,82.410004,85.610001,4894200,85.05451
"172",87.010002,87.690002,85.959999,87.309998,7110700,86.743476
"173",88.5,90.099998,88.089996,89.440002,5595000,88.85966
"174",88.389999,89.400002,87.980003,88.669998,7318400,88.094652
"175",87.440002,88.760002,86.440002,86.870003,4712300,86.306336
"176",82.839996,86.980003,82.839996,86.099998,6215500,85.541328
"177",86,86.5,84.849998,85.449997,3749900,84.895544
"178",84.57,86.300003,83.949997,85.519997,3861900,84.96509
"179",86.25,86.620003,85.010002,85.889999,3003300,85.332692
"180",85.650002,86.970001,85.099998,86.410004,3190500,85.849322
"181",85.449997,86.190002,84.57,85.239998,4002400,84.686908
"182",85.699997,85.699997,83.839996,84.230003,6321700,83.683467
"183",84.230003,84.230003,81.360001,82.019997,6564700,81.4878
"184",81.879997,83.690002,81.510002,82.779999,5506800,82.242871
"185",82.970001,83.599998,81.330002,83.349998,3426700,82.809172
"186",83.32,83.339996,82.410004,82.839996,3312100,82.302479
"187",81.830002,82.169998,80.629997,81.730003,5386900,81.199688
"188",81.489998,82.779999,80.610001,80.769997,3296400,80.511885
"189",79.720001,81.050003,78.989998,78.989998,4617100,78.737574
"190",79.230003,80.230003,78.779999,79.489998,3134600,79.235976
"191",79.839996,79.93,78.010002,78.190002,2972500,77.940135
"192",77.550003,78.529999,77,78.419998,3577900,78.169396
"193",77.849998,80.739998,77.519997,80.639999,4590700,80.382303
"194",80.150002,81.25,79.739998,80.440002,6101000,80.182945
"195",79.970001,83.18,79.669998,82.589996,5485400,82.326068
"196",81.040001,82.279999,79.910004,80.43,4001100,80.172975
"197",80.910004,83.5,80.910004,81.949997,5062900,81.688114
"198",82.269997,82.730003,80.989998,81.040001,3865700,80.781026
"199",81.339996,81.75,80.529999,81.410004,3503900,81.149846
"200",82.220001,83.150002,81.309998,82.339996,4056800,82.076867
"201",83.5,84.040001,82.459999,83.199997,4060900,82.934119
"202",82.809998,82.839996,81.93,82.190002,2432400,81.927353
"203",83.18,84.080002,82.519997,83.849998,2828800,83.582044
"204",83.050003,83.769997,82.550003,82.809998,2397900,82.545366
"205",83.760002,84.959999,83.489998,83.860001,4170400,83.592014
"206",83.300003,85.370003,82.919998,84.550003,3567900,84.279811
"207",85.040001,86.599998,84.800003,85.860001,3250800,85.585623
"208",85.93,86.830002,85.400002,85.440002,3519000,85.166967
"209",86.699997,87.220001,85.379997,86.120003,5908800,85.844794
"210",86.709999,89.599998,86.510002,88.900002,5976700,88.615909
"211",90,90.110001,88.739998,90.099998,4061900,89.812071
"212",90.489998,91.099998,88.540001,88.68,4299700,88.396611
"213",89.650002,90.910004,89.209999,90.830002,4113400,90.539742
"214",91.080002,94.650002,90.769997,94.540001,7222500,94.237885
"215",94.559998,94.989998,93.720001,93.940002,5076500,93.639804
"216",93.43,93.809998,91.389999,93.68,6560700,93.380632
"217",93.900002,95.940002,93.339996,93.660004,7866600,93.3607
"218",93.309998,94.220001,92.120003,92.559998,3091900,92.264209
"219",93.089996,93.620003,91.900002,93.040001,2651500,92.742678
"220",93.099998,94.720001,92.959999,93.459999,2639300,93.161334
"221",92.940002,93.339996,92.199997,92.650002,3426500,92.353925
"222",93.690002,94.019997,92.800003,93.160004,2424100,92.862298
"223",93,94.349998,92.730003,93.660004,2250700,93.3607
"224",93.300003,95,92.839996,93.900002,3339200,93.599931
"225",94.199997,94.720001,92.760002,94.099998,5498400,93.799288
"226",93.93,94.300003,92.82,93.919998,2211900,93.619863
"227",94.43,95.199997,92.790001,93.730003,5065500,93.430476
"228",93.669998,95.75,89.059998,89.32,9411400,89.034565
"229",90.620003,91.75,89.139999,89.660004,4731400,89.373482
"230",89.690002,89.75,87.68,88.769997,5234300,88.486319
"231",89.639999,89.709999,87.410004,88.559998,5394300,88.276991
"232",88.870003,88.870003,86.209999,86.32,4053900,86.044152
"233",86.32,87.040001,85.5,86.190002,4337100,85.91457
"234",87.529999,87.529999,84.620003,85.110001,4199000,84.838019
"235",85.309998,86.050003,84.360001,84.489998,3154900,84.219998
"236",83.949997,85.290001,83.089996,84.669998,4536700,84.399423
"237",84.440002,85.059998,83.730003,84.980003,3168500,84.708438
"238",84.230003,84.559998,83.400002,83.559998,4105900,83.29297
"239",83.519997,84.050003,82.889999,83.400002,2630000,83.133485
"240",83.769997,85.660004,83.5,85.599998,3907100,85.326451
"241",84.529999,86.550003,84.339996,86.169998,4026800,85.89463
"242",85.269997,85.720001,83.809998,84.18,3598700,83.910991
"243",84.5,85.32,83.5,84.150002,3492100,83.881088
"244",84.309998,84.739998,82.830002,83.919998,3087900,83.65182
"245",84.239998,84.529999,83.370003,83.610001,4045200,83.342813
"246",83.959999,84.139999,83.25,83.839996,2830500,83.572074
"247",84.480003,85.43,82.889999,84.790001,2995100,84.519042
"248",84.550003,85.360001,83.870003,83.919998,4360200,83.65182
"249",83.110001,83.849998,82.68,83.400002,2285000,83.133485
"250",83.010002,85.199997,82.82,84.489998,3000100,84.219998
"251",83.779999,84.699997,82.690002,82.959999,3846800,82.959999
"252",83.839996,84.699997,83.099998,83.220001,4515600,83.220001
"253",84.550003,84.790001,83.809998,84.610001,2120100,84.610001
