"","LEN.Open","LEN.High","LEN.Low","LEN.Close","LEN.Volume","LEN.Adjusted"
"40",36.23,36.77,35.91,36.189999,2966800,36.062122
"41",35.990002,36.240002,35.75,35.93,3979900,35.803042
"42",36.080002,36.23,35.849998,35.959999,3106000,35.832935
"43",36.099998,36.700001,35.93,36.639999,3465700,36.510533
"44",36.700001,37,36.509998,36.540001,1979600,36.410887
"45",36.450001,36.77,36.380001,36.549999,2601800,36.42085
"46",36.639999,36.75,36.259998,36.560001,2183900,36.430817
"47",36.650002,37.189999,36.540001,37.169998,1638800,37.038659
"48",37.32,37.41,36.650002,36.939999,1760600,36.809472
"49",37.25,37.790001,37.23,37.549999,2248200,37.417317
"50",38.459999,39,38.400002,38.799999,4894300,38.6629
"51",38.630001,39.139999,38.490002,39,3411100,38.862194
"52",39.049999,39.34,38.689999,39.02,1667600,38.882124
"53",38.93,39.349998,38.700001,39.169998,2240100,39.031592
"54",39.27,39.57,38.799999,38.950001,3325500,38.812372
"55",39.040001,39.23,38.68,38.869999,2543200,38.732652
"56",38.950001,39.119999,38.799999,38.91,1668000,38.772512
"57",38.75,39.110001,38.470001,38.950001,2061700,38.812372
"58",39.060001,39.389999,38.91,39.18,1989500,39.041558
"59",39.349998,39.349998,38.799999,39.099998,1855300,38.961839
"60",39.119999,39.240002,38.110001,38.259998,3436200,38.124807
"61",38.349998,38.830002,38.34,38.709999,2286600,38.573218
"62",38.720001,39.110001,38.599998,38.880001,2433800,38.742619
"63",38.869999,39.41,38.68,39.049999,2364500,38.912017
"64",39.400002,39.48,38.93,39.110001,2464300,38.971806
"65",39.09,39.549999,38.740002,39.400002,2096700,39.260782
"66",39.139999,39.68,39.119999,39.610001,2037500,39.470039
"67",39.400002,39.549999,38.639999,39.060001,3562900,38.921984
"68",39.119999,39.48,38.939999,39.23,2523600,39.091381
"69",39.150002,39.610001,38.860001,39.130001,3941900,38.991736
"70",40.349998,41.970001,40.349998,41.400002,11456300,41.253715
"71",41.509998,41.509998,40.959999,41.380001,3019300,41.233786
"72",41.470001,41.700001,40.5,41.029999,4406200,40.88502
"73",41,41.02,39.830002,39.880001,3359200,39.739086
"74",39.73,40.279999,39.470001,40.049999,3322600,39.908483
"75",39.5,40.220001,39.220001,39.959999,3302700,39.818801
"76",39.830002,39.939999,39.09,39.439999,2692800,39.300638
"77",39.57,39.82,39.27,39.740002,1710400,39.599581
"78",39.279999,39.66,39.279999,39.41,1460000,39.270745
"79",39.389999,39.509998,38.799999,38.830002,3202200,38.692797
"80",38.82,39.07,38.389999,38.549999,2343500,38.413783
"81",38.639999,39.130001,38.139999,39.009998,2414200,38.872157
"82",39.23,39.91,39.060001,39.849998,3098800,39.709189
"83",40.139999,40.57,40.02,40.360001,3216500,40.217389
"84",40.16,40.669998,39.84,39.849998,2875200,39.709189
"85",39.939999,40.91,39.799999,40.869999,3452700,40.725586
"86",40.799999,41.259998,39.759998,39.82,3201100,39.679296
"87",39.900002,39.919998,38.290001,38.450001,5203600,38.314138
"88",38.59,38.950001,37.5,37.619999,5673100,37.487069
"89",38.07,39.150002,37.939999,38.369999,3640400,38.234419
"90",37.860001,40.080002,37.759998,39.740002,4867900,39.640905
"91",38.799999,40.540001,38.740002,39.68,3742800,39.581053
"92",40.16,42.139999,39.990002,41.459999,6648600,41.356614
"93",41.549999,43.060001,41.549999,42.950001,5068400,42.8429
"94",43.080002,43.700001,42.790001,42.959999,4890800,42.852873
"95",42.900002,43.34,42.610001,42.799999,3626400,42.693272
"96",43.16,44.049999,42.5,43.310001,4192100,43.202003
"97",43.299999,43.779999,42.529999,43.759998,2614500,43.650878
"98",43.619999,43.880001,42.990002,43.779999,2611900,43.670828
"99",43.650002,44.25,43.43,43.919998,2799800,43.810478
"100",43.77,44.16,43.029999,43.419998,3622700,43.311725
"101",43.419998,43.57,42.720001,43.349998,2385600,43.2419
"102",43.990002,44.060001,42.740002,43.080002,3785900,42.972577
"103",43.360001,43.549999,42.73,43.32,2247900,43.211976
"104",43.200001,43.459999,42.580002,42.700001,2518200,42.593523
"105",42.970001,43.060001,42.459999,42.73,4572200,42.623447
"106",42.799999,43.959999,42.689999,43.919998,2699100,43.810478
"107",43.849998,44.919998,43.689999,44.540001,2827100,44.428935
"108",44.970001,45.889999,44.970001,45.290001,4149800,45.177065
"109",45.209999,46.849998,45.209999,46.389999,7247200,46.27432
"110",45.900002,46.139999,45.299999,45.560001,6263900,45.446392
"111",45.48,46.119999,45.380001,45.66,3238800,45.546141
"112",45.560001,46.02,45.450001,45.639999,1712700,45.526191
"113",45.599998,45.959999,45.209999,45.639999,2485500,45.526191
"114",45.560001,46.029999,45.52,45.689999,1917700,45.576065
"115",45.689999,46.279999,45.470001,45.75,2059400,45.635917
"116",45.470001,47.200001,45.459999,46.970001,3235600,46.852876
"117",47.48,47.82,46.990002,47.290001,4752000,47.172078
"118",47.389999,47.98,47.209999,47.509998,3250700,47.391526
"119",47.5,48,46.75,47.009998,2370600,46.892773
"120",47.080002,47.240002,46.34,46.860001,1695000,46.74315
"121",47,47.43,46.580002,47.240002,1486700,47.122203
"122",47.25,47.25,46.16,46.27,3241200,46.154621
"123",46.41,46.869999,46.27,46.66,3012200,46.543648
"124",46.639999,47.09,46.240002,46.290001,2310000,46.174571
"125",46.23,46.41,45.509998,45.77,2869100,45.655867
"126",45.630001,46.119999,45.43,45.549999,2252400,45.436415
"127",45.540001,46.060001,45.389999,45.509998,2649600,45.396514
"128",45.040001,46.029999,44.77,45.82,2316400,45.705742
"129",45.529999,46.169998,43.330002,43.41,5301100,43.301752
"130",43.630001,44.110001,43.27,43.32,3054900,43.211976
"131",42.82,43.139999,42.290001,42.310001,4115200,42.204496
"132",42.25,42.959999,41.599998,41.68,3963100,41.576066
"133",41.470001,42.25,41.299999,41.32,3360000,41.216963
"134",41.5,43.240002,41.41,43.110001,4012900,43.002501
"135",43.790001,43.790001,42.73,43.68,2915400,43.571079
"136",43.880001,43.900002,43.139999,43.669998,4640700,43.561102
"137",43.669998,43.950001,43.290001,43.759998,1889400,43.650878
"138",43.830002,44.110001,43.299999,43.380001,2688000,43.271828
"139",43.439999,43.68,43.32,43.369999,1280900,43.261851
"140",43.540001,44.040001,43.490002,43.759998,1193500,43.650878
"141",43.66,44.939999,43.580002,44.27,3071900,44.159608
"142",44.189999,44.52,44.009998,44.439999,1886800,44.329182
"143",44.380001,45.34,44.34,44.810001,2635500,44.698262
"144",44.990002,45.099998,43.689999,44.290001,2020900,44.179558
"145",44.18,44.259998,43.630001,43.950001,2428900,43.840406
"146",44.060001,44.060001,42.939999,43.580002,3543900,43.47133
"147",43.919998,46.25,43.73,45.73,9628600,45.615966
"148",46.16,47.119999,45.939999,46.860001,4581800,46.74315
"149",46.98,47.150002,46.23,46.790001,3529100,46.673324
"150",46.970001,47.77,46.709999,47.07,3553900,46.952625
"151",48.02,48.52,45.119999,46.279999,10710600,46.164594
"152",45.619999,46.290001,44.75,45.759998,6420200,45.64589
"153",46.209999,46.950001,41.630001,42.48,16229900,42.374071
"154",42.09,43.599998,41.25,43.200001,7542000,43.092276
"155",43.099998,43.18,41.720001,42.330002,5472900,42.224447
"156",42.34,43.639999,42.32,43.27,3786200,43.162102
"157",43.509998,43.959999,43,43.830002,4177300,43.720706
"158",43.889999,44.389999,43.580002,43.73,4041200,43.620954
"159",44.299999,45.099998,44.209999,44.889999,3415000,44.778061
"160",44.09,45.060001,43.849998,44.939999,5009900,44.867917
"161",45.060001,45.490002,44.32,44.66,4382100,44.588367
"162",44.799999,46.310001,44.709999,46.209999,4677500,46.13588
"163",45.73,45.950001,44.790001,44.91,3788300,44.837966
"164",45.009998,45.419998,43.889999,44.639999,4701300,44.568399
"165",44.720001,45.470001,44.220001,45.43,3110600,45.357132
"166",45.220001,46.939999,45.110001,46.470001,5252000,46.395465
"167",46.360001,46.75,45.57,46.450001,4445400,46.375497
"168",46.5,48.119999,46.450001,48.02,6043300,47.942978
"169",47.98,48.889999,47.799999,48.439999,3266600,48.362303
"170",48.759998,49.599998,48.209999,49.380001,3318000,49.300797
"171",49.619999,50.16,48.689999,49.169998,2954000,49.091131
"172",49.349998,50.349998,48.950001,50.259998,2988100,50.179383
"173",50.299999,50.400002,49.560001,49.98,3210300,49.899834
"174",49.799999,50.41,49.310001,50.41,2346000,50.329144
"175",50.299999,50.389999,49.5,50.139999,3369200,50.059577
"176",50.080002,50.73,49.900002,50.240002,2237500,50.159419
"177",50.16,50.330002,49.5,50.32,2863800,50.239288
"178",50.25,50.59,49.259998,49.799999,2523600,49.720122
"179",50.619999,51.380001,50.48,51.209999,2981500,51.12786
"180",51.310001,51.509998,50.439999,50.68,2253100,50.598712
"181",50.5,50.540001,49.689999,50.09,2315700,50.009658
"182",50.200001,50.540001,49.860001,50.209999,1966400,50.129464
"183",50.209999,50.540001,49.779999,50.040001,3070600,49.959739
"184",49.77,49.849998,49.009998,49.450001,1881500,49.370685
"185",49.450001,50.139999,49.110001,50.049999,1815500,49.969721
"186",50.009998,50.490002,49.869999,50.119999,2403000,50.039608
"187",49.610001,49.849998,48.509998,48.619999,3346900,48.542014
"188",48.279999,49,48.279999,48.720001,2463200,48.641856
"189",48.32,48.759998,48.220001,48.279999,1697400,48.20256
"190",48.529999,48.73,48.07,48.200001,3641600,48.12269
"191",48.5,49.66,48.389999,49.560001,2122500,49.480509
"192",49.32,49.740002,48.57,49.200001,1917600,49.121086
"193",49.509998,49.799999,49.139999,49.310001,1946600,49.23091
"194",49.25,49.41,48.639999,48.860001,4102300,48.781631
"195",49.07,50.009998,48.349998,49.720001,4951100,49.640252
"196",51,51.200001,48.540001,49.650002,7808000,49.570365
"197",50.049999,51.91,49.950001,50.259998,7880200,50.179383
"198",50.189999,50.830002,49.5,49.540001,3279600,49.460541
"199",49.450001,50.970001,49.150002,50.439999,2836200,50.359095
"200",50.560001,50.810001,49.580002,49.68,2172600,49.600316
"201",49.540001,50.029999,49.299999,49.419998,2114500,49.34073
"202",49.439999,50.580002,49.369999,50.43,2172700,50.349113
"203",50.689999,51.91,50.52,51.490002,3755600,51.407414
"204",51.360001,52.169998,51.110001,51.810001,3243400,51.7269
"205",51.880001,51.970001,51.220001,51.849998,2676800,51.766833
"206",51.869999,53.259998,51.73,53.189999,3561500,53.104684
"207",52.93,53.669998,51.91,52.060001,4746500,51.976499
"208",52,52,50.689999,50.740002,2851500,50.658617
"209",50.73,51.32,50.639999,51.259998,2034000,51.177779
"210",51.119999,51.16,49.700001,50.490002,2532800,50.409018
"211",50.75,50.75,50.02,50.5,1380700,50.419
"212",50.52,50.779999,50,50.41,1714300,50.329144
"213",50.43,51.02,49.880001,50.970001,2266500,50.888247
"214",51.119999,51.77,50.950001,51.439999,2339400,51.357491
"215",51.130001,51.240002,49.939999,50.150002,3205500,50.069563
"216",49.77,49.889999,48.290001,48.580002,4755000,48.502081
"217",48.779999,48.91,47.709999,48.23,3778800,48.19232
"218",48.380001,49.369999,48.240002,49.139999,3413200,49.101609
"219",49,49.310001,48.23,48.41,5160800,48.37218
"220",47.970001,48.060001,46.18,46.720001,7269700,46.683502
"221",46.860001,47.27,46.560001,47.189999,2033200,47.153132
"222",47.450001,47.459999,46.27,46.369999,2637500,46.333773
"223",46.290001,46.52,45.669998,46.509998,3026800,46.473663
"224",46.200001,46.279999,45.5,46.209999,3512700,46.173898
"225",45.950001,46.330002,45.619999,45.799999,3882600,45.764219
"226",45.720001,47.099998,45.720001,46.82,2721700,46.783422
"227",46.939999,47.34,46.209999,46.389999,2162000,46.353758
"228",46.360001,46.77,45.290001,45.32,3417300,45.284594
"229",45.490002,45.66,44.759998,45.290001,2855200,45.254619
"230",45.240002,46.619999,45.209999,46.470001,2696000,46.433697
"231",47.790001,48.619999,47.41,47.490002,3815300,47.452901
"232",47.41,47.700001,46.669998,46.700001,2599800,46.663517
"233",46.360001,46.990002,45.889999,46.689999,2583400,46.653523
"234",46.77,47.32,46.549999,46.630001,1794100,46.593572
"235",47.02,47.400002,46.720001,47.279999,1589000,47.243062
"236",46.810001,47.66,46.549999,47.599998,2045100,47.562812
"237",47.66,48.52,47.189999,48.439999,3508200,48.402155
"238",49.380001,50.139999,48.310001,48.669998,3834200,48.631975
"239",48.860001,49.080002,48.02,48.75,1956000,48.711915
"240",48.57,48.860001,48.099998,48.41,1804000,48.37218
"241",48.330002,48.66,48,48.529999,2453500,48.492085
"242",48.450001,48.52,47.380001,47.400002,2329300,47.362971
"243",47.59,47.639999,46.84,47.18,3535400,47.143141
"244",47.060001,47.93,46.970001,47.52,3031000,47.482876
"245",47.32,47.59,46.630001,46.630001,5084900,46.593572
"246",46.869999,47.119999,46.610001,47.029999,2266800,46.993257
"247",46.779999,47.52,46.560001,47.049999,1625400,47.013242
"248",47.119999,47.720001,46.700001,47.279999,3913700,47.243062
"249",46.919998,47.310001,46.240002,46.419998,3536700,46.383733
"250",46.25,46.849998,46.009998,46.709999,1960000,46.673507
"251",46.560001,46.900002,46.189999,46.240002,1961900,46.203877
"252",46.099998,46.509998,45.779999,46.330002,1567100,46.293807
"253",46.529999,47.389999,46.310001,47.169998,2133600,47.133147
