"","C.Open","C.High","C.Low","C.Close","C.Volume","C.Adjusted"
"47",48.830002,49.150002,48.740002,49.130001,9693100,49.063755
"48",49.290001,49.48,48.32,48.720001,16215300,48.654308
"49",49.049999,49.580002,48.970001,49.509998,13199700,49.44324
"50",49.529999,50.25,49.52,49.700001,13073300,49.632986
"51",49.630001,49.919998,49.459999,49.799999,9039500,49.73285
"52",49.970001,51.220001,49.799999,51.07,24162400,51.001138
"53",50.939999,51.669998,50.73,50.93,20002900,50.861328
"54",51.279999,51.990002,51.279999,51.630001,17502900,51.560384
"55",51.52,52.389999,51.459999,52.130001,18384700,52.05971
"56",52.119999,52.27,51.68,51.860001,13398400,51.790074
"57",51.52,51.619999,51.279999,51.389999,10255900,51.320706
"58",51.529999,51.830002,51.459999,51.650002,8981300,51.580358
"59",51.779999,51.98,51.439999,51.959999,11452100,51.889937
"60",52.240002,52.529999,52.040001,52.23,15116800,52.159574
"61",52.25,52.880001,52.220001,52.470001,15694900,52.399252
"62",52.310001,52.490002,51.720001,52.299999,17484800,52.229479
"63",52.16,52.77,51.91,52.049999,13557800,51.979816
"64",51.639999,51.779999,51.119999,51.259998,14584100,51.190881
"65",51.240002,51.990002,51.18,51.830002,13013600,51.760115
"66",51.610001,52.259998,51.52,52.23,14084300,52.159574
"67",52.200001,52.860001,52.09,52.380001,18329200,52.309373
"68",52.369999,52.52,51.919998,52.310001,12805700,52.239468
"69",52.119999,52.41,51.91,52.360001,13221300,52.2894
"70",52.32,53.049999,52.220001,52.389999,20379900,52.319358
"71",52.700001,53.900002,52.48,53.66,27307100,53.587646
"72",53.98,54.130001,53.259998,53.48,22153100,53.407888
"73",53.439999,53.740002,52.959999,53.040001,16654900,52.968483
"74",52.75,53.25,52.75,52.84,14586000,52.768752
"75",52.900002,53.32,52.490002,53.259998,15606000,53.188184
"76",53.23,53.27,51.959999,51.959999,19262500,51.889937
"77",51.990002,52.59,51.959999,52.490002,10474200,52.419225
"78",51.75,52.27,51.32,52.049999,13006900,51.979816
"79",52.080002,52.490002,51.630001,51.82,21787700,51.750127
"80",51.68,51.849998,50.889999,51.099998,20757500,51.031096
"81",50.939999,51.52,50.66,51.25,18393400,51.180896
"82",51.709999,52.43,51.639999,52.32,17716300,52.249453
"83",52.57,52.669998,52.130001,52.279999,12675100,52.209506
"84",51.990002,52.07,51.27,51.27,16837100,51.200869
"85",51.209999,52.599998,51.18,52.540001,23356300,52.469157
"86",52.48,52.48,51.009998,51.139999,22423700,51.071043
"87",50.93,51.290001,50.110001,50.110001,27764500,50.042433
"88",50.139999,50.869999,49.860001,49.900002,26025900,49.832718
"89",51.150002,51.630001,50.439999,51.470001,41368500,51.4006
"90",50.900002,50.93,48.110001,49.68,55398300,49.613013
"91",48.98,50.209999,48.740002,49.75,28295100,49.682918
"92",50.490002,50.720001,49.740002,50.07,21969900,50.002486
"93",50.029999,50.619999,49.959999,50.529999,13796700,50.461865
"94",51.040001,51.490002,50.75,51.27,17798300,51.200869
"95",51.27,51.799999,50.68,50.700001,16664500,50.631638
"96",51.25,51.900002,51.09,51.41,15167500,51.34068
"97",51.439999,51.869999,51.369999,51.799999,13284400,51.730153
"98",51.48,51.650002,51.169998,51.59,12134600,51.520437
"99",51.639999,52.52,51.639999,52.439999,16529200,52.36929
"100",52.48,52.75,52.09,52.650002,16322200,52.57901
"101",52.619999,53.400002,52.34,53.150002,21027700,53.088419
"102",53.400002,53.900002,52.990002,53.529999,27639400,53.467976
"103",53.419998,53.75,53.02,53.470001,12123000,53.408048
"104",53.279999,53.32,52.630001,53.189999,13618000,53.12837
"105",53.59,54.110001,53.259998,54.02,18546200,53.95741
"106",53.970001,54.299999,53.810001,53.990002,13621300,53.927446
"107",53.860001,54.009998,53.540001,53.75,13479200,53.687722
"108",53.57,53.889999,53.540001,53.889999,11235500,53.827559
"109",53.900002,54.09,53.759998,53.810001,9524300,53.747654
"110",53.34,53.619999,53.07,53.419998,10271400,53.358103
"111",53.48,53.580002,52.98,53.439999,12667000,53.37808
"112",53.310001,53.599998,53.259998,53.380001,11339200,53.318152
"113",53.060001,53.639999,53.049999,53.57,10189100,53.507931
"114",53.560001,54.169998,53.509998,53.810001,12907700,53.747654
"115",53.830002,53.830002,53.380001,53.66,8664900,53.597826
"116",53.25,53.57,53.110001,53.52,9721200,53.457989
"117",54.07,54.349998,53.610001,53.66,15139600,53.597826
"118",53.939999,54.490002,53.759998,54.400002,13726500,54.336971
"119",54.400002,54.52,54.060001,54.330002,13212100,54.267052
"120",54.450001,54.48,54,54.130001,8704200,54.067283
"121",54,54.18,53.830002,53.970001,5876800,53.907469
"122",53.799999,53.91,53.049999,53.349998,13825700,53.288184
"123",53.509998,54.470001,53.509998,54.360001,15957100,54.297016
"124",54.470001,55.279999,54.310001,55.209999,21221500,55.14603
"125",54.970001,55.43,54.689999,55.18,13407400,55.116066
"126",55.52,56.490002,55.459999,56.080002,21945900,56.015024
"127",55.98,56.950001,55.75,56.369999,21799300,56.304686
"128",55.439999,56.139999,54.689999,55.849998,26262900,55.785288
"129",55.509998,55.919998,54.349998,54.470001,22464100,54.406889
"130",54.650002,55.23,54.419998,54.509998,20641300,54.44684
"131",53.98,54.349998,53.23,53.400002,23137300,53.338129
"132",54.080002,54.080002,52.52,52.790001,20956200,52.728836
"133",52.16,52.84,51.119999,51.169998,34745200,51.11071
"134",51.209999,52.48,51.110001,52.450001,26918800,52.389229
"135",53.400002,54.099998,53.130001,54.099998,23478100,54.037315
"136",53.990002,54.48,53.75,54.009998,22986200,53.947419
"137",54.040001,54.27,53.52,53.959999,11742300,53.897478
"138",54.02,54.860001,53.93,54.419998,12277000,54.356944
"139",54.68,54.900002,54.32,54.540001,6237400,54.476808
"140",54.630001,54.77,54.41,54.43,6415100,54.366935
"141",54.139999,55.080002,54.029999,54.73,9887500,54.666586
"142",54.509998,54.950001,54.25,54.84,8188600,54.77646
"143",54.950001,55.07,54.099998,54.110001,10193000,54.047306
"144",54.360001,54.689999,53.790001,54.259998,11137800,54.19713
"145",53.91,53.959999,52.330002,52.549999,20945400,52.489112
"146",52.68,52.77,50.529999,50.700001,31989300,50.641257
"147",51.509998,51.549999,50.619999,51.169998,27890800,51.11071
"148",51.77,52.080002,51.5,51.939999,17467200,51.879818
"149",52.169998,52.240002,50.77,50.779999,20180200,50.721162
"150",50.82,50.91,50.029999,50.380001,22725800,50.321628
"151",50.66,51.23,49.610001,50.02,23201800,49.962045
"152",48.959999,49.099998,47.77,49.049999,44630800,48.993167
"153",48.060001,48.240002,46.91,47.23,48799400,47.175276
"154",46.700001,47.689999,46.599998,47.610001,32307000,47.554837
"155",47.98,48,47.150002,47.259998,25561000,47.20524
"156",47.369999,48.23,47.150002,47.740002,22873300,47.684688
"157",48.259998,49.75,47.93,49.57,29652600,49.512565
"158",49.490002,49.759998,48.610001,48.619999,18984700,48.563665
"159",48.48,49.029999,48.41,48.889999,13817500,48.833353
"160",48.040001,48.650002,47.77,48.310001,16401200,48.254027
"161",48.369999,48.509998,47.110001,47.110001,26065300,47.055416
"162",47.07,47.779999,46.830002,47.619999,19865700,47.574923
"163",47.09,47.73,46.900002,46.950001,23729800,46.905559
"164",47.200001,47.77,46.900002,47.720001,19178200,47.67483
"165",48.459999,49.220001,48.349998,48.880001,25220200,48.833732
"166",48.57,49,48.299999,48.400002,19581800,48.354187
"167",48.740002,49,48.220001,48.540001,15481900,48.494054
"168",49.400002,49.950001,49.060001,49.139999,25752200,49.093484
"169",48.860001,49.509998,48.439999,49.209999,16364900,49.163418
"170",50,50.060001,49.139999,49.389999,17223700,49.343248
"171",49.150002,49.880001,49.110001,49.68,13079500,49.632974
"172",49.939999,51.09,49.77,50.889999,28926800,50.841828
"173",51.009998,51.490002,50.810001,51.200001,17448500,51.151536
"174",50.950001,51.799999,50.900002,51.689999,14569400,51.64107
"175",51.299999,51.669998,51.09,51.419998,17666800,51.371325
"176",51.279999,51.540001,51.040001,51.119999,11272000,51.07161
"177",51.049999,51.91,50.360001,51.779999,19429400,51.730985
"178",51.529999,51.540001,50.75,51.32,15282600,51.271421
"179",51.419998,52.299999,51.389999,51.900002,20250900,51.850874
"180",51.650002,52.110001,51.549999,52.09,10666000,52.040693
"181",52.029999,52.490002,51.91,52.41,16358100,52.36039
"182",52.32,52.869999,52.169998,52.419998,18588400,52.370378
"183",52.419998,53.52,52.049999,53.490002,19384200,53.439369
"184",53.939999,54,53.43,53.73,24281900,53.67914
"185",53.48,53.860001,53.240002,53.669998,14698100,53.619195
"186",53.709999,53.73,53.150002,53.560001,13853800,53.509302
"187",53.75,54.009998,52.93,53.060001,40296600,53.009776
"188",52.880001,53.169998,52.77,52.950001,17542600,52.899879
"189",52.07,52.299999,51.23,51.23,29061300,51.181506
"190",51.619999,52.759998,51.52,52.330002,32443600,52.280467
"191",54,54.720001,53.450001,54.080002,50191200,54.028811
"192",53.900002,54.240002,53.259998,53.540001,20780600,53.489321
"193",53.740002,54.040001,53.400002,53.689999,17031600,53.639177
"194",53.209999,53.990002,53.16,53.84,13902900,53.789036
"195",53.419998,53.939999,53.169998,53.720001,18383700,53.669151
"196",53.57,53.619999,52.200001,52.380001,21150000,52.330419
"197",52.439999,53.169998,52.41,52.98,22466200,52.92985
"198",53.029999,53.049999,52.48,52.48,13148900,52.430323
"199",52.349998,52.439999,51.939999,51.939999,12887700,51.890833
"200",51.98,52.110001,51.349998,51.380001,15418200,51.331366
"201",51.189999,51.459999,50.470001,51.189999,21839600,51.141543
"202",51.490002,51.490002,50.720001,51,16052400,50.951724
"203",51.330002,52,51.310001,51.639999,13289200,51.591118
"204",51.259998,51.77,51.16,51.52,13928900,51.471233
"205",51.369999,51.900002,51.009998,51.619999,21577700,51.571136
"206",51.68,52.220001,51.59,51.860001,13966900,51.810911
"207",51.16,51.959999,50.98,51.619999,13250800,51.571136
"208",51.830002,51.93,51.389999,51.52,11562700,51.471233
"209",51.669998,52.220001,51.630001,51.889999,11773000,51.840881
"210",51.73,52.209999,51.689999,52.130001,13591400,52.080656
"211",52.080002,52.68,51.98,52.43,13032000,52.380371
"212",52.48,52.950001,52.41,52.66,11984400,52.610153
"213",52.93,53,52.380001,52.73,13259700,52.680086
"214",52.93,53.380001,52.75,53.209999,19041100,53.159631
"215",53.98,54.459999,53.799999,54.02,38345600,53.968866
"216",53.509998,54.099998,52.950001,53.07,23287000,53.019765
"217",53.299999,53.57,53.09,53.200001,14730000,53.149643
"218",53.349998,53.459999,52.25,52.48,19554400,52.430323
"219",52.52,53.380001,52.349998,53.099998,14873400,53.049735
"220",53.009998,53.400002,52.82,53.220001,13049600,53.169624
"221",53.16,53.220001,52.849998,52.900002,10150500,52.849927
"222",52.880001,53.389999,52.779999,52.799999,15613000,52.75002
"223",52.669998,53.099998,52.25,53.02,14134500,52.969813
"224",52.650002,53.990002,52.610001,53.759998,22542400,53.70911
"225",53.75,53.970001,52.919998,53.32,19420600,53.269528
"226",53.639999,53.84,53.310001,53.759998,13147600,53.70911
"227",53.849998,54.259998,53.740002,54.169998,15670100,54.118722
"228",53.990002,54.299999,53.25,53.349998,20669100,53.299498
"229",53.560001,53.900002,52.349998,52.82,19414800,52.770001
"230",52.59,53.439999,52.41,53.310001,14954200,53.310001
"231",53.549999,54.110001,53.299999,54.02,17333500,54.02
"232",53.919998,54.16,53.799999,53.970001,13896800,53.970001
"233",53.669998,53.98,53.23,53.740002,13336900,53.740002
"234",53.720001,54.360001,53.48,54.200001,15618600,54.200001
"235",54.43,54.73,54.330002,54.599998,14249600,54.599998
"236",54.59,54.610001,54.029999,54.240002,10377200,54.240002
"237",54.189999,54.900002,54.169998,54.669998,11713000,54.669998
"238",54.790001,55.369999,54.75,55.330002,18203700,55.330002
"239",55.27,55.299999,54.75,54.889999,13954600,54.889999
"240",54.689999,55.099998,54.610001,54.84,11799200,54.84
"241",54.779999,55.330002,54.68,54.970001,12644000,54.970001
"242",54.75,54.84,54.009998,54.240002,16549800,54.240002
"243",54.34,54.98,54.200001,54.869999,13698100,54.869999
"244",54.82,54.82,54.220001,54.549999,13380900,54.549999
"245",54.459999,54.490002,53.869999,54.080002,13817100,54.080002
"246",54.68,55.049999,54.439999,54.450001,18155000,54.450001
"247",54.400002,55.02,54.130001,54.720001,17765400,54.720001
"248",55.040001,56.02,55.009998,55.630001,21225400,55.630001
"249",55.450001,56,55.16,55.330002,18373900,55.330002
"250",56.02,56.580002,55.84,56.240002,26443200,56.240002
"251",56.25,56.5,55.650002,55.650002,14908800,55.650002
"252",55.57,56.360001,55.220001,56,15070900,56
"253",56.27,57.209999,56.18,57.02,21266700,57.02
