"","CBS.Open","CBS.High","CBS.Low","CBS.Close","CBS.Volume","CBS.Adjusted"
"40",57.299999,57.639999,56.73,56.990002,5131600,56.408393
"41",57.599998,58,56.959999,57.650002,7642100,57.061657
"42",58.060001,58.189999,56.740002,56.900002,6718800,56.319312
"43",58,59.5,57.880001,59.23,11749900,58.625531
"44",59.740002,60.400002,59.330002,60.18,7528600,59.565836
"45",59.880001,60.290001,58.82,58.91,6640300,58.308797
"46",59.169998,59.419998,58.759998,59.34,4970700,58.734409
"47",59.290001,59.630001,59.139999,59.459999,4332400,58.853183
"48",59.740002,60.25,59.330002,59.990002,5841700,59.377777
"49",60.549999,60.73,60.110001,60.23,5928100,59.615325
"50",60.48,60.939999,60.150002,60.740002,3628400,60.120123
"51",60.470001,60.720001,60.189999,60.43,3844500,59.813285
"52",60.549999,60.599998,60.16,60.360001,4268900,59.744
"53",60.240002,60.830002,60.240002,60.5,3230300,59.88257
"54",60.77,61.369999,60.369999,60.630001,4519800,60.011245
"55",60.560001,60.700001,59.93,60.02,4702000,59.407469
"56",60.209999,60.580002,60.099998,60.419998,3252900,59.803385
"57",60.040001,60.369999,59.549999,59.549999,5040900,58.942265
"58",59.68,59.740002,59.130001,59.290001,4831400,58.68492
"59",59.299999,59.650002,58.66,58.830002,6484800,58.229615
"60",59.099998,59.189999,58.189999,58.529999,5907700,57.932674
"61",59.02,59.700001,58.900002,59.43,7603900,58.823491
"62",59.48,59.57,58.560001,59.400002,7013700,58.793798
"63",59.150002,59.240002,58.759998,59.060001,4046100,58.605262
"64",58.830002,58.939999,57.790001,57.860001,7181400,57.414501
"65",58,58.16,57.099998,57.639999,5972800,57.196194
"66",57.400002,58.669998,57.32,58.130001,4797700,57.682423
"67",57.41,57.419998,56.310001,57.259998,11472500,56.819119
"68",57.27,57.279999,56.700001,56.740002,6361100,56.303126
"69",56.709999,57.34,56.32,56.900002,8350300,56.461894
"70",57.049999,57.209999,56.560001,56.84,5540300,56.402354
"71",57.099998,57.130001,56.060001,56.5,9888100,56.064972
"72",56.880001,56.880001,55.619999,55.91,10796100,55.479515
"73",55.68,55.830002,54.43,54.619999,11979200,54.199446
"74",54.91,55.439999,54.32,55.029999,10495700,54.606289
"75",55.009998,55.099998,54.18,54.849998,9998700,54.427675
"76",54.779999,54.93,53.779999,53.84,7942600,53.425453
"77",53.830002,54.810001,53.779999,54.560001,6369800,54.139911
"78",53.919998,54.84,53.869999,54.32,8208400,53.901757
"79",54.419998,54.470001,53.490002,53.5,10307500,53.088071
"80",53.5,53.580002,52.779999,52.810001,12324500,52.403385
"81",52.419998,52.540001,50.52,52.34,17811700,51.937003
"82",52.689999,53.580002,52.279999,53.080002,10696600,52.671307
"83",53.220001,53.5,52.619999,52.77,3514600,52.363692
"84",52.310001,52.689999,52.07,52.16,5835400,51.758388
"85",52.150002,52.73,51.470001,52.59,6185400,52.185078
"86",52.299999,52.34,50.700001,50.720001,10588800,50.329477
"87",50.580002,51.16,49.810001,49.91,9468900,49.525712
"88",49.779999,50.119999,48.830002,48.91,10407700,48.533412
"89",49.59,50.75,49.330002,49.93,10301900,49.545559
"90",49.66,51.029999,48.919998,50.75,13183700,50.359245
"91",49.799999,52.349998,49.619999,51.18,8451200,50.785934
"92",51.790001,52.98,51.59,52.349998,9047600,51.946924
"93",52.970001,53.75,52.880001,53.470001,8752300,53.058303
"94",53.709999,54.610001,53.639999,54.240002,6745400,53.822375
"95",54.509998,54.540001,52.740002,52.91,7743700,52.502614
"96",53.490002,54.099998,53.099998,53.75,5384300,53.336146
"97",53.360001,53.810001,53,53.52,3821700,53.107917
"98",53.419998,53.900002,53.200001,53.52,3191900,53.107917
"99",53.740002,54.099998,53.59,54.07,4010700,53.653682
"100",53.93,54.130001,53.459999,54.060001,3599800,53.643761
"101",53.810001,54.139999,53.470001,53.889999,3618500,53.475067
"102",54.849998,54.860001,53.470001,54.220001,6397100,53.802528
"103",54.650002,54.650002,54.130001,54.43,5734100,54.010911
"104",53.400002,53.400002,51.32,51.990002,14822600,51.589699
"105",53.02,53.150002,51.700001,52.5,11518900,52.095771
"106",53.709999,53.709999,50.52,52.130001,15307600,51.72862
"107",51.77,51.790001,50.91,51.310001,13100500,50.914934
"108",51.66,52.41,51.360001,52.130001,8673400,51.72862
"109",52.049999,52.299999,51.57,51.84,5418800,51.440852
"110",51.59,51.700001,51.110001,51.57,7316900,51.172931
"111",51.759998,52.630001,51.630001,51.869999,5012700,51.47062
"112",52.060001,53.439999,51.959999,53.41,8434100,52.998764
"113",53.279999,53.490002,52.82,52.880001,6850900,52.472846
"114",52.400002,52.700001,52,52.540001,7083600,52.135463
"115",52.349998,53.360001,52.169998,53.34,6380200,52.929303
"116",53.049999,54.060001,52.93,53.669998,7456900,53.25676
"117",54.060001,54.110001,53.240002,53.549999,9347800,53.137685
"118",53.779999,53.93,53.330002,53.529999,6153500,53.117839
"119",53.669998,55.040001,53.48,54.650002,7780200,54.229218
"120",54.73,54.849998,54.07,54.200001,4249500,53.782682
"121",54.43,54.91,54.07,54.880001,2562600,54.457447
"122",54.560001,54.849998,54.040001,54.470001,4607800,54.050604
"123",54.639999,54.880001,54.27,54.310001,3630900,53.891836
"124",54.330002,55.490002,53.98,55.23,6460500,54.80475
"125",54.919998,55.02,54.450001,54.849998,4472300,54.427675
"126",54.830002,56.099998,54.630001,55.09,9210800,54.665829
"127",54.799999,55,53.560001,53.610001,6148600,53.197225
"128",52.529999,52.970001,51.400002,52.48,9618100,52.222042
"129",52.259998,52.529999,51.529999,51.59,6309900,51.336417
"130",51.75,52.759998,51.389999,52.490002,5918500,52.231995
"131",52.060001,54.119999,51.880001,53.48,8560600,53.217126
"132",53.790001,54.150002,52.900002,52.900002,5241300,52.639979
"133",52.509998,53.049999,52.029999,52.110001,7127000,51.853861
"134",52.259998,53.400002,52.169998,53.299999,5226500,53.038011
"135",54.060001,54.599998,53.790001,54.599998,6882400,54.33162
"136",54.950001,55.470001,54.59,55.18,11220200,54.908771
"137",55.380001,55.48,54.5,54.639999,5800500,54.371424
"138",54.900002,56.369999,54.900002,55.830002,5991700,55.555577
"139",55.82,56.07,55.32,55.700001,2607000,55.426215
"140",56.02,56.139999,55.540001,55.98,4503300,55.704838
"141",55.77,56.669998,55.740002,56.450001,4251500,56.172529
"142",56.389999,56.439999,55.75,55.830002,3067000,55.555577
"143",56,56.330002,55.25,55.34,3361700,55.067984
"144",55.75,55.77,54.459999,54.790001,4328900,54.520689
"145",54.509998,54.68,54,54.259998,4762800,53.993291
"146",54.25,54.32,52.939999,53.189999,5231000,52.928551
"147",53.599998,53.84,52.990002,53.110001,5394700,52.848946
"148",53.73,54.07,53.439999,53.740002,5910400,53.47585
"149",54,55.130001,53.82,54.560001,8410500,54.29182
"150",55.040001,55.299999,54.369999,54.849998,5486300,54.580391
"151",55.419998,56.290001,55.080002,55.599998,7808600,55.326705
"152",54.849998,54.939999,53.52,54.470001,7631000,54.202262
"153",54.68,54.93,53.490002,53.549999,4580500,53.286782
"154",53.810001,55.68,53.529999,55.560001,10710300,55.286904
"155",55.48,55.599998,54.75,55.470001,8010300,55.197346
"156",55.139999,56.220001,55.009998,56.189999,6127400,55.913805
"157",56.349998,56.860001,55.740002,56.73,7611400,56.451151
"158",56.799999,56.799999,55.68,55.880001,4805100,55.605331
"159",55.700001,57.099998,55.23,57.060001,5830800,56.779531
"160",56.209999,57.32,55.98,57.080002,5595200,56.799433
"161",57.290001,57.450001,56.139999,56.290001,5747400,56.013315
"162",56.290001,56.98,55.169998,55.720001,8253800,55.446118
"163",55.200001,55.669998,54.650002,54.810001,5435800,54.540591
"164",54.849998,55.450001,54.389999,55.369999,4967900,55.097836
"165",55.849998,56.939999,55.799999,56.919998,4108900,56.640216
"166",57,57.48,56.029999,56.740002,5416800,56.461104
"167",57.060001,57.279999,55.450001,56,7003100,55.72474
"168",56.279999,57.5,56.099998,56.740002,8155000,56.461104
"169",56.709999,57.48,56.560001,56.759998,5431100,56.481003
"170",57.040001,57.310001,56.400002,57,6300200,56.719825
"171",57.200001,57.290001,56.57,56.75,5504600,56.471054
"172",56.91,57.799999,56.450001,57.77,6909200,57.48604
"173",60.099998,60.790001,59.040001,59.830002,16696400,59.535916
"174",59.349998,60.200001,59.119999,60.200001,6887300,59.904096
"175",59.970001,60.25,59.639999,59.810001,4773800,59.516014
"176",59.790001,60,59.400002,59.540001,5433000,59.247341
"177",59.439999,59.709999,59.09,59.5,5350800,59.207536
"178",59.580002,59.75,59.09,59.669998,4284200,59.376699
"179",59.73,59.98,59.34,59.400002,3599300,59.108029
"180",59.470001,59.919998,59.369999,59.779999,5842900,59.486159
"181",59.610001,60,58.830002,59.139999,4135500,58.849305
"182",59.259998,59.48,58.869999,59.099998,6354800,58.809501
"183",59.25,61.860001,59.119999,61.75,10733800,61.446477
"184",61.5,63.27,61.330002,62.799999,10016000,62.491315
"185",62.509998,62.779999,61.599998,62.459999,5399300,62.152986
"186",62.470001,62.490002,61.290001,61.549999,6736600,61.247459
"187",61.380001,61.950001,60.580002,60.59,5583800,60.292179
"188",60.580002,61.02,59.529999,60.509998,6373400,60.362006
"189",60.220001,60.220001,59.220001,59.43,4620000,59.284649
"190",59.619999,59.950001,59.34,59.59,3967200,59.444257
"191",59.84,61.900002,59.830002,61.650002,6178300,61.499221
"192",61.459999,61.57,60.57,60.93,4290400,60.78098
"193",61.200001,62.200001,60.869999,62.080002,3985000,61.928169
"194",61.509998,62.02,61.150002,61.77,4219100,61.618926
"195",61.619999,63.419998,61.369999,63.110001,5385900,62.955649
"196",62.830002,63.259998,62.34,62.630001,4105400,62.476823
"197",63.220001,63.709999,62.93,63.349998,9595800,63.19506
"198",63.32,63.650002,62.57,62.68,4033800,62.5267
"199",62.549999,63.25,62.369999,62.380001,3789100,62.227435
"200",62.310001,62.459999,61.099998,61.509998,4488700,61.35956
"201",61.25,61.630001,60.759998,61,4606100,60.850809
"202",61.5,62.029999,61.110001,61.209999,7933300,61.060294
"203",61.43,62.07,61.41,61.869999,3950200,61.71868
"204",61.619999,61.810001,60.48,60.630001,6534800,60.481715
"205",60.43,60.73,59.09,59.619999,7795800,59.474183
"206",59.52,61.490002,59.110001,61.16,9528400,61.010417
"207",60.630001,61.720001,60.419998,60.889999,4440100,60.741077
"208",60.700001,61.52,60.700001,60.880001,2702900,60.731103
"209",61.029999,61.669998,60.799999,61.27,3739600,61.120149
"210",61.27,61.610001,60.610001,61.200001,2954200,61.05032
"211",61.470001,61.779999,61.139999,61.599998,2789500,61.44934
"212",61.689999,61.919998,61.279999,61.32,2607200,61.170026
"213",61.299999,61.619999,61,61.5,2345500,61.349586
"214",61.529999,62,61.459999,61.66,2747100,61.509194
"215",61.560001,62.09,61.360001,61.779999,3493100,61.6289
"216",61.330002,61.34,60.189999,60.68,3899500,60.531592
"217",61.110001,61.380001,60.939999,61.200001,1915800,61.05032
"218",61.380001,61.82,61.169998,61.48,2025500,61.329634
"219",61.5,61.720001,60.939999,61.57,1594200,61.419414
"220",61.59,62.080002,61.32,61.630001,2640000,61.479269
"221",62.009998,62.779999,61.720001,62.720001,3816800,62.566603
"222",62.779999,63.310001,61.650002,61.700001,3589900,61.549098
"223",61.509998,61.84,60.869999,61.599998,2932700,61.44934
"224",61.549999,63.009998,61.459999,62.77,4079600,62.61648
"225",62.5,63.040001,61.790001,62.130001,3382300,61.978046
"226",62.41,62.990002,62,62.630001,2614400,62.476823
"227",62.950001,63.200001,62.5,62.619999,2656400,62.466846
"228",62.669998,62.810001,61.639999,61.77,3475200,61.618926
"229",61.779999,61.869999,60.779999,61.119999,3345300,60.970514
"230",61.209999,61.599998,60.889999,61.220001,5040800,61.070272
"231",63.82,63.950001,59.68,60.82,9050700,60.671249
"232",60.900002,61.150002,59.439999,59.669998,5981200,59.52406
"233",59.439999,60.200001,58.759998,59.720001,4536000,59.573941
"234",59.77,60.139999,59.34,59.720001,3520400,59.573941
"235",60.110001,60.259998,59.52,59.639999,2447700,59.494134
"236",59.619999,60,59.389999,59.950001,2853700,59.803378
"237",59.98,60.950001,59.919998,60.779999,2635900,60.631346
"238",60.84,61.09,60.5,60.700001,2531000,60.551543
"239",60.889999,61.43,60.52,61.080002,2193000,60.930615
"240",60.91,62.049999,60.869999,61.810001,2272400,61.658829
"241",61.900002,61.959999,61.43,61.59,1631600,61.439366
"242",61.52,61.919998,60.5,60.68,3269000,60.531592
"243",60.759998,62.919998,60.419998,62.650002,5527000,62.496775
"244",62.360001,62.970001,61.77,62.029999,3659700,61.878288
"245",61.880001,62.080002,61.599998,61.720001,3386100,61.569049
"246",61.959999,62.389999,61.439999,61.5,3417700,61.349586
"247",61.5,62.099998,61.169998,61.650002,2872300,61.499221
"248",62.029999,62.509998,61.619999,62.220001,4915500,62.067826
"249",61.880001,62.459999,61.549999,61.740002,3387100,61.589001
"250",61.5,61.93,61.139999,61.330002,2918200,61.180004
"251",60.900002,60.970001,60.259998,60.279999,2916100,60.279999
"252",60.220001,60.34,59.130001,59.849998,2964800,59.849998
"253",60.009998,60.619999,59.34,59.490002,5299100,59.490002
