"","SIAL.Open","SIAL.High","SIAL.Low","SIAL.Close","SIAL.Volume","SIAL.Adjusted"
"109",135.759995,135.960007,135.550003,135.889999,232400,135.2117
"110",135.619995,135.919998,135.5,135.639999,418000,134.962948
"111",135.850006,135.850006,135.339996,135.529999,659700,134.853497
"112",135.770004,135.770004,135.399994,135.580002,560100,134.90325
"113",135.449997,135.770004,135.339996,135.690002,473300,135.012702
"114",135.550003,135.770004,135.5,135.649994,554000,134.972893
"115",135.630005,136.119995,135.529999,135.979996,889200,135.301247
"116",135.809998,135.979996,135.649994,135.979996,529200,135.301247
"117",136.360001,136.389999,135.330002,135.800003,2001300,135.122153
"118",135.960007,136.740005,135.850006,136.729996,893000,136.047504
"119",136.75,136.839996,136.419998,136.550003,1115100,135.868409
"120",136.580002,136.679993,136.300003,136.529999,574900,136.077715
"121",136.619995,136.660004,136.199997,136.600006,420800,136.14749
"122",136.350006,136.729996,135.970001,136.110001,984700,135.659108
"123",136.050003,136.429993,135.800003,135.919998,1046000,135.469735
"124",136.039993,136.25,135.869995,136.220001,615700,135.768744
"125",135.899994,136.559998,135.899994,136.539993,543400,136.087676
"126",136.380005,136.960007,136.270004,136.789993,504300,136.336848
"127",136.679993,136.830002,136.259995,136.440002,393100,135.988017
"128",136.259995,136.910004,136.119995,136.259995,356900,135.808605
"129",136.289993,136.399994,135.619995,135.789993,1014900,135.340161
"130",136.020004,136.690002,135.990005,136.089996,317400,135.63917
"131",136,136.300003,135.899994,136,582600,135.549472
"132",136.059998,136.389999,135.860001,135.910004,590500,135.459774
"133",136,136.449997,135.919998,136.100006,829700,135.649147
"134",136.229996,136.839996,135.949997,135.979996,903400,135.529534
"135",136.330002,136.5,136.009995,136.5,684700,136.047816
"136",136.220001,136.740005,136.210007,136.509995,1105800,136.057777
"137",136.639999,136.690002,136.220001,136.330002,556600,135.87838
"138",136.5,137.289993,136.25,137.169998,838500,136.715594
"139",137.300003,137.300003,137.149994,137.160004,133700,136.705633
"140",137.160004,137.639999,137.100006,137.210007,189400,136.75547
"141",137.149994,137.470001,137.149994,137.229996,396100,136.775393
"142",137.190002,137.460007,137.160004,137.25,333000,136.795331
"143",137.580002,137.589996,137.229996,137.270004,286800,136.815269
"144",137.360001,137.690002,137.259995,137.309998,482300,136.85513
"145",137.289993,137.639999,137.220001,137.449997,567400,136.994665
"146",137.610001,137.779999,137.050003,137.100006,653800,136.645834
"147",137.300003,137.809998,137.139999,137.369995,505800,136.914929
"148",137.570007,137.570007,137.139999,137.190002,858500,136.735532
"149",137.270004,137.539993,137.130005,137.25,395700,136.795331
"150",137.320007,137.380005,137,137.220001,426100,136.765432
"151",137.470001,137.699997,136.949997,137.020004,1177500,136.566097
"152",136.949997,137.149994,136.75,137,842900,136.546159
"153",137.020004,137.419998,136.850006,137,400200,136.546159
"154",137.059998,137.5,137,137.479996,484000,137.024565
"155",137.089996,137.479996,137.080002,137.360001,454900,136.904967
"156",137.300003,137.580002,137.270004,137.440002,472800,136.984704
"157",137.559998,137.729996,137.289993,137.690002,437400,137.233876
"158",137.75,137.75,137.380005,137.690002,351500,137.233876
"159",137.679993,137.75,137.309998,137.490005,627400,137.034541
"160",137.399994,137.729996,137.350006,137.419998,617500,136.964766
"161",137.490005,137.669998,137.179993,137.399994,656000,136.944828
"162",137.440002,137.699997,137.25,137.649994,609900,137.194
"163",137.449997,137.690002,137.259995,137.520004,813400,137.064441
"164",137.470001,137.729996,137.300003,137.529999,789700,137.074402
"165",137.649994,137.759995,137.479996,137.669998,496100,137.213938
"166",137.669998,137.899994,137.440002,137.570007,585800,137.114278
"167",137.619995,137.910004,137.539993,137.800003,593800,137.343512
"168",137.869995,137.869995,137.690002,137.710007,373900,137.253814
"169",137.710007,137.929993,137.710007,137.779999,341500,137.323574
"170",137.910004,138.25,137.820007,138.089996,767000,137.632545
"171",138.070007,138.300003,138.039993,138.190002,1003100,137.732219
"172",138.279999,138.429993,138.070007,138.130005,748100,137.672421
"173",138.330002,138.330002,138.119995,138.199997,470500,137.742181
"174",138.149994,138.309998,138.059998,138.300003,559100,137.841856
"175",138.130005,138.289993,138.080002,138.279999,1329000,137.821918
"176",138.220001,138.669998,137.850006,138.419998,638700,137.961453
"177",138.600006,138.770004,138.279999,138.75,524800,138.290362
"178",138.669998,138.830002,138.350006,138.600006,488600,138.140865
"179",138.5,138.600006,138.259995,138.309998,514900,137.851817
"180",138.300003,138.300003,138.050003,138.070007,487700,137.841841
"181",138.119995,138.130005,138.009995,138.059998,371100,137.831848
"182",138.050003,138.100006,137.949997,138.059998,501100,137.831848
"183",138.100006,138.190002,138.009995,138.070007,592800,137.841841
"184",138.029999,138.220001,137.970001,138.199997,723900,137.971616
"185",138.070007,138.220001,137.949997,138.130005,798900,137.90174
"186",138.059998,138.119995,138,138.059998,627300,137.831848
"187",138.029999,138.149994,137.669998,138.080002,953300,137.851819
"188",138.160004,138.470001,138.029999,138.070007,557100,137.841841
"189",138.039993,138.130005,137.940002,138.059998,898100,137.831848
"190",138.100006,138.100006,137.75,137.970001,1323300,137.742
"191",138.110001,138.399994,137.940002,138.160004,762400,137.931689
"192",138.100006,138.289993,137.889999,137.899994,1012700,137.672109
"193",138,138.399994,137.779999,138.309998,869400,138.081435
"194",138.309998,138.389999,138.100006,138.179993,696100,137.951645
"195",138.199997,138.75,138,138.330002,1463900,138.101406
"196",138.309998,138.419998,137.960007,138.089996,879100,137.861797
"197",138.210007,138.539993,138.100006,138.199997,1702300,137.971616
"198",138.199997,138.539993,138.119995,138.339996,606600,138.111384
"199",138.339996,138.669998,138.25,138.600006,622500,138.370964
"200",138.509995,138.509995,138.190002,138.190002,824600,137.961638
"201",138.25,138.520004,138.149994,138.229996,731200,138.001565
"202",138.149994,138.350006,138.100006,138.210007,480800,137.981609
"203",138.270004,138.520004,138.229996,138.410004,444600,138.181276
"204",138.479996,138.490005,138.25,138.25,537100,138.021537
"205",138.279999,138.5,138.220001,138.460007,709000,138.231196
"206",138.460007,138.610001,138.279999,138.509995,540700,138.281101
"207",138.380005,138.75,138.350006,138.589996,356200,138.360971
"208",138.580002,138.690002,138.399994,138.449997,384600,138.221203
"209",138.419998,138.669998,138.410004,138.570007,449200,138.341015
"210",138.649994,138.699997,138.419998,138.539993,520900,138.311051
"211",138.589996,138.660004,138.350006,138.449997,842700,138.221203
"212",138.460007,138.639999,138.389999,138.399994,575100,138.171283
"213",138.470001,138.5,138.320007,138.410004,799100,138.181276
"214",138.399994,138.550003,138.360001,138.380005,670800,138.151327
"215",138.449997,138.580002,138.300003,138.300003,504100,138.071457
"216",138.25,138.410004,138.199997,138.389999,894500,138.161305
"217",138.5,139.149994,138.300003,138.610001,472100,138.380942
"218",138.520004,138.800003,138.520004,138.75,656800,138.52071
"219",138.699997,138.979996,138.649994,138.919998,624300,138.690427
"220",138.789993,139.089996,138.740005,138.970001,877500,138.740348
"221",138.990005,139.020004,138.889999,139,537000,138.770297
"222",138.960007,139.589996,138.720001,138.899994,502600,138.670456
"223",138.830002,138.990005,138.800003,138.990005,689800,138.760319
"224",138.899994,138.979996,138.800003,138.869995,1315000,138.640507
"225",138.830002,138.949997,138.610001,138.919998,977100,138.690427
"226",138.960007,139.059998,138.789993,138.940002,832500,138.710399
"227",138.820007,138.970001,138.820007,138.970001,540100,138.740348
"228",138.929993,138.970001,138.699997,138.720001,1160500,138.490761
"229",138.789993,138.899994,138.770004,138.889999,740600,138.660478
"230",138.800003,138.979996,138.770004,138.880005,1257500,138.6505
"231",138.970001,138.979996,138.880005,138.899994,591300,138.670456
"232",138.910004,139,138.880005,139,548100,138.770297
"233",138.860001,139,138.820007,138.869995,761600,138.640507
"234",138.880005,138.979996,138.820007,138.940002,680500,138.710399
"235",138.979996,139.050003,138.929993,138.990005,936800,138.760319
"236",139.149994,139.149994,138.940002,139.080002,1130800,138.850167
"237",138.809998,139.240005,138.809998,139.100006,554400,138.870138
"238",139.160004,139.199997,139.080002,139.130005,1267900,138.900087
"239",139.119995,139.139999,139.050003,139.059998,1573800,138.830196
"240",139.059998,139.130005,138.990005,139.089996,1809500,138.860145
"241",139.050003,139.119995,139.029999,139.080002,702400,138.850167
"242",139.039993,139.179993,139.039993,139.130005,886300,138.900087
"243",139.169998,139.289993,139.149994,139.179993,877000,138.949992
"244",139.089996,139.130005,138.779999,138.880005,950600,138.880005
"245",139.020004,140.029999,138.669998,139.300003,3920800,139.300003
"246",139.190002,139.259995,139.059998,139.149994,855600,139.149994
"247",139.100006,139.149994,136.720001,138.259995,4310100,138.259995
"248",138.229996,138.770004,138.059998,138.649994,2091700,138.649994
"249",138.710007,138.770004,138.259995,138.539993,1103300,138.539993
"250",138.380005,138.630005,138.139999,138.25,901000,138.25
"251",138.449997,138.449997,138.009995,138.149994,774700,138.149994
"252",138.149994,138.380005,138.059998,138.240005,883400,138.240005
"253",138.399994,138.660004,138.270004,138.419998,709200,138.419998
