"","CAH.Open","CAH.High","CAH.Low","CAH.Close","CAH.Volume","CAH.Adjusted"
"32",72.139999,73.75,71.93,72.43,3435900,71.201879
"33",72.190002,72.410004,71.75,72.220001,1363400,70.995441
"34",72.18,72.919998,71.989998,72.540001,1622700,71.310015
"35",72.599998,72.620003,72.139999,72.300003,1842900,71.074086
"36",72.5,72.839996,72.059998,72.75,1431800,71.516453
"37",72.25,72.699997,71.489998,71.650002,2628700,70.435106
"38",71.629997,73.150002,71.57,72.370003,3147900,71.142899
"39",70.400002,70.900002,68.540001,70.279999,5459700,69.088333
"40",70.199997,71.830002,69.919998,70.669998,2437300,69.47172
"41",70.230003,71.010002,70,70.349998,1095500,69.157146
"42",70.879997,70.879997,69.68,70,2154300,68.813082
"43",69.93,70.959999,69.660004,70.940002,1249000,69.737146
"44",71.400002,72,71.150002,71.239998,1526200,70.032054
"45",71.089996,71.529999,70.540001,71.019997,1810900,69.815784
"46",71.739998,72.139999,71.57,71.879997,1080900,70.661202
"47",72.110001,72.379997,71.849998,72.129997,945400,70.906963
"48",72.209999,72.32,71.169998,71.43,3010500,70.218835
"49",71.529999,72.410004,71.43,72.209999,1514000,70.985608
"50",72.25,72.93,72.040001,72.599998,1824200,71.368995
"51",72.449997,72.599998,72.150002,72.480003,1687500,71.251034
"52",72.5,73.449997,72.440002,73.099998,1617300,71.860517
"53",73.099998,73.339996,72.910004,72.93,1329200,71.693401
"54",73.150002,73.68,73.019997,73.449997,1005800,72.204581
"55",73.400002,73.699997,73.129997,73.32,979800,72.076788
"56",73.050003,73.580002,72.599998,72.669998,1539700,71.437808
"57",72.540001,73.510002,72.449997,73.269997,1218000,72.027633
"58",73.400002,73.769997,72.949997,73.699997,1207100,72.450342
"59",73.720001,73.860001,73.309998,73.830002,2433900,72.578142
"60",73.900002,74.699997,73.660004,74.370003,1955500,73.108987
"61",74.43,75,73.970001,74.300003,1938600,73.040174
"62",74.290001,75.449997,74.199997,75.32,1943900,74.042876
"63",75.269997,75.709999,75.110001,75.410004,1381700,74.131354
"64",75.510002,75.690002,75.190002,75.290001,1726100,74.013386
"65",75.599998,75.809998,75.220001,75.480003,1328700,74.200167
"66",75.029999,75.669998,75.019997,75.260002,1353200,73.983896
"67",75.260002,75.519997,74.870003,75.389999,1950500,74.111689
"68",75.279999,75.529999,74.800003,74.959999,1339300,73.688979
"69",74.940002,75.870003,74.879997,75.550003,1607400,74.268979
"70",75.739998,75.739998,74.690002,74.959999,2139800,73.688979
"71",75.160004,75.599998,74.910004,75.419998,1632900,74.141179
"72",75.900002,76.32,75.809998,76.089996,2330400,74.799817
"73",75.800003,76.089996,75.489998,75.870003,1345100,74.583553
"74",75.720001,76.169998,75.5,75.860001,1565800,74.573721
"75",75.919998,77.739998,75.760002,77.660004,2081600,76.343203
"76",77.290001,77.690002,76.089996,76.160004,1747100,74.868637
"77",76.169998,76.410004,75.18,75.68,1381400,74.396772
"78",74.910004,75.93,74.82,75.629997,1372200,74.686111
"79",75.809998,75.959999,74.900002,74.919998,1567800,73.984973
"80",75.019997,75.230003,74.169998,74.580002,2624000,73.64922
"81",74.779999,75.610001,74.32,75.050003,2713400,74.113355
"82",75.720001,76.57,75.599998,76.160004,2334700,75.209503
"83",76.660004,76.949997,75.300003,75.809998,1697700,74.863865
"84",75.43,75.57,74.470001,74.489998,2940100,73.560339
"85",74.730003,76.690002,74.519997,76.660004,2089600,75.703262
"86",76.510002,76.669998,75.379997,75.400002,1457200,74.458985
"87",75.620003,76.389999,75.510002,75.519997,2701300,74.577483
"88",75.419998,75.470001,73.849998,73.910004,2369300,72.987583
"89",74.300003,75.529999,74.07,74.580002,2779000,73.64922
"90",73.699997,74.010002,71.720001,73.230003,3758400,72.31607
"91",71.830002,73.239998,71.760002,72.129997,3166900,71.229792
"92",72.800003,74.220001,72.730003,73.620003,2799300,72.701202
"93",73.309998,74.269997,72.900002,74.110001,2476800,73.185084
"94",74.739998,75.910004,74.68,75.830002,1761500,74.883619
"95",76.129997,76.75,75.809998,76,1740600,75.051496
"96",76.870003,77.129997,76.330002,76.449997,1685900,75.495877
"97",76.459999,77.199997,76.339996,77.099998,1787900,76.137766
"98",77.239998,78.68,77.139999,78.410004,2371600,77.431422
"99",78.57,78.709999,77.889999,78.489998,1684100,77.510418
"100",78.230003,78.870003,77.709999,78.080002,1909700,77.105539
"101",77.93,78.599998,77.339996,78.190002,3194400,77.214166
"102",78.870003,79.129997,78.209999,78.480003,3228200,77.500548
"103",78.660004,78.919998,78.370003,78.580002,1626100,77.599298
"104",78.900002,79.730003,78.480003,79.510002,2221600,78.517692
"105",79.809998,79.989998,78.510002,78.910004,1605800,77.925182
"106",79.269997,79.809998,78.860001,79.599998,1544900,78.606565
"107",79.760002,79.809998,77.980003,78.269997,2255100,77.293162
"108",78.449997,79.110001,78.150002,79.089996,2082300,78.102928
"109",79.120003,80.059998,79.120003,79.599998,1485400,78.606565
"110",79.32,80.410004,79.300003,80.239998,2618700,79.238577
"111",80.370003,81.010002,80.279999,80.660004,2233800,79.653341
"112",80.660004,80.970001,80.199997,80.349998,1622900,79.347205
"113",80.419998,80.860001,80.110001,80.360001,1555000,79.357082
"114",80.290001,81.230003,80.110001,81.010002,1219600,79.998972
"115",81.029999,81.040001,79.620003,79.730003,1836600,78.734948
"116",79.300003,79.489998,78.580002,78.870003,2319600,77.88568
"117",79.809998,80,79.300003,79.550003,1809100,78.557194
"118",80.019997,81.07,79.68,80.970001,1842000,79.95947
"119",80.940002,81.169998,80.260002,80.980003,1531200,79.969347
"120",81.209999,81.699997,80.800003,81.5,1231100,80.482854
"121",81.760002,82.68,81.709999,82.190002,642500,81.164245
"122",81.809998,82.199997,81.43,82,1492200,80.976614
"123",82,82.400002,81.809998,82.129997,1577900,81.104989
"124",82.169998,82.480003,81.790001,81.949997,1161600,80.927235
"125",82.010002,82.260002,81.370003,82.230003,1182500,81.203747
"126",82.150002,82.57,81.989998,82.230003,819800,81.203747
"127",82.25,83.360001,82.18,82.489998,1523300,81.460496
"128",81.57,82.489998,81.010002,81.290001,1527200,80.275476
"129",81.389999,81.870003,80.360001,80.480003,1733500,79.475587
"130",80.839996,81.790001,80.300003,80.470001,1427100,79.46571
"131",80.150002,80.720001,79.279999,79.300003,1119500,78.310314
"132",80.529999,80.529999,79.190002,79.57,1706900,78.576941
"133",79.639999,81.419998,79.089996,79.099998,1978500,78.112805
"134",79.360001,80.889999,79.029999,80.650002,1705000,79.643464
"135",81.220001,82.410004,80.849998,82.410004,1642300,81.381501
"136",82.809998,83.379997,82.209999,83.040001,2586700,82.003635
"137",82.919998,83.400002,82.720001,83,1216300,81.964134
"138",83.18,83.199997,81.540001,81.919998,1346700,80.89761
"139",82.110001,82.589996,81.849998,82.07,478400,81.04574
"140",82.370003,82.510002,81.559998,81.839996,1408000,80.818607
"141",81.589996,81.919998,81.029999,81.150002,2066700,80.137224
"142",81.050003,81.910004,81.050003,81.82,1264800,81.141825
"143",82.150002,82.419998,80.660004,80.730003,787600,80.060863
"144",81.18,81.610001,79.870003,80.510002,1015800,79.842685
"145",80.190002,80.919998,79.779999,80.050003,1346000,79.386499
"146",80.330002,80.779999,78.410004,79.190002,2105700,78.533626
"147",80.050003,82.129997,79.519997,82.029999,2024500,81.350083
"148",82.75,84.589996,82.720001,84.559998,2737800,83.859112
"149",84.440002,84.480003,83.629997,83.839996,1766900,83.145078
"150",84.040001,84.599998,82.730003,82.809998,1353100,82.123617
"151",83.669998,84.389999,81.93,82.5,1723600,81.816189
"152",81.75,82.349998,81.470001,81.949997,1359000,81.270744
"153",81.949997,82.459999,80.779999,80.849998,1223600,80.179863
"154",80.580002,82.330002,80.559998,82.260002,1317900,81.57818
"155",82.540001,83.120003,80.82,81.739998,2003500,81.062486
"156",81.809998,82.480003,81.379997,81.940002,2004400,81.260833
"157",82.43,83.949997,81.449997,83.919998,2321800,83.224417
"158",83.949997,84.18,83.379997,83.470001,1177800,82.77815
"159",83.419998,84.790001,83.150002,84.75,1515500,84.047539
"160",83.940002,85.129997,83.57,84.699997,1632300,83.997951
"161",85.790001,87.330002,85.040001,85.389999,4157200,84.682234
"162",83.730003,85.349998,82.760002,84.82,2927300,84.116959
"163",84.589996,85.529999,83.059998,83.190002,3039300,82.500472
"164",81.370003,82.910004,81.32,82.82,3086200,82.133536
"165",83.379997,83.800003,82.760002,83.419998,2167200,82.728561
"166",83.099998,85,83.099998,83.870003,2653100,83.174836
"167",84.230003,84.919998,83.889999,84.43,2228100,83.730192
"168",84.610001,86.32,84.470001,85.470001,1922500,84.761573
"169",85.360001,85.400002,83.879997,84.220001,1514200,83.521933
"170",84.900002,85.18,84.480003,85.120003,2124200,84.414475
"171",85.309998,86.419998,85.050003,86.089996,1930300,85.376429
"172",86.639999,86.68,85.239998,86.040001,1533800,85.326848
"173",86.040001,86.110001,85.339996,86.080002,1253200,85.366517
"174",86.099998,86.720001,85.75,86.410004,1309000,85.693784
"175",86.330002,86.470001,85.660004,86.220001,1420200,85.505356
"176",86.260002,86.540001,85.870003,86.169998,833300,85.455768
"177",85.959999,87.059998,85.650002,87.059998,1212700,86.33839
"178",87.150002,88.150002,86.959999,88.099998,1894500,87.369771
"179",88.110001,89.309998,87.779999,89.25,2442700,88.51024
"180",88.910004,89.43,88.220001,88.300003,1678100,87.568118
"181",88.160004,88.82,87.730003,88.169998,1145100,87.43919
"182",88.059998,88.75,87.889999,87.989998,1502300,87.260682
"183",87.989998,90.489998,87.989998,89.519997,3820300,88.777999
"184",89.93,89.93,87.620003,88.43,1942300,87.697037
"185",88.089996,89.099998,87.480003,89.029999,1620700,88.292063
"186",89.209999,89.629997,88.599998,88.949997,1504200,88.212724
"187",88.720001,88.720001,86.75,87.010002,1501400,86.288809
"188",87.260002,88.150002,87.029999,87.980003,1244100,87.25077
"189",87.029999,87.330002,85.940002,86.940002,1784500,86.21939
"190",87.18,87.629997,86.5,87.269997,1172100,86.546649
"191",87.739998,88.709999,87.739998,88.480003,1197800,87.746626
"192",88.220001,88.57,87.330002,88.120003,1172400,87.389609
"193",88.730003,90,88.639999,89.980003,1368100,89.234193
"194",89.459999,89.720001,88.940002,89.550003,1342700,88.807757
"195",89.330002,90.629997,88.599998,90.379997,1896900,89.630872
"196",90.400002,90.400002,89.269997,89.919998,1627400,89.174685
"197",90.32,91.449997,90.199997,91.25,2488200,90.493663
"198",91.419998,91.589996,90.290001,90.32,1904500,89.571371
"199",90.419998,90.68,89.379997,89.449997,1705800,88.70858
"200",89.730003,90.639999,88.860001,89.010002,2177900,88.272232
"201",88.75,90.07,88.110001,89.139999,1611600,88.401152
"202",89.199997,90.209999,89.07,90.089996,1672700,89.343274
"203",89.959999,91.019997,89.809998,90.800003,1416600,90.391546
"204",90.57,91.419998,90.160004,90.269997,2290100,89.863924
"205",90.209999,90.239998,88.160004,88.849998,2131000,88.450314
"206",89.25,89.830002,88.43,89.599998,1256300,89.19694
"207",88.970001,90.470001,88.739998,89.93,1400900,89.525457
"208",89.900002,90.519997,89.889999,89.940002,1180300,89.535414
"209",90.089996,90.43,89.540001,90.190002,1623100,89.78429
"210",89.900002,90.610001,89.480003,89.889999,1490800,89.485636
"211",89.760002,90.599998,89.510002,90.519997,1908500,90.112799
"212",90.480003,91.239998,89.379997,89.620003,1822900,89.216854
"213",90.290001,90.519997,89,90.300003,1368800,89.893796
"214",90.559998,91.120003,90.089996,90.150002,1502900,89.744469
"215",90.150002,90.160004,89.43,89.660004,1151100,89.256675
"216",89.160004,89.730003,88.589996,89.550003,1460400,89.147169
"217",89.93,90.830002,89.610001,90.139999,1425900,89.734512
"218",90.400002,90.900002,90.169998,90.349998,1000900,89.943566
"219",90.459999,91.620003,90.309998,91.5,1787900,91.088394
"220",91.089996,91.889999,90.68,91.5,1488600,91.088394
"221",91.410004,91.779999,90.900002,91.379997,1317600,90.968931
"222",91.720001,91.910004,89.440002,89.529999,1943300,89.127255
"223",89.279999,90.57,88.519997,90.480003,2224800,90.072986
"224",89.860001,90.360001,88.239998,88.900002,2618100,88.500092
"225",88.900002,88.900002,83.849998,84.339996,5378100,83.960599
"226",84.529999,85.769997,84.089996,85.550003,2945100,85.165163
"227",85.769997,86.230003,85.190002,85.629997,2065300,85.244797
"228",85.699997,86,84.339996,84.57,1989900,84.189568
"229",84.989998,85.260002,84.230003,84.760002,2190500,84.378716
"230",84.800003,85.629997,84.720001,84.989998,2153400,84.607677
"231",85.870003,86.949997,85.739998,86.650002,1657600,86.260213
"232",86.589996,86.889999,86.099998,86.360001,1754100,85.971517
"233",86.110001,86.440002,85.769997,86.160004,1826600,85.77242
"234",86.510002,87.190002,86.160004,86.480003,1996100,86.09098
"235",87.07,88.059998,86.809998,88,1653200,87.604139
"236",87.949997,88.339996,87.18,87.550003,2295400,87.156166
"237",87.57,88.43,87.370003,87.849998,2255000,87.454812
"238",88.059998,88.980003,87.25,87.300003,3311100,86.907291
"239",87.370003,88.529999,86.959999,88.07,2699800,87.673824
"240",87.959999,88.790001,87.870003,88.660004,1871800,88.261174
"241",88.470001,88.839996,88.269997,88.5,1296200,88.10189
"242",88.480003,88.809998,87.589996,87.589996,1756600,87.19598
"243",87.599998,88.769997,87.290001,88.690002,1340300,88.291037
"244",88.68,89.629997,88.080002,88.110001,2031800,87.713645
"245",88.160004,88.910004,87.809998,88.169998,2113800,87.773372
"246",88.330002,88.720001,87.620003,88.419998,1549400,88.022248
"247",88.019997,88.489998,87.68,88.029999,1274500,87.634003
"248",88.199997,88.419998,87.730003,88.019997,1114900,87.624046
"249",87.230003,88.089996,87.120003,87.610001,1458100,87.215894
"250",87.089996,88.169998,86.169998,88.040001,2805900,87.64396
"251",88.269997,88.75,87.910004,87.989998,2639600,87.594182
"252",88.599998,88.989998,87.510002,87.660004,2223300,87.265672
"253",88.110001,88.980003,87.699997,88.769997,1902900,88.370672
