"","PWR.Open","PWR.High","PWR.Low","PWR.Close","PWR.Volume","PWR.Adjusted"
"35",34.950001,35.060001,34.450001,34.450001,796900,34.450001
"36",34.599998,35.009998,34.450001,34.970001,2086000,34.970001
"37",34.59,35.419998,33.349998,33.490002,3759000,33.490002
"38",33.52,34.23,33.41,33.830002,1596800,33.830002
"39",33.82,34.060001,33.580002,33.939999,926800,33.939999
"40",33.810001,33.970001,33.110001,33.18,2603200,33.18
"41",33.040001,33.630001,32.860001,33.59,2121500,33.59
"42",33.82,33.830002,33.169998,33.360001,1416200,33.360001
"43",33.349998,33.860001,33.150002,33.77,1239800,33.77
"44",33.970001,35.049999,33.970001,34.639999,2009400,34.639999
"45",34.650002,34.959999,34.41,34.599998,968700,34.599998
"46",34.799999,34.939999,34.549999,34.860001,1001600,34.860001
"47",34.990002,35.139999,34.849998,34.959999,1431800,34.959999
"48",35.110001,35.299999,34.509998,34.59,1253500,34.59
"49",34.810001,35.25,34.810001,35.150002,946200,35.150002
"50",35.18,35.419998,35.18,35.32,923100,35.32
"51",35.310001,35.580002,35.040001,35.169998,1457500,35.169998
"52",35.279999,36.060001,35.220001,35.990002,1380400,35.990002
"53",35.959999,36.369999,35.869999,36.200001,1384800,36.200001
"54",36.330002,36.48,35.990002,36.080002,930800,36.080002
"55",36.099998,36.470001,36.099998,36.32,701200,36.32
"56",36.279999,36.32,35.990002,36.16,605600,36.16
"57",35.98,36.290001,35.880001,36.23,803500,36.23
"58",36.220001,36.41,36.009998,36.34,832800,36.34
"59",36.610001,37.119999,36.5,36.959999,2236200,36.959999
"60",37.220001,37.490002,37.049999,37.200001,1352300,37.200001
"61",37.200001,37.43,36.799999,36.919998,900300,36.919998
"62",36.869999,37.040001,36.650002,37.029999,1009800,37.029999
"63",37,37.23,36.959999,37.119999,688000,37.119999
"64",37.029999,37.130001,36.790001,36.889999,695900,36.889999
"65",36.860001,37.080002,36.689999,36.91,776500,36.91
"66",36.779999,37.259998,36.740002,37.110001,707900,37.110001
"67",37.009998,37.029999,36.400002,36.540001,897600,36.540001
"68",36.529999,36.630001,36.290001,36.540001,618700,36.540001
"69",36.48,36.889999,36.259998,36.790001,666500,36.790001
"70",36.810001,37.349998,36.810001,36.98,729900,36.98
"71",37.009998,37.330002,36.82,37.049999,1079100,37.049999
"72",37.27,37.450001,36.93,37.009998,1703200,37.009998
"73",36.990002,37.16,36.84,37.139999,1453700,37.139999
"74",36.970001,37.110001,36.790001,36.849998,1563900,36.849998
"75",36.849998,37.099998,36.720001,37,886500,37
"76",36.889999,36.939999,36.189999,36.220001,926800,36.220001
"77",36.25,36.48,36.169998,36.349998,1017800,36.349998
"78",36.080002,36.389999,35.869999,36.34,1193300,36.34
"79",36.389999,36.93,36.240002,36.290001,1654000,36.290001
"80",36.27,36.34,35.060001,35.099998,1712200,35.099998
"81",35.110001,35.32,34.689999,35.279999,1441900,35.279999
"82",35.529999,35.669998,35.32,35.599998,926800,35.599998
"83",35.700001,35.779999,35.009998,35.259998,1039200,35.259998
"84",34.919998,35,34.330002,34.34,1294100,34.34
"85",34.400002,34.970001,34.060001,34.860001,1349600,34.860001
"86",34.830002,34.959999,33.369999,33.380001,2929300,33.380001
"87",33.310001,33.369999,32.099998,32.150002,3725700,32.150002
"88",32.169998,32.52,31.24,31.25,2985900,31.25
"89",31.440001,31.66,30.540001,30.629999,3024200,30.629999
"90",30,30.85,29.469999,30.68,2357100,30.68
"91",30.23,30.709999,30.01,30.370001,2835300,30.370001
"92",30.75,31.68,30.719999,31.48,2460600,31.48
"93",31.23,31.450001,31.059999,31.440001,1396200,31.440001
"94",31.709999,32.759998,31.65,32.650002,1797200,32.650002
"95",32.700001,32.82,31.98,31.99,1498700,31.99
"96",32.380001,32.849998,32.330002,32.470001,1253800,32.470001
"97",32.470001,32.860001,32.400002,32.82,1010600,32.82
"98",32.73,32.82,32.349998,32.689999,924400,32.689999
"99",32.77,33.110001,32.540001,33.110001,1375600,33.110001
"100",33.119999,33.139999,32.439999,32.82,1229400,32.82
"101",32.610001,33.169998,32.549999,33.139999,909100,33.139999
"102",33.709999,34.09,33.360001,34.080002,1974200,34.080002
"103",34.169998,34.18,33.689999,33.77,1337000,33.77
"104",33.619999,33.77,33,33,2145400,33
"105",35.27,35.330002,33.060001,33.23,4746700,33.23
"106",33.279999,34.34,33.110001,33.950001,3086700,33.950001
"107",33.900002,34.07,33.73,33.919998,1656000,33.919998
"108",33.990002,34.299999,33.619999,33.799999,1451800,33.799999
"109",33.799999,34.09,33.610001,34.080002,1210200,34.080002
"110",34.09,34.16,33.689999,34.09,1097800,34.09
"111",34.049999,34.290001,33.549999,33.650002,1206300,33.650002
"112",33.59,33.59,33.060001,33.16,2086400,33.16
"113",33.040001,33.360001,32.919998,33.169998,1377900,33.169998
"114",33.200001,33.639999,33.200001,33.369999,1465400,33.369999
"115",33.330002,33.369999,32.470001,32.610001,2149400,32.610001
"116",32.369999,33.110001,32.290001,33.110001,1403500,33.110001
"117",33.560001,33.720001,33.200001,33.290001,1293700,33.290001
"118",33.220001,33.720001,33.220001,33.580002,1186900,33.580002
"119",33.75,33.970001,33.529999,33.790001,1106100,33.790001
"120",33.82,33.860001,33.419998,33.509998,1015000,33.509998
"121",33.32,33.369999,30.24,30.5,3645700,30.5
"122",29.790001,29.790001,27.879999,28.5,6694800,28.5
"123",28.360001,29.33,28.120001,29.209999,2600100,29.209999
"124",29.280001,29.98,29.16,29.77,2759000,29.77
"125",29.65,29.870001,28.950001,29.620001,2794400,29.620001
"126",29.700001,30.25,29.629999,30.02,1838400,30.02
"127",29.879999,29.889999,29.190001,29.4,3828400,29.4
"128",29,29.790001,28.93,29.74,2052500,29.74
"129",29.459999,29.67,28.280001,28.290001,2194700,28.290001
"130",28.219999,28.85,28.02,28.08,1977700,28.08
"131",27.77,27.889999,26.51,26.620001,5758400,26.620001
"132",26.870001,27.129999,25.690001,25.85,4860300,25.85
"133",25.610001,26.42,25.52,25.530001,2899000,25.530001
"134",25.57,26.76,25.34,26.629999,4768400,26.629999
"135",27.190001,27.74,26.92,27.129999,3848600,27.129999
"136",27.17,27.65,27,27.610001,3954300,27.610001
"137",27.57,27.690001,27.15,27.440001,2619400,27.440001
"138",27.58,28.280001,27.58,28.07,2626300,28.07
"139",28.08,28.25,27.82,28.08,854600,28.08
"140",28.32,28.440001,28.08,28.1,1213300,28.1
"141",28.07,28.73,28.030001,28.52,1706400,28.52
"142",28.370001,28.75,28.17,28.540001,1835700,28.540001
"143",28.620001,28.82,28.25,28.389999,1619800,28.389999
"144",28.57,28.68,28.049999,28.35,1259900,28.35
"145",28.18,28.18,27.450001,27.549999,2299800,27.549999
"146",27.530001,27.85,27.040001,27.209999,3381800,27.209999
"147",27.549999,27.76,27.059999,27.190001,2766900,27.190001
"148",27.42,28.1,27.139999,28.02,4004600,28.02
"149",28.17,28.370001,27.290001,27.530001,2556100,27.530001
"150",27.5,27.549999,26.559999,26.68,2891000,26.68
"151",26.91,27.219999,26.25,26.469999,3341600,26.469999
"152",26.02,26.48,25.719999,26.34,2934900,26.34
"153",26.559999,26.860001,25.74,25.790001,3486800,25.790001
"154",25.74,26.41,25.67,26.370001,2538400,26.370001
"155",26.41,26.549999,25.9,26.379999,2135000,26.379999
"156",26.370001,27.209999,26.34,27.17,2743900,27.17
"157",27.33,27.48,27.01,27.24,2207000,27.24
"158",27.040001,27.690001,26.93,27.35,2205200,27.35
"159",27.33,27.690001,27.07,27.559999,2119900,27.559999
"160",26.98,27.540001,26.639999,27.33,2145800,27.33
"161",27.52,27.620001,26.280001,26.32,2668100,26.32
"162",26.309999,26.9,25.870001,26.790001,2658900,26.790001
"163",26.52,26.83,26.26,26.48,1889600,26.48
"164",26.73,28.25,26.65,28.15,3098000,28.15
"165",28.469999,29.32,28.469999,29.02,3149200,29.02
"166",29.17,29.17,28.120001,28.23,2492300,28.23
"167",28.59,29.01,28.5,28.940001,2010800,28.940001
"168",29.040001,29.299999,28.870001,28.950001,1576200,28.950001
"169",28.870001,29.17,28.629999,28.75,1653100,28.75
"170",28.950001,28.959999,28.23,28.6,1123300,28.6
"171",28.43,28.67,28.23,28.530001,1638000,28.530001
"172",28.610001,29.01,28.610001,28.860001,1121100,28.860001
"173",29.040001,29.16,28.639999,28.76,2893400,28.76
"174",28.73,28.780001,28.1,28.68,3387600,28.68
"175",28.6,29.42,28.59,29.379999,3729000,29.379999
"176",28.790001,29.940001,28.75,29.610001,2965200,29.610001
"177",29.540001,29.639999,28.639999,29.51,3737000,29.51
"178",29.51,29.559999,28.629999,28.76,3187000,28.76
"179",28.780001,29.190001,28.73,29.040001,2004100,29.040001
"180",29.139999,29.219999,28.85,29.139999,1354700,29.139999
"181",29.08,29.200001,28.74,28.860001,1626000,28.860001
"182",28.91,28.99,28.59,28.780001,1530100,28.780001
"183",28.76,28.83,28.450001,28.66,2868700,28.66
"184",28.610001,28.82,28.549999,28.700001,1781600,28.700001
"185",28.540001,28.73,28.32,28.6,1851500,28.6
"186",28.629999,28.75,28.389999,28.700001,1055100,28.700001
"187",28.48,28.93,28.24,28.33,1488800,28.33
"188",28.32,28.5,28.17,28.389999,1152700,28.389999
"189",28.129999,28.440001,28.049999,28.129999,2330400,28.129999
"190",28.15,28.25,27.969999,28.139999,1127400,28.139999
"191",28.07,28.33,28.01,28.139999,1969100,28.139999
"192",28.01,28.02,27.530001,27.67,2546200,27.67
"193",27.82,28.16,27.620001,28.16,2359400,28.16
"194",28,28.16,27.84,27.98,1123200,27.98
"195",27.83,28.530001,27.530001,28.389999,1830000,28.389999
"196",28.190001,28.209999,27.610001,27.82,1220100,27.82
"197",28.09,28.49,27.9,28.040001,2935200,28.040001
"198",28.040001,28.51,28.030001,28.309999,1462300,28.309999
"199",28.34,28.48,28.08,28.219999,1010600,28.219999
"200",28.35,28.35,27.85,27.85,1120400,27.85
"201",27.83,28.389999,27.83,28.24,1704400,28.24
"202",28.16,28.26,27.629999,28.01,1421200,28.01
"203",28.219999,28.84,28.209999,28.83,1534800,28.83
"204",28.620001,28.68,28.32,28.530001,1630800,28.530001
"205",28.43,28.639999,28.280001,28.4,1316000,28.4
"206",28.370001,29.059999,28.290001,28.440001,918200,28.440001
"207",28.360001,29.24,28.32,29.120001,1193000,29.120001
"208",29.059999,29.1,28.66,28.66,1447500,28.66
"209",28.719999,28.889999,28.280001,28.469999,1745700,28.469999
"210",28.459999,28.73,28.23,28.690001,1540900,28.690001
"211",28.77,28.92,28.469999,28.620001,1223600,28.620001
"212",28.639999,29.07,28.549999,28.709999,941600,28.709999
"213",28.74,29.09,28.58,29.059999,801600,29.059999
"214",29.17,30.030001,29.049999,29.950001,2523200,29.950001
"215",29.82,29.870001,29.48,29.52,2009000,29.52
"216",29.15,29.33,29.01,29.110001,1012100,29.110001
"217",29.26,29.559999,29.25,29.32,823900,29.32
"218",29.389999,29.57,29.07,29.17,888800,29.17
"219",29.209999,29.34,28.76,29.01,1231800,29.01
"220",28.99,29.34,28.889999,29.209999,1320300,29.209999
"221",29.17,29.43,29.030001,29.280001,1942600,29.280001
"222",29.34,29.73,29.209999,29.48,1427600,29.48
"223",29.49,29.629999,29.370001,29.559999,1591500,29.559999
"224",29.360001,29.719999,29.18,29.68,1923000,29.68
"225",29.629999,29.700001,28.51,28.91,4873300,28.91
"226",28.98,28.99,27.68,28.23,5293800,28.23
"227",28.219999,28.32,27.98,28.129999,3988800,28.129999
"228",28.110001,28.379999,27.889999,27.950001,3422800,27.950001
"229",28.18,28.32,27.77,28,2357000,28
"230",27.92,28.23,27.870001,28.030001,1665700,28.030001
"231",28.309999,28.780001,28.219999,28.77,1776900,28.77
"232",28.709999,29.219999,28.639999,29.18,2205300,29.18
"233",29.01,29.1,28.559999,28.76,2048300,28.76
"234",28.809999,29.27,28.77,29.23,2268800,29.23
"235",29.469999,29.59,29.18,29.370001,3007400,29.370001
"236",29.41,29.860001,29.389999,29.68,2715800,29.68
"237",29.57,30.09,29.34,30.01,2053000,30.01
"238",29.99,30.1,29.309999,29.43,2743400,29.43
"239",29.49,29.700001,29.42,29.629999,1169100,29.629999
"240",29.799999,30.200001,29.73,30.15,1500200,30.15
"241",30.030001,30.08,29.57,29.620001,1129600,29.620001
"242",29.440001,29.469999,28.809999,28.92,2271200,28.92
"243",29,29.59,28.780001,29.530001,1548200,29.530001
"244",29.360001,29.51,29.01,29.41,1075400,29.41
"245",29.379999,29.469999,29.1,29.32,1668900,29.32
"246",29.4,29.639999,29.15,29.5,1395400,29.5
"247",29.469999,30.07,29.24,30.040001,2236500,30.040001
"248",30,30.389999,29.879999,30.07,2147600,30.07
"249",29.85,29.85,29.07,29.18,2786000,29.18
"250",29.1,29.52,29.01,29.4,1586200,29.4
"251",29.379999,29.549999,28.799999,28.83,2723900,28.83
"252",28.91,29.139999,28.809999,28.9,1426500,28.9
"253",29.16,29.52,29.08,29.33,1799200,29.33
