"","FMC.Open","FMC.High","FMC.Low","FMC.Close","FMC.Volume","FMC.Adjusted"
"128",55.91,56.389999,55.639999,56.34,910900,55.860003
"129",56.060001,56.369999,54.98,55.16,1256900,54.690056
"130",55.009998,56.23,55.009998,55.82,1934500,55.344433
"131",55.439999,55.509998,54.98,55,1887100,54.531419
"132",55.66,56.009998,54.880001,54.990002,1637700,54.521506
"133",54.810001,55.669998,54.240002,54.299999,1292400,53.837382
"134",54.549999,56.009998,54.349998,56,1054300,55.5229
"135",57.709999,57.720001,55.389999,56.5,1805700,56.01864
"136",56.84,57.169998,56.470001,56.959999,2470900,56.47472
"137",56.779999,57.119999,55.830002,56.509998,1399400,56.028553
"138",56.599998,57.950001,56.549999,57.919998,1245400,57.42654
"139",57.830002,57.990002,57.48,57.740002,356400,57.248077
"140",57.959999,58,57.52,57.560001,518300,57.06961
"141",57.32,57.889999,57.310001,57.630001,669400,57.288306
"142",57.48,57.900002,57.349998,57.549999,602900,57.208779
"143",57.610001,57.939999,56.93,57.029999,941900,56.691862
"144",57.080002,57.080002,55.950001,56.970001,1001000,56.63222
"145",56.540001,56.630001,55.41,55.720001,1054800,55.389631
"146",55.84,56.950001,55.57,56.080002,1440900,55.747497
"147",56.450001,56.73,55.98,56.5,739700,56.165005
"148",56.889999,57.93,56.799999,57.900002,1152300,57.556706
"149",58.18,58.310001,57.34,57.540001,975200,57.19884
"150",58.490002,59.439999,57.25,59.200001,1965400,58.848997
"151",59.470001,60.09,58.419998,59.43,1760700,59.077633
"152",58.560001,58.970001,57.810001,58.919998,1143600,58.570655
"153",59.130001,59.41,58.130001,58.130001,1340300,57.785342
"154",58.119999,58.389999,57.52,58.290001,1175900,57.944393
"155",58.209999,58.59,57.41,57.900002,605000,57.556706
"156",57.700001,58.529999,57.540001,58.380001,670900,58.033859
"157",58.400002,59.529999,58.310001,59.389999,693300,59.037869
"158",59.439999,59.439999,57.849998,57.919998,606800,57.576584
"159",57.82,58.509998,57.490002,58.23,640300,57.884747
"160",57.389999,58.77,57.299999,58.389999,706700,58.043799
"161",58.830002,58.830002,57.040001,57.150002,573400,56.811153
"162",57.310001,57.700001,56.560001,57.099998,832400,56.761446
"163",56.57,58.119999,56.41,57.5,1054200,57.159076
"164",57.919998,58.040001,56.939999,57.830002,771500,57.487121
"165",57.990002,59.639999,57.959999,59.459999,1602400,59.107454
"166",59.299999,59.740002,58.470001,58.880001,1292100,58.530895
"167",57.099998,62.950001,55.75,62.060001,3838200,61.692041
"168",61.849998,62.439999,60.73,61.720001,1699500,61.354056
"169",61.389999,62.23,61.389999,61.66,1171800,61.294411
"170",61.59,61.810001,61.080002,61.560001,696700,61.195005
"171",61.369999,62.110001,61.200001,61.900002,888500,61.532989
"172",62.07,63.450001,62.07,63.240002,1215000,62.865045
"173",63.240002,63.799999,63.169998,63.68,1096500,63.302434
"174",63.310001,64.559998,63.099998,64.43,1405700,64.047988
"175",64.300003,64.620003,63.880001,64.029999,1286900,63.650358
"176",63.52,63.98,63.310001,63.73,956600,63.352137
"177",63.669998,64.019997,63.220001,64.010002,638000,63.63048
"178",63.82,63.950001,63.549999,63.740002,577500,63.36208
"179",63.810001,64.269997,63.57,63.84,817400,63.461486
"180",63.98,64.440002,63.599998,64.260002,701800,63.878997
"181",64.080002,64.279999,63.380001,63.619999,734400,63.242789
"182",63.619999,63.720001,63.240002,63.41,674500,63.034035
"183",63.41,64.599998,62.939999,64.589996,581100,64.207035
"184",64.260002,64.720001,63.77,64,464800,63.620537
"185",63.540001,63.709999,63.040001,63.259998,637200,62.884923
"186",63.279999,63.290001,62.049999,62.330002,546900,61.96044
"187",61.84,61.990002,60.950001,61.209999,1128200,60.847078
"188",61.259998,61.810001,60.98,61.310001,1048300,60.946487
"189",60.700001,61.02,59.830002,59.939999,1255700,59.584608
"190",59.939999,60.439999,59.77,60.220001,569200,59.86295
"191",60.459999,60.650002,60.029999,60.619999,650000,60.260576
"192",60.299999,60.599998,59.880001,60.25,887800,59.892771
"193",60.200001,60.439999,59.639999,60.09,950000,59.73372
"194",59.68,60.240002,59.150002,59.349998,1025700,58.998106
"195",59.029999,59.639999,58.119999,59.200001,1324700,58.848997
"196",58.939999,59.279999,58.639999,58.950001,913700,58.60048
"197",59.259998,59.740002,58.700001,59.630001,1185800,59.276448
"198",59.700001,60.360001,59.43,59.810001,912000,59.455381
"199",59.689999,59.689999,58.900002,59.029999,856200,58.680003
"200",59.049999,59.16,57.959999,57.959999,834700,57.616348
"201",57.900002,58.34,57.599998,58.16,1188900,57.815163
"202",57.619999,58.07,56.900002,57.02,1336700,56.843185
"203",57.240002,57.91,57.119999,57.799999,967000,57.620765
"204",57.599998,57.810001,57.099998,57.25,1487900,57.072472
"205",57.310001,57.389999,56.41,57.02,1196400,56.843185
"206",56.77,57.099998,56.689999,56.709999,663700,56.534145
"207",56.540001,57.349998,56.540001,57.169998,1526800,56.992718
"208",57.209999,57.75,57.18,57.259998,739600,57.082439
"209",57.509998,57.700001,57.139999,57.310001,809700,57.132287
"210",57.400002,57.459999,56.970001,57.360001,1691500,57.182131
"211",57.560001,58.380001,57.310001,58.380001,2573100,58.198969
"212",58.220001,59.299999,58.07,58.709999,916900,58.527943
"213",58.290001,58.790001,57.950001,58.52,1237900,58.338534
"214",58.720001,59.889999,58.599998,59.669998,1270600,59.484966
"215",59.5,59.59,59.07,59.18,883500,58.996487
"216",58.560001,58.869999,57.959999,58.02,1005700,57.840084
"217",58.139999,58.540001,57.900002,58.099998,822200,57.919834
"218",58.099998,58.470001,57.41,57.950001,972400,57.770302
"219",57.959999,58.130001,57.700001,58.110001,755100,57.929805
"220",58.150002,58.779999,57.98,58.599998,712000,58.418284
"221",58.650002,58.93,58.490002,58.57,767100,58.388378
"222",58.799999,58.98,58.450001,58.849998,1754700,58.667509
"223",58.900002,59.189999,58.459999,59.099998,1035900,58.916733
"224",58.82,60.18,58.580002,59.93,818200,59.744161
"225",59.73,60,59.07,59.310001,647300,59.126085
"226",59.59,60.380001,59.549999,60.23,838200,60.04323
"227",60.23,60.84,60.220001,60.369999,673500,60.182796
"228",60.560001,60.919998,59.310001,59.34,489400,59.155991
"229",59.669998,59.849998,58.959999,59.5,450000,59.315495
"230",59.299999,59.66,58.900002,59.450001,523400,59.26565
"231",60,61.110001,60,60.950001,1514200,60.760999
"232",59.380001,60.75,59.279999,60.68,2105600,60.491836
"233",60.07,60.18,57,57.77,3899800,57.59086
"234",57.779999,59.09,56.790001,58.869999,2572800,58.687447
"235",59.189999,59.189999,58.040001,58.290001,1127900,58.109248
"236",58.16,58.380001,57.970001,58.360001,624300,58.17903
"237",58.299999,58.299999,57.389999,57.689999,728300,57.511106
"238",57.549999,57.880001,57.040001,57.34,674600,57.162193
"239",57.5,57.5,57.029999,57.25,438400,57.072472
"240",57.200001,57.880001,57.02,57.790001,610100,57.610798
"241",57.77,58.400002,57.639999,58.259998,672000,58.079338
"242",57.939999,58.209999,57.580002,57.720001,772700,57.541015
"243",57.740002,58.09,57.400002,57.950001,680900,57.770302
"244",57.740002,57.959999,57.57,57.919998,740300,57.740392
"245",57.830002,57.900002,56.939999,57.169998,1055500,56.992718
"246",57.299999,57.299999,56.439999,56.599998,981600,56.424486
"247",56.5,56.889999,56.169998,56.43,1945300,56.255015
"248",56.619999,57.599998,56.27,57.540001,842500,57.361573
"249",57.09,57.400002,56.400002,56.470001,624200,56.294892
"250",56.380001,56.700001,55.849998,56.07,630700,55.89613
"251",55.91,56.07,55.459999,55.580002,839300,55.407652
"252",55.66,55.830002,55,55.130001,820200,54.959047
"253",55.639999,55.810001,55.040001,55.549999,1117100,55.377742
