"","COH.Open","COH.High","COH.Low","COH.Close","COH.Volume","COH.Adjusted"
"100",33.5,34.189999,33.5,33.799999,5736400,32.896862
"101",33.560001,34.32,33.529999,34.27,5857800,33.354304
"102",34.639999,34.639999,34.09,34.380001,4478000,33.461366
"103",34.439999,34.57,33.900002,33.939999,4652700,33.03312
"104",33.619999,33.73,32.919998,33,5350000,32.118238
"105",33,33.130001,32.720001,33.02,4532600,32.137704
"106",33.029999,33.5,32.860001,33.459999,4958300,32.565946
"107",33.450001,34,33.330002,33.66,3587800,32.760603
"108",33.68,34.130001,33.630001,33.900002,4150500,32.994192
"109",34.099998,34.5,34.029999,34.290001,3688500,33.37377
"110",34.330002,35.220001,34.25,35.16,3701100,34.220523
"111",35.16,35.419998,34.580002,34.700001,4174000,33.772815
"112",34.759998,35.360001,34.700001,35.189999,3271600,34.24972
"113",35.040001,35.400002,35.029999,35.110001,3266400,34.17186
"114",35.099998,35.490002,34.919998,35.299999,3739900,34.356782
"115",35.23,35.599998,35.130001,35.439999,2346900,34.49304
"116",35.360001,36.450001,35.360001,36.130001,3606000,35.164606
"117",36.599998,37,36.360001,36.459999,4231400,35.485786
"118",36.650002,37.599998,36.580002,37.41,6164400,36.410403
"119",37.439999,37.59,36.48,37.09,5520000,36.098954
"120",37.130001,37.18,36.59,36.66,3292800,35.680443
"121",36.830002,37.290001,36.759998,37.119999,2526400,36.128151
"122",36.889999,36.950001,35.66,36.099998,4762800,35.135405
"123",36,36.169998,34.939999,35.189999,8236900,34.24972
"124",34.73,35.119999,34.509998,35.09,5648900,34.483608
"125",35.009998,35.169998,34.580002,34.700001,2798700,34.100348
"126",34.66,34.880001,34.200001,34.5,2773400,33.903804
"127",34.380001,34.599998,33.799999,34.07,4075200,33.481234
"128",33.66,34.169998,33.5,34.040001,4365300,33.451754
"129",34.080002,34.349998,33.48,33.619999,4904000,33.03901
"130",33.970001,35.16,33.700001,34.459999,9089400,33.864494
"131",34.25,36.099998,34.25,35.200001,7494400,34.591708
"132",35.459999,36.23,35,35.07,7117100,34.463953
"133",35,35.73,34.77,34.970001,4282500,34.365683
"134",35.279999,35.869999,35.16,35.75,4604900,35.132202
"135",36.27,36.619999,36.110001,36.43,5459200,35.800451
"136",36.59,36.610001,36.02,36.490002,6424800,35.859416
"137",36.950001,37.040001,36.360001,37,3398200,36.360601
"138",36.939999,37.549999,36.830002,37.200001,4735000,36.557145
"139",37.200001,37.25,36.82,36.970001,1355700,36.331121
"140",37.029999,37.490002,36.990002,37.119999,1759900,36.478526
"141",37.119999,37.950001,37.02,37.720001,3018900,37.06816
"142",37.5,38.130001,37.5,37.860001,3770600,37.20574
"143",37.990002,38.049999,37.540001,37.560001,2534900,36.910925
"144",37.700001,37.919998,37.009998,37.310001,2972800,36.665245
"145",37.630001,37.630001,36.52,36.73,4521400,36.095266
"146",36.970001,37.099998,36,36.299999,6238900,35.672697
"147",36.790001,37.419998,36.529999,37.419998,5088300,36.773341
"148",37.669998,38.43,37.52,38.369999,6341600,37.706925
"149",38.34,38.369999,37.299999,38.200001,5611700,37.539864
"150",37.990002,38.630001,37.689999,38.57,5322000,37.903469
"151",38.73,39.25,37.639999,37.880001,6294500,37.225395
"152",37.150002,37.5,36.52,36.959999,4277100,36.321291
"153",37,37.200001,36.209999,36.259998,4036100,35.633387
"154",36.009998,36.380001,35.650002,36.110001,4711700,35.485982
"155",36.330002,36.48,35.700001,36.049999,3262000,35.427017
"156",36.23,37.799999,36.130001,37.59,7047400,36.940405
"157",37.720001,38.380001,37.5,38.25,6490600,37.589
"158",38.299999,38.360001,37.5,37.619999,4382300,36.969886
"159",37.5,37.5,36.860001,37.09,7114800,36.449046
"160",36.73,36.970001,36.279999,36.77,4185800,36.134576
"161",37.029999,37.080002,36.419998,36.459999,5273900,35.829932
"162",38.720001,39.900002,38.150002,38.939999,19082900,38.267074
"163",38.580002,38.799999,37.009998,37.189999,11026600,36.547316
"164",37.279999,37.689999,36.68,37.540001,6281400,36.89127
"165",37.59,38.720001,37.549999,38.689999,4638000,38.021395
"166",38.200001,39.389999,38.189999,39.110001,5077400,38.434139
"167",39.16,39.439999,38.639999,38.959999,3686800,38.286729
"168",39.150002,39.349998,39.02,39.220001,2801500,38.542238
"169",39.240002,39.580002,39.049999,39.240002,3365400,38.561893
"170",39.490002,39.619999,39.189999,39.610001,3385800,38.925498
"171",39.669998,39.799999,39.25,39.560001,2696000,38.876363
"172",39.799999,39.799999,39.139999,39.209999,3079400,38.532409
"173",39.349998,39.849998,39.150002,39.849998,3744300,39.161348
"174",39.830002,39.990002,39.310001,39.459999,2582700,38.778089
"175",39.470001,39.779999,39.27,39.700001,2613800,39.013943
"176",40.02,41,40,40.689999,6821300,39.986833
"177",40.700001,41.790001,40.369999,41.540001,9238200,40.822146
"178",41.639999,41.810001,41.34,41.709999,5615200,40.989206
"179",42.34,43.41,42.02,42.950001,9565300,42.207779
"180",42.919998,43.330002,42.700001,43.290001,6336900,42.541904
"181",43,43.470001,42.860001,43.41,5445000,42.659829
"182",43.349998,43.77,43.189999,43.549999,3819000,42.797409
"183",43.549999,43.869999,43.07,43.560001,5748700,42.807239
"184",43.41,43.419998,42.52,42.650002,4824600,41.912964
"185",42.619999,42.689999,41.619999,41.950001,4860500,41.554378
"186",42.66,43.299999,42.110001,42.110001,6465000,41.712869
"187",42.029999,42.110001,41.299999,41.43,4638500,41.039281
"188",41.459999,41.549999,41.139999,41.27,2057100,40.88079
"189",40.77,41,40.509998,40.75,3537400,40.365694
"190",40.540001,40.75,40.25,40.34,4914200,39.959561
"191",40.41,40.66,40.220001,40.560001,4964100,40.177487
"192",40.599998,41.32,40.400002,41.240002,4592300,40.851074
"193",41.349998,41.740002,41.200001,41.419998,2079300,41.029373
"194",41.490002,41.529999,40.91,40.990002,2310000,40.603432
"195",40.990002,41.700001,40.700001,41.5,2932600,41.108621
"196",40.709999,41.369999,40.650002,41.259998,2621700,40.870882
"197",41.43,41.82,41.200001,41.580002,3111100,41.187868
"198",41.75,42.439999,41.66,42.009998,3800100,41.613809
"199",42,42.32,41.919998,42.080002,2906500,41.683153
"200",42.139999,42.900002,41.950001,42.200001,4741300,41.80202
"201",41.889999,41.919998,40.560001,40.689999,5556700,40.306258
"202",40.849998,41.380001,40.599998,41.310001,2406300,40.920414
"203",41.369999,41.669998,41.209999,41.59,1621300,41.197772
"204",41.400002,42,41.360001,41.43,2094000,41.039281
"205",41.23,41.75,41.040001,41.619999,2103700,41.227488
"206",41.669998,41.990002,41.490002,41.860001,1479600,41.465226
"207",42.060001,42.779999,41.869999,42.48,3054400,42.079378
"208",42.459999,42.709999,42.299999,42.360001,1464300,41.960511
"209",42.509998,43.060001,42.310001,42.779999,3016900,42.376548
"210",42.869999,43.09,42.389999,43,2382000,42.594474
"211",43.02,43.209999,42.880001,43.029999,1479600,42.62419
"212",42.900002,43.130001,42.27,42.490002,2281300,42.089286
"213",42.349998,42.380001,41.869999,42.040001,2028300,41.643529
"214",42.150002,42.310001,41.740002,41.759998,2243200,41.366167
"215",42.279999,43.34,42.27,43.009998,5838900,42.604379
"216",42.73,42.939999,41.700001,42.400002,3405400,42.000135
"217",42.52,42.790001,42.34,42.540001,2132300,42.138814
"218",41.889999,42.189999,41.150002,41.490002,3795000,41.098717
"219",41.349998,41.740002,41.220001,41.59,2790900,41.197772
"220",41.490002,42.880001,41.490002,42.369999,3716900,41.970415
"221",42.5,42.75,42.110001,42.650002,2399000,42.247777
"222",42.939999,43.450001,42.240002,42.330002,6512600,41.930795
"223",39.52,40.639999,38.599998,39.650002,17606600,39.276069
"224",39.07,39.09,38.060001,38.509998,8324700,38.146817
"225",38.32,38.779999,37.830002,38.209999,6388500,37.849647
"226",38.25,38.380001,37.66,37.869999,4860300,37.512854
"227",38,38.310001,37.93,38.169998,3561800,37.810024
"228",38,38.310001,37.869999,38.07,2844300,37.710968
"229",38.049999,38.130001,37.470001,37.970001,2394100,37.611913
"230",38.150002,38.450001,37.950001,38.349998,2539600,37.988326
"231",38.939999,39.119999,38.330002,38.459999,2360100,38.09729
"232",38.459999,38.880001,38.34,38.419998,2086900,38.057666
"233",38.150002,38.549999,37.990002,38.310001,1430800,37.948706
"234",38.139999,38.419998,37.849998,38.130001,2677800,37.770404
"235",38.259998,38.380001,37.439999,37.759998,3900700,37.40389
"236",37.869999,37.880001,37.369999,37.459999,3569100,37.10672
"237",37.599998,37.799999,37.459999,37.610001,2248000,37.255307
"238",37.77,38.060001,37.279999,37.380001,4693400,37.027477
"239",37.419998,37.619999,37.110001,37.32,3607100,36.968041
"240",37.32,38.169998,37.299999,38.080002,4440700,37.720876
"241",38.080002,38.240002,37.509998,37.529999,2603700,37.17606
"242",37.27,37.27,36.310001,36.560001,4408200,36.21521
"243",34.5,35.59,34,35.360001,13241300,35.026527
"244",35.349998,35.529999,35.029999,35.189999,4714100,34.858128
"245",35.189999,35.599998,35.02,35.369999,4165100,35.036431
"246",35.450001,35.990002,35.23,35.810001,3954000,35.472283
"247",35.84,36.380001,35.77,35.84,3036800,35.501999
"248",35.599998,36.029999,35.5,35.869999,2248400,35.869999
"249",35.52,36.049999,35.41,35.630001,1815400,35.630001
"250",35.73,36.040001,35.720001,35.799999,2388300,35.799999
"251",35.650002,35.91,35.349998,35.41,2920600,35.41
"252",35.209999,35.540001,35.209999,35.279999,2185700,35.279999
"253",35.439999,35.709999,35.150002,35.23,3917600,35.23
