"","BWA.Open","BWA.High","BWA.Low","BWA.Close","BWA.Volume","BWA.Adjusted"
"204",60.700001,61.220001,60.459999,60.48,1237600,60.350663
"205",60.52,60.75,59.5,60.09,1809800,59.961498
"206",60.259998,61.25,60,61.09,1013500,60.959359
"207",60.860001,62.700001,60.610001,62.080002,2513300,61.947244
"208",61.900002,62,60.869999,60.990002,1132700,60.859575
"209",61.09,61.599998,60.830002,61.57,1041600,61.438333
"210",61.400002,61.919998,61.259998,61.709999,701900,61.578033
"211",61.75,61.790001,60.91,61.310001,984300,61.17889
"212",61.25,61.490002,60.43,60.509998,693600,60.380598
"213",60.59,60.869999,60.18,60.540001,929900,60.410536
"214",60.740002,61.040001,60.32,60.740002,1099700,60.610109
"215",60.619999,61.18,60.43,60.889999,760300,60.759786
"216",60.25,60.82,59.610001,60.720001,1831100,60.590152
"217",61.119999,61.619999,60.849998,61.150002,871700,61.019233
"218",61.25,61.84,60.709999,60.950001,779700,60.819659
"219",60.990002,61.09,60.380001,60.990002,863600,60.859575
"220",60.619999,61.139999,60.23,60.689999,1391100,60.560213
"221",60.93,61.029999,60.25,60.790001,886800,60.660002
"222",60.889999,61.369999,60.540001,61.23,1191100,61.099059
"223",61.310001,61.32,60.540001,61.07,1197800,60.939402
"224",61.07,61.599998,60.290001,60.919998,1593000,60.789721
"225",57.360001,59.59,57.18,59.200001,4208900,59.073402
"226",59.619999,59.700001,58.830002,59.5,2256100,59.37276
"227",59.509998,60.549999,59.509998,60.52,2674800,60.390579
"228",60.52,61.66,60.240002,60.529999,1908900,60.400556
"229",60.75,60.950001,60.23,60.619999,1609300,60.490363
"230",60.57,60.98,60.450001,60.540001,1022700,60.410536
"231",61,61.5,60.950001,61.27,1058300,61.138975
"232",61.369999,61.77,60.700001,60.73,1149200,60.600129
"233",60.639999,61.220001,60.27,60.939999,1176100,60.809679
"234",61.080002,61.5,60.66,61.279999,1055600,61.148952
"235",61.5,61.75,61.259998,61.66,937600,61.52814
"236",61.599998,61.849998,61.299999,61.82,723600,61.687798
"237",61.639999,61.939999,61.459999,61.689999,1213100,61.558075
"238",61.709999,61.93,60.82,60.990002,1075300,60.859575
"239",61.259998,61.41,60.529999,60.790001,900500,60.660002
"240",60.639999,61.689999,60.639999,61.549999,794500,61.418375
"241",61.419998,61.52,60.900002,61.099998,510700,60.969336
"242",60.709999,60.889999,60.18,60.41,913600,60.280813
"243",60.5,60.880001,60.400002,60.790001,691300,60.660002
"244",60.529999,60.73,59.849998,60.380001,1228800,60.380001
"245",60.299999,60.560001,59.669998,60.150002,1644600,60.150002
"246",60.330002,61.09,59.970001,60.860001,1332100,60.860001
"247",60.549999,61.52,60.380001,61.189999,1124000,61.189999
"248",61.240002,62.32,60.759998,61.619999,1529300,61.619999
"249",61.110001,61.290001,60.299999,60.529999,1653400,60.529999
"250",60.290001,60.5,59.849998,60.060001,1569000,60.060001
"251",60,60.630001,59.880001,59.889999,1077100,59.889999
"252",59.950001,60.240002,59.389999,59.990002,856500,59.990002
"253",60.490002,61.09,60.150002,60.959999,1229700,60.959999
