"","MO.Open","MO.High","MO.Low","MO.Close","MO.Volume","MO.Adjusted"
"138",50.369999,50.639999,50.189999,50.529999,4631300,49.498305
"139",50.650002,50.77,50.330002,50.360001,4081100,49.331778
"140",50.349998,50.82,50.34,50.599998,2991600,49.566875
"141",50.360001,50.459999,49.98,50.23,4029600,49.204431
"142",50.150002,50.419998,49.77,49.830002,3664200,48.8126
"143",49.91,50.02,49.169998,49.27,5109600,48.264033
"144",49.299999,49.639999,48.580002,48.970001,6078100,47.970159
"145",48.639999,48.990002,48.52,48.689999,6900200,47.695873
"146",49,49.650002,48.889999,48.98,7240000,47.979953
"147",49.330002,50.029999,49.32,49.880001,5492500,48.861579
"148",50.259998,50.93,50.200001,50.720001,4692600,49.684428
"149",50.98,51.110001,50.48,50.599998,6480700,49.566875
"150",50.790001,51.200001,50.700001,50.919998,6366200,49.880342
"151",51.16,51.779999,50.91,51.32,7461000,50.272176
"152",51,51.75,50.75,51.73,6235200,50.673805
"153",51.73,52.849998,51.73,52.470001,8102800,51.398697
"154",52.349998,53.119999,52.32,53.049999,10072200,51.966853
"155",53.959999,54.48,53.200001,53.830002,6484700,52.73093
"156",53.759998,54.34,53.540001,54.27,5742700,53.161945
"157",54.650002,54.689999,54.080002,54.66,7169000,53.543982
"158",54.68,54.709999,54.18,54.189999,6589200,53.083577
"159",54.209999,54.459999,53.849998,54.439999,6149600,53.328473
"160",54.029999,54.77,54,54.560001,5640200,53.446025
"161",54.75,55.18,53.93,54.009998,6298200,52.907252
"162",53.939999,54.549999,53.619999,54.389999,6468800,53.279494
"163",54.060001,54.630001,53,53.099998,9952300,52.015832
"164",53.25,53.84,52.98,53.799999,9183600,52.70154
"165",53.830002,54.389999,53.580002,54.259998,9729300,53.152147
"166",54.18,54.630001,53.880001,54.029999,8190500,52.926844
"167",54.369999,54.400002,53.599998,53.669998,8452200,52.574194
"168",53.52,53.639999,53.220001,53.330002,7731900,52.241139
"169",53.16,53.490002,52.91,53.16,5816400,52.074608
"170",53.5,53.84,53.369999,53.77,4499800,52.672154
"171",53.939999,54.84,53.790001,54.759998,7889700,53.641939
"172",54.810001,55.540001,54.580002,55.540001,7249000,54.406016
"173",55.490002,55.580002,54.509998,54.759998,5962900,53.641939
"174",54.450001,55.310001,54.110001,55.139999,7141300,54.014181
"175",54.900002,55.240002,54.779999,55.240002,4638800,54.112142
"176",55.41,55.689999,55.09,55.48,6332900,54.347239
"177",55.43,55.700001,54.91,55.610001,6881500,54.474586
"178",55.740002,55.900002,55.470001,55.509998,5265700,54.376626
"179",55.669998,55.889999,55.349998,55.720001,6443700,54.582341
"180",55.810001,55.990002,55.549999,55.639999,5125100,54.503972
"181",55.73,56.189999,55.599998,56.09,4479600,54.944785
"182",56.09,56.599998,55.950001,56.290001,4957900,55.140703
"183",56.290001,56.700001,56.240002,56.5,4931400,55.346414
"184",56.5,56.68,56.07,56.459999,4428800,55.30723
"185",56.27,56.389999,55.66,55.790001,5460600,54.650911
"186",56.040001,56.09,55.32,55.5,5550800,54.366831
"187",55.279999,55.32,53.200001,53.369999,12205000,52.28032
"188",53.720001,53.950001,53.400002,53.830002,6262500,52.73093
"189",53.48,53.639999,53.099998,53.200001,5563800,52.113792
"190",53.419998,53.48,52.060001,52.220001,9012400,51.153802
"191",52.09,52.389999,51.93,52.009998,7941100,51.460523
"192",51.93,51.950001,51.080002,51.389999,7955500,50.847074
"193",51.759998,52.09,51.700001,52.09,7626200,51.53968
"194",51.82,51.970001,51.150002,51.619999,6048600,51.074644
"195",51.360001,51.66,50.150002,51.34,14050500,50.797603
"196",51.23,51.540001,51.060001,51.27,6697400,50.728343
"197",51.360001,51.650002,51.200001,51.419998,13743100,50.876756
"198",51.310001,51.970001,51.310001,51.619999,8649500,51.074644
"199",51.52,52,51.110001,51.110001,7223800,50.570033
"200",51.27,51.290001,50.139999,50.150002,10189300,49.620177
"201",49.68,50.540001,49.029999,50,14549100,49.47176
"202",49.919998,50.43,49.880001,50.34,8565700,49.808168
"203",50.709999,50.799999,50.349998,50.529999,7215800,49.996159
"204",50.52,50.52,50.009998,50.02,7905600,49.491549
"205",50.16,50.400002,49.549999,50.299999,7768800,49.76859
"206",50.419998,51.290001,50.360001,51.189999,9000900,50.649186
"207",51.02,51.91,51.009998,51.490002,7575000,50.94602
"208",51.610001,52.130001,51.509998,51.700001,7369200,51.1538
"209",51.549999,51.98,51.32,51.619999,5883500,51.074644
"210",51.650002,51.93,51.48,51.860001,4556400,51.31211
"211",52.150002,52.990002,52.009998,52.509998,6442200,51.95524
"212",52.349998,52.470001,51.700001,51.77,6731100,51.223061
"213",51.68,52.25,51.529999,52.119999,4956600,51.569361
"214",52.110001,52.560001,51.540001,51.610001,5944500,51.064751
"215",51.98,52.400002,51.610001,52.049999,7569700,51.500101
"216",51.93,52.080002,51.650002,51.75,7499300,51.203271
"217",52,52.84,52,52.630001,8742700,52.073975
"218",52.77,52.990002,52.02,52.099998,6473900,51.549572
"219",52.080002,52.130001,51.509998,52.119999,9813700,51.569361
"220",52.040001,52.919998,51.799999,52.349998,8189800,51.796931
"221",52.509998,52.639999,52.040001,52.07,4911100,51.51989
"222",52.139999,52.150002,51.299999,51.400002,6451800,50.856971
"223",51.25,51.709999,51.16,51.709999,6596600,51.163693
"224",51.389999,51.560001,50.060001,50.200001,11261300,49.669648
"225",50.150002,50.299999,49.830002,50.049999,10130900,49.521231
"226",50.119999,50.669998,50.110001,50.66,5958300,50.124787
"227",50.900002,50.900002,50.450001,50.68,4963100,50.144576
"228",50.5,50.580002,50.150002,50.349998,4968700,49.818061
"229",50.43,50.779999,50.130001,50.68,7011100,50.144576
"230",50.48,51.360001,50.419998,51.240002,5127300,50.698661
"231",51.610001,52.439999,51.529999,52.169998,5545500,51.618832
"232",52.200001,52.310001,51.290001,51.34,5396500,50.797603
"233",50.790001,51.290001,50.709999,51.150002,5850100,50.609612
"234",51.23,51.48,50.889999,51,5759100,50.461195
"235",51.41,52.630001,51.380001,52.599998,6822000,52.04429
"236",52.560001,52.880001,52.560001,52.82,5023000,52.261967
"237",52.610001,52.799999,51.93,51.950001,4937700,51.401159
"238",52.029999,52.029999,51.630001,51.779999,4764700,51.232953
"239",51.939999,52.279999,51.779999,51.799999,4430600,51.252742
"240",51.84,51.84,51.220001,51.639999,6577600,51.094433
"241",51.5,51.57,51.200001,51.23,4141800,50.688765
"242",51.23,51.450001,50.990002,51.279999,5673300,50.738236
"243",51.400002,52.029999,51.240002,51.830002,5564700,51.282428
"244",51.939999,52.009998,51.5,51.619999,4634400,51.074644
"245",51.450001,51.73,51.119999,51.200001,7490800,50.659083
"246",51.290001,51.48,50.849998,51.200001,3842200,50.659083
"247",51.040001,51.07,50.509998,50.630001,4778800,50.095105
"248",50.91,50.93,50.25,50.349998,5866300,49.818061
"249",50.259998,50.389999,49.779999,49.880001,6077400,49.353029
"250",49.709999,49.709999,48.099998,48.209999,10415100,47.70067
"251",48.169998,48.509998,47.779999,48.32,7983800,47.809508
"252",48.349998,48.77,48.119999,48.560001,6326300,48.046974
"253",48.68,49.639999,48.68,49.220001,10217600,48.700002
