"","PLD.Open","PLD.High","PLD.Low","PLD.Close","PLD.Volume","PLD.Adjusted"
"65",41.189999,41.310001,40.619999,40.650002,1855700,39.293253
"66",40.599998,40.73,40.310001,40.41,2202300,39.061262
"67",40.279999,40.41,38.66,39.049999,3802000,37.746653
"68",39.029999,39.240002,38.650002,38.830002,2113400,37.533999
"69",38.860001,39.18,38.669998,38.990002,2377300,37.688658
"70",38.66,39.16,38.59,38.779999,2925700,37.805641
"71",38.830002,39.119999,38.299999,38.310001,2543000,37.347452
"72",38.490002,38.779999,38.400002,38.650002,4010600,37.67891
"73",38.599998,38.66,38.18,38.18,1865500,37.220718
"74",38.119999,38.450001,37.82,37.959999,2952700,37.006244
"75",37.880001,38.400002,37.790001,38.029999,2999700,37.074485
"76",38.009998,38.009998,37.450001,37.450001,2505600,36.50906
"77",37.459999,38.130001,37.279999,38.040001,2884400,37.084236
"78",37.77,38.209999,37.560001,38.18,2132300,37.220718
"79",38.200001,38.200001,37.68,37.700001,2913000,36.752778
"80",37.68,37.950001,37.400002,37.560001,2548600,36.616296
"81",37.48,37.709999,37.119999,37.549999,2105300,36.606546
"82",37.700001,37.939999,37.400002,37.630001,2547600,36.684537
"83",37.709999,38.049999,37.599998,37.73,2302100,36.782023
"84",37.669998,37.799999,37.279999,37.299999,2516000,36.362827
"85",37.400002,38.110001,37.189999,38.110001,2258000,37.152477
"86",38.049999,38.369999,37.59,37.630001,2977800,36.684537
"87",37.73,38.099998,37.259998,37.279999,2359000,36.343329
"88",37.279999,37.66,37.130001,37.169998,2039100,36.236092
"89",37.450001,38.68,37.349998,38.279999,3465400,37.318204
"90",37.990002,38.419998,37.650002,38.200001,4252300,37.240216
"91",37.66,38.560001,37.66,38.419998,3295900,37.454686
"92",38.560001,39.139999,38.43,39.09,3876500,38.107854
"93",39.040001,39.599998,38.889999,39.580002,3368200,38.585544
"94",39.66,40.23,39.509998,40.209999,3059900,39.199712
"95",40.220001,40.349998,39.919998,40.009998,3431800,39.004737
"96",39.970001,40.549999,39.959999,40.450001,3953800,39.433684
"97",40.389999,40.790001,40.23,40.73,2371300,39.706648
"98",40.529999,40.950001,40.419998,40.759998,3287000,39.735893
"99",40.880001,41.060001,40.639999,41.060001,2626000,40.028358
"100",41,41.209999,40.630001,40.990002,2659800,39.960117
"101",40.799999,41.049999,40.689999,41.049999,2027400,40.018607
"102",41.439999,41.709999,41.049999,41.650002,3341600,40.603534
"103",41.720001,41.950001,41.599998,41.830002,2284600,40.779012
"104",41.810001,41.880001,41.34,41.529999,2109600,40.486547
"105",41.689999,41.849998,41.200001,41.650002,3203800,40.603534
"106",41.650002,41.75,41.48,41.580002,2546200,40.535293
"107",41.610001,41.73,41.279999,41.41,2770500,40.369563
"108",41.43,41.84,41.310001,41.68,2406700,40.632779
"109",41.720001,41.75,41.43,41.650002,1959300,40.603534
"110",41.599998,41.669998,40.970001,41,2662500,39.969864
"111",41.150002,41.400002,40.950001,41.099998,1910700,40.06735
"112",41.02,41.200001,40.689999,40.77,1618700,39.745643
"113",40.77,41.130001,40.669998,41.009998,1834600,39.979611
"114",41.09,41.48,40.990002,41.380001,1650400,40.340318
"115",41.279999,41.310001,40.799999,40.84,2254800,39.813884
"116",40.75,41.029999,40.630001,40.950001,3117600,39.921121
"117",41.34,41.41,41.049999,41.240002,5249300,40.203836
"118",41.41,41.650002,41.279999,41.490002,2669800,40.447554
"119",41.470001,41.709999,41.439999,41.599998,3455700,40.554787
"120",41.669998,42.049999,41.540001,42,1720500,40.944739
"121",42.09,42.619999,41.869999,42.279999,1668500,41.217703
"122",42.189999,42.529999,42.049999,42.310001,2809400,41.246951
"123",42.23,42.75,42.029999,42.650002,3013700,41.578409
"124",42.59,42.84,42.459999,42.709999,3050200,41.636899
"125",42.560001,42.599998,42.099998,42.540001,2595300,41.471172
"126",42.400002,42.669998,42.189999,42.580002,2211700,41.510168
"127",42.669998,43.060001,42.599998,42.799999,2936500,41.724638
"128",42.490002,43.029999,42.360001,42.950001,2416000,41.870871
"129",42.919998,42.959999,42.450001,42.68,2834200,41.607654
"130",43.139999,43.200001,42.82,42.889999,2648100,41.812377
"131",42.610001,42.869999,42.209999,42.240002,3057300,41.17871
"132",42.110001,42.209999,41.259998,41.290001,3122200,40.569528
"133",41.23,41.700001,40.900002,41.369999,3549200,40.64813
"134",41.52,42.48,41.52,42.380001,2888700,41.640509
"135",42.619999,42.790001,42.349998,42.639999,2942700,41.895971
"136",42.389999,42.73,42.360001,42.5,5500800,41.758414
"137",42.639999,43.41,42.639999,43.369999,2258600,42.613232
"138",43.650002,43.82,43.41,43.48,2704600,42.721314
"139",43.580002,43.84,43.110001,43.110001,1088200,42.357771
"140",43.299999,43.599998,43.299999,43.459999,1294400,42.701662
"141",43.330002,43.790001,43.330002,43.509998,2246800,42.750789
"142",43.5,43.889999,43.299999,43.639999,1858000,42.878522
"143",43.849998,44.049999,42.959999,43.029999,2428400,42.279165
"144",43.310001,43.5,43.060001,43.43,1971000,42.672187
"145",43.32,43.77,43.060001,43.400002,3034000,42.642711
"146",43.599998,43.939999,43.470001,43.549999,3641400,42.790092
"147",43.73,44.41,43.540001,44.209999,2574000,43.438575
"148",44.41,44.459999,44.009998,44.220001,2414000,43.448403
"149",44.299999,44.490002,43.779999,44.150002,2246800,43.379625
"150",44.27,44.68,44.18,44.599998,2328800,43.821769
"151",44.540001,44.66,43.439999,43.709999,3046000,42.9473
"152",43.389999,43.740002,43.080002,43.720001,3255900,42.957127
"153",43.849998,44.09,43.52,43.77,2422300,43.006254
"154",43.77,44.220001,43.349998,44.150002,3229500,43.379625
"155",44.369999,44.470001,43.560001,43.84,2173300,43.075032
"156",43.66,44.240002,43.529999,44.029999,2881000,43.261716
"157",44.349998,45.150002,44.16,45.119999,4264100,44.332696
"158",45.130001,45.529999,45.02,45.310001,4720800,44.519383
"159",45.5,45.860001,45.209999,45.849998,4010700,45.049958
"160",46.060001,47.560001,46.02,47.130001,7773400,46.307626
"161",47.330002,47.470001,46.41,46.419998,4958800,45.610012
"162",46.41,46.580002,45.810001,46.240002,3201700,45.433156
"163",45.950001,46.060001,45.060001,45.139999,4935700,44.352348
"164",45.380001,45.41,44.209999,45.150002,4428200,44.362175
"165",45.110001,45.549999,44.400002,45.220001,2705400,44.430954
"166",45.099998,45.43,44.740002,45.169998,2976200,44.381823
"167",45.18,45.810001,45.040001,45.790001,3874400,44.991007
"168",45.650002,45.66,44.41,44.639999,4187200,43.861072
"169",44.630001,44.959999,44.380001,44.68,3971000,43.900375
"170",44.740002,44.98,44.25,44.880001,3425600,44.096886
"171",44.849998,45.060001,43.959999,44.41,2112100,43.635086
"172",44.57,44.779999,44.119999,44.77,1694900,43.988805
"173",44.720001,44.77,43.610001,43.810001,3539900,43.045557
"174",43.849998,44.099998,43.459999,43.709999,2801000,42.9473
"175",43.73,44.009998,43.470001,43.959999,2427500,43.192938
"176",43.779999,43.779999,42.68,42.849998,3235400,42.102305
"177",42.73,43.189999,42.650002,43.02,3098000,42.269341
"178",43.16,43.57,43.040001,43.459999,2863400,42.701662
"179",43.330002,43.380001,42.52,42.689999,3980700,41.945097
"180",42.689999,43.389999,42.689999,42.900002,2886100,42.151436
"181",42.970001,42.98,42.419998,42.43,4129200,41.689636
"182",42.549999,42.82,42.32,42.709999,2736200,41.964749
"183",42.709999,43.310001,42.669998,42.700001,3509200,41.954925
"184",42.540001,42.759998,42.349998,42.650002,2381400,41.905798
"185",42.610001,42.720001,42.18,42.380001,2526700,41.640509
"186",42.619999,42.950001,42.540001,42.66,3883200,41.915622
"187",41.630001,41.919998,41.310001,41.400002,3911800,40.67761
"188",41.529999,41.669998,41.200001,41.459999,3178800,40.73656
"189",41.349998,41.650002,41.150002,41.150002,2379800,40.431972
"190",41.41,41.91,41.169998,41.720001,3335900,40.992026
"191",42.049999,42.630001,41.889999,42.560001,3261000,41.817368
"192",42.59,43.25,42.27,42.450001,4341300,41.709287
"193",42.52,43.169998,42.439999,42.799999,3194100,42.412863
"194",42.639999,42.919998,42.5,42.779999,4146900,42.393043
"195",42.709999,43.630001,42.599998,43.5,3735100,43.106532
"196",43.290001,43.82,43.169998,43.68,3884900,43.284904
"197",43.709999,44.450001,43.689999,44.389999,8011000,43.988481
"198",44.389999,44.889999,44.290001,44.73,3777400,44.325406
"199",44.610001,44.959999,44.380001,44.380001,3197000,43.978573
"200",44.459999,44.57,43.610001,43.619999,2522200,43.225445
"201",43.360001,43.560001,42.919998,43.07,3573500,42.680421
"202",43.060001,43.25,42.900002,43.040001,2906100,42.650694
"203",43.099998,43.990002,42.91,43.959999,2765800,43.56237
"204",43.919998,44.09,43.450001,43.560001,2655900,43.165991
"205",43.560001,43.810001,43.130001,43.389999,1918600,42.997526
"206",43.459999,43.68,43.330002,43.59,2387500,43.195718
"207",43.720001,44.48,43.610001,44.369999,3176500,43.968661
"208",44.23,44.389999,43.34,43.349998,3329300,42.957887
"209",43.380001,43.689999,43.380001,43.5,3044100,43.106532
"210",43.450001,43.459999,42.290001,42.369999,3317300,41.986752
"211",42.549999,42.959999,42.369999,42.490002,2030600,42.105669
"212",42.52,42.779999,42.400002,42.43,2047100,42.046211
"213",42.630001,43.09,42.580002,42.84,2393300,42.452502
"214",42.939999,43.080002,42.689999,42.75,1681100,42.363316
"215",42.610001,43.290001,42.470001,42.970001,2718100,42.581327
"216",42.709999,43.040001,42.470001,42.880001,3453900,42.492141
"217",42.880001,43.509998,42.669998,43.049999,8130300,42.660602
"218",43.400002,43.450001,42.509998,42.759998,5015400,42.373224
"219",42.849998,42.889999,42.209999,42.360001,2952600,41.976844
"220",42.360001,42.889999,42.34,42.560001,4120000,42.175036
"221",42.689999,42.889999,42.509998,42.560001,4549800,42.175036
"222",42.709999,42.919998,42.380001,42.450001,2510200,42.06603
"223",42.310001,42.400002,42.110001,42.23,2479400,41.848019
"224",41.830002,41.990002,41.060001,41.080002,3649000,40.708423
"225",41.02,41.080002,39.990002,40.200001,4598900,39.836382
"226",40.400002,40.700001,40.18,40.419998,3155500,40.054389
"227",40.599998,40.82,40.209999,40.369999,3073700,40.004842
"228",40.18,40.380001,39.459999,39.509998,3139700,39.152621
"229",39.490002,39.849998,39.34,39.610001,4173900,39.251719
"230",39.75,40.34,39.52,40.23,3379200,39.866109
"231",40.689999,41.439999,40.689999,40.75,2779100,40.381406
"232",40.610001,40.810001,40.360001,40.439999,3966300,40.074209
"233",40.099998,40.459999,39.73,40.349998,3410000,39.985023
"234",40.459999,40.73,39.77,39.91,2418000,39.549004
"235",40.200001,40.619999,40.080002,40.27,2934400,39.905749
"236",40.470001,40.810001,40.360001,40.73,3541600,40.361587
"237",40.549999,40.689999,40.400002,40.580002,2442000,40.212946
"238",40.369999,40.830002,40.369999,40.549999,2402700,40.183215
"239",40.610001,41,40.299999,40.75,3039600,40.381406
"240",40.810001,40.810001,40.169998,40.330002,2607500,39.965207
"241",40.290001,40.560001,40.119999,40.279999,1722700,39.915656
"242",40.16,40.25,39.849998,39.950001,2870000,39.588643
"243",39.970001,40.540001,39.93,40.369999,2390700,40.004842
"244",40.299999,40.459999,40.049999,40.259998,1537900,39.895837
"245",40.23,40.369999,39.5,39.59,4352700,39.231899
"246",39.470001,40.220001,39.459999,40.119999,2589300,39.757104
"247",40.07,40.18,39.689999,40.169998,2373600,39.806651
"248",40.130001,40.240002,39.880001,39.950001,2610100,39.588643
"249",39.880001,40.150002,39.709999,40.060001,3184200,39.697649
"250",39.669998,40.189999,39.380001,39.98,3446500,39.618371
"251",40.080002,40.23,39.799999,39.799999,3936200,39.439999
"252",39.540001,39.540001,38.959999,39.07,2222300,39.07
"253",39.130001,39.75,39.029999,39.389999,2338100,39.389999
