"","BBY.Open","BBY.High","BBY.Low","BBY.Close","BBY.Volume","BBY.Adjusted"
"121",39.060001,39.790001,38.470001,39.41,7155400,38.249662
"122",38.869999,39.009998,36.860001,37.259998,10456500,36.162962
"123",37.360001,38.02,37.009998,37.200001,7263900,36.104731
"124",37.25,37.5,35.169998,36.040001,14809000,34.978885
"125",36.75,36.91,35.900002,36.080002,5701700,35.017708
"126",36.049999,36.099998,35.310001,35.630001,5088800,34.580957
"127",35.43,36.720001,35.25,36.59,7404500,35.512691
"128",35.849998,36.560001,35.450001,36.470001,4435200,35.580985
"129",36.360001,36.91,35.959999,36,4705400,35.122441
"130",36.32,37.360001,36.099998,36.630001,4168300,35.737085
"131",36.599998,37.470001,36.41,36.849998,5028000,35.95172
"132",37.099998,37.419998,36.540001,36.91,4230200,36.010258
"133",36.59,37.240002,35.759998,35.77,4795900,34.898048
"134",35.93,37.580002,35.779999,37.470001,5004700,36.556609
"135",37.970001,38.869999,37.830002,38.48,5846000,37.541987
"136",38.59,39.099998,38.279999,39.009998,6713500,38.059066
"137",39.110001,39.419998,38.119999,39.23,4839900,38.273704
"138",39.23,40.029999,38.93,39.689999,6225900,38.72249
"139",39.66,39.919998,38.799999,38.889999,2835100,37.941992
"140",39.240002,39.57,39.099998,39.139999,2646300,38.185898
"141",38.869999,39.25,38.23,39.080002,4982000,38.127363
"142",39.380001,39.689999,39.049999,39.380001,3421800,38.420049
"143",39.34,39.610001,38.959999,38.98,2844100,38.029798
"144",39.169998,39.32,38.169998,38.790001,3889300,37.844431
"145",38.549999,38.709999,37.73,37.790001,4853600,36.868808
"146",37.650002,37.98,36.639999,37.450001,6776700,36.537096
"147",37.98,38.84,37.98,38.529999,5432900,37.590767
"148",38.990002,39.27,38.700001,39.110001,8457400,38.156631
"149",38.919998,38.919998,37.509998,38.060001,5874000,37.132227
"150",38.639999,39.32,38.549999,39.09,8140400,38.137118
"151",39.82,39.950001,38.57,39.099998,8646600,38.146872
"152",38.689999,40,38.599998,39.91,11237300,38.937129
"153",35.130001,35.650002,33.169998,34.299999,40590100,33.463881
"154",34.389999,35.029999,33.43,34.990002,10175900,34.137063
"155",35.119999,35.150002,33.93,34.040001,6929500,33.21022
"156",33.900002,34.400002,33.66,34.099998,7015000,33.268755
"157",34.220001,34.91,33.860001,34.889999,6946900,34.039499
"158",34.91,35.419998,34.82,35.009998,4815800,34.156573
"159",35.009998,35.889999,34.849998,35.830002,4550700,34.956587
"160",35.259998,35.700001,35.060001,35.400002,3781100,34.537069
"161",35.650002,36.07,35.130001,35.130001,5437800,34.27365
"162",35.310001,36.220001,35.119999,36.09,4592000,35.210248
"163",35.970001,36.34,35.02,35.200001,7277300,34.341943
"164",35.139999,35.599998,34.130001,34.970001,8147400,34.11755
"165",35.220001,36,34.84,35.950001,6135100,35.073661
"166",35.66,36.41,35.66,36.209999,5067300,35.327321
"167",36.16,36.389999,35.630001,36.09,4124000,35.210248
"168",36.669998,37.549999,36.57,37.360001,8072600,36.44929
"169",37.049999,37.330002,36.57,37.07,4083200,36.166358
"170",37.290001,38.259998,37.119999,38.07,5739600,37.141981
"171",37.849998,38.369999,37.75,38.25,4936900,37.317594
"172",38.25,39.23,38.16,39.189999,6419900,38.234678
"173",39.029999,39.16,38.700001,39.110001,4808600,38.156631
"174",39.060001,39.349998,38.759998,39.279999,2733600,38.322485
"175",39.220001,39.220001,38.630001,39.119999,3323100,38.166385
"176",39.119999,39.470001,38.990002,39.130001,3054500,38.176143
"177",39.16,39.360001,38.720001,39.279999,4321900,38.322485
"178",39.349998,39.450001,38.580002,38.990002,4004100,38.039557
"179",38.889999,39.029999,37.939999,38.259998,4405400,37.327348
"180",38.290001,38.650002,38.029999,38.299999,4032500,37.366374
"181",38.299999,38.490002,37.5,37.549999,4928700,36.634657
"182",37.799999,38.200001,37.279999,38.099998,4658200,37.171249
"183",38.200001,38.880001,38.049999,38.630001,6484000,37.688332
"184",39.439999,39.91,38.650002,39.18,11784800,38.224924
"185",39.5,39.98,39.060001,39.790001,7778200,38.820055
"186",39.77,39.950001,39.389999,39.630001,4710000,38.663955
"187",39.700001,40.490002,39.490002,39.709999,5254600,38.742003
"188",39.669998,39.880001,39.34,39.830002,3619000,38.859081
"189",39.509998,40.009998,39.080002,39.970001,5316600,38.995667
"190",40.09,40.599998,40,40.220001,4921800,39.239573
"191",40.07,41.099998,40.049999,40.849998,4173800,39.854213
"192",40.900002,41.049999,40.310001,40.529999,4175700,39.542014
"193",40.810001,41.75,40.810001,41.630001,4660600,40.615202
"194",41.419998,42,41.259998,41.639999,4906900,40.624956
"195",41.509998,41.919998,40.830002,41.77,4018800,40.751789
"196",41.709999,41.860001,41.360001,41.599998,3435500,40.585931
"197",41.130001,41.130001,40.32,40.790001,7083400,40.516402
"198",40.860001,41.450001,40.77,40.860001,3705500,40.585933
"199",40.880001,41.049999,40.360001,40.849998,4286500,40.575998
"200",40.709999,40.849998,39.380001,39.419998,5218300,39.155589
"201",39.169998,39.23,38.380001,38.400002,5191900,38.142434
"202",38.610001,38.830002,37.830002,38.48,4701000,38.221895
"203",38.439999,39.34,38.439999,38.75,4166200,38.490085
"204",38.709999,38.709999,37.75,37.790001,5476700,37.536525
"205",37.630001,37.830002,36.93,37.209999,6140500,36.960413
"206",37.299999,38.310001,37.220001,38.220001,4273200,37.963641
"207",37.830002,38.5,37.799999,38.209999,4003500,37.953706
"208",38.330002,38.880001,38.029999,38.060001,4385100,37.804714
"209",38.209999,38.5,37.68,38.360001,3982000,38.102701
"210",38.02,38.779999,38.02,38.709999,3330500,38.450352
"211",38.790001,38.84,38.41,38.580002,2346500,38.321227
"212",38.450001,38.700001,38.119999,38.34,2902500,38.082835
"213",38.130001,38.27,36.669998,37.799999,5244900,37.546456
"214",38.049999,38.27,37.509998,37.549999,2738500,37.298133
"215",37.5,37.5,37.080002,37.189999,3607400,36.940547
"216",36.91,37,36.189999,36.459999,4682500,36.215444
"217",36.860001,36.939999,36.57,36.580002,3580700,36.334642
"218",36.75,36.990002,36.290001,36.450001,4535800,36.205513
"219",36.490002,36.68,35.939999,36.18,4719900,35.937323
"220",35.950001,36.66,35.91,36.130001,5108100,35.887659
"221",35.650002,35.779999,35.07,35.389999,7449100,35.152621
"222",35.549999,35.689999,35.25,35.330002,2737500,35.093026
"223",35.419998,36.16,35.32,35.720001,3061000,35.48041
"224",35.360001,35.669998,34.68,34.860001,3902700,34.626178
"225",34.669998,35.169998,34.490002,34.650002,3504700,34.417587
"226",34.759998,35.400002,34.740002,35.18,3189400,34.944031
"227",35.18,35.759998,35.16,35.639999,2849500,35.400944
"228",35.700001,35.919998,35.330002,35.470001,3335300,35.232087
"229",35.689999,35.75,35.18,35.32,3541100,35.083091
"230",35.299999,36.23,35.209999,36.119999,3004000,35.877724
"231",36.419998,36.740002,36.259998,36.610001,2895900,36.364439
"232",36.52,37.18,36.509998,36.970001,2914900,36.722025
"233",36.740002,36.900002,36.419998,36.799999,3646600,36.553164
"234",37.009998,37.009998,36,36.200001,4243700,35.95719
"235",36.400002,36.400002,34.790001,34.82,7669600,34.586445
"236",34.860001,34.919998,34.5,34.59,5486600,34.357988
"237",34.25,35.299999,34.130001,35.09,7063900,34.854634
"238",35.290001,35.34,34.799999,34.98,5168600,34.745372
"239",34.740002,34.779999,33.73,33.779999,10769300,33.55342
"240",36.599998,36.599998,35.02,35.110001,17991000,34.874501
"241",35.490002,35.73,34.130001,34.330002,7758600,34.099734
"242",34.27,34.389999,33.779999,33.900002,5091100,33.672618
"243",34.060001,34.740002,34,34.360001,5472300,34.129531
"244",34.360001,34.490002,34.029999,34.18,3863300,33.950738
"245",34.16,34.970001,34.16,34.700001,5587000,34.467251
"246",34.849998,34.889999,34.310001,34.369999,4550300,34.139463
"247",34.299999,35.040001,34.25,34.77,4087500,34.536781
"248",34.740002,35.5,34.630001,35.07,3344100,34.834768
"249",34.830002,35.349998,34.509998,34.529999,3105800,34.298389
"250",34.57,34.790001,34.419998,34.529999,3760700,34.298389
"251",34.599998,34.77,34.220001,34.290001,3572600,34.060001
"252",34.07,34.450001,33.75,33.830002,3210000,33.830002
"253",33.959999,34.259998,33.849998,34.220001,3319300,34.220001
