"","MSFT.Open","MSFT.High","MSFT.Low","MSFT.Close","MSFT.Volume","MSFT.Adjusted"
"46",43.68,44.18,43.52,44.080002,22889500,42.945121
"47",44.080002,44.419998,44.009998,44.27,19313200,43.130228
"48",44.580002,44.900002,44.400002,44.790001,41611300,43.636841
"49",44.939999,45.110001,44.68,45.110001,26891100,43.948602
"50",44.970001,45.34,44.830002,45.330002,28139500,44.438774
"51",45.34,45.400002,44.900002,44.950001,24770500,44.066244
"52",44.84,45.25,44.830002,45.220001,22285500,44.330936
"53",45.349998,45.470001,45.07,45.150002,18294500,44.262312
"54",45.400002,45.439999,45.040001,45.169998,16910000,44.281916
"55",45.310001,45.400002,44.939999,45.009998,14873100,44.125062
"56",44.900002,45,44.759998,44.869999,21287900,43.987815
"57",44.75,44.98,44.610001,44.880001,17657600,43.99762
"58",45.09,45.439999,44.860001,45.43,21607600,44.536806
"59",45.43,45.459999,44.849998,45.09,22976800,44.203491
"60",44.529999,45.110001,44.529999,44.959999,33684500,44.076045
"61",44.740002,45.27,44.720001,45.259998,26475500,44.370146
"62",45.110001,45.93,45.110001,45.91,36939400,45.007368
"63",46.02,46.799999,45.990002,46.470001,45736700,45.55636
"64",46.470001,46.970001,46.419998,46.759998,40302400,45.840655
"65",46.82,46.939999,46.279999,46.84,27302400,45.919084
"66",46.740002,47,46.470001,47,29216400,46.075938
"67",46.91,47.02,46.599998,46.700001,38244700,45.781837
"68",46.540001,46.709999,46.099998,46.240002,37667600,45.330882
"69",46.389999,46.849998,46.290001,46.759998,27910600,45.840655
"70",46.259998,46.689999,46.23,46.52,38311900,45.605376
"71",46.59,46.830002,46.459999,46.68,35556600,45.76223
"72",46.810001,47.57,46.599998,47.52,202522400,46.585715
"73",47.299999,47.380001,46.98,47.060001,38686100,46.13476
"74",46.849998,46.98,46.470001,46.560001,33430300,45.64459
"75",46.630001,47.110001,46.34,47.080002,26582700,46.154367
"76",46.880001,47.09,46.029999,46.040001,33077400,45.134814
"77",45.93,46.619999,45.759998,46.41,27078800,45.497538
"78",45.98,46.560001,45.759998,46.439999,26091000,45.526947
"79",46.369999,46.48,46.009998,46.360001,33033100,45.448522
"80",46.27,46.529999,45.849998,45.900002,38088400,44.997567
"81",45.830002,46.099998,45.639999,45.759998,25119400,44.860316
"82",45.98,46.299999,45.610001,46.09,32453200,45.18383
"83",46.119999,46.299999,45.919998,46.09,20604000,45.18383
"84",45.860001,45.93,45.419998,45.529999,25723700,44.634838
"85",45.48,46.889999,45.34,46.779999,33031000,45.860262
"86",46.5,46.799999,45.740002,45.849998,34422800,44.948547
"87",45.599998,46.119999,43.950001,44.029999,51978100,43.16433
"88",43.82,44.560001,43.490002,43.650002,37100200,42.791804
"89",43.869999,44.380001,43.560001,43.73,38115700,42.870229
"90",43,43.389999,42.099998,43.220001,60218700,42.370258
"91",42.529999,43.080002,42.220001,42.740002,49040400,41.899695
"92",43.200001,43.939999,42.790001,43.630001,40683300,42.772196
"93",43.060001,44.139999,42.810001,44.080002,34527900,43.21335
"94",44.360001,44.98,44.189999,44.880001,36433800,43.99762
"95",45,45.07,44.23,44.380001,33570900,43.507451
"96",44.619999,45.450001,44.529999,45.02,45451900,44.134867
"97",46.830002,46.900002,45.18,46.130001,61076700,45.223044
"98",45.709999,46.099998,45.709999,45.91,30371300,45.007368
"99",45.860001,46.5,45.77,46.490002,29024600,45.575967
"100",46.439999,46.700001,46.34,46.619999,30276100,45.703408
"101",46.32,46.32,45.77,46.049999,30073900,45.144615
"102",46.939999,46.970001,46.48,46.950001,35849700,46.026922
"103",46.889999,47.459999,46.73,47.439999,23130400,46.507286
"104",47.299999,47.73,47.25,47.57,21530800,46.634731
"105",47.799999,47.900002,47.259998,47.860001,22449600,46.91903
"106",47.860001,48.860001,47.790001,48.700001,33037800,47.742515
"107",48.919998,48.919998,48.290001,48.68,28000600,47.722908
"108",48.650002,49.150002,48.549999,48.889999,36370100,47.928778
"109",48.849998,48.950001,48.650002,48.869999,23445200,47.909171
"110",48.560001,48.919998,48.52,48.779999,22722000,47.820941
"111",48.810001,49.650002,48.709999,49.610001,26208800,48.634624
"112",49.740002,50.049999,49.389999,49.580002,29081700,48.605215
"113",49.41,49.709999,49.139999,49.459999,30315500,48.487571
"114",49.130001,49.330002,48.700001,48.740002,23995500,48.083099
"115",48.66,48.75,47.93,48.220001,26176800,47.570107
"116",48,48.700001,47.869999,48.700001,21500700,48.043638
"117",49.02,49.049999,47.57,47.98,42883100,47.33334
"118",47.990002,48,47.389999,47.59,35434200,46.948597
"119",47.66,47.970001,47.450001,47.470001,28007900,46.830216
"120",47.490002,47.990002,47.279999,47.75,27163600,47.106441
"121",47.950001,48.200001,47.610001,47.810001,21534400,47.165633
"122",47.880001,48.779999,47.709999,48.619999,31191600,47.964714
"123",48.84,49.049999,48.200001,48.459999,25743000,47.806871
"124",48.439999,48.5,47.810001,48.080002,23534800,47.431995
"125",48.389999,49.060001,48.200001,48.84,30320400,48.18175
"126",48.82,48.970001,48.380001,48.419998,27313400,47.767409
"127",48.259998,48.349998,47.450001,47.700001,26663100,47.057115
"128",47.110001,47.919998,47.049999,47.59,24330500,46.948597
"129",47.580002,47.66,46.700001,46.900002,30431800,46.267898
"130",47.080002,47.740002,46.68,47.169998,29060400,46.534256
"131",46.779999,47.73,46.669998,46.950001,34248400,46.317224
"132",47.200001,47.669998,46.549999,46.669998,29247800,46.040995
"133",45.900002,46.34,45.130001,45.16,47801400,44.551348
"134",45.049999,45.950001,44.900002,45.740002,34970900,45.123532
"135",46.580002,47.52,46.34,47.52,40105600,46.879541
"136",47.630001,48.099998,47.169998,47.66,64551200,47.017653
"137",47.779999,48.119999,47.709999,47.98,26566000,47.33334
"138",48.369999,48.799999,48.130001,48.450001,23648100,47.797007
"139",48.639999,48.639999,48.080002,48.139999,11437800,47.491184
"140",48.41,48.41,47.82,47.880001,13197800,47.23469
"141",47.700001,47.779999,47.259998,47.450001,14439500,46.810485
"142",47.439999,47.619999,46.84,47.02,16384700,46.38628
"143",46.73,47.439999,46.450001,46.450001,21552500,45.823962
"144",46.66,47.419998,46.540001,46.759998,27913900,46.129782
"145",46.369999,46.73,46.25,46.330002,39673900,45.705581
"146",46.380001,46.75,45.540001,45.650002,36447900,45.034745
"147",45.98,46.459999,45.490002,46.23,29114100,45.606926
"148",46.75,47.75,46.720001,47.59,29645200,46.948597
"149",47.610001,47.82,46.900002,47.189999,23942800,46.553987
"150",47.419998,47.540001,46.360001,46.599998,23651900,45.971938
"151",46.970001,47.91,46.060001,46.360001,35270600,45.735175
"152",45.959999,46.240002,45.619999,45.959999,29719600,45.340565
"153",46.220001,46.380001,45.41,45.48,32742300,44.867035
"154",45.310001,46.279999,45.169998,46.240002,35695300,45.616794
"155",46.299999,46.650002,45.57,46.389999,36161900,45.76477
"156",45.939999,46.139999,45.48,45.919998,39081100,45.301103
"157",46.380001,47.139999,46.080002,47.130001,35898000,46.494798
"158",47.360001,47.389999,46.799999,47.18,26211600,46.544123
"159",47,47.130001,46.240002,47.009998,42525500,46.376412
"160",42.950001,43.200001,42.110001,42.66,169164000,42.085042
"161",42.740002,42.790001,41.16,41.189999,84507100,40.634853
"162",40.93,42.119999,40.790001,42.009998,63585300,41.443801
"163",41.549999,41.580002,40.349998,40.400002,78004900,39.855503
"164",40.59,41.369999,40.23,41.279999,50352500,40.72364
"165",41.630001,41.93,41.049999,41.599998,52082400,41.039327
"166",41.939999,42.209999,41.360001,41.84,41614800,41.276094
"167",42.220001,42.639999,41.860001,42.450001,36548200,41.877873
"168",42.68,42.790001,42.150002,42.41,34311700,41.838411
"169",42.240002,42.740002,42.209999,42.360001,31381100,41.789086
"170",42.740002,42.77,42.18,42.599998,29670700,42.025849
"171",42.650002,42.650002,42.209999,42.380001,38262500,41.808817
"172",42.66,43.09,42.509998,43.09,33268800,42.509247
"173",43.380001,43.869999,43.150002,43.869999,40264900,43.278733
"174",43.970001,44,43.189999,43.580002,33695700,43.298607
"175",43.630001,43.700001,43.389999,43.529999,27111700,43.248927
"176",43.18,43.529999,43.049999,43.5,27603400,43.219122
"177",43.509998,43.880001,43.290001,43.860001,29721100,43.576798
"178",43.700001,44.189999,43.650002,44.150002,32518800,43.864926
"179",44.150002,44.299999,43.919998,44.09,25271700,43.805312
"180",43.950001,44.09,43.799999,43.990002,29759800,43.70596
"181",43.990002,44.23,43.889999,44.060001,28957300,43.775507
"182",44.130001,44.200001,43.66,43.849998,33807700,43.56686
"183",43.669998,44.189999,43.549999,43.880001,31924000,43.596669
"184",43.560001,43.830002,43.09,43.279999,31748600,43.000541
"185",43.009998,43.209999,42.880001,43.060001,25748700,42.781964
"186",43.07,43.240002,42.82,43.110001,23193500,42.831641
"187",43,43.110001,42.150002,42.360001,36248800,42.086483
"188",42.189999,43.130001,42.189999,42.849998,32108000,42.573317
"189",42.349998,42.709999,42.029999,42.029999,39159700,41.758612
"190",42.310001,42.369999,41.84,41.98,32215300,41.708936
"191",41.330002,41.650002,40.860001,41.02,59992500,40.755135
"192",40.700001,41.470001,40.610001,41.380001,58007700,41.112812
"193",41.470001,41.639999,41.279999,41.560001,35273500,41.29165
"194",41.369999,41.830002,41.150002,41.700001,31673400,41.430745
"195",41.43,42.830002,41.330002,42.5,44194800,42.225579
"196",42.259998,42.59,42.220001,42.290001,33879100,42.016936
"197",42.560001,42.98,42.490002,42.880001,71904500,42.603126
"198",42.880001,43.130001,42.779999,42.860001,26246100,42.583255
"199",42.779999,43.169998,42.75,42.900002,25513300,42.622997
"200",42.919998,42.93,41.439999,41.459999,43469900,41.192293
"201",41.220001,41.610001,40.919998,41.209999,37495600,40.943907
"202",41.119999,41.43,40.830002,40.970001,34401400,40.705459
"203",41.099998,41.540001,40.91,40.959999,35049700,40.695522
"204",40.779999,41.029999,40.540001,40.66,34887200,40.397459
"205",40.599998,40.759998,40.310001,40.720001,36865300,40.457073
"206",40.66,40.740002,40.119999,40.290001,37487500,40.02985
"207",40.34,41.779999,40.18,41.549999,39223700,41.281712
"208",41.610001,41.91,41.310001,41.529999,28809400,41.261841
"209",41.459999,41.689999,41.040001,41.419998,24753400,41.15255
"210",41.25,41.619999,41.25,41.48,25723900,41.212164
"211",41.630001,41.950001,41.41,41.720001,28022000,41.450616
"212",41.400002,42.060001,41.389999,41.759998,30276700,41.490355
"213",41.799999,42.029999,41.389999,41.650002,24244400,41.381069
"214",41.759998,42.459999,41.68,42.259998,27343600,41.987127
"215",41.950001,42.34,41.82,42.16,22509700,41.887774
"216",41.669998,41.740002,41.16,41.619999,42387600,41.35126
"217",41.73,43.169998,41.68,42.91,46057700,42.632931
"218",43,43.150002,42.529999,42.639999,26013800,42.364674
"219",42.669998,43.130001,42.549999,42.990002,25064300,42.712416
"220",42.889999,43.610001,42.799999,43.34,46309500,43.060155
"221",45.66,48.139999,45.650002,47.869999,130933700,47.560904
"222",47.23,48.130001,47.220001,48.029999,59248200,47.71987
"223",47.779999,49.209999,47.700001,49.16,60730800,48.842575
"224",48.720001,49.310001,48.5,49.060001,47804600,48.743222
"225",48.700001,49.540001,48.599998,48.639999,64725500,48.325932
"226",48.580002,48.880001,48.400002,48.66,38937300,48.345804
"227",48.369999,48.869999,48.18,48.240002,34039500,47.928517
"228",47.82,48.16,47.310001,47.599998,50369200,47.292647
"229",47.57,47.77,46.02,46.279999,52433000,45.98117
"230",46.27,47.09,46.16,46.700001,32971700,46.39846
"231",47.549999,47.98,47.52,47.75,35364900,47.44168
"232",47.549999,47.91,47.369999,47.369999,24609400,47.064132
"233",46.849998,47.68,46.419998,47.349998,29928300,47.044261
"234",48.189999,48.32,47.57,47.630001,34184600,47.322456
"235",48.029999,48.82,48.029999,48.720001,32980900,48.405418
"236",48.869999,48.91,48.049999,48.299999,28642700,47.988128
"237",47.98,48.220001,47.610001,48.009998,24136500,47.699999
"238",47.560001,47.810001,47.18,47.580002,28574800,47.580002
"239",47.389999,47.93,47.27,47.580002,25047900,47.580002
"240",47.279999,47.599998,47.009998,47.419998,22410700,47.419998
"241",47.299999,47.349998,46.82,46.900002,25720600,46.900002
"242",46.830002,46.880001,46.189999,46.59,29581900,46.59
"243",46.82,47.77,46.619999,47.610001,27335600,47.610001
"244",47.5,48.02,47.389999,47.450001,19283700,47.450001
"245",47.43,47.57,46.59,46.860001,35428100,46.860001
"246",47.060001,47.77,46.619999,47.23,28592900,47.23
"247",46.93,47.349998,46.619999,46.919998,21283400,46.919998
"248",47.369999,47.740002,46.82,46.849998,27955200,46.849998
"249",46.790001,47.16,46.200001,46.360001,26868000,46.360001
"250",46.310001,46.52,45.84,46.139999,25258900,46.139999
"251",46.299999,46.43,45.669998,45.73,21822300,45.73
"252",45.759998,45.939999,45.459999,45.650002,24124700,45.650002
"253",45.790001,46.830002,45.689999,46.610001,27952300,46.610001
