"","CME.Open","CME.High","CME.Low","CME.Close","CME.Volume","CME.Adjusted"
"144",89.220001,89.379997,87.620003,88.139999,1130200,87.227893
"145",87.900002,89.040001,87.690002,88.639999,1503900,87.722719
"146",89,89.209999,87.019997,87.290001,1583800,86.386691
"147",87,88.339996,86.650002,88.300003,1908800,87.386241
"148",89.260002,89.970001,88.540001,88.709999,2002400,87.791994
"149",88.699997,89.260002,88.199997,88.790001,1239500,87.871168
"150",88.93,89.239998,87.419998,87.610001,1132800,86.703379
"151",88.599998,89.199997,86.860001,87.129997,1746200,86.228343
"152",85.389999,86.209999,84.339996,85.010002,2362800,84.130286
"153",84.93,85.540001,84.449997,84.870003,1308100,83.991736
"154",84.480003,85.220001,83.43,85.040001,2198000,84.159975
"155",86.739998,87.360001,85.480003,85.550003,2095400,84.664699
"156",85.290001,86.970001,84.989998,85.550003,2147100,84.664699
"157",85.580002,88.900002,85.379997,88.57,2125900,87.653444
"158",88.5,88.940002,87.68,88.519997,1009600,87.603958
"159",88.620003,88.989998,87.389999,88.790001,724900,87.871168
"160",88.300003,88.839996,87.260002,87.370003,761400,86.465865
"161",88.019997,88.400002,85.139999,85.169998,1337000,84.288627
"162",85.220001,86.290001,85.07,86.220001,1309400,85.327764
"163",85.089996,86.389999,85,85.300003,1533600,84.417286
"164",85.839996,87.239998,84.769997,87.080002,1329800,86.178865
"165",87.169998,87.860001,86.68,87.269997,1680000,86.366894
"166",87.739998,89.889999,87.370003,89.25,2255300,88.326407
"167",89.790001,91.620003,89.269997,90.839996,2321600,89.89995
"168",92.040001,95.209999,91.559998,94.209999,3206900,93.235078
"169",93.620003,94.870003,93.089996,93.82,1425300,92.849115
"170",94.040001,94.919998,93.25,94.620003,1423800,93.640839
"171",94.580002,95.32,93.970001,94.809998,1024000,93.828868
"172",94.889999,95.800003,94.599998,95.309998,1437100,94.323694
"173",94.830002,95.379997,93.739998,93.919998,1668300,92.948078
"174",94.010002,94.349998,93.480003,94.199997,1219200,93.22518
"175",94.160004,94.75,93.32,93.760002,879700,92.789738
"176",93.650002,94.230003,93.400002,94.18,1167500,93.20539
"177",94.110001,94.389999,92.480003,94.25,1911500,93.274665
"178",93.980003,95.010002,93.510002,94.989998,916600,94.007005
"179",95.239998,97.120003,94.970001,96.169998,1341600,95.174795
"180",96.029999,96.790001,95.839996,96.529999,752900,95.53107
"181",96.25,96.690002,95.559998,96.019997,865800,95.026345
"182",95.790001,96.43,95.25,95.93,941100,94.93728
"183",95.730003,97.18,95.489998,97.120003,1015800,96.114968
"184",96.699997,97.18,95.989998,97.099998,1664500,96.095171
"185",96.870003,96.959999,96.230003,96.489998,1444800,95.491483
"186",96.419998,97.080002,96.25,96.82,886600,95.81807
"187",96.209999,97.800003,95.059998,95.419998,1553400,94.922759
"188",95.57,96.739998,95.120003,96.57,1012200,96.066768
"189",95.480003,96.269997,95.07,95.300003,1518200,94.803389
"190",95.760002,96.559998,95.110001,96.290001,951800,95.788228
"191",97.019997,97.629997,95.940002,97.330002,1278900,96.82281
"192",97.199997,97.529999,96.300003,96.830002,1391700,96.325415
"193",97.709999,100.489998,97.699997,100.059998,2797600,99.538579
"194",99.290001,99.980003,98.790001,99.75,1794400,99.230197
"195",99.440002,99.949997,98.330002,98.989998,1808900,98.474156
"196",99,99.919998,98.629997,99.669998,1752500,99.150612
"197",100.099998,100.610001,98.790001,99.75,7031000,99.230197
"198",99.519997,99.599998,98.610001,98.75,1902300,98.235408
"199",98.459999,98.970001,97.300003,97.339996,2153300,96.832752
"200",97.260002,97.260002,94.190002,94.269997,2593200,93.77875
"201",94.900002,95.400002,94.459999,94.790001,2719700,94.296045
"202",94.389999,94.830002,93.68,94.660004,1228600,94.166725
"203",95.449997,96.040001,94.959999,95.290001,1305500,94.793439
"204",94.650002,95.239998,94.480003,94.709999,1353900,94.21646
"205",94.480003,94.980003,94,94.5,1093700,94.007555
"206",94.68,94.860001,92.879997,92.910004,2052300,92.425844
"207",92.5,93.160004,91.400002,92.099998,3734100,91.62006
"208",92.370003,92.800003,90.559998,90.580002,3289800,90.107984
"209",90.93,91.540001,90.25,90.360001,1862300,89.88913
"210",90.25,90.980003,89.940002,90.849998,1790600,90.376574
"211",90.68,92.43,90.57,92.269997,1710300,91.789173
"212",92.339996,92.690002,91.970001,92.029999,957700,91.550425
"213",91.82,92.5,90.980003,91.199997,1079600,90.724749
"214",91.339996,91.610001,90.800003,91.150002,1262000,90.675014
"215",90.989998,91.830002,90.709999,91.519997,965500,91.043081
"216",90.860001,91.18,89.610001,89.910004,2308200,89.441478
"217",90.540001,91.190002,90.209999,90.790001,1084200,90.316889
"218",90.940002,91.419998,90.169998,90.239998,981500,89.769752
"219",90.309998,91.169998,89.5,90.669998,1137200,90.197512
"220",90.529999,90.879997,89.709999,90.309998,903400,89.839387
"221",90.260002,90.559998,89.269997,89.889999,998100,89.421578
"222",89.879997,90.379997,88.720001,88.860001,1300100,88.396946
"223",88.489998,89.540001,88.220001,89.510002,1552600,89.043561
"224",88.860001,90.059998,88.779999,89.199997,1457800,88.735171
"225",89.489998,91.860001,88.75,90.910004,3311700,90.436267
"226",91.639999,91.82,90.669998,90.779999,1437300,90.306939
"227",90.779999,90.959999,89.940002,90.82,921400,90.346732
"228",90.410004,91.089996,90.050003,90.910004,1762600,90.436267
"229",90.910004,91.370003,89.760002,90.300003,1486300,89.829445
"230",90.370003,92.800003,90.349998,92.400002,2353600,91.9185
"231",93.720001,94.709999,92.870003,94.370003,1775800,93.878235
"232",94.5,95.900002,94.389999,95.400002,1629700,94.902867
"233",94.620003,95.529999,94.419998,95.050003,1278500,94.554692
"234",95.129997,95.239998,94.349998,95.139999,1023400,94.64422
"235",95.75,96.230003,94.970001,96.089996,1026300,95.589266
"236",96.019997,96.489998,94.419998,94.989998,1133500,94.495
"237",95.089996,95.940002,94.870003,94.919998,1196400,94.425365
"238",95.110001,95.419998,94.709999,95.010002,974300,94.5149
"239",95.190002,95.239998,93.93,93.940002,898600,93.450476
"240",93.82,93.900002,92.870003,93.400002,1454000,92.913289
"241",93.400002,94.459999,93.099998,93.980003,1050500,93.490268
"242",94.050003,94.300003,93.43,93.459999,1175100,92.972974
"243",93.550003,94.139999,92.769997,93.879997,762900,93.390783
"244",93.699997,94.059998,93.32,94.029999,739300,93.540003
"245",94.029999,94.290001,93.07,94.199997,1583900,93.709116
"246",94.480003,94.709999,93.690002,94.129997,1327600,93.639481
"247",93.589996,94.440002,93.5,94.300003,1558200,93.808601
"248",94.25,95.230003,94.010002,94.519997,1621900,94.027448
"249",94.169998,94.949997,93.879997,94.239998,1420100,93.748908
"250",95,96.470001,94.75,95.949997,2380600,95.449996
"251",95.639999,96.160004,95.120003,95.169998,1250100,95.169998
"252",95.199997,96.43,94.610001,96.300003,2050300,96.300003
"253",96.629997,98.660004,96.099998,98.589996,2588100,98.589996
