"","VTR.Open","VTR.High","VTR.Low","VTR.Close","VTR.Volume","VTR.Adjusted"
"234",68.309998,68.800003,66.970001,67.089996,1908100,66.295376
"235",67.559998,68.230003,67.400002,68.199997,1562200,67.392229
"236",68.519997,69.489998,68.360001,69.400002,3301900,68.578021
"237",69.139999,69.480003,68.93,69.190002,1476400,68.370509
"238",68.82,69.650002,68.82,69.209999,1233900,68.390269
"239",69.190002,69.720001,68.870003,68.889999,1202800,68.074059
"240",69.019997,69.07,67.910004,68.32,1400500,67.510811
"241",68.010002,68.809998,67.459999,68.279999,1301900,67.471284
"242",68.239998,68.290001,67.5,67.720001,1218500,66.917919
"243",67.959999,68.360001,67.699997,67.830002,1718400,67.026617
"244",67.949997,67.949997,66.940002,67.129997,3830400,66.334903
"245",67.150002,67.68,66.160004,66.519997,3205800,65.732127
"246",66.589996,67.459999,66.550003,67.139999,2184200,66.344787
"247",67.089996,67.32,66.43,66.699997,2520100,65.909996
"248",65.959999,66,64.699997,64.800003,2583100,64.800003
"249",64.760002,65.190002,64.139999,64.919998,2542200,64.919998
"250",64.099998,64.410004,62.790001,63.560001,4838600,63.560001
"251",63.599998,64.260002,63.25,63.950001,2414900,63.950001
"252",63.810001,63.830002,63.169998,63.23,1647500,63.23
"253",63.18,64.360001,63.18,63.709999,1552900,63.709999
