"","NBL.Open","NBL.High","NBL.Low","NBL.Close","NBL.Volume","NBL.Adjusted"
"106",54.91,55.290001,54.23,54.799999,4548800,54.394213
"107",55.16,57.07,55.049999,56.509998,4604800,56.091549
"108",57.299999,57.700001,55.93,56.23,3167600,55.813624
"109",56.389999,56.52,55.279999,56.139999,3366300,55.72429
"110",55.529999,56.259998,55.139999,55.220001,2701900,54.811105
"111",55.099998,55.709999,53.27,53.990002,3158700,53.590213
"112",54.349998,56.279999,54.25,56.110001,2577600,55.694514
"113",55.360001,55.529999,54.279999,54.709999,3402200,54.304879
"114",54.75,55.419998,54.259998,55.009998,1934800,54.602657
"115",55.360001,55.419998,54.02,54.77,2789800,54.364436
"116",54.77,56.82,54.669998,56.540001,3358700,56.12133
"117",57.66,58.02,56.830002,57.709999,3252500,57.282664
"118",57.34,57.849998,56.48,56.689999,3901800,56.270217
"119",56.84,57.009998,55.110001,55.419998,2255400,55.009621
"120",55.040001,55.060001,53.77,53.830002,2091600,53.431398
"121",51.009998,51.169998,48.939999,49.18,3881500,48.815829
"122",49.110001,49.790001,47.75,49.700001,5976400,49.331979
"123",49.349998,50.830002,49.139999,50.549999,4978700,50.175683
"124",50.860001,52.360001,50.529999,52.139999,4349900,51.75391
"125",51.380001,52.209999,51.09,51.580002,4211000,51.198059
"126",51.16,51.400002,50.049999,50.59,2932300,50.215388
"127",49.799999,49.799999,47.52,47.610001,4897800,47.257455
"128",47.049999,48.529999,46.919998,47.889999,5749600,47.53538
"129",47.060001,47.060001,45.330002,45.779999,4918500,45.441004
"130",45.439999,46.82,45.139999,45.389999,3032200,45.053893
"131",44.709999,45.450001,43.650002,43.860001,4236400,43.535223
"132",44.490002,44.880001,42.919998,43,3834300,42.681591
"133",42.650002,44.939999,42.110001,43.560001,5206100,43.237445
"134",43.77,48.200001,43.77,47.939999,6716200,47.585009
"135",49.400002,49.98,47.68,49.419998,5930700,49.05405
"136",49.900002,51.240002,49.41,51.189999,5030800,50.810944
"137",50.41,51.080002,49.68,50.950001,3748000,50.572723
"138",50.869999,50.970001,48.43,48.98,6276700,48.617309
"139",48.560001,48.669998,47.540001,48.5,2284800,48.140864
"140",48.619999,49.049999,46.919998,47.220001,2918900,46.870344
"141",47.599998,48.630001,47.5,47.830002,3143500,47.475827
"142",47.52,48.02,47,47.330002,2460000,46.97953
"143",46.900002,48,46.290001,47.43,2447800,47.078788
"144",47.07,47.599998,45.959999,46.880001,2962000,46.532861
"145",46.040001,46.209999,42.189999,42.389999,7058600,42.076107
"146",42.279999,42.880001,41.310001,41.900002,3825800,41.589738
"147",42.5,42.939999,41.490002,41.740002,3108500,41.430923
"148",42.139999,43.419998,41.560001,43.18,3824800,42.860258
"149",43.209999,43.880001,42.59,43.57,2998000,43.24737
"150",42.490002,42.82,41.009998,41.52,3513400,41.212551
"151",41.779999,42.82,41.32,42.540001,5022900,42.224998
"152",42.040001,42.959999,41.389999,42.849998,3661800,42.5327
"153",43.779999,44.220001,42.950001,42.98,4062200,42.661738
"154",43.34,45.529999,43.240002,45.490002,3466700,45.153154
"155",44.880001,46.049999,44.16,45.91,4095500,45.570043
"156",46.360001,47.439999,46.299999,46.93,3183900,46.58249
"157",47.150002,47.360001,45.799999,46.740002,2552600,46.393898
"158",46.290001,46.990002,46.040001,46.27,2820500,45.927377
"159",46.419998,47.57,45.68,47.52,3087800,47.168121
"160",47.259998,48.110001,46.619999,47.580002,3009300,47.227678
"161",47.060001,47.299999,45.5,46.060001,4143000,45.718933
"162",46.540001,47.580002,45.09,47.509998,3649700,47.158193
"163",46.919998,48.139999,46.259998,47.740002,3959500,47.386493
"164",48.75,49.759998,48.34,49.73,3691800,49.361756
"165",50.709999,52.419998,49.66,50.209999,5787000,49.838201
"166",49.189999,49.25,47.630001,47.889999,4475800,47.53538
"167",48.450001,49.099998,47.990002,48.490002,2973400,48.312527
"168",49.119999,49.200001,46.830002,47.720001,3886800,47.545345
"169",48.09,48.580002,46.869999,46.98,3236300,46.808052
"170",47.009998,48,45.77,47.880001,3327200,47.704759
"171",46.82,48.43,46.610001,47.939999,3110200,47.764537
"172",48.950001,49.470001,48.330002,48.849998,2392700,48.671206
"173",49.68,50.880001,49.529999,50.790001,3158600,50.604108
"174",50.419998,51.299999,50.049999,50.810001,3032800,50.624036
"175",50.16,51.77,49.900002,50.689999,4653800,50.504472
"176",48.369999,49.77,47.34,49.700001,5125500,49.518098
"177",49.610001,50.139999,48.580002,49.080002,2955100,48.900368
"178",48.459999,49.27,48.119999,48.5,2338900,48.322489
"179",49.139999,49.709999,48.5,49.669998,2632900,49.488205
"180",49.349998,50.040001,49.169998,49.810001,2207200,49.627696
"181",47.470001,48.169998,47.029999,47.32,19819000,47.146807
"182",47.849998,48.150002,46.75,47.23,6800600,47.057137
"183",47.23,47.23,46.18,46.41,6016000,46.240138
"184",46.779999,47.580002,46.43,46.98,4292300,46.808052
"185",47.060001,47.450001,46.110001,47.209999,4021800,47.037209
"186",46.970001,47.5,46.009998,46.07,5837900,45.901382
"187",45.450001,46.580002,45.189999,45.389999,5692600,45.223871
"188",45.389999,45.900002,45,45.02,3258700,44.855226
"189",44.330002,45.330002,44.27,44.27,2520800,44.107971
"190",44.299999,44.689999,43.970001,44.380001,3101900,44.217569
"191",44.73,44.799999,44.130001,44.25,2309900,44.088044
"192",43.689999,44.27,43.310001,44.029999,3543500,43.868848
"193",43.66,45.650002,43.619999,45.610001,4153600,45.443067
"194",45.32,46.07,44.91,45.610001,3563800,45.443067
"195",45.25,48.700001,45.169998,48.119999,5033700,47.943879
"196",47.099998,47.900002,46.810001,47.580002,3171000,47.405858
"197",48,48.82,47.639999,47.84,5140300,47.664905
"198",48.02,48.48,46.380001,46.400002,3238700,46.230176
"199",46.560001,46.639999,45.580002,45.889999,3505600,45.722041
"200",46.32,47.200001,45.470001,46.77,3905500,46.598821
"201",47.779999,48.150002,46.919998,47.939999,3267100,47.764537
"202",47.470001,48.619999,47.200001,48,3383400,47.824319
"203",48.509998,49.16,47.720001,49.049999,3237400,48.870475
"204",48.259998,49.720001,48.23,48.900002,4132300,48.721026
"205",49.27,49.860001,48.77,48.869999,3238500,48.691134
"206",48.509998,49.990002,48.240002,49.919998,3100200,49.73729
"207",50.52,50.93,49.880001,50.650002,2592000,50.464621
"208",50.66,51.419998,50.139999,50.299999,2802200,50.1159
"209",50.650002,51.049999,49.860001,49.93,2454800,49.747255
"210",50.209999,50.98,49.880001,50.919998,3061900,50.73363
"211",51.060001,51.290001,50.700001,50.919998,1560400,50.73363
"212",51.369999,51.610001,50.34,50.57,1896800,50.384912
"213",51.009998,51.740002,50.830002,51.73,2734300,51.540667
"214",52.16,53.68,51.790001,53.470001,3495400,53.2743
"215",53.060001,53.43,52.529999,52.59,3608400,52.39752
"216",52.23,52.91,51.830002,52.099998,3880300,51.909311
"217",52.299999,53.23,52.169998,52.759998,2301000,52.566896
"218",52.330002,52.630001,51.02,51.130001,2703800,50.942864
"219",51.669998,51.889999,50.919998,51.18,2424400,50.99268
"220",51.290001,52.299999,51.290001,51.509998,2314800,51.321471
"221",51.25,51.380001,50.009998,50.490002,2979700,50.305207
"222",50.939999,51.150002,49.59,49.77,3872300,49.587841
"223",49.68,50.150002,49.139999,50.09,4144800,49.90667
"224",49.93,51.130001,49.75,50.619999,3198800,50.434729
"225",50.889999,51.360001,50.049999,50.720001,3113900,50.534365
"226",50.759998,51,50.09,50.240002,2429400,50.056122
"227",50.360001,51.200001,50.110001,50.990002,3722200,50.803377
"228",52.34,52.689999,49.779999,49.790001,7426700,49.607768
"229",50.400002,51.139999,48.650002,49.18,3697600,49
"230",48.919998,48.919998,47.490002,48.119999,3640600,48.119999
"231",48.610001,49.380001,47.75,49.119999,4166800,49.119999
"232",46.720001,47.349998,45.310001,46.07,20886900,46.07
"233",45.869999,46.32,45.630001,46,6600500,46
"234",46.43,46.630001,45.130001,45.279999,6508400,45.279999
"235",45.439999,45.52,44.220001,44.5,6724400,44.5
"236",44.48,45.25,44.110001,44.880001,4237900,44.880001
"237",44.93,45.27,44.599998,45.110001,3485600,45.110001
"238",44.599998,44.709999,43.869999,44.23,3479700,44.23
"239",44.240002,44.369999,43.459999,44.009998,3462000,44.009998
"240",44.439999,44.490002,43.740002,43.799999,4924300,43.799999
"241",43.43,44.200001,43.16,43.799999,3881700,43.799999
"242",43.939999,44.779999,43.73,44.150002,6190400,44.150002
"243",44.09,44.349998,42.98,43.32,4741100,43.32
"244",43.18,43.919998,42.799999,43.650002,5187900,43.650002
"245",43.779999,44.259998,43.259998,43.779999,4576700,43.779999
"246",43.580002,43.77,42.990002,43.330002,4066000,43.330002
"247",43.669998,44.450001,43.09,44.029999,2686300,44.029999
"248",43.959999,44.43,43.650002,44.310001,3961800,44.310001
"249",43.82,44,43.400002,43.700001,5202300,43.700001
"250",43.389999,44.959999,43.380001,44.59,5239500,44.59
"251",44.34,44.759998,44.110001,44.689999,5226300,44.689999
"252",45.43,46.560001,45.41,45.75,6874200,45.75
"253",46.610001,46.900002,46.209999,46.630001,4936200,46.630001
