"","LYB.Open","LYB.High","LYB.Low","LYB.Close","LYB.Volume","LYB.Adjusted"
"73",114,114.279999,112.559998,112.610001,2475500,110.854805
"74",112.559998,112.82,110.150002,110.309998,2779100,108.590651
"75",110.910004,111.980003,109.739998,111.949997,2875800,110.205089
"76",111.43,111.790001,109.980003,110.059998,2033300,108.344548
"77",110.349998,113.650002,110.25,113.25,2622500,111.484829
"78",112.120003,113.589996,111.25,113.300003,2202500,111.534053
"79",112.489998,112.690002,107.669998,108.660004,6396000,106.966375
"80",107.769997,107.790001,104.449997,105,6965300,103.363418
"81",104.199997,104.5,100.779999,103,7078200,101.394591
"82",103.120003,103.650002,100.809998,101.720001,6060800,100.134543
"83",102,102.599998,101.370003,101.889999,4249600,100.301891
"84",101.239998,101.339996,99.239998,99.330002,4939200,97.781795
"85",99.489998,102.809998,98.279999,102.580002,6440800,100.981139
"86",102.760002,103.089996,99.010002,99.18,4465500,97.634132
"87",99.099998,99.110001,94.949997,95.040001,6653500,93.55866
"88",95.510002,95.800003,86.360001,86.589996,12437600,85.240362
"89",88.25,89.449997,84.5,85.389999,12464400,84.059069
"90",83.760002,86.290001,81.150002,85.93,12921400,84.590653
"91",84.470001,90.540001,84.459999,89.330002,9025100,87.93766
"92",92.290001,92.82,89.269997,89.629997,7247700,88.23298
"93",89.379997,92.269997,89.260002,92.019997,4532800,90.585727
"94",92.889999,95.709999,92.830002,95.190002,5721900,93.706324
"95",96.480003,96.809998,93.360001,93.480003,4837700,92.022978
"96",94.480003,94.900002,92.309998,94.330002,5020200,92.859728
"97",92.220001,93.419998,90.010002,92.389999,7485100,90.949963
"98",89.150002,89.910004,84.690002,87.190002,12042900,85.831016
"99",87.25,89.269997,86.330002,89.230003,6405500,87.83922
"100",90.209999,90.870003,88.410004,90.790001,11498800,89.374903
"101",90.029999,91.440002,89.349998,91.010002,4771200,89.591475
"102",92.230003,92.519997,89.709999,91.629997,6514200,90.201807
"103",91.889999,92.5,89.029999,89.220001,6612300,87.829374
"104",88.489998,88.5,83.160004,84.07,9161200,82.759643
"105",84.459999,86.760002,84.029999,85.25,6079900,83.921251
"106",84.809998,87.220001,84.43,86.300003,4870000,84.954888
"107",86.510002,87.830002,86.309998,87.459999,4184500,86.096804
"108",87.480003,89.07,87.029999,88.029999,3982200,86.65792
"109",87.959999,88.550003,86.57,88.540001,3119600,87.159973
"110",88.75,89.120003,86.839996,88.589996,5527100,87.209189
"111",88.559998,89.650002,86.879997,87.940002,4850400,86.569326
"112",87.940002,89.379997,87.599998,88.330002,4124200,86.953247
"113",88.18,88.330002,86.739998,87.699997,4940100,86.333061
"114",88.089996,89.629997,88.07,89.040001,4714200,87.652179
"115",89.169998,89.620003,88.330002,89.349998,3339600,87.957345
"116",88,90.75,87.660004,90.419998,6185500,89.713511
"117",94,94.330002,90.43,91.199997,6461400,90.487415
"118",91.129997,91.610001,90.309998,90.559998,4207500,89.852417
"119",91.290001,91.660004,90.099998,90.650002,3914000,89.941717
"120",90.389999,90.389999,88.370003,89.540001,3836700,88.84039
"121",83.919998,84.019997,78.580002,78.860001,8323300,78.243836
"122",76.209999,78.610001,75.300003,76.809998,12690600,76.209851
"123",77.230003,77.980003,75.879997,77.029999,6120700,76.428133
"124",77.599998,80.169998,77.059998,78.720001,7430000,78.104931
"125",78.25,81.139999,78.209999,81.139999,7154100,80.506021
"126",83.43,83.440002,80.209999,80.769997,7066100,80.138909
"127",80.190002,80.779999,76.260002,77.699997,7485800,77.092896
"128",77.309998,78.760002,76.669998,78.690002,5000900,78.075166
"129",77.57,77.57,74.040001,74.620003,6823100,74.036967
"130",74.419998,76.889999,74.410004,75.300003,5133700,74.711654
"131",71.32,73.190002,70.260002,70.610001,9431100,70.058297
"132",71.669998,72.190002,70.059998,70.669998,6465500,70.117826
"133",71.139999,73.690002,70.370003,71.550003,8812000,70.990955
"134",72.080002,77.110001,72,75.599998,8659100,75.009306
"135",80.870003,81.209999,76.849998,79.260002,9716200,78.640713
"136",80.370003,82.309998,79.709999,82,8325700,81.359302
"137",82.43,82.43,80.199997,81.110001,4721300,80.476256
"138",81.339996,82.82,80.389999,82.199997,4041900,81.557736
"139",81.629997,82.360001,80.769997,81.309998,2367200,80.674691
"140",81.209999,81.980003,80.540001,80.980003,2844300,80.347275
"141",80.970001,81.989998,80.370003,80.730003,3418500,80.099228
"142",81.230003,81.699997,80.290001,80.599998,2985900,79.970239
"143",80.129997,80.580002,78.949997,79.389999,3299600,78.769694
"144",79.940002,80.589996,79.290001,80.07,2868700,79.444381
"145",78.790001,78.989998,75.230003,76.040001,5461200,75.44587
"146",76.440002,76.900002,74.110001,74.43,5074600,73.848449
"147",75.139999,75.970001,74.010002,75.209999,3456900,74.622354
"148",76.050003,78.559998,75.860001,78.220001,6055600,77.608838
"149",79.459999,79.769997,77.690002,78.980003,5077000,78.362901
"150",78.360001,78.800003,75.760002,76.150002,5468400,75.555012
"151",77.300003,77.300003,74.510002,75.300003,6464200,74.711654
"152",74.129997,74.82,71.739998,74.360001,6020500,73.778997
"153",75.080002,76.839996,74.330002,75.269997,5791200,74.681882
"154",75.419998,80.239998,75.419998,79.839996,7351700,79.216175
"155",79.209999,79.580002,76.199997,77.940002,4823100,77.331026
"156",78.099998,81.720001,77.400002,81.379997,5420000,80.744143
"157",82.32,82.970001,80.410004,81.410004,5269300,80.773915
"158",80.940002,81.730003,80.360001,80.800003,4169200,80.168681
"159",80.169998,80.360001,78.879997,79.269997,5172900,78.650629
"160",78.050003,79.800003,76.989998,78.669998,5096500,78.055318
"161",79.209999,79.209999,76.120003,76.459999,4814000,75.862587
"162",77.18,78.029999,75.43,77.769997,5502100,77.162349
"163",76.949997,81.089996,76.470001,79.089996,5012100,78.472035
"164",79.25,82.860001,79.25,82,6821300,81.359302
"165",83.709999,87.139999,83.379997,86.900002,8715600,86.221018
"166",85.839996,86.730003,84.360001,85.349998,6207100,84.683125
"167",86.449997,90.199997,86.279999,87.650002,6285000,86.965158
"168",88.059998,88.610001,86.629997,86.82,5221700,86.141641
"169",88.18,89.290001,87.279999,88.339996,5524400,87.649761
"170",88.489998,88.650002,87.370003,88.209999,4870100,87.52078
"171",87.559998,88.139999,86.379997,87.18,4364800,86.498829
"172",88.25,90.82,88.160004,89.800003,5468700,89.09836
"173",89.209999,90.349998,89.209999,89.989998,6000900,89.286871
"174",89.099998,90.580002,88.129997,89.940002,3967800,89.237266
"175",88.150002,89.529999,87.809998,89.489998,2998700,88.790777
"176",88.190002,91.449997,87.459999,91.239998,4946500,90.527104
"177",90.669998,91.139999,89.370003,90.470001,4922900,89.763123
"178",89.949997,91.790001,89.540001,91.550003,4000100,90.834687
"179",91.82,91.989998,90.510002,91.32,3168000,90.606481
"180",91.529999,91.75,89.5,89.589996,3449600,88.889994
"181",88.300003,89.529999,85.639999,86.75,6015000,86.75
"182",86.879997,88.010002,85.860001,85.910004,3891900,85.910004
"183",85.910004,86.290001,84.050003,86.099998,4474700,86.099998
"184",85.639999,86.830002,85.400002,86.489998,3095100,86.489998
"185",85.989998,87.400002,85.5,87.239998,3092800,87.239998
"186",87.080002,88.139999,86.449997,87.980003,4889900,87.980003
"187",86.489998,87.870003,86.360001,87.400002,5861700,87.400002
"188",87.5,88.5,87.489998,87.599998,2951700,87.599998
"189",86.339996,86.589996,84.059998,84.379997,4497000,84.379997
"190",84.639999,85.470001,83.809998,85.110001,2827000,85.110001
"191",85.199997,86.889999,85.199997,86.019997,3027200,86.019997
"192",85.290001,85.459999,83.209999,83.720001,3159400,83.720001
"193",83.93,85.360001,82.349998,85.269997,3220400,85.269997
"194",84.25,84.709999,81.769997,82.660004,6033400,82.660004
"195",82.400002,87,81.760002,86.809998,4938500,86.809998
"196",85.900002,86.290001,84.709999,85.019997,2808800,85.019997
"197",85.57,86.209999,85.309998,85.529999,7202900,85.529999
"198",86.129997,87.68,86.010002,86.379997,2711400,86.379997
"199",86.709999,86.849998,85.620003,86.040001,1876500,86.040001
"200",86.470001,87.32,85.339996,85.400002,2426300,85.400002
"201",86,88.589996,86,87.860001,4983400,87.860001
"202",88.459999,88.57,85.699997,86.559998,4408700,86.559998
"203",87.279999,88.25,87.260002,87.769997,3006200,87.769997
"204",87.040001,88.18,86.309998,87.800003,2765800,87.800003
"205",88.330002,88.790001,87.029999,88.629997,3556200,88.629997
"206",88.32,89.480003,87.970001,87.980003,3919000,87.980003
"207",88.300003,91.760002,88.080002,90.949997,4443900,90.949997
"208",90.519997,91.93,90.139999,91.830002,5250700,91.830002
"209",92.050003,92.639999,91.160004,91.260002,4694300,91.260002
"210",91.589996,92.620003,90.440002,90.739998,4364500,90.739998
"211",91.279999,91.5,90.459999,91.410004,2519500,91.410004
"212",91.720001,91.949997,90.959999,91.099998,1809300,91.099998
"213",91.720001,93.650002,91.639999,93.300003,3130500,93.300003
"214",93.919998,97,93.849998,96.519997,5097500,96.519997
"215",96.480003,96.699997,95.5,95.910004,3138200,95.910004
"216",94.910004,95.959999,94.519997,95.650002,4089500,95.650002
"217",95.93,96.82,95.839996,96.349998,2648200,96.349998
"218",96.349998,96.68,95.169998,96.550003,3251700,96.550003
"219",96.580002,97.57,95.849998,97.110001,2594600,97.110001
"220",96.980003,98.489998,96.739998,97.57,3187900,97.57
"221",100.610001,102.110001,98.709999,100.830002,6306300,100.830002
"222",101.400002,103.769997,101.089996,103.529999,6129400,103.529999
"223",102.239998,104.160004,101.599998,104.139999,6156900,104.139999
"224",102.519997,105.199997,101.5,104.449997,6294000,104.449997
"225",104.099998,105.230003,103.18,103.519997,3846400,103.519997
"226",104.309998,105.099998,103.050003,104.5,3711000,104.5
"227",104.75,104.959999,103.699997,103.870003,2931700,103.870003
"228",104.279999,105.949997,102.480003,102.970001,4500700,102.970001
"229",104.25,104.989998,102.830002,103.260002,4323700,103.260002
"230",101.379997,102.480003,100.019997,101.790001,4440600,101.790001
"231",107.029999,107.32,102.660004,103.830002,3896400,103.830002
"232",103.839996,104.379997,103.269997,103.419998,1994400,103.419998
"233",103.150002,104.349998,102.339996,103.230003,2169300,103.230003
"234",103.360001,105.18,103.209999,104.400002,3066200,104.400002
"235",104.900002,105.779999,103.959999,104.209999,2430700,104.209999
"236",103.769997,104.82,102.839996,104.739998,2426600,104.739998
"237",104.199997,104.660004,103.339996,104.400002,1933800,104.400002
"238",103.559998,104.07,100.169998,101.230003,4413200,101.230003
"239",101.510002,102.43,100.82,101.809998,1990600,101.809998
"240",101.900002,104.120003,101.900002,103.419998,2073200,103.419998
"241",103.120003,103.849998,102.239998,102.900002,2067100,102.900002
"242",101.879997,102.110001,99.800003,100.620003,2996800,100.620003
"243",100.730003,101.82,99.919998,101.339996,2663400,101.339996
"244",99.639999,101.550003,99.639999,101.459999,2596700,101.459999
"245",101.120003,102.370003,100.739998,101.099998,4022100,101.099998
"246",101.790001,102.410004,100.639999,101.43,2129400,101.43
"247",101.360001,103.330002,101.360001,102.32,3605300,102.32
"248",103.029999,104.349998,102.610001,102.779999,4927800,102.779999
"249",100.839996,101.190002,99.400002,99.480003,5082900,99.480003
"250",99.269997,100.620003,98.620003,99.68,3289300,99.68
"251",99.779999,100.379997,99.339996,99.480003,2726600,99.480003
"252",100.300003,102.699997,100.239998,101.830002,3001500,101.830002
"253",103,104.910004,102.669998,104.059998,3442400,104.059998
