"","ECL.Open","ECL.High","ECL.Low","ECL.Close","ECL.Volume","ECL.Adjusted"
"184",115.290001,116.370003,114.730003,116.190002,1179100,115.531211
"185",115.779999,116.540001,114.760002,116.18,1681300,115.521265
"186",116.739998,116.889999,115.709999,116.769997,1029600,116.107916
"187",116.5,116.720001,114.510002,114.690002,1360300,114.362911
"188",114.690002,116.230003,114.510002,115.879997,1117400,115.549512
"189",114.75,115.5,114.160004,114.889999,1665200,114.562337
"190",114.510002,115.400002,114.309998,114.5,1166700,114.17345
"191",114.440002,115.879997,114.440002,115.809998,1030500,115.479712
"192",115.32,115.540001,114.010002,114.470001,1073600,114.143537
"193",114.779999,115.589996,114.480003,115.169998,1220700,114.841538
"194",114.410004,114.870003,113.410004,114.309998,1155600,113.98399
"195",113.870003,116.449997,112.75,115.699997,1338800,115.370025
"196",115.160004,115.529999,114.309998,115.010002,968300,114.681998
"197",115.75,116.019997,115.239998,115.269997,1572500,114.941251
"198",115.459999,115.459999,114.269997,114.279999,1290200,113.954076
"199",114.279999,114.57,113.519997,113.580002,1529000,113.256076
"200",114.169998,114.980003,113.32,113.82,1893700,113.495389
"201",113.510002,114.650002,113.480003,114.260002,1028500,113.934137
"202",114.139999,114.550003,113.709999,114.239998,1076700,113.91419
"203",114.889999,115.669998,114.339996,114.790001,1188900,114.462624
"204",114.330002,115.410004,114.190002,114.379997,929500,114.05379
"205",114.379997,114.580002,113.150002,113.540001,1279100,113.216189
"206",113.160004,114.360001,113.160004,113.370003,900800,113.046676
"207",113.209999,114.980003,113.040001,114.639999,1085700,114.31305
"208",114.580002,115.279999,114.389999,114.57,516700,114.24325
"209",114.709999,115.5,114.709999,115.339996,807200,115.011051
"210",115.5,116.190002,115.300003,115.860001,901700,115.529572
"211",116,116.940002,115.440002,116.360001,947200,116.028146
"212",116.089996,116.839996,115.400002,115.43,897800,115.100798
"213",115.489998,116.32,115.059998,116.150002,1016000,115.818746
"214",116.370003,117.279999,116.279999,117.019997,849400,116.68626
"215",116.589996,117.309998,116.279999,116.830002,809700,116.496807
"216",116.080002,116.269997,114.489998,115.199997,1189200,114.871451
"217",115.980003,116.440002,115.650002,116.150002,857500,115.818746
"218",116.230003,116.629997,115.459999,115.879997,981800,115.549512
"219",115.879997,116.059998,115.050003,116.050003,1109400,115.719033
"220",116.010002,116.410004,115.629997,115.849998,505200,115.519599
"221",115.889999,116.139999,115.25,115.589996,699600,115.260338
"222",116.190002,116.489998,115.540001,116.089996,1533200,115.758912
"223",113.82,114.379997,110.029999,112.970001,3208600,112.647815
"224",112.559998,114.639999,111.580002,114.410004,2125400,114.083711
"225",114.07,114.209999,111.839996,111.980003,1766800,111.660641
"226",112.279999,114.040001,112.080002,113.949997,1500300,113.625016
"227",114.25,114.669998,113.699997,113.970001,1085700,113.644963
"228",114.410004,114.870003,112.120003,112.360001,1342400,112.039554
"229",112.800003,113.190002,112.019997,112.5,1596500,112.179154
"230",112.300003,113.389999,112.099998,113.279999,954600,112.956928
"231",112.529999,115.57,112.339996,114.790001,932800,114.462624
"232",114.330002,114.760002,113.449997,113.580002,1191300,113.256076
"233",112.980003,113.860001,112.519997,113.449997,976500,113.126442
"234",113.57,114.440002,113.190002,114.010002,1020100,113.68485
"235",114.839996,116,114.330002,115.989998,855000,115.659199
"236",116,116.230003,115.059998,116.120003,870700,115.788833
"237",115.68,116.120003,115.470001,115.849998,756800,115.519599
"238",116.25,116.300003,115.43,115.730003,1134200,115.399946
"239",116,116.139999,115.339996,115.57,800600,115.240398
"240",115.440002,116.309998,115.349998,116.040001,854200,115.709059
"241",115.610001,116.110001,115.099998,115.260002,998200,114.931285
"242",114.910004,114.93,113.449997,113.82,862200,113.495389
"243",113.82,114.629997,113.589996,114.449997,1115200,114.12359
"244",113.879997,114.839996,113.790001,114.800003,1350400,114.472598
"245",114.949997,115.010002,114.080002,114.650002,2303500,114.323024
"246",114.989998,115.510002,114.110001,115.059998,1149900,114.731851
"247",114.230003,116.300003,114.230003,115.669998,949400,115.340112
"248",115.980003,116.580002,115.489998,116.360001,899000,116.028146
"249",115.580002,115.82,113.900002,114.019997,860700,113.694816
"250",113.559998,114.480003,113.330002,114.010002,789300,113.68485
"251",113.989998,114.459999,113.580002,113.599998,660400,113.276015
"252",113.900002,114.330002,113.230003,113.660004,959200,113.33585
"253",114.230003,115.790001,114.07,115.610001,810800,115.280285
