"","ITW.Open","ITW.High","ITW.Low","ITW.Close","ITW.Volume","ITW.Adjusted"
"174",97.860001,98.540001,97.809998,98.190002,1232100,97.186677
"175",97.709999,98.699997,97.709999,98.440002,1202700,97.434123
"176",97.970001,98.800003,97.970001,98.43,1316800,97.424223
"177",98.25,99.809998,97.790001,99.489998,2221200,98.473389
"178",99.25,99.459999,98.879997,99.25,1376600,98.235843
"179",98.959999,99.879997,98.940002,99.480003,1806000,98.463496
"180",99.269997,99.93,99.269997,99.760002,1516500,98.740634
"181",99.870003,99.949997,99.199997,99.309998,1775500,98.295228
"182",99.32,99.459999,98.830002,98.860001,1709800,97.849829
"183",98.900002,99.900002,98.720001,99.559998,1797700,98.542673
"184",99.199997,99.790001,99.110001,99.669998,1913000,98.65155
"185",99.279999,99.279999,98.169998,98.199997,2038100,97.196569
"186",98.139999,99.25,98.089996,99.120003,1705900,98.107174
"187",98.169998,98.660004,97.599998,97.769997,2361400,96.770963
"188",97.720001,99.050003,97.690002,98.690002,1549700,97.681568
"189",97.75,97.860001,96.730003,96.730003,1868600,95.741597
"190",96.830002,96.980003,96.150002,96.190002,1884000,95.207113
"191",96.519997,98.25,96.379997,98.080002,1420200,97.0778
"192",97.919998,98.059998,96.75,97.660004,1784100,96.662094
"193",98.040001,99.150002,97.800003,99.080002,1378000,98.067582
"194",98.639999,99,98.360001,98.760002,1450100,97.750852
"195",98.360001,100.139999,97.339996,99.809998,2568000,98.790119
"196",99.360001,99.68,98.769997,99.370003,1666600,98.35462
"197",99.690002,99.739998,98.379997,98.529999,5200100,97.523199
"198",98.699997,98.93,97.889999,97.900002,1815600,96.899639
"199",97.660004,98.169998,97.519997,97.610001,1628800,96.612602
"200",97.790001,97.959999,96.489998,96.5,1761900,95.513943
"201",96.080002,96.93,95.779999,96.529999,1684800,95.543636
"202",96.489998,96.989998,96.050003,96.739998,1860800,96.235004
"203",97.199997,98.220001,97.150002,97.889999,1973600,97.379002
"204",97.339996,97.580002,96.82,97.139999,1741500,96.632917
"205",97,97.150002,96.099998,96.519997,1479700,96.016151
"206",96.309998,97.300003,96.260002,96.610001,1074600,96.105685
"207",96.139999,98.25,96,97.760002,1095300,97.249684
"208",97.839996,98.760002,97.559998,97.940002,1592700,97.428744
"209",97.769997,98.239998,96.82,97.260002,1405900,96.752294
"210",97.07,97.739998,96.769997,97.279999,954600,96.772186
"211",97.440002,97.870003,97.089996,97.540001,1386600,97.030831
"212",97.169998,98.18,96.989998,98.040001,1551000,97.528221
"213",97.830002,99.559998,97.580002,99.489998,2239800,98.970649
"214",99.900002,99.919998,98.949997,99.040001,2330500,98.523001
"215",98.589996,98.830002,98.019997,98.239998,1431900,97.727174
"216",97.43,97.480003,95.419998,95.870003,2628400,95.36955
"217",96.300003,97.290001,96.290001,97.019997,1493800,96.513541
"218",95.959999,96.419998,94.110001,94.419998,3956700,93.927115
"219",94.419998,94.68,93.519997,94.440002,2578000,93.947015
"220",94.239998,95.089996,93.769997,94.709999,2653600,94.215602
"221",94.709999,94.809998,94.209999,94.629997,1925500,94.136018
"222",94.769997,95.269997,94.529999,94.959999,2404400,94.464297
"223",94.620003,95.269997,94.440002,95.160004,1911900,94.663257
"224",94.349998,95.220001,94.089996,94.529999,1527900,94.036541
"225",94.190002,94.830002,93.309998,93.580002,1731900,93.091503
"226",94.07,95.160004,93.839996,95.050003,2113100,94.553831
"227",95.330002,95.75,95.190002,95.620003,1516400,95.120855
"228",95.669998,96.339996,94.639999,94.779999,1094700,94.285236
"229",95.169998,95.410004,94.32,94.860001,1008100,94.36482
"230",94.739998,95.300003,94.459999,95.019997,992200,94.523981
"231",96.019997,96.389999,95.660004,95.919998,1096100,95.419285
"232",95.900002,96.400002,95.779999,95.779999,1199000,95.280016
"233",95.639999,95.989998,95,95.620003,1157600,95.120855
"234",95.889999,96.459999,95.5,95.790001,1750400,95.289966
"235",96.449997,97.559998,96.419998,97.459999,1324700,96.951247
"236",97.559998,97.610001,96.379997,97.120003,1624100,96.613025
"237",97.080002,97.239998,96.699997,96.940002,1152900,96.433964
"238",97.169998,97.370003,96.540001,96.669998,1886100,96.16537
"239",96.830002,96.959999,96.080002,96.68,1014100,96.17532
"240",96.68,97.959999,96.519997,97.510002,1294400,97.000989
"241",97.449997,97.559998,96.879997,96.879997,1270900,96.374273
"242",96.779999,96.800003,94.93,95.379997,2152700,94.882103
"243",95.669998,96.379997,95.120003,96.18,1251100,95.67793
"244",95.839996,95.889999,94.93,95.540001,1332800,95.041271
"245",95.260002,95.690002,93.830002,93.830002,3743800,93.340198
"246",94.330002,94.379997,93,93.779999,1949300,93.290456
"247",93.650002,95.010002,93.309998,94.610001,1479300,94.116126
"248",94.720001,95.339996,94.550003,95.080002,1594300,94.583673
"249",94.480003,94.629997,93.290001,93.449997,1481500,92.962177
"250",93.209999,93.440002,92.720001,93.230003,1472000,92.743332
"251",93.099998,93.25,92.559998,92.57,1878500,92.086774
"252",92.690002,93.190002,92.400002,92.730003,1449400,92.245942
"253",93.080002,94.889999,92.940002,94.589996,2234300,94.096226
