"","CVX.Open","CVX.High","CVX.Low","CVX.Close","CVX.Volume","CVX.Adjusted"
"58",129,129.529999,128.5,129.449997,3519000,125.759551
"59",129.199997,129.380005,127.059998,127.540001,4744500,123.904006
"60",128.449997,128.880005,127.669998,127.860001,3846300,124.214883
"61",128.210007,128.460007,126.199997,126.800003,5191200,123.185104
"62",127.150002,127.440002,126.160004,127.400002,5035500,123.767998
"63",126.68,126.75,125.690002,126.209999,4200800,122.611921
"64",124.489998,125.790001,124.260002,125.18,6721600,121.611286
"65",124.459999,124.739998,123.010002,124.279999,10941800,120.736942
"66",123.279999,124.07,122.410004,123.830002,6569600,120.299774
"67",123.540001,123.660004,122.209999,122.660004,4915600,119.163131
"68",122.349998,124.779999,122.059998,124.239998,5437600,120.698082
"69",124.059998,125.68,123.610001,124.959999,6587200,121.397557
"70",125.129997,125.489998,124.449997,124.720001,4583500,121.164401
"71",124.849998,125.040001,123.849998,124.139999,4683200,120.600934
"72",124.940002,125.699997,124.650002,124.800003,10090000,121.242122
"73",124.599998,124.919998,123.470001,123.489998,5850500,119.969463
"74",123.529999,123.980003,122.860001,123.059998,5620700,119.551722
"75",123.07,123.07,120.849998,122.400002,8005900,118.910541
"76",122.199997,122.610001,120.68,120.68,6466300,117.239575
"77",120.550003,122.040001,120.019997,121.470001,5500500,118.007054
"78",120.720001,120.739998,119.139999,120.550003,6791500,117.113284
"79",120.510002,120.510002,118.660004,119.32,8385700,115.918346
"80",118.800003,119.349998,117.379997,117.650002,8027900,114.295957
"81",117.389999,117.900002,116.129997,117.110001,8171200,113.771351
"82",118.160004,118.160004,116.400002,117.709999,6298300,114.354244
"83",117.910004,119.050003,117.279999,118.089996,5409500,114.723408
"84",117.470001,118.43,116,116.019997,7303800,112.712422
"85",115.830002,118.25,115.150002,117.949997,9517400,114.5874
"86",117.019997,117.080002,114.239998,114.510002,11489200,111.245475
"87",114.699997,115.730003,112.879997,113.889999,9253100,110.643148
"88",113.550003,114.589996,111.849998,112.029999,7799100,108.836173
"89",112.599998,113.050003,109.099998,109.779999,11541500,106.650318
"90",108.57,109.5,106.650002,109.269997,15278400,106.154855
"91",107.959999,111.32,107.199997,111.059998,11908400,107.893825
"92",111.779999,112.739998,110.730003,111.800003,10895500,108.612734
"93",111.529999,112.279999,110.970001,111.489998,8823800,108.311567
"94",113.18,115.169998,112.910004,115.089996,8899700,111.808934
"95",115.199997,116.239998,113.910004,114,7211600,110.750012
"96",116,117.32,114.949997,116.190002,7195500,112.877581
"97",116.190002,116.260002,114.529999,115.910004,5507900,112.605564
"98",114.379997,115.370003,113.459999,115.019997,6714600,111.74093
"99",116.169998,117.269997,115.160004,117.129997,7272600,113.790778
"100",118,118.93,116.099998,117.139999,6873700,113.800495
"101",116.18,117.25,115.57,117.199997,5174300,113.858782
"102",118.349998,120.169998,116.389999,119.949997,10669500,116.530383
"103",119.830002,119.970001,116.459999,116.779999,10343300,113.450757
"104",115.989998,116.019997,114.800003,115.370003,9585800,112.080958
"105",117.269997,117.300003,114.860001,117.050003,6603300,113.713064
"106",116.900002,118.550003,116.360001,118.529999,6383800,115.150867
"107",118.75,119.730003,118.360001,118.800003,7366600,115.413174
"108",119.580002,119.669998,117.309998,117.919998,6114600,114.558257
"109",117.949997,118.669998,117.300003,118.440002,3957000,115.063436
"110",117.860001,118.709999,117.379997,117.650002,4923400,114.295957
"111",117.089996,117.470001,115.639999,116.449997,11019000,113.130163
"112",115.699997,116.349998,115.419998,116.32,4891600,114.051834
"113",115.959999,116.150002,115.269997,115.75,5713700,113.492949
"114",115.970001,116.629997,115.25,115.470001,5672800,113.21841
"115",115.970001,116.68,115.07,116.470001,4270300,114.198911
"116",116.160004,117.470001,116.160004,117.309998,5263000,115.022528
"117",118.790001,118.910004,117.730003,118.580002,7361400,116.267768
"118",118.129997,118.580002,117.150002,117.589996,5807300,115.297066
"119",117.800003,117.82,115.629997,116.150002,6665000,113.885151
"120",116.07,116.349998,115.019997,115.110001,6715100,112.865429
"121",111.589996,111.690002,108.43,108.870003,11935600,106.747107
"122",109.379997,112.489998,108.68,111.730003,13400100,109.55134
"123",111.269997,114.559998,110.889999,114.019997,8513500,111.79668
"124",114.739998,114.82,113.150002,113.709999,8049800,111.492727
"125",113.080002,113.080002,111.010002,112.279999,8100700,110.09061
"126",111.790001,112.290001,110.709999,110.870003,7663400,108.708108
"127",109.889999,109.940002,106.410004,106.800003,13809000,104.717471
"128",106.169998,108.150002,106.129997,107.010002,11053000,104.923375
"129",106.220001,106.25,103.07,104.860001,15073400,102.815298
"130",104.970001,107.269997,104.300003,104.910004,10293600,102.864326
"131",103.760002,104.349998,102.370003,102.379997,12013600,100.383653
"132",103.129997,103.910004,100.419998,100.860001,13144200,98.893295
"133",100.5,104.470001,100.150002,101.699997,12722200,99.716912
"134",102.18,106.589996,102.010002,106.019997,13354000,103.952674
"135",108.010002,109.029999,105.489998,109.029999,13533000,106.903983
"136",109.529999,112.959999,108.5,112.93,15723300,110.727937
"137",112.360001,112.989998,111.07,112.029999,9433500,109.845485
"138",112.760002,114.449997,112.32,113.949997,8092000,111.728045
"139",113.660004,114.139999,112.07,113.470001,4536500,111.257409
"140",113.93,114.349998,112.82,113.25,4380400,111.041697
"141",113.440002,114.379997,112.779999,113.32,6043000,111.110332
"142",112.93,113.650002,112.150002,113.110001,5659500,110.904428
"143",111.650002,113.309998,111.529999,112.18,6411800,109.992562
"144",111.629997,113,110.849998,112.580002,5898800,110.384764
"145",110.959999,111.199997,107.440002,108.080002,11758100,105.972511
"146",107.870003,109.019997,106.480003,108.029999,11591600,105.923483
"147",109.25,109.730003,107.510002,107.940002,10353800,105.835241
"148",109.190002,110.440002,108.599998,110.410004,8650800,108.257079
"149",110.139999,110.220001,107.669998,108.209999,9584500,106.099973
"150",107.470001,107.470001,105.559998,105.879997,8912300,103.815405
"151",106.919998,107.660004,103.190002,104.199997,13277700,102.168164
"152",103.199997,104.410004,101.830002,103.900002,14116900,101.874018
"153",103.900002,104.940002,102.529999,102.669998,9664600,100.667999
"154",102.470001,105.139999,102.470001,105.120003,12604600,103.07023
"155",104.559998,106.580002,103.809998,106.470001,10406800,104.393904
"156",106.790001,108.269997,106.349998,108.160004,8271000,106.050953
"157",108.760002,109.120003,106.989998,108.919998,7471100,106.796128
"158",108.220001,108.75,106.730003,106.849998,7984400,104.766492
"159",107.220001,109.349998,106.32,108.879997,7670500,106.756907
"160",108.110001,108.809998,107.629997,108.260002,6388700,106.149001
"161",108.160004,108.169998,103.419998,103.709999,10526500,101.68772
"162",104.239998,104.629997,101.660004,103,13994400,100.991566
"163",101.599998,103.279999,98.879997,102.529999,20584700,100.530729
"164",103.980003,106.129997,102.970001,106.059998,11537600,103.991895
"165",107.699997,110.110001,107.669998,109.529999,14266700,107.394234
"166",108.489998,109.279999,107.389999,108.349998,10176000,106.237243
"167",109.57,110.110001,108.57,109.309998,7533300,107.178522
"168",109.660004,110.459999,109.110001,109.610001,7579100,107.472676
"169",109.839996,111.5,109.650002,110.43,6403000,108.276686
"170",110.519997,110.620003,108.089996,110.18,7033700,108.031561
"171",108.980003,110.18,108.290001,109.980003,8662000,107.835464
"172",110.279999,111.050003,109.82,110.860001,6618000,109.766223
"173",111.349998,112.839996,111.099998,112.779999,7494400,111.667278
"174",112.309998,112.93,111.519997,112.400002,7097300,111.29103
"175",111.25,111.650002,110.370003,110.440002,6920300,109.350369
"176",108.199997,109.580002,107.239998,108.349998,9721100,107.280985
"177",108.43,108.870003,107.5,108.599998,7610600,107.528519
"178",107.790001,108.5,107.349998,107.860001,6724000,106.795822
"179",107.889999,108.239998,107.339996,107.959999,5708400,106.894834
"180",108.120003,108.779999,107.760002,108.580002,4806500,107.508719
"181",107.889999,107.919998,106.599998,107.059998,5903100,106.003712
"182",107.519997,107.730003,106.57,106.68,6396500,105.627464
"183",106.32,106.339996,104.93,105.900002,7343700,104.855161
"184",105.879997,106.220001,104.809998,105.160004,6901200,104.122464
"185",105.639999,105.639999,104.440002,105.160004,5784900,104.122464
"186",105.010002,105.309998,104.330002,104.730003,5156900,103.696706
"187",104.220001,104.519997,103.169998,103.550003,7213300,102.528348
"188",103.599998,105.629997,103.5,103.949997,7506200,102.924395
"189",103.790001,104.550003,102.330002,102.910004,10679000,101.894663
"190",103.519997,103.889999,102.449997,103.540001,8440700,102.518444
"191",104.220001,104.510002,102.300003,102.419998,5900600,101.409492
"192",101.839996,101.839996,100.660004,101.620003,8345200,100.61739
"193",101.440002,103.269997,101,103.129997,6780200,102.112486
"194",102.300003,103.550003,102.099998,103.169998,7097500,102.152092
"195",102.610001,106.879997,102.370003,106.699997,11059700,105.647263
"196",105.099998,105.400002,104.650002,104.75,7841900,103.716505
"197",105.290001,107.260002,105.110001,107.029999,14064900,105.974009
"198",107.510002,107.690002,105.919998,105.919998,6807700,104.87496
"199",105.919998,106.190002,104.160004,104.199997,6677800,103.171929
"200",104.660004,106.199997,104.330002,105.669998,9169400,104.627427
"201",106.279999,106.519997,104.160004,105.25,7276900,104.211572
"202",104.989998,104.989998,103.669998,104.279999,5830300,103.251141
"203",104.970001,107.209999,104.970001,106.900002,7172400,105.845294
"204",105.620003,106.07,104.879997,104.980003,7254100,103.944239
"205",105.769997,106.220001,104.5,104.790001,7347200,103.756112
"206",104.449997,105.68,104.080002,105.279999,5123900,104.241275
"207",106.029999,107.860001,105.220001,106.919998,6724000,105.865094
"208",106.970001,109.089996,106.620003,108.540001,8536000,107.469113
"209",108.860001,108.919998,106.519997,106.660004,7894800,105.607664
"210",106.800003,107.239998,106.18,106.949997,5760500,105.894796
"211",107.470001,107.660004,106.809998,106.910004,5012200,105.855198
"212",107.349998,107.900002,106.440002,106.5,4307200,105.449239
"213",107.699997,109.089996,107.260002,108.839996,7262700,107.766149
"214",109.589996,110.690002,109.379997,110.410004,6704000,109.320666
"215",109.900002,110.940002,109,110.160004,5904200,109.073132
"216",109.360001,109.690002,108.260002,109.110001,6548700,108.033489
"217",109.57,111.709999,109.550003,110.290001,7148800,109.201847
"218",110.050003,110.739998,109.309998,109.730003,5674900,108.647375
"219",110.050003,110.440002,109.209999,109.5,5643100,108.41964
"220",110,110.650002,109.599998,109.970001,6940000,108.885005
"221",109.669998,110.040001,109.029999,109.870003,4995000,108.785993
"222",110.339996,110.739998,109.540001,109.699997,4858700,108.617664
"223",110.050003,111.239998,109.650002,111.120003,5321600,110.02366
"224",110.82,111.989998,110.68,111.730003,5665800,110.627642
"225",112.040001,112.199997,110.440002,111.059998,6666800,109.964247
"226",110.279999,110.800003,108.339996,109.040001,10362700,107.96418
"227",109.379997,109.410004,107.989998,108.32,7660100,107.251282
"228",109.239998,109.93,108,108,6463300,106.93444
"229",109.239998,109.529999,107.300003,107.949997,5820400,106.88493
"230",107.690002,108.199997,106.690002,107.57,5798300,106.508682
"231",108.290001,108.800003,107.400002,108.650002,7078900,107.578028
"232",108.650002,108.690002,107.300003,107.360001,6003600,106.300755
"233",107.440002,108,107.099998,107.559998,5026500,106.498779
"234",107.980003,108.470001,107.300003,107.699997,5517600,106.637397
"235",108.019997,109.300003,108.019997,108.449997,9751700,107.379997
"236",107.209999,108.330002,106.940002,108.029999,5641600,108.029999
"237",107.5,107.510002,106.580002,106.650002,6390600,106.650002
"238",106.050003,106.309998,105,105.019997,7927600,105.019997
"239",105.419998,105.900002,104.760002,105.25,6521200,105.25
"240",105.970001,106.269997,105.300003,105.489998,6549300,105.489998
"241",105.089996,105.550003,104.860001,104.889999,4717200,104.889999
"242",104.220001,104.440002,102.93,103.290001,8010200,103.290001
"243",103.199997,103.779999,102.730003,103.110001,5857500,103.110001
"244",102.959999,103.419998,102.379997,103.239998,5099900,103.239998
"245",103.139999,103.57,102.669998,103,6651900,103
"246",103.470001,103.75,102.489998,102.629997,5390900,102.629997
"247",102.650002,103.110001,102.110001,102.580002,4992700,102.580002
"248",102.400002,103.379997,102.120003,102.169998,5150300,102.169998
"249",101.889999,102.370003,100.980003,101.389999,6812300,101.389999
"250",101.18,103.099998,100.989998,101.589996,5949500,101.589996
"251",101.290001,101.389999,99.949997,100.419998,8163800,100.419998
"252",100.699997,101.25,100.220001,100.419998,7061000,100.419998
"253",102.519997,102.580002,101.519997,101.830002,7528500,101.830002
