"","CSC.Open","CSC.High","CSC.Low","CSC.Close","CSC.Volume","CSC.Adjusted"
"205",65.199997,65.720001,64.389999,65.230003,863900,65.004157
"206",65.25,65.989998,65.099998,65.379997,713300,65.153631
"207",65.010002,65.739998,64.419998,65.330002,1262700,65.103809
"208",65.309998,65.699997,65.139999,65.279999,809600,65.053979
"209",65.269997,65.559998,64.389999,64.779999,1181000,64.55571
"210",64.879997,65.139999,64.279999,64.489998,1166700,64.266713
"211",64.620003,65.980003,64.489998,65.849998,1375500,65.622005
"212",66.040001,66.269997,65.400002,65.400002,941100,65.173566
"213",64.379997,64.970001,64.25,64.589996,1053100,64.366365
"214",64.620003,65.830002,64.470001,65.669998,1604600,65.442628
"215",65.440002,66.760002,65.300003,65.839996,1331000,65.612038
"216",65.5,65.870003,65.260002,65.599998,1220700,65.372871
"217",65.790001,66.300003,65.360001,65.540001,1110000,65.313081
"218",65.580002,65.75,65,65.059998,1009900,64.834739
"219",65.25,66.019997,65.199997,65.830002,855400,65.602078
"220",65.610001,65.959999,65.5,65.650002,770700,65.422701
"221",65.5,65.75,65.199997,65.559998,841600,65.333008
"222",65.5,65.75,64.919998,65.07,881600,64.844707
"223",65.010002,65.620003,64.669998,65.389999,586100,65.163599
"224",65.239998,65.279999,64.610001,64.809998,575100,64.585605
"225",64.68,65.040001,63.91,64.449997,1744800,64.226851
"226",64.790001,65.300003,64.580002,65.230003,708600,65.004157
"227",65.400002,65.839996,65.400002,65.639999,558000,65.412733
"228",65.199997,65.5,64.830002,64.949997,1011400,64.72512
"229",65.239998,65.529999,64,64.379997,879600,64.157093
"230",64.550003,65.010002,64.269997,64.580002,737100,64.356406
"231",64.669998,65.610001,64.669998,65.309998,579600,65.083874
"232",65.269997,65.989998,64.970001,65.199997,732500,64.974254
"233",64.699997,64.699997,63.849998,64.25,1141000,64.027546
"234",64.190002,64.870003,64.190002,64.510002,550000,64.286648
"235",65.160004,69.110001,64.970001,67.279999,3602200,67.047054
"236",67.5,67.940002,66.610001,67.790001,1887900,67.555291
"237",67.709999,68.449997,67.419998,68.269997,1605400,68.033624
"238",68.169998,68.330002,67.139999,67.660004,2121400,67.425743
"239",70.209999,71,68.519997,69.260002,4572200,69.020202
"240",68.949997,69.25,68.540001,68.989998,1366400,68.751133
"241",68.68,68.919998,68.330002,68.480003,1414700,68.242904
"242",68.25,68.25,67.220001,67.480003,1826100,67.246366
"243",68.139999,69.669998,68.139999,69.209999,1992900,68.970372
"244",68.809998,69.389999,68.650002,69.339996,904600,69.099919
"245",69.339996,69.540001,68.580002,68.599998,1258400,68.362484
"246",68.769997,69.010002,67.830002,67.949997,946200,67.714733
"247",67.839996,68.489998,67.730003,68.239998,675800,68.00373
"248",68.290001,69.150002,68.150002,68.860001,747900,68.621586
"249",68.440002,68.519997,66.75,67.709999,1465600,67.475566
"250",67.980003,68.209999,67.019997,67.690002,1057900,67.455638
"251",67.57,67.68,67.040001,67.050003,759500,66.817855
"252",67.099998,67.099998,66.160004,66.43,1108200,66.199999
"253",66.660004,67.550003,66.379997,67.480003,908200,67.480003
