"","HAS.Open","HAS.High","HAS.Low","HAS.Close","HAS.Volume","HAS.Adjusted"
"164",54.68,54.91,53.900002,54.700001,1364400,54.346156
"165",54.990002,56.27,54.970001,56.150002,755500,55.786777
"166",56.18,57.41,56.18,56.580002,1315400,56.213995
"167",56.549999,56.779999,55.889999,56.130001,1030100,55.766905
"168",56.02,56.25,55.259998,55.740002,1537300,55.379429
"169",58.400002,60.66,57.200001,59.66,4926600,59.274069
"170",60.869999,61.740002,59.84,61.610001,2821000,61.211456
"171",62.009998,62.43,61.110001,61.200001,1657200,60.804108
"172",61.48,62.330002,61.389999,62.16,940200,61.757897
"173",62.16,63.09,62.16,62.740002,1436200,62.334147
"174",62.580002,62.990002,62.060001,62.470001,1311700,62.065893
"175",62.52,62.73,61.639999,62.119999,1216800,61.718155
"176",62.259998,62.41,61.5,61.779999,1948300,61.380354
"177",61,61.970001,60.09,61.830002,1668200,61.430034
"178",61.98,62.02,61.549999,62.02,1370500,61.618803
"179",62.169998,62.290001,61.790001,62.049999,576100,61.648608
"180",62.189999,62.779999,61.98,62.080002,1040100,61.678417
"181",62,62.599998,61.830002,62.5,606900,62.095698
"182",62.599998,62.77,62,62.32,730900,61.916862
"183",62.450001,63.470001,62.389999,63.150002,697700,62.741495
"184",62.799999,63.18,62.470001,62.720001,711600,62.314276
"185",63.259998,63.310001,62.110001,62.43,645800,62.026151
"186",62.619999,62.849998,62.139999,62.43,782200,62.026151
"187",62.25,62.259998,61.41,61.650002,1158600,61.251198
"188",61.919998,62.34,61.529999,61.970001,622100,61.569128
"189",61.509998,61.639999,61,61.349998,864500,60.953136
"190",60.009998,61.57,60.009998,60.91,726400,60.515983
"191",61.18,61.889999,60.880001,61.700001,1182900,61.300874
"192",61.82,62.5,60.220001,60.73,1278400,60.337147
"193",61.07,61.709999,60.610001,61.5,832700,61.102167
"194",61.25,61.689999,60.82,61.599998,660300,61.201518
"195",61.59,61.700001,60.290001,61.43,930800,61.03262
"196",61.209999,61.5,60.650002,61.099998,1309000,60.704753
"197",61.32,61.490002,60.810001,61.080002,2512600,60.684886
"198",61.279999,62.299999,61.110001,61.380001,1128300,60.982944
"199",61.57,62.060001,61.32,61.490002,898600,61.092233
"200",61.599998,61.650002,60.68,60.68,1053800,60.287472
"201",60.25,60.830002,59.740002,60.560001,1012700,60.168249
"202",60.43,61.509998,60.060001,61.029999,783500,60.635206
"203",61.5,62.650002,61.130001,62.57,1021500,62.165245
"204",62.599998,63.59,62.23,63.240002,1437300,62.830913
"205",63.139999,63.950001,62.560001,63.790001,1663600,63.377354
"206",63.68,63.880001,62.919998,63.450001,997300,63.039553
"207",63.259998,64.480003,63,64.150002,1053200,63.735026
"208",64.150002,64.43,63.259998,63.610001,1089600,63.198518
"209",63.939999,64.190002,63.580002,64.040001,925800,63.625737
"210",64.139999,64.279999,63.75,64.209999,461100,63.794635
"211",64.269997,64.589996,63.950001,64.220001,779600,63.804573
"212",64.120003,64.779999,63.779999,63.880001,854100,63.466772
"213",63.77,64.900002,63.650002,64.480003,806300,64.062893
"214",64.739998,64.989998,64.339996,64.82,1208400,64.40069
"215",64.809998,66.32,64.169998,66.050003,1593500,65.622737
"216",65.910004,66.290001,64.959999,65.889999,2173900,65.463768
"217",70,74.360001,69.660004,74.160004,7883600,73.680275
"218",74.190002,74.75,73.510002,73.550003,3901300,73.07422
"219",72.970001,73.339996,71.709999,71.730003,3905100,71.265994
"220",71.760002,72.330002,71.610001,71.709999,2025600,71.246119
"221",72.449997,72.459999,71.410004,71.610001,1515800,71.146768
"222",71.690002,71.980003,70.839996,71.010002,1050100,70.55065
"223",71.110001,71.360001,70.330002,71.110001,1310500,70.650002
"224",70.650002,71.139999,70.059998,70.550003,985100,70.550003
"225",70.32,70.949997,69.910004,70.790001,1319400,70.790001
"226",71.150002,72.220001,71.110001,71.660004,1316500,71.660004
"227",72.260002,72.330002,70.559998,71.190002,906900,71.190002
"228",71.019997,71.190002,69.93,70.18,663500,70.18
"229",70.489998,70.57,69.900002,70.389999,791400,70.389999
"230",70.769997,71.489998,70.730003,71.120003,1177000,71.120003
"231",71.57,71.889999,71.080002,71.220001,552700,71.220001
"232",71.559998,72.260002,71.239998,72,1262200,72
"233",71.620003,71.93,70.660004,70.959999,736300,70.959999
"234",71,71.260002,70.300003,70.440002,866100,70.440002
"235",70.610001,72,70.239998,71.970001,828900,71.970001
"236",72.059998,72.519997,70.75,72.389999,633300,72.389999
"237",72.260002,72.309998,71.589996,71.970001,746300,71.970001
"238",72.089996,72.260002,71.360001,71.830002,642100,71.830002
"239",71.739998,72.199997,71.339996,71.790001,704000,71.790001
"240",71.93,72.739998,71.900002,72.550003,583100,72.550003
"241",72.620003,73.019997,72.550003,72.900002,619300,72.900002
"242",72.849998,73.160004,72.029999,72.18,586000,72.18
"243",72.099998,72.699997,72.010002,72.400002,519400,72.400002
"244",72.349998,72.809998,72.019997,72.449997,412500,72.449997
"245",72.480003,72.75,71.599998,72.129997,1023000,72.129997
"246",71.949997,73.010002,71.529999,72.389999,627600,72.389999
"247",72.059998,72.650002,71.540001,72.169998,615200,72.169998
"248",72.720001,73.25,72.260002,72.779999,1114500,72.779999
"249",72.589996,73.059998,72.050003,72.190002,806400,72.190002
"250",72.339996,72.650002,71.540001,72.220001,773400,72.220001
"251",72.309998,73.010002,72.139999,72.339996,640500,72.339996
"252",72.230003,72.790001,72.010002,72.050003,527300,72.050003
"253",72.440002,72.980003,71.889999,72.690002,563700,72.690002
