"","JEC.Open","JEC.High","JEC.Low","JEC.Close","JEC.Volume","JEC.Adjusted"
"52",53.84,54.580002,53.369999,54.400002,1150000,54.400002
"53",54.189999,54.189999,53.759998,53.889999,669600,53.889999
"54",54.130001,54.380001,53.82,54.299999,615500,54.299999
"55",54.439999,54.700001,54.279999,54.57,421000,54.57
"56",54.560001,54.740002,54.209999,54.419998,406800,54.419998
"57",54.259998,54.549999,53.919998,54.310001,367000,54.310001
"58",54.349998,54.490002,53.450001,53.91,730600,53.91
"59",54.07,54.700001,53.27,53.619999,705100,53.619999
"60",53.759998,53.900002,53.209999,53.299999,664700,53.299999
"61",53.330002,53.599998,52.75,52.889999,721700,52.889999
"62",52.82,53.330002,52.389999,53.310001,744700,53.310001
"63",53.259998,53.849998,53.150002,53.779999,1033400,53.779999
"64",53.950001,53.950001,53.34,53.540001,913500,53.540001
"65",53.459999,53.599998,52.849998,53.419998,985700,53.419998
"66",53.259998,53.700001,53.130001,53.650002,739000,53.650002
"67",53.509998,53.77,53.189999,53.459999,1229900,53.459999
"68",53.32,53.52,52.849998,53.23,670000,53.23
"69",53.16,53.700001,52.849998,53.400002,1344200,53.400002
"70",53.439999,53.810001,52.73,52.77,1000900,52.77
"71",52.849998,53.09,52.599998,53.029999,918000,53.029999
"72",53.360001,53.450001,52.43,52.52,925900,52.52
"73",52.43,52.450001,51.59,52.150002,1513400,52.150002
"74",51.57,51.59,50.860001,51.02,1765100,51.02
"75",50.959999,51,50.18,50.34,1363500,50.34
"76",50.189999,50.369999,49.360001,49.52,1380500,49.52
"77",49.419998,49.82,49.130001,49.68,966100,49.68
"78",49.389999,49.939999,49.25,49.32,1370700,49.32
"79",49.369999,49.84,48.59,48.82,1354400,48.82
"80",48.810001,48.810001,47.259998,47.349998,2194900,47.349998
"81",47.200001,47.48,46.240002,46.880001,1848300,46.880001
"82",47.060001,47.580002,47.02,47.25,1372900,47.25
"83",47.360001,47.939999,46.990002,47.34,1227600,47.34
"84",47.009998,47.720001,47.009998,47.16,2200700,47.16
"85",47.139999,48.029999,46.759998,48.009998,1891300,48.009998
"86",47.900002,48.099998,47.09,47.25,1578200,47.25
"87",47.23,47.560001,46.400002,46.709999,1895600,46.709999
"88",46.790001,47.450001,46.220001,46.25,1684600,46.25
"89",46.650002,47.639999,46.259998,46.700001,1626500,46.700001
"90",45.880001,46.98,45.130001,46.720001,1899600,46.720001
"91",45.860001,46.720001,45.040001,45.23,2792100,45.23
"92",45.790001,46.139999,45.459999,45.959999,1857100,45.959999
"93",45.740002,46.099998,45.27,45.400002,1277400,45.400002
"94",45.549999,46.82,45.470001,46.639999,1478300,46.639999
"95",46.689999,46.860001,45.709999,45.709999,752200,45.709999
"96",46.029999,47.700001,46.029999,47.310001,1251200,47.310001
"97",47.240002,47.41,46.610001,47.360001,688900,47.360001
"98",47.139999,47.459999,46.630001,47.029999,784600,47.029999
"99",47.18,47.509998,46.889999,47.400002,1673900,47.400002
"100",47.389999,47.540001,46.75,47.189999,1283100,47.189999
"101",46.98,47.599998,46.5,47.150002,961700,47.150002
"102",47.68,48.040001,47.25,47.450001,1473000,47.450001
"103",47.43,47.610001,46.990002,47.07,1038600,47.07
"104",46.919998,47.27,46.490002,46.84,1577900,46.84
"105",47.27,48.150002,46.82,47.93,1127100,47.93
"106",48.060001,48.41,47.689999,47.919998,977800,47.919998
"107",48.02,48.490002,47.869999,48.259998,1061000,48.259998
"108",48.07,48.540001,47.330002,47.619999,1212800,47.619999
"109",47.509998,47.810001,47.290001,47.580002,934100,47.580002
"110",47.41,48.5,47.400002,48.400002,1037500,48.400002
"111",48.209999,48.470001,47.060001,47.48,927300,47.48
"112",47.360001,48.07,47.209999,47.689999,1080200,47.689999
"113",47.540001,47.540001,46.939999,47.23,1071400,47.23
"114",47.279999,48.389999,46.720001,47.700001,2297200,47.700001
"115",47.349998,47.599998,47.060001,47.200001,1903300,47.200001
"116",47,49.259998,46.950001,48.75,1435800,48.75
"117",49.470001,49.900002,48.91,49.080002,1628800,49.080002
"118",48.25,48.380001,47.119999,47.509998,2816200,47.509998
"119",47.73,48.66,47.599998,48.330002,2079600,48.330002
"120",48.25,48.459999,47.419998,47.470001,1293000,47.470001
"121",47.009998,47.060001,45.900002,46.450001,1262400,46.450001
"122",46.25,46.419998,45.279999,45.970001,2461800,45.970001
"123",45.5,46.610001,45.5,46.580002,2618600,46.580002
"124",46.950001,47.959999,46.73,46.790001,1572400,46.790001
"125",46.560001,46.610001,45.900002,46.310001,1087500,46.310001
"126",46.299999,46.830002,46,46.310001,1314500,46.310001
"127",46.139999,46.150002,44.869999,44.93,1018300,44.93
"128",44.490002,44.689999,44.09,44.400002,1738100,44.400002
"129",44.049999,44.09,42.060001,42.220001,2105000,42.220001
"130",42.400002,42.75,42,42.52,1881200,42.52
"131",42.029999,42.400002,41.009998,41.009998,1598600,41.009998
"132",41.209999,41.709999,40.200001,40.389999,2398100,40.389999
"133",39.990002,40.84,39.779999,40.18,3162800,40.18
"134",40.150002,41.099998,39.830002,41.080002,2439600,41.080002
"135",41.82,42.25,41.439999,42.240002,1211100,42.240002
"136",42.400002,43.330002,42.200001,43.25,3018800,43.25
"137",43.330002,43.810001,43.189999,43.52,1365300,43.52
"138",43.73,44.84,43.549999,44.52,1317900,44.52
"139",44.5,44.73,44.150002,44.459999,419000,44.459999
"140",44.689999,44.990002,44.389999,44.560001,428100,44.560001
"141",44.490002,45.490002,44.369999,45.040001,884900,45.040001
"142",44.75,45.360001,44.52,45.16,1086000,45.16
"143",45.25,45.349998,44.59,44.689999,1041000,44.689999
"144",44.810001,45.029999,44.060001,44.639999,776800,44.639999
"145",44.119999,44.169998,42.759998,43.029999,1301800,43.029999
"146",42.990002,43.02,41.720001,42.25,1561100,42.25
"147",42.560001,42.900002,41.529999,41.689999,1540700,41.689999
"148",42.09,43.200001,41.75,43.189999,1407900,43.189999
"149",43.150002,43.41,41.900002,42.029999,855700,42.029999
"150",41.880001,41.990002,40.599998,40.759998,1241800,40.759998
"151",41.029999,41.209999,39.91,40.259998,1651300,40.259998
"152",39.549999,40.060001,39.029999,39.889999,1337300,39.889999
"153",40.240002,40.529999,38.509998,38.560001,1700900,38.560001
"154",38.360001,39.07,38.139999,38.950001,1615800,38.950001
"155",38.939999,39.189999,38.669998,38.970001,1170400,38.970001
"156",38.880001,39.669998,38.880001,39.580002,1630200,39.580002
"157",39.720001,39.830002,39.189999,39.599998,1069600,39.599998
"158",39.439999,40.029999,39.200001,39.790001,1266100,39.790001
"159",39.799999,40.09,39.240002,39.970001,1368600,39.970001
"160",39.279999,39.66,38.630001,39.119999,1318500,39.119999
"161",39.240002,39.330002,38.32,38.360001,1780800,38.360001
"162",39.529999,39.990002,38.139999,38.75,2531800,38.75
"163",38.27,38.470001,37.869999,38.099998,1931200,38.099998
"164",38.400002,40.02,38.220001,39.849998,2422900,39.849998
"165",40.5,41.619999,40.48,41.119999,2172800,41.119999
"166",40.790001,40.790001,39.400002,39.799999,1948200,39.799999
"167",40.110001,41.009998,39.950001,40.869999,1294500,40.869999
"168",40.98,41.23,40.639999,40.91,1446300,40.91
"169",40.82,41.59,40.82,41.439999,1249300,41.439999
"170",41.599998,41.689999,40.82,41.459999,1110700,41.459999
"171",41.209999,42.080002,41.130001,41.939999,1362600,41.939999
"172",42.18,42.580002,42.130001,42.560001,1416900,42.560001
"173",42.849998,43.330002,42.77,43.27,1565000,43.27
"174",43.23,43.259998,42.669998,43.25,1309000,43.25
"175",43.23,43.98,43.169998,43.82,1383600,43.82
"176",43.529999,43.889999,43.189999,43.810001,1151900,43.810001
"177",43.610001,44.450001,43.23,44.439999,1220200,44.439999
"178",44.43,44.43,43.779999,44.200001,1173900,44.200001
"179",44.310001,44.709999,44.150002,44.509998,892100,44.509998
"180",44.639999,44.880001,44.5,44.75,1000300,44.75
"181",44.720001,44.810001,44.369999,44.540001,1603600,44.540001
"182",44.549999,44.860001,44.16,44.34,1564600,44.34
"183",44.34,44.490002,43.639999,44.189999,2153300,44.189999
"184",44.110001,44.25,43.849998,43.990002,1403700,43.990002
"185",43.75,43.889999,43.139999,43.779999,1134000,43.779999
"186",43.959999,44.029999,43.450001,43.849998,1180000,43.849998
"187",43.400002,44.049999,42.919998,43.09,1338400,43.09
"188",43.080002,43.34,42.869999,43.259998,927200,43.259998
"189",42.82,43.650002,42.740002,43.349998,1914000,43.349998
"190",43.34,43.34,42.639999,43.040001,1356500,43.040001
"191",43.130001,43.689999,42.759998,43.630001,1155200,43.630001
"192",43.419998,43.57,42.75,43.220001,1124000,43.220001
"193",43.23,43.669998,42.889999,43.66,682600,43.66
"194",43.360001,43.740002,43.060001,43.490002,665100,43.490002
"195",43.18,44.650002,42.939999,44.630001,1336500,44.630001
"196",44.23,44.32,43.490002,43.990002,1255300,43.990002
"197",44.220001,44.860001,44.009998,44.799999,1517900,44.799999
"198",44.810001,45.080002,44.580002,44.959999,869800,44.959999
"199",45.009998,45.16,44.48,45.110001,970100,45.110001
"200",45.349998,45.43,44.700001,44.950001,1070100,44.950001
"201",44.919998,45.310001,44.580002,44.959999,970800,44.959999
"202",44.759998,44.869999,44.009998,44.279999,1044400,44.279999
"203",44.540001,45.029999,44.209999,44.959999,897600,44.959999
"204",44.650002,45.32,44.490002,45.16,874400,45.16
"205",45.189999,45.23,44.189999,44.310001,1176700,44.310001
"206",44.299999,45.080002,44.009998,44.279999,860300,44.279999
"207",44.139999,45.529999,44.139999,45.25,1015000,45.25
"208",45.18,45.259998,44.709999,44.950001,789800,44.950001
"209",44.970001,45.27,44.700001,45.25,778600,45.25
"210",45.25,46.009998,45,45.900002,1022100,45.900002
"211",46,46.650002,45.82,46.599998,1301400,46.599998
"212",46.150002,46.689999,45.299999,46.419998,1717000,46.419998
"213",46.330002,46.849998,46.060001,46.799999,1060900,46.799999
"214",46.950001,48.25,46.73,48.209999,1510000,48.209999
"215",48.040001,48.080002,47.459999,47.759998,1165000,47.759998
"216",47.290001,47.59,47,47.459999,1111400,47.459999
"217",47.700001,47.860001,47.34,47.389999,681300,47.389999
"218",47.48,47.48,46.91,47.119999,803000,47.119999
"219",47.150002,47.18,46.48,46.950001,659200,46.950001
"220",46.990002,47.43,46.650002,47.16,782200,47.16
"221",46.84,47.040001,45.869999,46.310001,1394900,46.310001
"222",46.389999,47.130001,46.389999,46.66,888400,46.66
"223",42.73,44.139999,41.68,44,3938700,44
"224",43.57,44.450001,43.310001,44.150002,2321000,44.150002
"225",43.700001,44.189999,42.75,42.860001,1575100,42.860001
"226",42.75,43.369999,42.669998,42.75,1654700,42.75
"227",42.869999,43.509998,42.68,42.889999,1630000,42.889999
"228",43.02,43.669998,42.639999,42.799999,1927400,42.799999
"229",43.139999,43.400002,42.5,42.950001,1190500,42.950001
"230",43,43.41,42.889999,43.290001,887100,43.290001
"231",43.790001,44.119999,43.419998,43.75,1231500,43.75
"232",43.66,44.099998,43.48,43.790001,709200,43.790001
"233",43.66,43.990002,43.310001,43.529999,903500,43.529999
"234",43.669998,44.25,43.549999,44.029999,1034100,44.029999
"235",44.32,44.52,43.75,44.290001,939700,44.290001
"236",44.259998,44.299999,43.779999,44,1054600,44
"237",43.939999,44.32,43.59,44.259998,859900,44.259998
"238",44.130001,44.209999,43.369999,43.740002,813900,43.740002
"239",43.830002,44.240002,43.610001,44.169998,620900,44.169998
"240",44.240002,44.66,44.110001,44.32,567200,44.32
"241",44.110001,44.459999,43.549999,43.57,650300,43.57
"242",43.330002,43.5,42.84,43.049999,987900,43.049999
"243",43.200001,43.599998,42.84,43.560001,693800,43.560001
"244",43.34,43.59,43.029999,43.34,722500,43.34
"245",43.400002,43.619999,43.02,43.259998,1530300,43.259998
"246",43.380001,43.790001,43.119999,43.450001,835300,43.450001
"247",43.189999,43.91,43.040001,43.66,1186900,43.66
"248",43.720001,44.560001,43.630001,44.25,1113000,44.25
"249",43.880001,43.880001,43.099998,43.16,1872900,43.16
"250",43.049999,43.720001,42.919998,43.639999,1652900,43.639999
"251",43.349998,43.529999,42.560001,42.650002,1712300,42.650002
"252",42.91,43.419998,42.599998,42.939999,1079200,42.939999
"253",43.299999,43.720001,43.18,43.669998,1008200,43.669998
