"","CAT.Open","CAT.High","CAT.Low","CAT.Close","CAT.Volume","CAT.Adjusted"
"179",83.769997,84.690002,83.599998,84.5,3678700,83.805424
"180",84.519997,85.360001,84.169998,85.150002,3449500,84.450082
"181",85.099998,85.099998,83.559998,83.800003,4457000,83.111181
"182",84.18,84.18,82.889999,82.900002,4370500,82.218577
"183",82.900002,83.07,82.239998,83,4155000,82.317753
"184",82.709999,83.790001,82.650002,82.839996,4331700,82.159065
"185",82.57,82.610001,80.830002,81.730003,6863600,81.058196
"186",81.730003,81.730003,80.059998,81.510002,7123500,80.840003
"187",80.370003,81.209999,79.550003,80.059998,7913800,79.401917
"188",80.169998,81.339996,80.099998,80.809998,4740500,80.145752
"189",80.019997,80.760002,79.739998,79.910004,4850500,79.253156
"190",80.150002,80.150002,79.260002,79.699997,4612200,79.044876
"191",80.269997,80.480003,79.800003,80.190002,3612500,79.530854
"192",79.900002,79.910004,78.190002,79.230003,7272700,78.578746
"193",79.57,80,79.059998,79.970001,3598500,79.312661
"194",79.349998,79.349998,78.25,78.449997,6979900,77.805151
"195",78.25,81.440002,78.25,81.330002,12154300,80.661482
"196",80.5,80.5,79.559998,80.089996,5236200,79.43167
"197",80.620003,81.25,80.190002,81.190002,8216600,80.522634
"198",81.190002,81.919998,81.019997,81.089996,4704000,80.42345
"199",81.150002,81.199997,80.199997,80.480003,3978700,79.818471
"200",81.029999,81.040001,79.830002,79.860001,4803000,79.203564
"201",79.639999,80.800003,79.510002,79.879997,4238500,79.223397
"202",79.459999,79.879997,78.760002,79.669998,6336900,79.015124
"203",80.010002,81.519997,80,81.370003,4621200,80.701154
"204",80.510002,80.650002,79.809998,80.029999,4848600,79.372165
"205",80.029999,80.519997,79.389999,79.639999,4446200,78.985371
"206",79.599998,80.5,79.400002,80.239998,3555300,79.580438
"207",80.349998,82,79.980003,81.489998,4495400,80.820163
"208",81.220001,81.43,80.5,80.540001,3526300,79.877975
"209",80.839996,81.239998,79.919998,80.440002,4196200,79.778799
"210",80.5,81.209999,80.279999,80.68,4291900,80.016824
"211",81.099998,82.800003,80.739998,82.599998,6831900,81.92104
"212",82.599998,82.610001,81.599998,82.139999,5293900,81.464822
"213",82.550003,83.239998,81.540001,83,5898700,82.317753
"214",83.290001,85.730003,83,85.160004,9643800,84.460002
"215",84.400002,84.900002,84,84.339996,5692300,84.339996
"216",83.5,83.589996,82.660004,83.279999,5314000,83.279999
"217",83.959999,84.75,83.879997,84.599998,3914600,84.599998
"218",84.660004,84.970001,83.610001,83.919998,5620900,83.919998
"219",84.129997,84.940002,83.089996,84.870003,6520700,84.870003
"220",86.849998,87.5,83.849998,84.790001,18917600,84.790001
"221",84.699997,85.169998,84.019997,84.599998,5848100,84.599998
"222",84.769997,85.940002,84.400002,85.330002,5912000,85.330002
"223",85.419998,86.220001,84.5,86.199997,5736500,86.199997
"224",85.690002,87.919998,85.459999,87.5,7021800,87.5
"225",86.849998,87.300003,86.230003,86.879997,5460100,86.879997
"226",87.690002,88.279999,86.760002,87.370003,4850100,87.370003
"227",87.730003,87.959999,87.169998,87.300003,2751300,87.300003
"228",87.57,88.220001,86.699997,87,4617500,87
"229",87.75,87.940002,86.419998,86.989998,4464700,86.989998
"230",86.650002,86.879997,85.889999,86.43,3888000,86.43
"231",87.779999,87.839996,86.699997,87.309998,3569500,87.309998
"232",88.400002,89.440002,88.089996,88.769997,6869900,88.769997
"233",88.190002,88.339996,87.260002,88.160004,4049300,88.160004
"234",88.589996,89.07,88.209999,88.440002,3178300,88.440002
"235",88.779999,89.589996,88.650002,88.739998,3113600,88.739998
"236",88.5,88.559998,87.599998,88.43,3080100,88.43
"237",88.389999,88.5,87.650002,88.290001,3074400,88.290001
"238",87.889999,87.910004,86.510002,87.239998,5671400,87.239998
"239",87.629997,88.129997,87.129997,87.93,3836800,87.93
"240",88.230003,89.620003,87.940002,89.330002,8148200,89.330002
"241",89.18,89.5,88.629997,88.629997,3480700,88.629997
"242",88.129997,88.150002,87.290001,87.839996,3123700,87.839996
"243",87.989998,88.82,87.650002,87.919998,4517100,87.919998
"244",87.330002,87.449997,85.730003,86.010002,5891300,86.010002
"245",85.739998,86.330002,85.110001,85.32,4677600,85.32
"246",86.059998,86.370003,84.699997,85.529999,3973500,85.529999
"247",85.209999,86.68,85.07,86.169998,2808800,86.169998
"248",86.599998,87.059998,85.809998,86.230003,2835900,86.230003
"249",85.5,86.400002,85.32,85.470001,3765800,85.470001
"250",85.010002,86.5,84.910004,86.050003,3934300,86.050003
"251",85.800003,86.480003,85.779999,86.150002,3304200,86.150002
"252",86.459999,87.620003,86.419998,86.730003,3962300,86.730003
"253",87.449997,88.709999,87.360001,88.480003,4704400,88.480003
