"","FCX.Open","FCX.High","FCX.Low","FCX.Close","FCX.Volume","FCX.Adjusted"
"71",34.41,34.650002,34.169998,34.310001,9330700,33.412779
"72",34.360001,34.380001,33.799999,34.060001,8586800,33.169316
"73",33.630001,33.689999,33.080002,33.169998,10698200,32.302587
"74",33.040001,33.209999,32.639999,32.959999,9104700,32.09808
"75",33.099998,33.400002,32.799999,33.25,10398000,32.380497
"76",32.990002,33,32.439999,32.669998,9216400,31.815663
"77",32.650002,32.919998,32.580002,32.869999,5333800,32.010433
"78",32.419998,32.75,32.299999,32.400002,7360400,31.552726
"79",32.689999,32.779999,32.290001,32.650002,12312400,31.796189
"80",32.799999,32.799999,31.84,31.879999,13884600,31.046322
"81",31.9,32.119999,31.25,32.07,14230700,31.231354
"82",32.169998,32.43,31.84,32.32,12907100,31.474817
"83",32.459999,32.91,31.950001,32.490002,15101200,31.640373
"84",32.189999,32.419998,31.57,31.6,12799600,30.773646
"85",31.67,32.34,31.26,32.299999,11356800,31.455339
"86",32.34,32.349998,31.040001,31.139999,13000500,30.325674
"87",30.780001,31.469999,30.459999,30.66,13808700,30.161389
"88",31.059999,31.6,30.700001,30.719999,11839100,30.220413
"89",31.120001,31.540001,30.620001,30.790001,12609000,30.289276
"90",30.4,30.5,29.43,30.030001,20231800,29.541635
"91",29.49,30.75,29.42,30.24,13667200,29.748219
"92",30.639999,30.940001,30.34,30.34,12102700,29.846593
"93",30.549999,30.940001,30.459999,30.76,9478600,30.259763
"94",31.6,31.75,31.280001,31.5,11306100,30.987728
"95",31.57,31.68,30.889999,30.889999,10494100,30.387648
"96",31.02,31.18,30.76,30.959999,10839300,30.456509
"97",30.76,30.959999,30.57,30.799999,10725600,30.299111
"98",30.469999,30.6,30.190001,30.290001,15259100,29.797407
"99",29.98,30.040001,28.639999,29.030001,27622100,28.557898
"100",29.219999,29.41,28.700001,28.99,25454000,28.518547
"101",28.629999,28.639999,28.059999,28.08,16474500,27.623346
"102",28.200001,28.530001,27.719999,28.5,14971000,28.036516
"103",28.700001,28.780001,27.6,27.790001,18723700,27.338063
"104",27.68,28.139999,27.6,27.790001,10305000,27.338063
"105",27.719999,27.82,27.1,27.129999,16168800,26.688795
"106",27.209999,27.780001,27.07,27.57,13550400,27.12164
"107",27.75,28.389999,27.75,28.34,14414200,27.879118
"108",28.389999,28.549999,27.950001,28.02,11418600,27.564323
"109",27.950001,28.51,27.9,28.43,10499100,27.967655
"110",28.48,28.98,28.4,28.559999,11476400,28.09554
"111",28.610001,28.709999,27.82,27.9,11506800,27.446273
"112",27.76,28.34,27.6,28.299999,12669200,27.839768
"113",28.23,28.58,27.969999,28.42,10184800,27.957817
"114",28.5,28.6,28.02,28.190001,11127200,27.731558
"115",28.18,28.26,27.67,28.08,9737700,27.623346
"116",27.799999,28.620001,27.75,28.57,8810200,28.105377
"117",29.75,29.92,29.25,29.59,17094900,29.10879
"118",29.709999,29.75,29.01,29.110001,10753400,28.636597
"119",29.059999,29.379999,29.049999,29.280001,7989700,28.803832
"120",29.26,29.68,29.139999,29.34,7975000,28.862856
"121",27.360001,27.379999,26.639999,26.85,21626500,26.41335
"122",26.709999,26.75,25.5,26.200001,21161500,25.773921
"123",25.76,26.49,25.450001,25.870001,17068500,25.449288
"124",26.129999,26.889999,26.059999,26.700001,14662700,26.26579
"125",26.6,26.84,26.290001,26.43,8734000,26.00018
"126",26.219999,26.370001,25.84,26.01,9935800,25.58701
"127",25.92,26.15,25.07,25.129999,14821300,24.72132
"128",24.639999,25.129999,24.389999,25.129999,21675900,24.72132
"129",24.92,25.01,23.950001,23.959999,16762200,23.570347
"130",23.33,23.83,22.860001,22.98,26720400,22.606285
"131",22.98,22.99,21.77,21.780001,27925300,21.425801
"132",22.09,22.120001,21.030001,21.030001,22011500,20.687998
"133",21.27,21.950001,20.940001,21.190001,23220400,20.845396
"134",21.290001,22.24,21.219999,22.129999,22364900,21.770108
"135",22.59,22.83,22.16,22.82,21206700,22.448887
"136",22.9,23.469999,22.709999,23.4,23998400,23.019455
"137",23.48,23.52,22.360001,22.549999,14568400,22.183278
"138",22.639999,23.18,22.52,22.84,11175800,22.468563
"139",22.67,23,22.51,22.91,5619600,22.537424
"140",23.049999,23.889999,23.01,23.51,11115300,23.127667
"141",23.58,23.75,23.190001,23.26,12152500,22.881732
"142",23.27,23.77,23.24,23.58,14736600,23.196528
"143",23.549999,23.67,23.190001,23.360001,12414500,22.980106
"144",23.35,23.719999,23.280001,23.549999,9331200,23.167015
"145",23.07,23.07,21.950001,22.15,23786900,21.789783
"146",22.200001,22.790001,22.110001,22.530001,15756800,22.163605
"147",22.799999,22.9,22.389999,22.860001,11749700,22.488238
"148",23.049999,23.5,22.82,23.370001,10959100,22.989944
"149",23.52,23.610001,23.08,23.450001,9904200,23.068643
"150",23.02,23.17,22.450001,23.07,15452300,22.694822
"151",22.58,22.700001,20.950001,21.040001,30072100,20.982515
"152",19.26,19.360001,17.85,18.74,60272100,18.688798
"153",19.08,19.299999,18.32,18.33,25351500,18.279918
"154",18.629999,19.33,18.57,19.24,25455700,19.187432
"155",19.24,19.35,18.860001,19.27,16892900,19.217351
"156",19.110001,20.059999,19.09,19.85,21354900,19.795766
"157",20.48,20.559999,19.74,20.02,19039500,19.965301
"158",19.76,19.860001,19.190001,19.24,23160600,19.187432
"159",19.15,19.610001,18.959999,19.559999,16288200,19.506557
"160",18.200001,18.860001,18.01,18.379999,33844700,18.329781
"161",18.280001,18.32,17.4,17.42,27404500,17.372405
"162",17.42,17.42,16.43,16.83,33264400,16.784017
"163",16.74,17.26,16.610001,16.809999,27276000,16.764071
"164",16.98,17.5,16.809999,17.450001,21217900,17.402324
"165",18.299999,19.26,18.139999,18.98,33141600,18.928142
"166",18.459999,18.549999,18.01,18.290001,22443900,18.240029
"167",18.23,19.620001,18.110001,19.59,35384100,19.536476
"168",19.24,19.48,18.83,18.85,22249000,18.798498
"169",18.93,19.780001,18.85,19.51,19437700,19.456695
"170",19.25,19.26,18.48,18.709999,16436700,18.658879
"171",18.66,18.75,18.07,18.6,18740200,18.549181
"172",19.01,19.57,18.93,19.469999,17414800,19.416803
"173",19.77,20.5,19.76,20.290001,19529900,20.234564
"174",20.110001,21.17,19.959999,20.950001,27489700,20.892761
"175",20.870001,21.58,20.67,21.290001,19412400,21.231832
"176",20.959999,21.26,20.91,21.110001,18731500,21.052324
"177",21.120001,21.299999,20.91,21.280001,12715500,21.221859
"178",21.07,21.07,20.379999,20.59,15354100,20.533744
"179",21.07,21.4,20.85,21.219999,12361200,21.162022
"180",21.27,21.66,21.08,21.5,11321100,21.441257
"181",21.9,21.9,21.040001,21.110001,14163800,21.052324
"182",21.26,21.790001,21.08,21.629999,12563700,21.570901
"183",21.629999,21.629999,20.75,21.129999,15066600,21.072267
"184",20.99,21.629999,20.969999,20.99,11164400,20.932651
"185",20.65,20.969999,20.120001,20.870001,19095800,20.812979
"186",20.879999,20.92,20.139999,20.190001,17984500,20.134837
"187",19.99,20.15,19.34,19.440001,20089200,19.386886
"188",19.32,19.77,19.32,19.620001,10402500,19.566395
"189",19.07,19.43,18.799999,18.84,15698100,18.788525
"190",18.84,18.879999,18.27,18.809999,13763300,18.758606
"191",19.379999,19.629999,18.809999,18.889999,13714400,18.838388
"192",18.52,18.52,17.879999,18.139999,18202900,18.090437
"193",18.049999,18.280001,17.530001,17.969999,17290000,17.920901
"194",17.77,17.85,17.360001,17.42,20520200,17.372405
"195",17.120001,18.389999,17.02,18.23,24498000,18.180191
"196",18.040001,18.049999,17.09,17.26,24104100,17.212842
"197",17.379999,18.83,17.360001,18.41,39102900,18.3597
"198",18.6,19.43,18.52,19.33,22830000,19.277186
"199",18.85,19.43,18.530001,19.18,36498400,19.127596
"200",19.16,19.549999,18.99,19.09,21116100,19.037842
"201",19.540001,20,19.26,19.5,21683400,19.446722
"202",19.1,19.139999,18.66,18.799999,20855400,18.748634
"203",18.85,19.559999,18.809999,19.379999,15991100,19.327049
"204",19.209999,19.209999,18.790001,18.950001,25410100,18.898225
"205",19.1,19.299999,18.790001,18.969999,24332200,18.918169
"206",18.799999,19.07,18.74,19,14145900,18.948088
"207",19.27,19.4,19.139999,19.15,13762700,19.097678
"208",19.219999,19.34,18.93,18.98,12555900,18.928142
"209",19.280001,19.4,18.790001,18.82,11944100,18.768579
"210",18.709999,19.200001,18.67,18.780001,12318400,18.72869
"211",18.74,18.9,18.23,18.299999,13736000,18.25
"212",18.41,18.469999,18.110001,18.26,10781600,18.26
"213",18.450001,18.969999,18.27,18.950001,16930800,18.950001
"214",19.040001,21.07,19.030001,20.67,42863500,20.67
"215",20.719999,21.209999,20.49,20.83,25937800,20.83
"216",20.51,20.77,20.360001,20.67,17250400,20.67
"217",20.65,21.190001,20.549999,20.66,15294800,20.66
"218",20.559999,20.629999,20.040001,20.23,19519100,20.23
"219",20.450001,20.790001,20.200001,20.57,15813900,20.57
"220",19.83,20.57,19.549999,20.07,26085500,20.07
"221",20.450001,21.27,20.440001,20.82,23043200,20.82
"222",21.25,22.120001,21.16,21.82,26042600,21.82
"223",22.459999,22.82,22.33,22.68,32509900,22.68
"224",22.459999,23.1,22.389999,22.889999,21399500,22.889999
"225",22.68,23.66,22.42,23.27,25088300,23.27
"226",23.379999,23.950001,23.290001,23.66,20142400,23.66
"227",23.82,23.969999,23.25,23.389999,13291200,23.389999
"228",23.57,23.75,23.23,23.35,16119300,23.35
"229",23.65,23.67,23.040001,23.26,13922100,23.26
"230",22.74,23.02,22.48,22.91,15355800,22.91
"231",23.27,23.610001,23.120001,23.290001,15782900,23.290001
"232",23.4,23.6,22.870001,22.969999,15630700,22.969999
"233",22.98,23.1,22.66,22.73,13727300,22.73
"234",22.82,23,22.459999,22.610001,14252900,22.610001
"235",22.780001,23.299999,22.66,22.799999,13881600,22.799999
"236",22.77,22.959999,22.469999,22.83,8997700,22.83
"237",22.639999,22.68,22.040001,22.129999,12523200,22.129999
"238",21.719999,21.85,21.200001,21.290001,22233100,21.290001
"239",21.379999,21.379999,20.879999,21.08,12655200,21.08
"240",21.24,21.559999,20.85,21.35,17008200,21.35
"241",21.190001,21.299999,20.9,20.99,12108000,20.99
"242",20.700001,20.75,19.870001,20.08,19919000,20.08
"243",20.030001,20.360001,19.9,20.15,14142800,20.15
"244",20.07,20.24,19.719999,20.16,14654800,20.16
"245",20.049999,20.07,19.65,19.65,13163800,19.65
"246",19.75,19.75,19.299999,19.35,11321600,19.35
"247",19.52,20.68,19.51,20.459999,16519300,20.459999
"248",20.459999,20.65,19.799999,19.870001,16912500,19.870001
"249",19.65,19.700001,19.4,19.52,14514700,19.52
"250",19.360001,19.76,19.26,19.65,10884900,19.65
"251",19.9,19.9,19.290001,19.4,11460500,19.4
"252",19.6,20.219999,19.530001,20.02,15666200,20.02
"253",20.540001,20.780001,20.450001,20.559999,15504100,20.559999
