"","CPB.Open","CPB.High","CPB.Low","CPB.Close","CPB.Volume","CPB.Adjusted"
"165",46.57,46.790001,46.360001,46.75,2115900,46.129939
"166",46.650002,47.669998,46.57,47.43,2509900,46.80092
"167",47.59,47.959999,47.279999,47.919998,1334400,47.284419
"168",47.740002,48.310001,47.450001,48.110001,1677700,47.471901
"169",48,48,47.400002,47.549999,1888000,46.919327
"170",47.779999,48.130001,47.43,48.029999,1013600,47.39296
"171",48.07,48.110001,47.369999,47.830002,982000,47.195616
"172",47.599998,47.880001,47.560001,47.720001,1108900,47.087074
"173",45.990002,46.919998,45.959999,46.880001,2542800,46.258215
"174",46.639999,46.98,46.41,46.900002,1270200,46.277951
"175",46.990002,47.470001,46.91,47.32,2521900,46.692378
"176",47.18,47.32,46.560001,46.630001,2620800,46.011531
"177",46.540001,46.900002,46.41,46.639999,3375100,46.021397
"178",46.639999,47.299999,46.549999,47.209999,2114100,46.583837
"179",47.150002,47.349998,46.91,47.220001,2076100,46.593706
"180",46.419998,47.220001,46.169998,47.169998,2184100,46.544366
"181",47.150002,47.150002,46.369999,46.470001,2879800,45.853654
"182",46.5,46.720001,46.360001,46.59,1690800,45.972061
"183",46.59,46.790001,46.25,46.75,1873800,46.129939
"184",46.700001,46.98,46.369999,46.950001,1985300,46.327287
"185",46.900002,47.02,46.18,46.310001,1370700,45.695776
"186",46.360001,46.400002,46.029999,46.279999,1046800,45.666171
"187",46,46.040001,44.91,45.099998,2147100,44.501822
"188",45.290001,45.549999,45.02,45.490002,1089800,44.886652
"189",45.299999,45.490002,45.139999,45.150002,1211200,44.551161
"190",45.18,45.310001,44.529999,44.700001,1482900,44.107129
"191",44.82,45.330002,44.77,45.279999,904700,44.679435
"192",45.139999,45.380001,44.689999,45.330002,1760400,44.728774
"193",45.380001,45.630001,45.150002,45.259998,1519800,44.659699
"194",45.009998,45.360001,45,45.16,765900,44.561027
"195",45.080002,45.580002,44.450001,45.439999,1429000,44.837312
"196",45.389999,45.599998,45.130001,45.299999,921200,44.69917
"197",45.380001,45.970001,45.349998,45.75,2004500,45.143202
"198",45.799999,46.02,45.66,45.689999,1115900,45.083996
"199",45.720001,46.099998,45.380001,45.389999,1595800,44.787976
"200",45.73,45.77,44.709999,45.400002,4533700,44.797846
"201",45.360001,45.529999,44.98,45.040001,2283800,44.44262
"202",45.189999,45.919998,45.099998,45.889999,1459200,45.281345
"203",45.919998,46.529999,45.700001,46.450001,1586500,45.833918
"204",46.360001,46.84,46.360001,46.549999,1742200,45.932591
"205",46.52,46.599998,46.02,46.57,1318700,45.952326
"206",46.669998,46.810001,46.450001,46.630001,991900,46.011531
"207",46.540001,47.09,46.540001,46.66,1301000,46.041132
"208",46.619999,46.689999,45.98,46.119999,1391500,45.508293
"209",46.169998,46.290001,45.810001,46.23,1319000,45.616835
"210",46.119999,46.299999,45.77,46.209999,1365100,45.906918
"211",46.209999,46.290001,45.700001,45.82,1465800,45.519477
"212",45.700001,46.18,45.700001,46.119999,1333000,45.817508
"213",46.150002,46.68,45.93,46.509998,892400,46.20495
"214",46.82,46.900002,46.48,46.57,1241000,46.264558
"215",46.580002,46.689999,46.349998,46.509998,1052400,46.20495
"216",46.279999,46.389999,45.919998,46.189999,1278100,45.887049
"217",46.27,46.619999,46.220001,46.400002,1181900,46.095674
"218",46.41,46.509998,45.98,46.049999,1086300,45.747968
"219",46.060001,46.369999,45.919998,46.110001,1117700,45.807575
"220",45.900002,46.450001,45.77,46.07,932500,45.767837
"221",46.080002,46.240002,45.75,45.810001,783900,45.509544
"222",45.810001,45.82,45.419998,45.599998,689600,45.300918
"223",45.580002,45.709999,45.349998,45.470001,870800,45.171774
"224",45.450001,45.52,44.84,44.939999,1017700,44.645247
"225",44.91,45.07,44.599998,44.709999,1193600,44.416756
"226",44.849998,45.599998,44.759998,45.549999,1979500,45.251247
"227",45.509998,45.959999,45.400002,45.740002,1245700,45.440003
"228",45.720001,45.93,45.290001,45.389999,1507800,45.092297
"229",45.380001,45.59,44.919998,45.200001,1204400,44.903544
"230",45.080002,45.720001,44.950001,45.48,987000,45.181706
"231",45.970001,45.970001,45.689999,45.830002,1331600,45.529413
"232",45.810001,46.150002,45.599998,45.799999,611900,45.499607
"233",45.66,46.009998,45.439999,45.93,681700,45.628756
"234",45.950001,46.18,45.740002,45.810001,884000,45.509544
"235",46.150002,46.529999,46.139999,46.48,916500,46.175148
"236",46.509998,46.970001,46.490002,46.849998,1292000,46.54272
"237",46.669998,46.919998,46.52,46.790001,1327700,46.483116
"238",46.77,46.919998,46.490002,46.720001,1606200,46.413575
"239",46.82,47.02,46.610001,46.700001,1696600,46.393706
"240",46.630001,47.049999,46.52,46.93,2396800,46.622197
"241",47.849998,48.16,47.349998,47.91,3165400,47.595769
"242",47.799999,47.990002,47.549999,47.740002,2022800,47.426886
"243",47.77,48.16,47.529999,48.119999,1855000,47.804391
"244",48.07,48.400002,47.900002,48.389999,1485400,48.07262
"245",48.389999,48.389999,48.080002,48.34,2238400,48.022949
"246",48.330002,48.380001,48.110001,48.32,1793000,48.00308
"247",48.200001,48.220001,47.580002,47.669998,3112300,47.357341
"248",47.849998,47.849998,47.220001,47.380001,1978300,47.069246
"249",47.220001,47.389999,47.009998,47.07,1315400,46.761278
"250",46.91,46.950001,46.139999,46.540001,2562300,46.234755
"251",46.59,46.610001,46.080002,46.279999,1146400,45.976459
"252",46.349998,46.73,46.18,46.57,1041900,46.264558
"253",46.610001,47,46.560001,46.84,1021500,46.532787
